username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
RayanChikhi;2020-06-26 13:04;26;92;"Congratulations to @ pashadag and @ amatur_r for winning the best paper at @ recomb2020 for their paper on k-mer set representation! https://www.biorxiv.org/content/10.1101/2020.01.07.896928v2 …pic.twitter.com/5yWiifQ8TR";;@ @ @;;"1276562005726560256";https://twitter.com/RayanChikhi/status/1276562005726560256
paulakf;2020-06-26 12:08;0;1;"# RECOMB2020";;;#;"1276547893495771142";https://twitter.com/paulakf/status/1276547893495771142
abhi_ratnakumar;2020-06-26 10:19;0;1;"Variants enriched in bottlenecked population (e.g. Finland) compared to non-bottlenecked populations as a proxy for variant deleteriousness. Variants enriched in Finland are more likely to be genome-wide significant in GWAS. @ konradjk # RECOMB2020-genetics";;@;#;"1276520484658708480";https://twitter.com/abhi_ratnakumar/status/1276520484658708480
2YasmineMANSOUR;2020-06-26 08:08;2;6;"Indeed! And the shared insights on the centromere enigmas were very inspiring! Exactly what I need right now Thank you Pr. Pavel Pevzner! # RECOMB2020 https://twitter.com/hajirasouliha/status/1275801638872154112 …pic.twitter.com/f7RP1VrbsB";;;#;"1276487379193417730";https://twitter.com/2YasmineMANSOUR/status/1276487379193417730
CamilleMrcht;2020-06-26 06:48;0;1;"Awesome thank you!";;;;"1276467387064356864";https://twitter.com/CamilleMrcht/status/1276467387064356864
LaraUrban42;2020-06-25 20:52;2;7;"Very exciting talks by @ benjraphael and @ james_y_zou @ UCLA_CGSI @ recomb2020 about computer vision/spatio-temporal genomics and single-cell allele-specific CN aberrations! Hopefully, we can apply these amazing approaches to specific questions in conservation genomics in the future";;@ @ @ @;;"1276317258927620096";https://twitter.com/LaraUrban42/status/1276317258927620096
WumingG;2020-06-25 19:19;0;1;"So excited to share the science @ recomb2020 https://twitter.com/jeriscience/status/1276264438639673344 …";;@;;"1276294044641972224";https://twitter.com/WumingG/status/1276294044641972224
jeriscience;2020-06-25 17:22;4;8;"Thanks for the great talks at the virtual @ DR_E_A_M special session on single cells @ recomb2020 @ WumingG @ irepan_salvador @ saezlab @ AttilaGbr # RECOMB2020 pic.twitter.com/vx8CeOaam5";;@ @ @ @ @ @;#;"1276264438639673344";https://twitter.com/jeriscience/status/1276264438639673344
RECOMBseq;2020-06-25 14:20;12;18;"# RECOMB2020 participants; remember, when RECOMB ends, the fun doesn’t! Stick around (virtually) for # RECOMBSEQ2020 June 26 and 27th. We have a great program : https://www.recomb2020.org/recomb-seq-satellites … with keynotes by Paola Bonizzoni and @ ZaminIqbal!";;@;# #;"1276218836572934146";https://twitter.com/RECOMBseq/status/1276218836572934146
abhi_ratnakumar;2020-06-25 14:15;1;1;"PWAS:Proteome-association study. Combine genotype data with knowledge on protein function to develop gene function scores based on how an individual's variants affects protein function. Look for association between score and phenotype @ BrandesNadav # RECOMB2020";;@;#;"1276217444101689346";https://twitter.com/abhi_ratnakumar/status/1276217444101689346
pashadag;2020-06-25 12:03;6;25;"Check out our latest work with @ IliaMinkin # RECOMB2020 https://twitter.com/IliaMinkin/status/1276179485109489666 …";;@;#;"1276184159707430918";https://twitter.com/pashadag/status/1276184159707430918
abhi_ratnakumar;2020-06-25 12:00;1;3;"Very interesting! Gene prioritization without using in-sample data. Significant genes identified this way are much more likely to be in the "reported" column in GWAS catalog. @ robertpaulbrown # RECOMB2020-genetics";;@;#;"1276183555698237441";https://twitter.com/abhi_ratnakumar/status/1276183555698237441
abhi_ratnakumar;2020-06-25 11:49;0;3;"Hypothesis: More deleterious variants on down-regulated haplotypes compared to up-regulated haplotypes (up-regulated vs down-regulated obtained from eQTL data) # RECOMB2020-genetics";;;#;"1276180629621792768";https://twitter.com/abhi_ratnakumar/status/1276180629621792768
tonzani;2020-06-25 11:30;1;1;"@ Rbaltman on now @ recomb2020 on why ancestry matters for your reactions to drugs. 14% of people predicted to have unusual reaction to ibuprofen pic.twitter.com/U0RFUMpiC5";;@ @;;"1276176050813317120";https://twitter.com/tonzani/status/1276176050813317120
abhi_ratnakumar;2020-06-25 11:26;0;3;"Analysis of UKBiobank data suggests that each individual has on average of 12 drugs for which unusual response might be expected # RECOMB2020";;;#;"1276174895932735488";https://twitter.com/abhi_ratnakumar/status/1276174895932735488
abhi_ratnakumar;2020-06-25 11:07;0;2;""Pharmacogenetics: variation in drug response due to genetic differences" # RECOMB2020";;;#;"1276170226892247045";https://twitter.com/abhi_ratnakumar/status/1276170226892247045
CamilleMrcht;2020-06-25 11:06;1;6;"# RECOMB2020 organizers, will we be able to get/download the recordings of the talks afterwards (when authors agreed)?";;;#;"1276169804018221057";https://twitter.com/CamilleMrcht/status/1276169804018221057
irepan_salvador;2020-06-25 10:43;3;16;"Happy after giving a summary talk in # RECOMB2020 on the @ AllenInstitute @ DR_E_A_M challenge on cell lineage reconstruction! It has been great to collaborate in this DREAM challenge!!pic.twitter.com/kG5nFHW1Tn";;@ @;#;"1276163997595832323";https://twitter.com/irepan_salvador/status/1276163997595832323
tonzani;2020-06-25 10:34;2;6;"@ leon_anavy on now @ recomb2020 . Not # computationalbiology, but biological computation. Storing info in DNA . Exciting field that is making serious strides in recent years.pic.twitter.com/6MdSjCrF1m";;@ @;#;"1276161746143711238";https://twitter.com/tonzani/status/1276161746143711238
iScience_CP;2020-06-25 10:20;4;7;"Speedup trajectory inference and detection of cell types in # singlecell RNA-Seq with new # method Sphetcher https://bit.ly/384Fabl , # bioinformatics @ StefanCanzar @ RECOMB2020 @ RECOMBseq # Editor @ tonzanipic.twitter.com/NGAWpbiISZ";;@ @ @ @;# # # #;"1276158224207695873";https://twitter.com/iScience_CP/status/1276158224207695873
gunesaynasinda;2020-06-25 08:30;2;8;"Bioinformatics tweeps! Anyone have a recording of Pavel Pevzner's talk at # RECOMB2020 yesterday? I got distracted by work and couldn't tune in. Please RT!";;;#;"1276130664673353729";https://twitter.com/gunesaynasinda/status/1276130664673353729
derezanin;2020-06-25 08:18;1;2;"So glad I had a chance to listen to the great talk by Pavel Pevzner at # RECOMB2020 yesterday, about the Flye assembly algorithm introducing the concept of disjointigs, more in their paper: https://www.nature.com/articles/s41587-019-0072-8 …";;;#;"1276127709597401089";https://twitter.com/derezanin/status/1276127709597401089
EvolutionQuant;2020-06-25 07:46;9;34;"tomorrow I am giving a talk on our latest advancements on popgen estimates from NGS data at the ongoing # RECOMB2020 as part of the genetics satellite meeting, it's free and online! https://www.recomb2020.org/recomb-genetics";;;#;"1276119510131576832";https://twitter.com/EvolutionQuant/status/1276119510131576832
crashius;2020-06-25 03:58;1;39;"I am going to give a talk today at @ recomb2020. It is about our work on a new epistasis test prioritization algorithm. Time: 2:20pm EST & 9:20pm (TR). It will be broadcasted online. You can access with free registration at http://recomb2020.org";;@;;"1276062278304104453";https://twitter.com/crashius/status/1276062278304104453
CharlestonCWKC;2020-06-25 02:02;0;0;"hmmm # RECOMB2020-genetics is starting in < 9hrs and I still haven't gotten my zoom link to join the conference. The email receipt for registration doesn't have a contact email... has anyone gotten their link to join?";;;#;"1276032941294891010";https://twitter.com/CharlestonCWKC/status/1276032941294891010
RobertPaulBrown;2020-06-24 21:43;0;4;"I enjoy how at virtual conferences there is only a 20 min lunch break # RECOMBGen or how they don't even bother with a lunch break (except 2hrs on Thurs) @ RECOMB2020. I didn't even notice till today and when is lunch time across time zones? Academics only need coffee.";;@;#;"1275967839506055168";https://twitter.com/RobertPaulBrown/status/1275967839506055168
Chandrima_04;2020-06-24 18:53;1;2;"Why do Computational Biologists not use ML? Is it just because it is a Blackbox? Today's panel discussion on the Future of Algorithms in Biology with @ BenLangmead, @ OlgaTroyanskaya, @ OrensteinYaron,Caroline Uhler, @ jeanphi_vert was surely interesting. @ recomb2020 # MachineLearning";;@ @ @ @ @;#;"1275925050483507202";https://twitter.com/Chandrima_04/status/1275925050483507202
ZaminIqbal;2020-06-24 17:57;0;1;"Is it too late for people to register for @ recomb2020 -genetics? I know someone trying to get in late.";;@;;"1275910986575339521";https://twitter.com/ZaminIqbal/status/1275910986575339521
saobettencourt;2020-06-24 16:29;1;1;"Great talk at # RECOMB2020!! Interesting data on ALS cell-free DNA methylation";;;#;"1275888689747542022";https://twitter.com/saobettencourt/status/1275888689747542022
pcnmartin;2020-06-24 12:16;1;15;"After listening to The Future of Algorithms in Biology at # RECOMB2020 panel talk, I feel like I should learn good old C and get more into the fancy new deep learning. Also Images...";;;#;"1275825152773808130";https://twitter.com/pcnmartin/status/1275825152773808130
hyunhwanj;2020-06-24 12:16;1;6;"Some thoughts of panel session # RECOMB2020: * Regarding the over-fitting problem, I think we have several problem like small sample size, data structure, and objective function, etc), which one is the we need to resolve and we can solve right now? (1/3)";;;#;"1275825050105626625";https://twitter.com/hyunhwanj/status/1275825050105626625
saliha_ey;2020-06-24 11:33;3;5;"Watching # RECOMB2020 The Future of Algorithms in Biology panel on my phone. I really hope this level of accesibility becomes the norm for all future events pic.twitter.com/clLKTwEhCu";;;#;"1275814301933207555";https://twitter.com/saliha_ey/status/1275814301933207555
MIKParadox;2020-06-24 11:26;0;1;"Panel Discussion: The Future of Algorithms in Biology is streaming live @ recomb2020 # RECOMB2020";;@;#;"1275812574773166082";https://twitter.com/MIKParadox/status/1275812574773166082
hajirasouliha;2020-06-24 10:43;5;33;"Great keynote talk @ recomb2020 by Pavel Pevzner. Describing SPAdes and Flye assembly tools for short and long reads. Also featuring our BiosyntheticSPAdes tool led by the incomparable @ cbm_student Dmitrii Meleshko @ meleshko_dapic.twitter.com/ZS0IIBfkb6";;@ @ @;;"1275801638872154112";https://twitter.com/hajirasouliha/status/1275801638872154112
infoecho;2020-06-24 10:22;9;29;"Great talk by Jasmijn Baaijens about vg-flow to resolve quasi-species for virus study!! https://www.biorxiv.org/content/10.1101/645721v3 … # RECOMB2020";;;#;"1275796403235647489";https://twitter.com/infoecho/status/1275796403235647489
ivivek87;2020-06-24 10:13;0;0;"I am missing all of them this week.";;;;"1275794277461708802";https://twitter.com/ivivek87/status/1275794277461708802
InquilineKea;2020-06-24 10:13;0;0;"which ones have available archives?";;;;"1275794115398119425";https://twitter.com/InquilineKea/status/1275794115398119425
infoecho;2020-06-24 10:11;1;12;"These are the "conferences" that are interesting to me and some of my colleagues this week: @ uk_biobank Science Meeting, @ recomb2020, @ SparkAISummit, and maybe more.";;@ @ @;;"1275793724610449408";https://twitter.com/infoecho/status/1275793724610449408
infoecho;2020-06-24 10:02;0;7;"# RECOMB2020 sequencing and assembly session is on-going now. While it is a bless to be able to listen to the talks at home, it is also hard to switch the context from regular work.";;;#;"1275791317809811456";https://twitter.com/infoecho/status/1275791317809811456
karinlag;2020-06-24 09:55;0;6;"Very grateful to # recomb2020 for going virtual, it has given me the opportunity to watch a conference I otherwise most likely would not have been able to prioritize. Just had the pleasure of listening to a great talk from Pavel Pevzner!";;;#;"1275789758170529792";https://twitter.com/karinlag/status/1275789758170529792
DrRebell;2020-06-24 09:21;1;5;"# RECOMB2020 from the balcony. pic.twitter.com/OVhv6VkmIN";;;#;"1275781045338718208";https://twitter.com/DrRebell/status/1275781045338718208
jamie_dixon;2020-06-24 09:18;1;2;"Pavel Pevzner just threw some serious shade at @ recomb2020 in his keynote today: "8 yeas ago we were rejected and if they accepted it, it would have been the most cited paper in recomb history..."";;@;;"1275780430843703296";https://twitter.com/jamie_dixon/status/1275780430843703296
StevenSalzberg1;2020-06-24 09:13;17;112;"Listening to Pavel Pevzner's exciting keynote talk at # RECOMB2020: who knew that proteins (peptides) occurred in circular form? And that these circular peptides make excellent antibiotics? Biology never fails to surprise, and Pavel always tells a compelling story";;;#;"1275779054529130496";https://twitter.com/StevenSalzberg1/status/1275779054529130496
ViromeHunter;2020-06-24 09:11;0;2;"Great talk by one of the greatest bioinformaticians Pavel Pevzner @ recomb2020, who btw was introduced by none other than Michael Waterman himself. pic.twitter.com/ZP5y2f67Og";;@;;"1275778593570816001";https://twitter.com/ViromeHunter/status/1275778593570816001
veli_makinen;2020-06-24 07:23;5;22;"Algorithms day ahead in @ recomb2020. Looking forward to chairing a session in 7 hours from now. https://www.recomb2020.org/program";;@;;"1275751357715185664";https://twitter.com/veli_makinen/status/1275751357715185664
cegAmorim;2020-06-24 04:41;13;29;"For those interested in # genomics and population # genetics, there's an online conference happening tomorrow and Friday # RECOMB2020 Registration is free here https://www.recomb2020.org/recomb-genetics";;;# # #;"1275710502816165888";https://twitter.com/cegAmorim/status/1275710502816165888
MIKParadox;2020-06-23 21:47;0;0;"@ recomb2020 I missed the CCB conference too. Any recordings or resources available? # RECOMB2020";;@;#;"1275606406993817602";https://twitter.com/MIKParadox/status/1275606406993817602
zhizhid;2020-06-23 21:01;1;8;"Excited that our d-PBWT paper will be presented tomorrow morning, following a keynote from my PhD advisor Pavel Pevzner! # RECOMB2020";;;#;"1275594775396261898";https://twitter.com/zhizhid/status/1275594775396261898
KamathGovinda;2020-06-23 18:34;3;20;"The online # RECOMB2020 is great. I just gave a talk to 450 people - the largest audience I'd given a talk to by a fair margin! On spectral jaccard similarity. https://www.biorxiv.org/content/10.1101/800581v2 …https://twitter.com/recomb2020/status/1273629235261906944 …";;;#;"1275557830213369856";https://twitter.com/KamathGovinda/status/1275557830213369856
jmuiuc;2020-06-23 18:13;10;46;"Tomorrow (Wed Jun 24) at 4pm ET (10pm Italy time), # RECOMB2020 will have the "Epigenetics" session (https://www.recomb2020.org/program ). @ RuochiZhang in my group will present his @ recomb2020 "MATCHA" paper (also @ CellSystemsCP). Look forward to your feedback.https://www.cell.com/cell-systems/fulltext/S2405-4712(20)30147-2 …";;@ @ @;#;"1275552555410640898";https://twitter.com/jmuiuc/status/1275552555410640898
martonolbei;2020-06-23 16:47;0;2;"Great network biology talks today at # recomb2020";;;#;"1275530966912634883";https://twitter.com/martonolbei/status/1275530966912634883
abhi_ratnakumar;2020-06-23 16:26;2;5;"Really nice talk assessing methods for detecting network modules with GWAS data @ ftsven # RECOMB2020. Here is the paper: https://www.nature.com/articles/s41592-019-0509-5 …";;@;#;"1275525736045182982";https://twitter.com/abhi_ratnakumar/status/1275525736045182982
mackayka;2020-06-23 14:04;2;16;"Had a great time (virtually) presenting the results from our most recent pre-print today more details on how we used # tSNE to predict the # 3Dgenome for # FissionYeast can be found here: https://www.biorxiv.org/content/10.1101/2020.01.28.923615v1 … # RECOMB2020 # Bioinformaticspic.twitter.com/KzQMqF3P4f";;;# # # # #;"1275489929665994753";https://twitter.com/mackayka/status/1275489929665994753
pcnmartin;2020-06-23 14:03;0;3;"Back at # RECOMB2020 with some networks. Very fitting for my current interests.";;;#;"1275489763206758401";https://twitter.com/pcnmartin/status/1275489763206758401
ftsven;2020-06-23 13:41;1;8;"Also, I’m giving a highlight talk on Disease Module Identification at # RECOMB2020 today at 4pm US Eastern time (10pm CET) that is streamed online: https://whova.com/portal/webapp/recom_202005/Agenda/1041308/ …";;;#;"1275484132106272769";https://twitter.com/ftsven/status/1275484132106272769
serghei_mangul;2020-06-23 12:53;1;7;"First @ recomb2020-Seq talk from @ MangulLab will be presented by @ nlapier2 Saturday, June 27, 2020 at 10:15-11:45am sessionhttps://twitter.com/MangulLab/status/1275133826159656960 …";;@ @ @;;"1275472100673720320";https://twitter.com/serghei_mangul/status/1275472100673720320
davidmasp;2020-06-23 12:48;0;1;"I think it depends on authors? Not sure though";;;;"1275470861668102151";https://twitter.com/davidmasp/status/1275470861668102151
andrei_chiffa;2020-06-23 11:57;0;1;"I see that @ recomb2020 is recording all the presentations -are there any plans to make those available online later on for those who could not attend the talks due to timezone difference?";;@;;"1275457978242682880";https://twitter.com/andrei_chiffa/status/1275457978242682880
leon_anavy;2020-06-23 11:54;1;18;"When the conference is held on EST hours and your kid gets curious about what you are doing during dinner (listening to a great talk about a huge human mutation DB) # RECOMB2020 pic.twitter.com/eDJ6XnlldJ";;;#;"1275457333791879171";https://twitter.com/leon_anavy/status/1275457333791879171
KailashBP10;2020-06-23 11:11;1;4;"# RECOMB2020 premier computational biology conference now goes virtual, registration is free! https://twitter.com/hyunhwanj/status/1275433943181873153 …";;;#;"1275446505688588288";https://twitter.com/KailashBP10/status/1275446505688588288
PurdueCS;2020-06-23 10:48;1;2;"Watch : CluStrat, which corrects for cryptic relatedness in # GWAS in virtual # Recomb2020 today at 5:20pm (EST). Registration is free: https://recomb2020.org/registration Paper: https://biorxiv.org/content/10.1101/2020.01.15.908228v1 ……pic.twitter.com/APn96DZ1i6";;;# #;"1275440541971312641";https://twitter.com/PurdueCS/status/1275440541971312641
hyunhwanj;2020-06-23 10:22;1;6;"Attending # RECOMB2020? Want to expand your twitter network? I am making a twitter list people who are attending # RECOMB2020 https://twitter.com/i/lists/1275138813585735682 … Feel free to ask you want to be added!";;;# #;"1275433943181873153";https://twitter.com/hyunhwanj/status/1275433943181873153
AritraBose90;2020-06-23 10:06;1;4;"Excited to present CluStrat, which corrects for cryptic relatedness in # GWAS in virtual # Recomb2020 today at 5:20pm (EST). Joint work with Drineas lab @ PurdueCS. Registration is free: https://www.recomb2020.org/registration Paper: https://www.biorxiv.org/content/10.1101/2020.01.15.908228v1 … See you all there!";;@;# #;"1275430026767478784";https://twitter.com/AritraBose90/status/1275430026767478784
bbglab;2020-06-23 09:28;6;13;"Check out the preprint of the work presented by our PhD student Pepe Bonet yesterday at # Recomb2020. https://doi.org/10.1101/2020.01.15.907345 …pic.twitter.com/zGNcBgZSUV";;;#;"1275420455403425793";https://twitter.com/bbglab/status/1275420455403425793
jamie_dixon;2020-06-23 09:23;0;2;"Enjoying the keynote of @ recomb2020 right now - learned that # COVID was carried to humans from bats via... wait for it... the anteater.";;@;#;"1275419230683332609";https://twitter.com/jamie_dixon/status/1275419230683332609
dany2k;2020-06-23 09:04;1;3;"Excited for our # RECOMB2020 talk on Computing the Rearrangement Distance of Natural Genomes today at 4:40 PM CET. Paper: https://arxiv.org/abs/2001.02139 , Joint work with Leonhard Bohnenkämper, Marília D. V. Braga, and @ jensstoye";;@;#;"1275414547000627200";https://twitter.com/dany2k/status/1275414547000627200
UthsavC;2020-06-23 09:00;5;11;"Will be presenting some recent work on identifying altered subnetworks at 3:40pm (EST) today at the virtual # RECOMB2020 conference (free registration!) Register here: https://www.recomb2020.org/registration https://twitter.com/benjraphael/status/1219650999901720583 …";;;#;"1275413456481648640";https://twitter.com/UthsavC/status/1275413456481648640
KJames_IntBio;2020-06-23 06:28;1;2;"Really enjoying virtual # RECOMB2020 and some interesting network analysis talks coming up later today. Free to register here: https://www.recomb2020.org/";;;#;"1275375194274758656";https://twitter.com/KJames_IntBio/status/1275375194274758656
ViromeHunter;2020-06-23 06:23;0;3;"Conferences within the reach of our fingertips! Great experience having the @ recomb2020 in your phone with the @ WhovaSupport app. Thanks to fellow @ inextvir ESR @ gregoruar for sharing! Interested? It is still open and free to join pic.twitter.com/12WqnDVJPZ";;@ @ @ @;;"1275373939242475520";https://twitter.com/ViromeHunter/status/1275373939242475520
xiaoxiaoyangs;2020-06-23 06:00;0;1;"When I miss the meeting, is there a live video recording of the RECOM meeting?";;;;"1275368109117812737";https://twitter.com/xiaoxiaoyangs/status/1275368109117812737
arXiv__ml;2020-06-23 03:14;0;0;"RT @ jmuiuc: Please join us for the "Single-Cell Genomics" session that I will chair today (starting 3pm ET) at # RECOMB2020 (https://bit.ly/2YXw5gz , free registration). We have four exciting talks ... # mw via @ mldcmu # cmuai # mldcmu";;@ @;# # # #;"1275326269345931269";https://twitter.com/arXiv__ml/status/1275326269345931269
DAIBuilds;2020-06-23 03:08;0;0;"RT @ jmuiuc: Please join us for the "Single-Cell Genomics" session that I will chair today (starting 3pm ET) at # RECOMB2020 (https://bit.ly/2YZAKyj , free registration). We have four exciting talks ... # mw via @ mldcmu # cmuai # mldcmu";;@ @;# # # #;"1275324759111274498";https://twitter.com/DAIBuilds/status/1275324759111274498
YNikefly;2020-06-23 02:28;0;0;"Next up # fortnite # viral # fast # RECOMB2020 # XboxSeriesX # YouTubepic.twitter.com/QtzsEBPtHV";;;# # # # # #;"1275314793277198337";https://twitter.com/YNikefly/status/1275314793277198337
farid_rashidi;2020-06-22 23:41;1;3;"@ SMalikic talk about our recently published paper (http://doi.org/10.1101/gr.234435.118 …) in @ genomeresearch at # RECOMB2020 as a highlight. https://www.youtube.com/watch?v=i8zetg_5n8g …";;@ @;#;"1275272859770925057";https://twitter.com/farid_rashidi/status/1275272859770925057
saliha_ey;2020-06-22 18:25;1;2;"Into the a.m. hours, still following # RECOMB2020. @ IBMResearch @ IBM_CompSysBio projects are always refreshing. I almost want to use the word "cool."pic.twitter.com/QR5SGoz82g";;@ @;#;"1275193328481558530";https://twitter.com/saliha_ey/status/1275193328481558530
mlmemoirs;2020-06-22 17:43;0;1;"RT @ jmuiuc: Please join us for the "Single-Cell Genomics" session that I will chair today (starting 3pm ET) at # RECOMB2020 (https://bit.ly/3137rh7 , free registration). We have four exciting talks ... # mw via @ mldcmu # cmuai # mldcmu";;@ @;# # # #;"1275182611787386891";https://twitter.com/mlmemoirs/status/1275182611787386891
towards_AI;2020-06-22 16:56;0;1;"RT @ jmuiuc: Please join us for the "Single-Cell Genomics" session that I will chair today (starting 3pm ET) at # RECOMB2020 (https://bit.ly/2zVowyr , free registration). We have four exciting talks ... # mw via @ mldcmu # cmuai # mldcmu";;@ @;# # # #;"1275170732289544195";https://twitter.com/towards_AI/status/1275170732289544195
mlmemoirs;2020-06-22 16:47;0;1;"RT @ jmuiuc: Please join us for the "Single-Cell Genomics" session that I will chair today (starting 3pm ET) at # RECOMB2020 (https://bit.ly/2YXw5gz , free registration). We have four exciting talks ... # mw via @ mldcmu # cmuai # mldcmu";;@ @;# # # #;"1275168514471604224";https://twitter.com/mlmemoirs/status/1275168514471604224
andrei_chiffa;2020-06-22 16:25;1;8;"# RECOMB2020 online edition is both free and amazing - I really wish more conferences went this route.";;;#;"1275162900139839488";https://twitter.com/andrei_chiffa/status/1275162900139839488
vodka_liscia;2020-06-22 16:13;0;5;"# RECOMB2020 normally at this time I was happy and drinking cocktails with other attendees. Now I'm following talks with a glass of wine...let's see in the long run which approach is better :)";;;#;"1275160077608124421";https://twitter.com/vodka_liscia/status/1275160077608124421
alavimir;2020-06-22 16:10;1;10;"Thank you to the organizers and attendees of # RECOMB2020 for their attention and questions! Many asked for the code, and it’s hosted on Songwei Ge’s (lead author) GitHub: https://github.com/SongweiGe/scDGN";;;#;"1275159121378017285";https://twitter.com/alavimir/status/1275159121378017285
pcnmartin;2020-06-22 15:57;3;8;"Following the single cell sessions at # RECOMB2020 . I got to say this conference has really stepped up the virtual conference game! I am really enjoying the interesting talks as well as the networking and discussion possibilities.";;;#;"1275155931597344769";https://twitter.com/pcnmartin/status/1275155931597344769
compBiology;2020-06-22 15:46;1;1;"Lisa Tucker-Kellogg presenting TRANSCOMPP at # RECOMB2020 Understanding phenotypic plasticity by estimating Markov transition rates for cell state transitions @ OUPBioinfohttps://academic.oup.com/bioinformatics/bioinformatics/article-abstract/36/9/2813/5714733#.XvEJ5kbM2HU.twitter …";;@;# #;"1275153155194568711";https://twitter.com/compBiology/status/1275153155194568711
nomad421;2020-06-22 15:10;4;8;"If you are having trouble getting audio in the # RECOMB2020 sessions, try using a private / incognito tab. Not exactly sure why this works, but it did.";;;#;"1275144156512489473";https://twitter.com/nomad421/status/1275144156512489473
compBiology;2020-06-22 15:07;1;2;"Starting the Single-Cell Genomics Session at # RECOMB2020 "Supervised Adversarial Alignment of Single-Cell RNA-seq" Thanks @ recomb2020 for organising free access for everyone";;@;#;"1275143303231614977";https://twitter.com/compBiology/status/1275143303231614977
krzaczek2403;2020-06-22 14:18;0;5;"# RECOMB2020 conference is on now ! Looking forward to the single-cell session !";;;#;"1275131114538045444";https://twitter.com/krzaczek2403/status/1275131114538045444
ahmedElkoussy;2020-06-22 13:57;4;8;"Looking forward to presebt out benchmark of single cell classifiers today at # RECOMB2020 at 9:20pm CEST... Very exciting session! https://twitter.com/jmuiuc/status/1275117854476640256 …";;;#;"1275125720960962573";https://twitter.com/ahmedElkoussy/status/1275125720960962573
hajirasouliha;2020-06-22 13:43;2;12;"I am chairing the virtual @ recomb2020 session on Cancer today. It starts at 4:40 pm EST (in ~3 hours). I hope you can all join us. See the program for details and registration (free): https://www.recomb2020.org/program https://twitter.com/recomb2020/status/1259794333387165703 …";;@;;"1275122332168790017";https://twitter.com/hajirasouliha/status/1275122332168790017
jmuiuc;2020-06-22 13:26;14;64;"Please join us for the "Single-Cell Genomics" session that I will chair today (starting 3pm ET) at # RECOMB2020 (https://www.recomb2020.org/program , free registration). We have four exciting talks ...";;;#;"1275117854476640256";https://twitter.com/jmuiuc/status/1275117854476640256
hajirasouliha;2020-06-22 13:12;1;12;"The one-page summary slide about # RECOMBCCB2020 I just shared in the main @ recomb2020 business meeting. Thanks again to our PC, main RECOMB organizers, speakers, and everyone who contributed to the program. pic.twitter.com/6enGu1Wyjv";;@;#;"1275114326479831041";https://twitter.com/hajirasouliha/status/1275114326479831041
allawayr;2020-06-22 11:23;0;6;"Whova else is a little overwhelmed by the number of conference app emails? # RECOMB2020 (side note: I will never, ever install something for a conference. why can't we just have a fully-functional webapp?)";;;#;"1275087113248096257";https://twitter.com/allawayr/status/1275087113248096257
2YasmineMANSOUR;2020-06-22 11:16;0;4;"Enjoying day1 @ recomb2020 The @ WhovaSupport app is helping a lot with easily getting engaged and making the most of the virtual conference # RECOMB2020 pic.twitter.com/sSR6f6ksSp";;@ @;#;"1275085355981705216";https://twitter.com/2YasmineMANSOUR/status/1275085355981705216
