id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1359098540199448577	1359098540199448577	2021-02-09 06:15:17 Eastern Standard Time	2021-02-09	06:15:17	-0500	3329922513	lulu7_s	KUJO JOTARO 👑⟭⟬ GOT7 FOREVER💚		 https://t.co/IabMSaw9SS	und	[]	[]	['https://pbs.twimg.com/media/Etx85QCXYAU7Kxe.jpg', 'https://pbs.twimg.com/media/Etx86OQWgAQZ9gL.jpg']	0	0	1	[]	[]	https://twitter.com/lulu7_S/status/1359098540199448577	False		1	https://pbs.twimg.com/media/Etx85QCXYAU7Kxe.jpg		48.880048,2.385939,1km					[]				
1359093370480656387	1359093370480656387	2021-02-09 05:54:44 Eastern Standard Time	2021-02-09	05:54:44	-0500	383436235	lepartiduthe	Le Parti du Thé	{'type': 'Point', 'coordinates': [48.87364, 2.3905]}	Vient de publier une photo à SuperFrais  https://t.co/ld6WdiwuK1	fr	[]	['https://www.instagram.com/p/CLEZ98-BE7w/?igshid=msr749jvyk3p']	[]	0	0	1	[]	[]	https://twitter.com/LePartiduThe/status/1359093370480656387	False		0			48.880048,2.385939,1km					[]				
1359088659492929536	1359088659492929536	2021-02-09 05:36:01 Eastern Standard Time	2021-02-09	05:36:01	-0500	44314556	themadartist72	Hayssam DAEZLY	{'type': 'Point', 'coordinates': [48.8783, 2.39309]}	#lifesocks #lifesucks #fetichistedespieds #pattern #visualart #visualcodes #haythamdaezly #espadrilles #themadartist #ruecompans à Rue Compans  https://t.co/a2t5nMi4zz	fr	[]	['https://www.instagram.com/p/CLEX0s5LBU2/?igshid=4ok1rv0sbhrk']	[]	0	0	0	['lifesocks', 'lifesucks', 'fetichistedespieds', 'pattern', 'visualart', 'visualcodes', 'haythamdaezly', 'espadrilles', 'themadartist', 'ruecompans']	[]	https://twitter.com/themadartist72/status/1359088659492929536	False		0			48.880048,2.385939,1km					[]				
1358018927465533442	1358018927465533442	2021-02-06 06:45:17 Eastern Standard Time	2021-02-06	06:45:17	-0500	36193079	martinlanot	▲Martin LANOT▼	{'type': 'Point', 'coordinates': [48.87342, 2.38226]}	Vient de publier une photo à Combat  https://t.co/5wSZNALQG1	fr	[]	['https://www.instagram.com/p/CK8xXpUglMU/?igshid=ra4u0r4gmsw0']	[]	0	0	0	[]	[]	https://twitter.com/Martinlanot/status/1358018927465533442	False		0			48.880048,2.385939,1km					[]				
1357991728469454848	1357991728469454848	2021-02-06 04:57:12 Eastern Standard Time	2021-02-06	04:57:12	-0500	44314556	themadartist72	Hayssam DAEZLY	{'type': 'Point', 'coordinates': [48.8783, 2.39309]}	#fromherefromthere #haythamdaezly #naturemorte #visualart #visualcodes #themadartist #paris #paris19 #stilllife #ruecompans à Rue Compans  https://t.co/TcZDICOtZi	fr	[]	['https://www.instagram.com/p/CK8k_6FrS5x/?igshid=3ohib66rlcte']	[]	0	0	0	['fromherefromthere', 'haythamdaezly', 'naturemorte', 'visualart', 'visualcodes', 'themadartist', 'paris', 'paris19', 'stilllife', 'ruecompans']	[]	https://twitter.com/themadartist72/status/1357991728469454848	False		0			48.880048,2.385939,1km					[]				
1357649006869041153	1357649006869041153	2021-02-05 06:15:21 Eastern Standard Time	2021-02-05	06:15:21	-0500	542406619	brunoberberes1	Bruno Berberes	{'type': 'Point', 'coordinates': [48.887, 2.386]}	Vient de publier une photo à Ourcq  https://t.co/f7dnKC262X	fr	[]	['https://www.instagram.com/p/CK6JJlFA0w8/?igshid=wuv1mep0g2gr']	[]	1	1	2	[]	[]	https://twitter.com/BrunoBerberes1/status/1357649006869041153	False		0			48.880048,2.385939,1km					[]				
1357628323967418370	1357628323967418370	2021-02-05 04:53:10 Eastern Standard Time	2021-02-05	04:53:10	-0500	1462582483	francoisdagnaud	François Dagnaud		Au marché de la Place des Fêtes, on trouve désormais un point de collecte de déchets alimentaires ! Une nouveauté qui concilie propreté et transition écologique pour que d'ici 2023, chaque parisien ait accès à un point de recyclage alimentaire à proximité de son domicile.  https://t.co/oLRVaLo9ec	fr	[]	[]	['https://pbs.twimg.com/media/EtdDv16XAAE6xzR.jpg', 'https://pbs.twimg.com/media/EtdDwTdXEAEsDb2.jpg', 'https://pbs.twimg.com/media/EtdDww5XEAE-HQY.jpg']	4	13	41	[]	[]	https://twitter.com/FrancoisDagnaud/status/1357628323967418370	False		1	https://pbs.twimg.com/media/EtdDv16XAAE6xzR.jpg		48.880048,2.385939,1km					[]				
1357600828547346432	1357600828547346432	2021-02-05 03:03:55 Eastern Standard Time	2021-02-05	03:03:55	-0500	937361938438377472	mamiloudi	ᴀᴍɪɴᴇ ᴍɪʟᴏᴜᴅɪ		Le Couscous de DAR DJERBA le vendredi sur le boulevard de Belleville c’était quelque chose 😌	fr	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/mamiloudi/status/1357600828547346432	False	https://twitter.com/aldikrayat/status/1357417254527389697	0			48.880048,2.385939,1km					[]				
1357469249988624385	1357469249988624385	2021-02-04 18:21:04 Eastern Standard Time	2021-02-04	18:21:04	-0500	314903544	alexguillemaud	Alexandre Guillemaud		Ce soir, passage en direct sur la radio @FranceMaghreb2 avec mon collègue élu Éric DROUCHE pour parler notamment de politique et de #Nanterre  https://t.co/zewp1wwjQs	fr	[{'screen_name': 'francemaghreb2', 'name': 'france maghreb 2', 'id': '175902746'}]	[]	['https://pbs.twimg.com/media/EtazFM7WQAMVeRo.jpg']	0	4	6	['nanterre']	[]	https://twitter.com/AlexGuillemaud/status/1357469249988624385	False		1	https://pbs.twimg.com/media/EtazFM7WQAMVeRo.jpg		48.880048,2.385939,1km					[]				
1357407879540727817	1357407879540727817	2021-02-04 14:17:12 Eastern Standard Time	2021-02-04	14:17:12	-0500	366494538	juanjerezvalle	juanjerez	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	Paris 19ème. Lumière du canal. à 19th arrondissement, Paris  https://t.co/M3apaC46ig	fr	[]	['https://www.instagram.com/p/CK4bfs1HF0i/?igshid=n00x02dh8slt']	[]	0	0	0	[]	[]	https://twitter.com/Juanjerezvalle/status/1357407879540727817	False		0			48.880048,2.385939,1km					[]				
1357348988194680834	1357348988194680834	2021-02-04 10:23:11 Eastern Standard Time	2021-02-04	10:23:11	-0500	193805250	juliettedragon	JULIETTE DRAGON	{'type': 'Point', 'coordinates': [48.87156203, 2.38532379]}	Vient de publier une photo à Belvédère De Belleville  https://t.co/llAIxcx05U	fr	[]	['https://www.instagram.com/p/CK4At4ogFtY/?igshid=7ffdss9voprq']	[]	0	0	0	[]	[]	https://twitter.com/JULIETTEDRAGON/status/1357348988194680834	False		0			48.880048,2.385939,1km					[]				
1357347601822097410	1357347601822097410	2021-02-04 10:17:41 Eastern Standard Time	2021-02-04	10:17:41	-0500	193805250	juliettedragon	JULIETTE DRAGON	{'type': 'Point', 'coordinates': [48.87128779, 2.38506173]}	#crocus  #springtimeiscoming  #hope #earthissmiling à Parc de Belleville  https://t.co/5JMemh93RH	fr	[]	['https://www.instagram.com/p/CK4AFTBgle1/?igshid=15v4mvv9i8ohk']	[]	0	0	0	['crocus', 'springtimeiscoming', 'hope', 'earthissmiling']	[]	https://twitter.com/JULIETTEDRAGON/status/1357347601822097410	False		0			48.880048,2.385939,1km					[]				
1357347016184000515	1357347016184000515	2021-02-04 10:15:21 Eastern Standard Time	2021-02-04	10:15:21	-0500	193805250	juliettedragon	JULIETTE DRAGON	{'type': 'Point', 'coordinates': [48.88047704, 2.38274574]}	#morningrun  #breathing  #outdoor  #runrunrun #soslow  #timetotrainagain à Parc des Buttes-Chaumont  https://t.co/1hmVeLAvFT	fr	[]	['https://www.instagram.com/p/CK3_0hlgONB/?igshid=1herkkosowk3x']	[]	0	0	0	['morningrun', 'breathing', 'outdoor', 'runrunrun', 'soslow', 'timetotrainagain']	[]	https://twitter.com/JULIETTEDRAGON/status/1357347016184000515	False		0			48.880048,2.385939,1km					[]				
1357328608595968002	1357328608595968002	2021-02-04 09:02:12 Eastern Standard Time	2021-02-04	09:02:12	-0500	44314556	themadartist72	Hayssam DAEZLY	{'type': 'Point', 'coordinates': [48.8783, 2.39309]}	#letsworkout #reconfinementpourbientôt #fresh #haythamdaezly #ruecompans #themadartist #visualcodes #paris19 à Rue Compans  https://t.co/0eybOTeX9z	fr	[]	['https://www.instagram.com/p/CK33cq0rgt4/?igshid=1xpi9iqfnjvyx']	[]	0	0	0	['letsworkout', 'reconfinementpourbientôt', 'fresh', 'haythamdaezly', 'ruecompans', 'themadartist', 'visualcodes', 'paris19']	[]	https://twitter.com/themadartist72/status/1357328608595968002	False		0			48.880048,2.385939,1km					[]				
1357280582015717379	1357280582015717379	2021-02-04 05:51:22 Eastern Standard Time	2021-02-04	05:51:22	-0500	161332078	sylverdonquitoc	SylverDonquitoc	{'type': 'Point', 'coordinates': [48.88047704, 2.38274574]}	Vient de publier une vidéo à Parc des Buttes-Chaumont  https://t.co/eLznhnkZ2Y	fr	[]	['https://www.instagram.com/p/CK3hVYfK9Zt/?igshid=cc5ymatp3u08']	[]	0	0	0	[]	[]	https://twitter.com/SylverDonquitoc/status/1357280582015717379	False		0			48.880048,2.385939,1km					[]				
1357036529915465728	1357036529915465728	2021-02-03 13:41:35 Eastern Standard Time	2021-02-03	13:41:35	-0500	43578304	paultakeuchi	Elisabeth Paul-Takeuchi	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	This Sky ! Obvously winter is running.    #wintermood #naturel #treeslovers #skycolors #cielbleu #baladedujour à 19th arrondissement, Paris  https://t.co/589scZg2ra	en	[]	['https://www.instagram.com/p/CK1yoCcBgMu/?igshid=1kn7bsb6afpw2']	[]	0	0	0	['wintermood', 'naturel', 'treeslovers', 'skycolors', 'cielbleu', 'baladedujour']	[]	https://twitter.com/paultakeuchi/status/1357036529915465728	False		0			48.880048,2.385939,1km					[]				
1356972938067660800	1356911844196294656	2021-02-03 09:28:54 Eastern Standard Time	2021-02-03	09:28:54	-0500	1071105385	franckloureiro	loureiro franck		@Charivari1 @renardmarc2 @ledirlo @msieurvar  https://t.co/Hhjrl4FVAB	und	[]	[]	['https://pbs.twimg.com/media/EtTvsgWXUAAIiOI.jpg']	1	0	1	[]	[]	https://twitter.com/FranckLoureiro/status/1356972938067660800	False		1	https://pbs.twimg.com/media/EtTvsgWXUAAIiOI.jpg		48.880048,2.385939,1km					"[{'screen_name': 'Charivari1', 'name': 'Charivari', 'id': '300323299'}, {'screen_name': 'renardmarc2', 'name': 'Marc Renard', 'id': '1267791859'}, {'screen_name': 'ledirlo', 'name': ""Le Dirlo de l'école"", 'id': '37379509'}]"				
1356893206017839104	1356893206017839104	2021-02-03 04:12:04 Eastern Standard Time	2021-02-03	04:12:04	-0500	44314556	themadartist72	Hayssam DAEZLY	{'type': 'Point', 'coordinates': [48.8783, 2.39309]}	Vient de publier une photo à Rue Compans  https://t.co/e4YiDuDEVA	fr	[]	['https://www.instagram.com/p/CK0xctMLIKZ/?igshid=1cmmhm8yi3yig']	[]	0	0	0	[]	[]	https://twitter.com/themadartist72/status/1356893206017839104	False		0			48.880048,2.385939,1km					[]				
1356623905461596168	1356623905461596168	2021-02-02 10:21:58 Eastern Standard Time	2021-02-02	10:21:58	-0500	1313821935525130241	olgalarusse	Olga Bautista Cosa🔻		Louvre,14 km. #skylinebelleville  https://t.co/NvBEHSYdyE	fr	[]	[]	['https://pbs.twimg.com/media/EtOyPUIXIAIg9-2.jpg']	0	0	0	['skylinebelleville']	[]	https://twitter.com/OlgaLarusse/status/1356623905461596168	False		1	https://pbs.twimg.com/media/EtOyPUIXIAIg9-2.jpg		48.880048,2.385939,1km					[]				
1356373824799973378	1356373824799973378	2021-02-01 17:48:14 Eastern Standard Time	2021-02-01	17:48:14	-0500	333513766	miyahakuyo	Miya Hakuyo (宮 白羊）		先日あげたクマさん達が呑んだくれている写真がちょっとバズって@grapeejp さんに記事にしていただきました。 嬉しい限りですが、羊は熊に頼らずに本職でバズって記事にしてもらえるよう頑張っていく次第であります笑  https://t.co/sz9ylirAwf	ja	[{'screen_name': 'grapeejp', 'name': 'grape', 'id': '2358976470'}]	['https://grapee.jp/918446']	[]	5	6	156	[]	[]	https://twitter.com/MiyaHakuyo/status/1356373824799973378	False		0			48.880048,2.385939,1km					[]				
1356317896230760453	1356317896230760453	2021-02-01 14:06:00 Eastern Standard Time	2021-02-01	14:06:00	-0500	423494454	tweetiberik	Steven Thomas Gutierrez	{'type': 'Point', 'coordinates': [48.87388889, 2.38527778]}	Vient de publier une photo à Quartier de Belleville  https://t.co/56RF3l7rjW	fr	[]	['https://www.instagram.com/p/CKwp646s9iy/?igshid=vntfswgmi52w']	[]	0	0	0	[]	[]	https://twitter.com/tweetiberik/status/1356317896230760453	False		0			48.880048,2.385939,1km					[]				
1356276632382828545	1356276632382828545	2021-02-01 11:22:02 Eastern Standard Time	2021-02-01	11:22:02	-0500	521037016	tontonfinger	tontonfinger	{'type': 'Point', 'coordinates': [48.88333, 2.38841]}	Vient de publier une photo à Buttes - Chaumont LE PARC PARIS 19ème  https://t.co/OxJz56sOG9	fr	[]	['https://www.instagram.com/p/CKwZEEEp9eu/?igshid=zwuixcqz05f']	[]	0	0	0	[]	[]	https://twitter.com/Tontonfinger/status/1356276632382828545	False		0			48.880048,2.385939,1km					[]				
1356227926530916355	1356227926530916355	2021-02-01 08:08:29 Eastern Standard Time	2021-02-01	08:08:29	-0500	468861815	jean_aymard1972	Jean Aymard	{'type': 'Point', 'coordinates': [48.87379, 2.38621]}	Vient de publier une photo à Pyrénées (métro de Paris)  https://t.co/emBbMaSWeC	fr	[]	['https://www.instagram.com/p/CKwC6lxrvNe/?igshid=19x5g6y0scas9']	[]	0	0	0	[]	[]	https://twitter.com/Jean_Aymard1972/status/1356227926530916355	False		0			48.880048,2.385939,1km					[]				
1356171899676610560	1356171899676610560	2021-02-01 04:25:51 Eastern Standard Time	2021-02-01	04:25:51	-0500	943269104642863106	gerrish_legal	Gerrish Legal	{'type': 'Point', 'coordinates': [48.87128779, 2.38506173]}	Har precis lagt upp ett foto @ Parc de Belleville  https://t.co/TLwzXCC79n	sv	[]	['https://www.instagram.com/p/CKvpcEzFvXq/?igshid=1xovbnbxfj1hx']	[]	0	0	0	[]	[]	https://twitter.com/gerrish_legal/status/1356171899676610560	False		0			48.880048,2.385939,1km					[]				
1355956601186906116	1355956601186906116	2021-01-31 14:10:20 Eastern Standard Time	2021-01-31	14:10:20	-0500	223047447	amrith	Amrith Shanbhag 💎		Had lunch with a Parisian celebrity today 🐱  Gérard is the guardian angel of a beautiful park here 😇🖤  https://t.co/FNNe3v4pJJ	en	[]	[]	['https://pbs.twimg.com/media/EtFTVdjXYAAbXff.jpg', 'https://pbs.twimg.com/media/EtFTVdjXAAAKSMc.jpg']	4	1	68	[]	[]	https://twitter.com/amrith/status/1355956601186906116	False		1	https://pbs.twimg.com/media/EtFTVdjXYAAbXff.jpg		48.880048,2.385939,1km					[]				
1355909972899586050	1355909972899586050	2021-01-31 11:05:03 Eastern Standard Time	2021-01-31	11:05:03	-0500	167729922	ntuncel	Nil Tuncel Lejeune	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	Yine senenin o zamanı geldi... Çok seviyorum çok. @ 19th arrondissement, Paris  https://t.co/3Mhceni7Rn	tr	[]	['https://www.instagram.com/p/CKtyVAIgvqY/?igshid=g81ip52nulrn']	[]	0	0	1	[]	[]	https://twitter.com/ntuncel/status/1355909972899586050	False		0			48.880048,2.385939,1km					[]				
1355476283807977474	1355476283807977474	2021-01-30 06:21:44 Eastern Standard Time	2021-01-30	06:21:44	-0500	167729922	ntuncel	Nil Tuncel Lejeune	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	En sonunda Türkiye'den kitap sipariş etmenin uygun bir yolunu buldum. Şimdi Covid düşünsün! @ 19th arrondissement, Paris  https://t.co/kguu6nFk2D	tr	[]	['https://www.instagram.com/p/CKqtG6CA1Tf/?igshid=izdy9s9dpwe5']	[]	0	0	0	[]	[]	https://twitter.com/ntuncel/status/1355476283807977474	False		0			48.880048,2.385939,1km					[]				
1355310211268026372	1355310211268026372	2021-01-29 19:21:49 Eastern Standard Time	2021-01-29	19:21:49	-0500	43578304	paultakeuchi	Elisabeth Paul-Takeuchi	{'type': 'Point', 'coordinates': [48.8822, 2.382]}	Vient de publier une photo à 19th arrondissement, Paris  https://t.co/aZBa3euACI	fr	[]	['https://www.instagram.com/p/CKphlgPBPWr/?igshid=1hu19nxmpzb64']	[]	0	0	0	[]	[]	https://twitter.com/paultakeuchi/status/1355310211268026372	False		0			48.880048,2.385939,1km					[]				
1355245078776848385	1355245078776848385	2021-01-29 15:03:00 Eastern Standard Time	2021-01-29	15:03:00	-0500	104026488	loredall	Loredana Dall'Amico	{'type': 'Point', 'coordinates': [48.88047704, 2.38274574]}	Irrealidad escondida .... en Parc des Buttes-Chaumont  https://t.co/zFrbPoqUyj	es	[]	['https://www.instagram.com/p/CKpD9yWjvN_/?igshid=1x127jjkqy1pt']	[]	0	0	1	[]	[]	https://twitter.com/Loredall/status/1355245078776848385	False		0			48.880048,2.385939,1km					[]				
1355119148175601665	1355119148175601665	2021-01-29 06:42:36 Eastern Standard Time	2021-01-29	06:42:36	-0500	44314556	themadartist72	Hayssam DAEZLY	{'type': 'Point', 'coordinates': [48.8783, 2.39309]}	Vient de publier une photo à Rue Compans  https://t.co/rKaYlpqfDr	fr	[]	['https://www.instagram.com/p/CKoKspmrKyU/?igshid=hh3k3qvvuf83']	[]	0	0	0	[]	[]	https://twitter.com/themadartist72/status/1355119148175601665	False		0			48.880048,2.385939,1km					[]				
1354804033681199105	1354804033681199105	2021-01-28 09:50:27 Eastern Standard Time	2021-01-28	09:50:27	-0500	44314556	themadartist72	Hayssam DAEZLY	{'type': 'Point', 'coordinates': [48.8783, 2.39309]}	#punished #puni #libéré haythamdaezly #visualcodes #themadartist à Rue Compans  https://t.co/c7fYR9xKAr	ca	[]	['https://www.instagram.com/p/CKl7Z18rlEX/?igshid=1dlpk40qrcdfx']	[]	0	0	0	['punished', 'puni', 'libéré', 'visualcodes', 'themadartist']	[]	https://twitter.com/themadartist72/status/1354804033681199105	False		0			48.880048,2.385939,1km					[]				
1354773351672279045	1354773351672279045	2021-01-28 07:48:32 Eastern Standard Time	2021-01-28	07:48:32	-0500	62472963	fred_bit	Frederic Birrittieri		Ce matin, avec @nora_dahmani j’inaugurais une nouvelle permanence des services de la @Cnav_actu en Île-de-France au sein du Centre d’Action Sociale de la Ville de @Paris (CASVP). Nous poursuivons nos efforts pour rapprocher nos services des publics fragilisés. #Retraites  https://t.co/ORzbbBevcq	fr	"[{'screen_name': 'nora_dahmani', 'name': 'nora dahmani', 'id': '2757589732'}, {'screen_name': 'cnav_actu', 'name': ""l'assurance retraite"", 'id': '242760493'}, {'screen_name': 'paris', 'name': 'paris', 'id': '71016845'}]"	[]	['https://pbs.twimg.com/media/Es0fLhzXIAkVxEI.jpg', 'https://pbs.twimg.com/media/Es0fLh1XUAIJc7J.jpg']	1	0	13	['retraites']	[]	https://twitter.com/Fred_Bit/status/1354773351672279045	False		1	https://pbs.twimg.com/media/Es0fLhzXIAkVxEI.jpg		48.880048,2.385939,1km					[]				
1354545097552048129	1354545097552048129	2021-01-27 16:41:32 Eastern Standard Time	2021-01-27	16:41:32	-0500	1134770768276066304	fr_bechieau	Francois Bechieau		Arrêtés par la police du gouvernement de Vichy, complice de l’occupant nazi, plus de 11 000 enfants furent déportés de France de 1942 à 1944, et assassinés à #Auschwitz parce qu’ils étaient nés #juifs. #WeRemember #HolocaustMemorialDay #MemoireDeLHolocauste @Shoah_Memorial  https://t.co/ZLHZJIXdlu	fr	[{'screen_name': 'shoah_memorial', 'name': 'mémorial de la shoah', 'id': '46401031'}]	[]	['https://pbs.twimg.com/media/EsxPlgdXEAY-hBU.jpg']	2	25	43	['auschwitz', 'juifs', 'weremember', 'holocaustmemorialday', 'memoiredelholocauste']	[]	https://twitter.com/Fr_Bechieau/status/1354545097552048129	False		1	https://pbs.twimg.com/media/EsxPlgdXEAY-hBU.jpg		48.880048,2.385939,1km					[]				
1354436174157328388	1354436174157328388	2021-01-27 09:28:42 Eastern Standard Time	2021-01-27	09:28:42	-0500	1134770768276066304	fr_bechieau	Francois Bechieau		Ce matin, devant la stèle des enfants #juifs, émouvante cérémonie du souvenir. Pour ne jamais oublier celles et ceux qui n’ont pas eu le temps d’aller à l’école, victimes de la barbarie nazie. #MemoireDeLHolocauste #Shoah #ButtesChaumont #Paris #Paris19 @Shoah_Memorial @Paris19e  https://t.co/Y1L28STOYN	fr	[{'screen_name': 'shoah_memorial', 'name': 'mémorial de la shoah', 'id': '46401031'}, {'screen_name': 'paris19e', 'name': 'mairie du 19e', 'id': '2505625464'}]	[]	['https://pbs.twimg.com/media/Esvsg7YXEAME8qf.jpg', 'https://pbs.twimg.com/media/Esvsg7dXcAUtfdn.jpg', 'https://pbs.twimg.com/media/Esvsg7eXYAQOK-P.jpg']	0	20	46	['juifs', 'memoiredelholocauste', 'shoah', 'butteschaumont', 'paris', 'paris19']	[]	https://twitter.com/Fr_Bechieau/status/1354436174157328388	False		1	https://pbs.twimg.com/media/Esvsg7YXEAME8qf.jpg		48.880048,2.385939,1km					[]				
