username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,
fsgfon,4/9/2017 7:01,0,0,# AACR17: Sig long-term survival gains in Phase I trial of # nivolumab in advanced # lungcancer http://bit.ly/2oQ667Q @ OncologyCentralpic.twitter.com/Zy0i5mjyzl,,@,# # #,8.51E+17,https://twitter.com/fsgfon/status/851027159275589632,,,,
hepaticcellnews,4/9/2017 1:40,0,0,H3 Biomedicine Presents Data on Emerging Pipeline Compounds # AACR17 http://ow.ly/tqJI30aFN8D,,,#,8.51E+17,https://twitter.com/hepaticcellnews/status/850946408769310720,,,,
mb_Oncology,4/8/2017 23:55,0,0,Beth Kerr: # ICYMI check out the key topics we're discussing at # AACR17 & how the future of science is… http://dlvr.it/NrHL3G # MedicBoardpic.twitter.com/9f6JpLHWb1,,,# # #,8.51E+17,https://twitter.com/mb_Oncology/status/850920107966480385,,,,
beth_kerrb1,4/8/2017 22:41,1,0,Have some downtime at # AACR17? Listen to the immunotherapy episode of our podcast w/ Ira Mellman! http://bit.ly/2oc3u44 pic.twitter.com/E67nLZ3zcz,,,#,8.51E+17,https://twitter.com/beth_kerrb1/status/850901419267735557,,,,
beth_kerrb1,4/8/2017 22:40,0,0,# ICYMI check out the key topics we're discussing at # AACR17 & how the future of science is here http://bit.ly/2oc7IZG pic.twitter.com/rUP8VBvA3r,,,# #,8.51E+17,https://twitter.com/beth_kerrb1/status/850901321762783233,,,,
Nikhilwagle,4/8/2017 19:19,2,9,"# ICYMI, thread with some thoughts and tips from our # AACR17 # AACRAMC session about making yourself more visible as trainees/junior facultyhttps://twitter.com/nikhilwagle/status/849303658902827015 …",,,# # #,8.51E+17,https://twitter.com/Nikhilwagle/status/850850629601853445,,,,
fredhutch,4/8/2017 18:25,0,1,Q&A: Some preclinical promise in using cellular therapy for # ovariancancer (via @ statnews @ megkesh) # AACR17 https://www.statnews.com/2017/04/04/preclinical-cellular-therapy-ovarian-cancer/ …,,@ @,# #,8.51E+17,https://twitter.com/fredhutch/status/850836903922475008,,,,
DrMisialek,4/8/2017 16:31,5,5,Immunotherapy Promising in Many Cancers http://blog.aacr.org/aacr-annual-meeting-2017-immunotherapy-provides-long-lasting-responses-certain-cancer-types/ … @ AACR @ Pathologists @ RWJMS @ royalmarsden @ Bartscancer @ HopkinsMedicine,,@ @ @ @ @ @,,8.51E+17,https://twitter.com/DrMisialek/status/850808445473259521,,,,
MedscapeOnc,4/8/2017 16:11,6,8,"First survival results with # immunotherapy, TNBC: http://wb.md/2n89ZIa # AACR17 via @ MulcahyNick",,@,# #,8.51E+17,https://twitter.com/MedscapeOnc/status/850803197350469633,,,,
deLeeuwRenee,4/8/2017 16:09,0,3,Congrats @ DrBetofMDPhD ! Great meeting you at # AACR17 and I am thrilled to start working with you and the rest of the # aacramchttps://twitter.com/aacr/status/850726252721967104 …,,@,# #,8.51E+17,https://twitter.com/deLeeuwRenee/status/850802707640307717,,,,
Nikhilwagle,4/8/2017 19:19,2,9,"# ICYMI, thread with some thoughts and tips from our # AACR17 # AACRAMC session about making yourself more visible as trainees/junior facultyhttps://twitter.com/nikhilwagle/status/849303658902827015 …",,,# # #,8.51E+17,https://twitter.com/Nikhilwagle/status/850850629601853445,,,,
fredhutch,4/8/2017 18:25,0,1,Q&A: Some preclinical promise in using cellular therapy for # ovariancancer (via @ statnews @ megkesh) # AACR17 https://www.statnews.com/2017/04/04/preclinical-cellular-therapy-ovarian-cancer/ …,,@ @,# #,8.51E+17,https://twitter.com/fredhutch/status/850836903922475008,,,,
DrMisialek,4/8/2017 16:31,5,5,Immunotherapy Promising in Many Cancers http://blog.aacr.org/aacr-annual-meeting-2017-immunotherapy-provides-long-lasting-responses-certain-cancer-types/ … @ AACR @ Pathologists @ RWJMS @ royalmarsden @ Bartscancer @ HopkinsMedicine,,@ @ @ @ @ @,,8.51E+17,https://twitter.com/DrMisialek/status/850808445473259521,,,,
MedscapeOnc,4/8/2017 16:11,6,8,"First survival results with # immunotherapy, TNBC: http://wb.md/2n89ZIa # AACR17 via @ MulcahyNick",,@,# #,8.51E+17,https://twitter.com/MedscapeOnc/status/850803197350469633,,,,
deLeeuwRenee,4/8/2017 16:09,0,3,Congrats @ DrBetofMDPhD ! Great meeting you at # AACR17 and I am thrilled to start working with you and the rest of the # aacramchttps://twitter.com/aacr/status/850726252721967104 …,,@,# #,8.51E+17,https://twitter.com/deLeeuwRenee/status/850802707640307717,,,,
Pierre018,4/7/2017 19:31,0,0,And the way to double down is with more Philanthropy and use of AI like @ IBMWatson to cut through the time for new discoveries.,,@,,8.50491E+17,https://twitter.com/Pierre018/status/850491221625765888,,,,
OSUCCC_James,4/7/2017 19:30,7,15,"When it comes to # cancerresearch, this is no time to stop the momentum", @ JoeBiden says at # AACR17 http://ow.ly/19sY30aFdA7,,@,# #,8.50491E+17,https://twitter.com/OSUCCC_James/status/850490936824139776,,,
ranjitbindra,4/7/2017 19:26,5,4,Simply stated: targeting dna repair in dna repair-defective ca is a game changer...so cool! True hope for pts with met HRD cancer # AACR17 pic.twitter.com/U1DQhn2dmZ,,,#,8.5049E+17,https://twitter.com/ranjitbindra/status/850490011346665472,,,,
ProstateCell,4/7/2017 19:16,0,0,Check out all of the latest updates from recent conferences in the latest issue! # AACR17 # ENDO2017 https://www.prostatecellnews.com/issue/volume-8-13-apr-7/ …,,,# #,8.50488E+17,https://twitter.com/ProstateCell/status/850487553455083521,,,,
phyz999,4/7/2017 18:42,0,0,Inspiring! @ JoeBiden calls for # TeamScience to advance cancer research @ # AACR17 # 4patients http://bit.ly/2pbLk1A pic.twitter.com/aJKfFiJ7Xu,,@ @,# # #,8.50479E+17,https://twitter.com/phyz999/status/850478858776133632,,,,
fredhutch,4/7/2017 18:32,0,0,Proteowhatnow? 6 questions with a # proteomics expert # AACR17 http://www.fredhutch.org/en/news/center-news/2017/02/proteomics-expert-amanda-paulovich.html …,,,# #,8.50476E+17,https://twitter.com/fredhutch/status/850476278755061760,,,,
AML_Hub,4/7/2017 18:27,1,0,# AACR17: Poster 2450/7 – Mutational spectrum of MLL-PTD # AML patients. Read more: http://buff.ly/2p9JzCj pic.twitter.com/G99QGPRypv,,,# #,8.50475E+17,https://twitter.com/AML_Hub/status/850475026130370561,,,,
aspenbio,4/7/2017 18:05,0,0,"A 'sci-fi' # cancer therapy fights brain tumors, study finds http://ow.ly/kzty30aD2iI # AACR17",,,# #,8.5047E+17,https://twitter.com/aspenbio/status/850469540500840448,,,,
phidias51,4/7/2017 17:55,0,0,"A 'sci-fi' # cancer therapy fights brain tumors, study finds http://ow.ly/kzty30aD2iI # AACR17",,,# #,8.50467E+17,https://twitter.com/phidias51/status/850467005857767425,,,,
PortalOnconews,4/7/2017 17:35,0,0,Destaques da AACR 2017 @ AACR # AACR17 # AACR2017 - https://goo.gl/4Y8Dgd,,@,# #,8.50462E+17,https://twitter.com/PortalOnconews/status/850462130214141956,,,,
gg_schwind,4/7/2017 17:24,0,1,@ TheCancerLetter @ OSUCCC_James Michael Caligiuri starts term as @ AACR president http://cancerletter.com/articles/20170407_4/ …,,@ @ @,,8.50459E+17,https://twitter.com/gg_schwind/status/850459325835464710,,,,
FlagshipBio,4/7/2017 17:08,0,0,Thank you everyone who visited @ FlagshipBio at # AACR17 to learn about our computational Tissue Analysis cTA™ platform! # cancerresearchpic.twitter.com/7aUblxTDad,,@,# #,8.50455E+17,https://twitter.com/FlagshipBio/status/850455143892082689,,,,
l2presearch,4/7/2017 17:07,0,0,AJES would like to thank everybody that we met at the # AACR17. We look forward to future opportunities working together with you.,,,#,8.50455E+17,https://twitter.com/l2presearch/status/850454963268591616,,,,
AML_Hub,4/7/2017 17:01,0,0,# AACR17: Poster 5382/14 – DNMT3A independent hypomethylator phenotype in # AML. Read more: http://buff.ly/2nlKGSN pic.twitter.com/NIacwuEbdZ,,,# #,8.50453E+17,https://twitter.com/AML_Hub/status/850453389439901697,,,,
thanegn,4/7/2017 16:59,0,0,# AACR17: Childhood Cancer Survivors Found to Have Inherited Mutations Increasing Risk of the Disease - Memorial… http://dlvr.it/NqpdGD pic.twitter.com/afr5NedH1U,,,#,8.50453E+17,https://twitter.com/thanegn/status/850452906461372417,,,,
EJohnWherry,4/7/2017 16:57,0,0,Great to see UPenn-Parker immunology at # AACR17 https://twitter.com/parkerici/status/850405070088933378 …,,,#,8.50453E+17,https://twitter.com/EJohnWherry/status/850452537006338048,,,,
GENbio,4/7/2017 16:55,0,1,# AACR2017: Mechanisms Regulating Immune Checkpoint Therapies: http://ow.ly/tlQi30aEWFF,,,#,8.50452E+17,https://twitter.com/GENbio/status/850451891859460096,,,,
TheCancerLetter,4/7/2017 16:44,0,1,"@ JoeBiden pledges @ AACR to remain a player in # oncopolitics, plans to launch cancer initiative # moonshot - http://cancerletter.com/articles/20170407_2/ …pic.twitter.com/vd1stE1WhJ",,@ @,# #,8.50449E+17,https://twitter.com/TheCancerLetter/status/850449100004884486,,,,
TheCancerLetter,4/7/2017 16:23,1,5,@ OSUCCC_James Michael Caligiuri starts term as @ AACR president - http://cancerletter.com/articles/20170407_4/ …pic.twitter.com/o9o27zYe3Z,,@ @,,8.50444E+17,https://twitter.com/TheCancerLetter/status/850443928344043520,,,,
SuzieSiegel,4/7/2017 16:11,1,1,YAPping about # sarcoma at # AACR17. http://www.abstractsonline.com/pp8/#!/4292/presentation/7121 … http://www.abstractsonline.com/pp8/#!/4292/presentation/6829 …,,,# # # #,8.50441E+17,https://twitter.com/SuzieSiegel/status/850440898538295296,,,,
SuzieSiegel,4/7/2017 16:06,0,0,"More from @ StephenLessnick on # Ewing # sarcoma, this time on GGAA microsatellites. http://www.abstractsonline.com/pp8/#!/4292/presentation/6830 … # AACR17",,@,# # # #,8.5044E+17,https://twitter.com/SuzieSiegel/status/850439606482993153,,,,
RayBiotech,4/7/2017 15:59,0,0,A nice Poster on BCL-2 as a predictive#Biomarkers for Diffuse B-cell Lymphomas cell lines. # AACR17 http://preview.tinyurl.com/msozoj8,,,#Biomarkers #,8.50438E+17,https://twitter.com/RayBiotech/status/850437978514219008,,,,
SwiftBioSci,4/7/2017 15:57,0,4,"Thank you, @ aacr, for hosting such a prominent meeting on # cancerresearch. We can’t wait to see what advancements # AACR18 brings!pic.twitter.com/CKw3YRtD3c",,@,# #,8.50437E+17,https://twitter.com/SwiftBioSci/status/850437309845602304,,,,
chadinabhan,4/7/2017 15:57,1,1,Results on # CART as presented @ AACR show impressive response rates including CRs. http://ir.kitepharma.com/releasedetail.cfm?ReleaseID=1019687 …,,@,#,8.50437E+17,https://twitter.com/chadinabhan/status/850437291810148352,,,,
youngriydah,4/7/2017 15:46,0,1,I heard meet you guys at columbus and reed but no time or exact address!! Please let me know!,,,,8.50435E+17,https://twitter.com/youngriydah/status/850434734912143360,,,,
youngriydah,4/7/2017 15:45,0,0,I'm trying to figure out how to win the Katt Williams tickets I heard about on the radio!!,,,,8.50434E+17,https://twitter.com/youngriydah/status/850434424911134720,,,,
SuzieSiegel,4/7/2017 15:43,1,1,I'm tweeting # sarcoma research at # AACR17. Search for # sarcoma or your specific subtype here: http://www.abstractsonline.com/pp8/#!/4292,,,# # # #,8.50434E+17,https://twitter.com/SuzieSiegel/status/850433912765652993,,,,
SuzieSiegel,4/7/2017 15:38,1,1,"A novel Notch-YAP circuit drives stemness and tumorigenesis in embryonal # rhabdomyosarcoma http://www.abstractsonline.com/pp8/#!/4292/presentation/2839 … # AACR17 # pedcsm""",,,# # # #,8.50433E+17,https://twitter.com/SuzieSiegel/status/850432533196099585,,,,
AACR,4/7/2017 15:35,6,6,Blog: Most Merkel cell carcinoma responses to newly FDA-approved Avelumab expected to last more than a year. http://sm.aacr.org/T8cv30aDuVq # AACR17 pic.twitter.com/iJwkAf3XTp,,,#,8.50432E+17,https://twitter.com/AACR/status/850431781727850497,,,,
SuzieSiegel,4/7/2017 15:34,1,3,"Check out phosphoproteomic landscape of # sarcoma"" by @ Winette_vdGraaf & @ ICR_London. # AACR17 http://www.abstractsonline.com/pp8/#!/4292/presentation/2883 …""",,@ @,# # #,8.50432E+17,https://twitter.com/SuzieSiegel/status/850431563284217857,,,,
SuzieSiegel,4/7/2017 15:30,0,0,Follow-up on activation of Wnt/beta-catenin in # Ewing # sarcoma from @ umichmedicine # AACR17 http://www.abstractsonline.com/pp8/#!/4292/presentation/2887 …,,@,# # # #,8.50431E+17,https://twitter.com/SuzieSiegel/status/850430532450123777,,,,
SuzieSiegel,4/7/2017 15:21,2,2,Combining inhibition of BRD4 + IGF-1R targeted therapy in pediatric # sarcoma. # childhoodcancer # pedcsm http://www.abstractsonline.com/pp8/#!/4292/presentation/2834 … # AACR17,,,# # # # #,8.50428E+17,https://twitter.com/SuzieSiegel/status/850428378729656321,,,,
fredhutch,4/7/2017 15:17,2,2,‘Tumor microenvironment’ poses unique challenges for T-cell therapy in solid tumors # AACR17 @ immunegirlhttp://www.fredhutch.org/en/news/center-news/2017/04/immunotherapy-for-ovarian-cancer-shows-promise-in-mouse-model-but-hurdles-remain.html …,,@,#,8.50427E+17,https://twitter.com/fredhutch/status/850427204785901568,,,,
StartX,4/7/2017 15:11,0,2,# StartXfounder @ ParagonGenomics launches its CleanPlex target enrichment solution @ AACR! via @PRNewsChannel http://ow.ly/s75N30aFIKI,,@ @ @PRNewsChannel,#,8.50426E+17,https://twitter.com/StartX/status/850425866756685824,,,,
phidias51,4/7/2017 15:10,0,1,Immunotherapy may hasten growth of tumors in some patients http://ow.ly/xL4C30aD1P7 # Cancer # AACR17,,,# #,8.50426E+17,https://twitter.com/phidias51/status/850425511771865094,,,,
DNABARCODE,4/7/2017 15:03,6,11,First # FDA Approved Drug for Rare Skin # Cancer called Merkel cell carcinoma # PDL1 @ Merck @ Pfizer $ PFE $ MRK # AACR2017 http://bit.ly/2o6oFXB,,@ @,# # # #,8.50424E+17,https://twitter.com/DNABARCODE/status/850423683508305920,,,,
wdasfm,4/7/2017 15:00,0,1,"Join @ wdasfm, @ Power99Philly & @ JJZPhilly for # SistaStrutPhilly, a 3K # BreastCancer Walk benefiting @ AACR http://ow.ly/DLgO30aFawp # Phillypic.twitter.com/AtHX5HFvZD",,@ @ @ @,# # #,8.50423E+17,https://twitter.com/wdasfm/status/850423115058380802,,,,
DelMarPharma,4/7/2017 15:00,0,0,# AACR17 poster provides rationale to conduct a trial of VAL-083 in MGMT-unmethylated # GBM http://bit.ly/2nJAVKA $ DMPI,,,# #,8.50423E+17,https://twitter.com/DelMarPharma/status/850422967066664960,,,,
Awesomics,4/7/2017 14:53,1,1,"Telomere Length Predicts Cancer Risk, According to Large Epidemiological Study from UPCI & Singapore http://www.upmc.com/media/NewsReleases/2017/Pages/yuan-singapore-aacr.aspx … # AACR17 https://twitter.com/DTownsleyMD/status/849328533969281027 …",,,#,8.50421E+17,https://twitter.com/Awesomics/status/850421379363094528,,,,
aspenbio,4/7/2017 14:45,0,0,Immunotherapy may hasten growth of tumors in some patients http://ow.ly/xL4C30aD1P7 # Cancer # AACR17,,,# #,8.50419E+17,https://twitter.com/aspenbio/status/850419226104000512,,,,
BioWorld,4/7/2017 14:29,0,1,"Data from # AACR17, including final results in newly diagnosed GBM that included 5yr survival data, could improve status of tech with payers",,,#,8.50415E+17,https://twitter.com/BioWorld/status/850415139723542529,,,,
ScienceExchange,4/7/2017 14:25,1,3,Collaboration is the key to success! Service providers' technologies for # CancerMoonshot @ # AACR17 # CancerResearch http://bit.ly/2pavSDh pic.twitter.com/VxHYT1qPEO,,@,# # #,8.50414E+17,https://twitter.com/ScienceExchange/status/850414195564728321,,,,
lymphomahub,4/7/2017 14:18,0,0,Coverage of # AACR17 poster 2686/15 – Dual inhibition of BCR & TLR signaling has therapeutic potential in CLL http://buff.ly/2ngqt0U # lymsmpic.twitter.com/dN4tEPTKTS,,,# #,8.50412E+17,https://twitter.com/lymphomahub/status/850412363073323012,,,,
simjx,4/7/2017 14:16,0,0,@ Snapchat embraced by # Pharma organisations @ NICEcomms and @ AACR to target new audiences http://bit.ly/2nSLdrE pic.twitter.com/MLSOHHKf5U,,@ @ @,#,8.50412E+17,https://twitter.com/simjx/status/850411956494368768,,,,
PDRennert,4/7/2017 14:14,13,25,The Aleta Biotherapeutics CAR-T cell poster for # AACR17 can now be found on slideshare: https://www.slideshare.net/PaulDRennert/3768-rennert …http://aletabio.com,,,#,8.50412E+17,https://twitter.com/PDRennert/status/850411562082947074,,,,
SuzieSiegel,4/7/2017 14:01,0,0,PKA/PPP1R1A/PP1 is a potential target in the treatment of # Ewing # sarcoma. # AACR17 http://www.abstractsonline.com/pp8/#!/4292/presentation/2826 … via @ StephenLessnick,,@,# # # #,8.50408E+17,https://twitter.com/SuzieSiegel/status/850408211807121408,,,,
SuzieSiegel,4/7/2017 13:58,3,3,"A role for FGFR4 in growth and survival of # Ewing # sarcoma"" # AACR17 http://www.abstractsonline.com/pp8/#!/4292/presentation/5210 …""",,,# # # #,8.50407E+17,https://twitter.com/SuzieSiegel/status/850407436569759744,,,,
EpiExperts,4/7/2017 13:55,0,1," # AACR2017 : PRMT1 Identified as Potential Druggable Target for Pancreatic Cancer"" http://www.ascopost.com/News/55494 via @ ascopost -NK""",,@,#,8.50407E+17,https://twitter.com/EpiExperts/status/850406673848119297,,,,
parkerici,4/7/2017 13:49,2,11,We brought these promising young # cancer researchers together at # AACR17 to learn how we can enhance collaboration & help them # hackcancerpic.twitter.com/i2wDQQHAVX,,,# # #,8.50405E+17,https://twitter.com/parkerici/status/850405070088933378,,,,
joliver121,4/7/2017 13:48,0,0,We had a great time at # AACR17 discussing new & important cancer research concepts. See you all at # ASCO17! http://bit.ly/2oK7Cvi pic.twitter.com/KVlLtbWDqG,,,# #,8.50405E+17,https://twitter.com/joliver121/status/850404816245243904,,,,
SuzieSiegel,4/7/2017 13:42,1,0,"Findings suggest that clofarabine is a good candidate for early phase clinical trials in # Ewing # sarcoma."" # AACR17 http://www.abstractsonline.com/pp8/#!/4292/presentation/2850 …""",,,# # # #,8.50404E+17,https://twitter.com/SuzieSiegel/status/850403505336659968,,,,
SuzieSiegel,4/7/2017 13:40,1,0,PARP & NAMPT inhibition may be a promising therapeutic strategy for # Ewing # sarcoma. Via @ LeeHelmanLA http://www.abstractsonline.com/pp8/#!/4292/presentation/2847 … # AACR17,,@,# # # #,8.50403E+17,https://twitter.com/SuzieSiegel/status/850402915172966401,,,,
SuzieSiegel,4/7/2017 13:36,1,0,DLK1 may play a role in # sarcoma. # AACR17 http://www.abstractsonline.com/pp8/#!/4292/presentation/5951 …,,,# # #,8.50402E+17,https://twitter.com/SuzieSiegel/status/850401856308338689,,,,
lymphomahub,4/7/2017 13:30,0,1,# AACR17 poster 2770/2 – BCL-2 overexpression is a predictive biomarker for ABT-199 plus chemotherapy in DLBCL http://buff.ly/2oImWYX # lymsmpic.twitter.com/IEAKi5KzYp,,,# #,8.504E+17,https://twitter.com/lymphomahub/status/850400385881841667,,,,
hopevaleda,4/7/2017 13:21,0,1,@ FDAOncology Thank You # AACR17 # ValedasHopehttp://www.valedashope.org,,@,# #,8.50398E+17,https://twitter.com/hopevaleda/status/850398124074029056,,,,
cancerscnews,4/7/2017 13:20,0,0,Eleven Bio. Presents Preclinical Data Supporting Potential of Locally & Systematically-Administered Drugs # AACR17 http://ow.ly/wzRN30aBpLl,,,#,8.50398E+17,https://twitter.com/cancerscnews/status/850397845098287104,,,,
jc_atlantis,4/7/2017 13:15,0,0,I really hope that you like it ;) kind regards,,,,8.50397E+17,https://twitter.com/jc_atlantis/status/850396677315985409,,,,
ara_anderson,4/7/2017 13:12,3,6,Opened latest copy of @ AACR Cancer Research & found this by @ M3sBiomath @ jc_atlantis: Therapeutic potential of bacteria against solid tumorspic.twitter.com/23QcsWXc8i – bei Moffitt Cancer Center,,@ @ @,,8.50396E+17,https://twitter.com/ara_anderson/status/850395969040654336,,,,
GoHealio,4/7/2017 13:04,0,1,Genetic predisposition for subsequent neoplasms common in pediatric cancer survivors https://goo.gl/fYciPn @ StJude # AACR17 # PedOnc,,@,# #,8.50394E+17,https://twitter.com/GoHealio/status/850393897578659840,,,,
HemOncToday,4/7/2017 13:04,1,2,Genetic predisposition for subsequent neoplasms common in pediatric cancer survivors https://goo.gl/fYciPn @ StJude # AACR17 # PedOnc,,@,# #,8.50394E+17,https://twitter.com/HemOncToday/status/850393897490677760,,,,
AML_Hub,4/7/2017 12:55,0,0,# AACR17: Poster 515/1 – PI3P and cAMP pathway alterations in # AML patients. Read more: http://buff.ly/2o10SpT pic.twitter.com/ePHswdg8xu,,,# #,8.50392E+17,https://twitter.com/AML_Hub/status/850391555542220800,,,,
ie_ruth,4/7/2017 12:40,0,1,Inspiring! @ JoeBiden calls for # TeamScience to advance cancer research @ # AACR17 # 4patients http://bit.ly/2pa9r0K pic.twitter.com/mDuaR0StzL,,@ @,# # #,8.50388E+17,https://twitter.com/ie_ruth/status/850387878089695232,,,,
fredhutch,4/7/2017 12:22,5,9,"Former VP Biden offers # CancerMoonshot updates, underscores need for research funding # AACR17 http://www.fredhutch.org/en/news/center-news/2017/04/biden-moonshot-aacr-research-funding.html …",,,# #,8.50383E+17,https://twitter.com/fredhutch/status/850383166506496002,,,,
lymphomahub,4/7/2017 12:19,1,1,# AACR17 – Polyfunctional anti-CD19 CAR-T associated with clinical activity in pts with advanced NHL http://buff.ly/2oHyhIK # lymsm # lymphomapic.twitter.com/XvE5KOkYyJ,,,# # #,8.50382E+17,https://twitter.com/lymphomahub/status/850382422130774017,,,,
