id,permalink,username,text,date
1267600816656904192,https://twitter.com/CleClinicMD/status/1267600816656904192,CleClinicMD,Researchers are investigating a nerve-sparing approach to prevent treatment-induced erectile dysfunction in patients with early-stage prostate cancer: #ASCO20 https://t.co/LbTwqRy7fk,2020-06-01
1267600358332915712,https://twitter.com/MDedgeHemOnc/status/1267600358332915712,MDedgeHemOnc,"3 SWOG S1416 Trial: The results are a “very positive step towards expanding the role of PARP inhibitors beyond germline BRCA in breast cancer,” reported Priyanka Sharma, MD, of the University of Kansas Medical Center at #ASCO20. https://t.co/yYnbj0TJYh #ASCO2020 #OncoAlert https://t.co/JRb3R73dkg",2020-06-01
1267599884108140544,https://twitter.com/drdonsdizon/status/1267599884108140544,drdonsdizon,All I have to say to @ASCO Pres @BurrisSkip #ASCO20 Sci Prog Chair @MLJohnsonMD2 and Cancer Ed Chair @tmprowell as well as all those @ASCO: https://t.co/wxepo9XQRG,2020-06-01
1267597960575156236,https://twitter.com/byluralong/status/1267597960575156236,byluralong,"""COVID'19 disparities persist...because of the financial necessity to continue working, as well as the lack of employment opportunities that enable...work remotely. They are more likely to be... essential workers, and that increases...exposure."" @DrBlytheAdamson #ASCO20 #COVID19",2020-06-01
1267597645821984770,https://twitter.com/manjuggm/status/1267597645821984770,manjuggm,Curious to see the results after #ASCO20 https://t.co/jE5NUklyD1,2020-06-01
1267595556769103872,https://twitter.com/OncEd/status/1267595556769103872,OncEd,"In this update from #ASCO20, Dr. Hirotsugu Kenmotsu provides an overview of the JCOG1205/1206 trial, a randomized phase III study of irinotecan/cisplatin vs. etoposide/cisplatin for completely resected high-grade neuroendocrine carcinoma of the lung: https://t.co/xBUc6i5zXc https://t.co/yKEMmgQlFb",2020-06-01
1267594307084656641,https://twitter.com/PortalOnconews/status/1267594307084656641,PortalOnconews,"Apresentado no #ASCO20, o estudo multicêntrico de Fase II DESTINY-CRC01 demonstrou bons resultados do anticorpo droga-conjugado trastuzumabe deruxtecan em pts com câncer colorretal metastático HER2+ refratários à terapias padrão - https://t.co/63GX0bu7Ld @ASCO #ONCONEWS https://t.co/SPS0RhtlCS",2020-06-01
1267594025571422208,https://twitter.com/MDedgeHemOnc/status/1267594025571422208,MDedgeHemOnc,"Tucatinib improves PFS, OS in HER2+ breast cancer with brain metastases in 70% of the patients tested in a phase 2 trial released at #ASCO20. https://t.co/MecEGtyuZP #ASCO2020 @ASCO #breastcancer #medtwitter https://t.co/P8msza286N",2020-06-01
1267593529225863170,https://twitter.com/EMittendorfMD/status/1267593529225863170,EMittendorfMD,"Could there be a better @ASCO presidential theme? Equity: every patient, every day, everywhere. As a member of ASCO’s board of directors I look forward to working with @ASCOPres Lori Pierce to make this a reality https://t.co/u6kazmcKkL",2020-06-01
1267593093831725056,https://twitter.com/DrBlytheAdamson/status/1267593093831725056,DrBlytheAdamson,"Casual nerd background and choices made before understanding this @AJMC_Journal interview was for VIDEO and not written content. 

https://t.co/4tDuy3rwli

My thoughts on #COVID19 #disparities &amp; @SafeGraph mobility data #ASCO20 @flatironhealth  #womenintech @ratemyskyperoom https://t.co/CqVHRShdt7",2020-06-01
1267592512203522051,https://twitter.com/Medscape/status/1267592512203522051,Medscape,Frontline pembrolizumab doubles PFS in patients with MSI-H/dMMR Metastatic CRC in the KEYNOTE-177 study released at #ASCO20. https://t.co/vXLP6qxXcU #ASCO2020,2020-06-01
1267590959744913422,https://twitter.com/CarmenCalfa/status/1267590959744913422,CarmenCalfa,Echoing @ndenduluri1 sentiment! Look forward to connecting with you all tonight! @MdBosserman @pipcosper #ASCO20 https://t.co/EfEdNNLv5u,2020-06-01
1267588849489686528,https://twitter.com/m0370/status/1267588849489686528,m0370,JCOG0603は色々考察されてるが、この3枚目画像は大切だな。初回再発後に再切除を目指した割合がケモ群で60→53%と低く、治療もIRIベースが多い。すでにケモが入ってるとR0切除を目指さず緩和化学療法に移行する抵抗感が低いというのは想像できる。後治療の積極性の違いに影響したかもしれない。#ASCO20 https://t.co/1RAefznT5y,2020-06-01
1267586768662036481,https://twitter.com/Big4BioSF/status/1267586768662036481,Big4BioSF,"Myovant announced Phase III data for its drug relugolix for advanced prostate cancer at #ASCO20. The company has also submitted an NDA for treating uterine fibroids with relugolix. 

$MYOV 
https://t.co/QZS5HBuQOu",2020-06-01
1267586109292281856,https://twitter.com/brettcoxmd/status/1267586109292281856,brettcoxmd,The new @ASCO President is a #radonc!  Congrats @ASCOPres! https://t.co/DV4xEnVSep,2020-06-01
1267584867824472070,https://twitter.com/pashtoonkasi/status/1267584867824472070,pashtoonkasi,#ASCO20 #TwiiterPoll 🧬🩸#ctDNA #LiquidBiopsies https://t.co/dh9n0fiCeh,2020-06-01
1267583836394848262,https://twitter.com/AAFretland/status/1267583836394848262,AAFretland,"Takk, @DagensMedisin for flott live-sending! For den som er interessert har eg tvitra lenker til ""mine"" høgdepunkt for lever-og pankreaskirurgi (på engelsk) #ASCO2020 @Kreftforeningen @Oslounivsykehus @xtofero @RoesokMD @pdline @ksoreide  https://t.co/erwnJiDKiv",2020-06-01
1267583795491778560,https://twitter.com/NateraOncology/status/1267583795491778560,NateraOncology,Are you incorporating ctDNA tests for residual disease detection and surveillance in your practice? #oncoalert #ASCO20,2020-06-01
1267583602973425666,https://twitter.com/womenofteal/status/1267583602973425666,womenofteal,"The first of a number of blog posts on the #ASCO20 Virtual Annual Meeting. In this post I highlight gynecologic cancer study results. #gyncsm  https://t.co/rfSsCKV9Ja
Thanks @alwadikhaled @drdonsdizon @jamienholloway 
@DrLesterCol @subatomicdoc for their tweet contributions",2020-06-01
1267583534232858625,https://twitter.com/big4bio/status/1267583534232858625,big4bio,"Updates from #ASCO20: 
https://t.co/8jUSTn78cu",2020-06-01
1267582956375347203,https://twitter.com/gusviani/status/1267582956375347203,gusviani,"Metastatic NSCLC EGFRm treated with TKI +/- SBRT.
⬆️OS and PFS
MVA ECOG/number Mets and SBRT Significant 📌
#ASCO20 #NSCLC #sbrt #tki https://t.co/VmgSa7FoKZ",2020-06-01
1267582560709873664,https://twitter.com/BOPACommittee/status/1267582560709873664,BOPACommittee,"See the #ASCO20 virtual conference program via the link below where you can find abstracts and information from the 2020 Conference

https://t.co/tOKbqKFrfq

#ASCO20 #BOPA

@ASCO_pubs @ASCO https://t.co/ZMvOsWiBau",2020-06-01
1267582095079157763,https://twitter.com/AAFretland/status/1267582095079157763,AAFretland,"5)Final #ASCO2020 highlight for #HPB surgeons: Gemcitabine/nab-paclitaxel as good as mFOLFIRINOX as perioperative treatment of #pancreaticcancer, median OS 24 vs 22 months, more #pathologic response with gem/nab. @IHPBA @EAHPBA #pancreaskreft https://t.co/jnP3MRjvTe",2020-06-01
1267581727981142016,https://twitter.com/OME_ResidentMD/status/1267581727981142016,OME_ResidentMD,Looking forward to a year of #Equity in #CancerCare! @ASCO #ASCO20 https://t.co/TQ4t7Fl02K,2020-06-01
1267581100093771781,https://twitter.com/BrasilOncologia/status/1267581100093771781,BrasilOncologia,"No encerramento da nossa cobertura da #ASCO20, os oncologistas discutem as principais perspectivas para os próximos anos no cenário oncológico. Assista agora ao #webinar ao vivo: https://t.co/z2AuocobB6 https://t.co/9MzIZGllZa",2020-06-01
1267580163652571136,https://twitter.com/AAFretland/status/1267580163652571136,AAFretland,4)#ASCO2020 highlights for a #HBP surgeon: #ESPAC5 finds 77% 1-year OS for #neoadjuvant #chemo in #pancreaticcancer and 40% for upfront #surgery. Small numbers. Norwegian #NORPACT1 trial will provide more data @xtofero @IHPBA @EAHPBA https://t.co/ol037Zzh3u,2020-06-01
1267578922390216709,https://twitter.com/MedscapeOnc/status/1267578922390216709,MedscapeOnc,Improved rate seen in HER2+ breast cancer patients with brain mets when given combo drug + tucatinib. #ASCO20 https://t.co/eozlsKYgeY #bcsm,2020-06-01
1267577926700146689,https://twitter.com/YaleCancer/status/1267577926700146689,YaleCancer,"Congratulations to five @YaleCancer @SmilowCancer physicians awarded @ConquerCancerfd research awards during #ASCO20. @YaleMed @YNHH #cancerresearch 
https://t.co/cIQPSzeN7d https://t.co/2aHDkAzwSQ",2020-06-01
1267577657471963137,https://twitter.com/AAFretland/status/1267577657471963137,AAFretland,"3)#ASCO2020 highlights for a #HPB surgeon. Actionable targets are a fact! Treatment for #MSI-high (https://t.co/fASOnwNAZl), #BRAF (https://t.co/EqN2CPYl4e) and #HER2 (https://t.co/TrSvMxWxq5)  are working for #metastatic #colorectal #Cancer @Kreftforeningen @IHPBA @EAHPBA",2020-06-01
1267577509090033664,https://twitter.com/ShannonWestin/status/1267577509090033664,ShannonWestin,Thanks @aaronshafer99 - it was my honor to serve as an @SGO_org #ASCO20 correspondent! So much great research for our patients #gyncsm https://t.co/srCOcqjZr3,2020-06-01
1267577165572378627,https://twitter.com/MDedgeHemOnc/status/1267577165572378627,MDedgeHemOnc,"SWOG S1416 Trial: For patients with BRCA-like TNBC, adding veliparib to cisplatin chemotherapy may extend survival. #ASCO20 https://t.co/TipPKsgwSG @ASCO #oncology #breastcancer #OncoAlert https://t.co/agyKyTUaFv",2020-06-01
1267576872415768589,https://twitter.com/GuOnco/status/1267576872415768589,GuOnco,"68Ga-PSMA-11 to predict nodal metastasis prior RP. Sensitivity needs to improve, but perhaps a nomogram with other well known factors should be considered to improve prediction. #ASCO20 #prostatecancer #PSMA #oncogu @EZucca @CarcanoMD @JoaoNeif @DD_Preto https://t.co/ilmijHK5F0",2020-06-01
1267576667171667976,https://twitter.com/ASCO_pubs/status/1267576667171667976,ASCO_pubs,ADAURA Establishes Adjuvant Osimertinib as a New Standard of Care for Early-Stage EGFR-Mutated #NSCLC https://t.co/2BiZDhckjT #ASCODailyNews #LBA #ASCO20 @DrRoyHerbstYale @dave6408 https://t.co/onNA1rE6xp,2020-06-01
1267576661333159936,https://twitter.com/uk_oncologist/status/1267576661333159936,uk_oncologist,That’s impressive #CRC #TNT #ASCO20 @DrVMisra @finlaycurran @azizosurgeon @CRSelvasekar https://t.co/yrpaYSs52S,2020-06-01
1267576168120758286,https://twitter.com/GuOnco/status/1267576168120758286,GuOnco,(CONDOR Study) 18F-DCFPyL-PET/CT in BC relapsed prostate cancer. New tool but old endpoints. Keep calm and be careful with lead time-like bias. #ASCO20 #prostatecancer #oncogu @EZucca @CarcanoMD @JoaoNeif @DD_Preto https://t.co/VwFp7LBtsG,2020-06-01
1267576114781749265,https://twitter.com/AAFretland/status/1267576114781749265,AAFretland,2)#ASCO2020 highlights for a #HPB surgeon: #IDEA collaboration found that 3 months #CAPOX is similar to 6 months adjuvant after resection for #CRC. Can we reduce burden of #neuropathy for our patients now? @IHPBA @EAHPBA https://t.co/2UM6tVMCdx,2020-06-01
1267575280895512576,https://twitter.com/CVSPharmD/status/1267575280895512576,CVSPharmD,Presenting… CVS Health Data at #ASCO20 https://t.co/aDtnP3b4w7,2020-06-01
1267575212893261826,https://twitter.com/medcitynews/status/1267575212893261826,medcitynews,"ASCO data for Amgen’s acute leukemia drug disappoint, but path forward remains, experts say by @biotechvisigoth @medcitynews https://t.co/nSNNjUMuJF $AMGN  #ASCO20",2020-06-01
1267575122409463810,https://twitter.com/StephLBaum/status/1267575122409463810,StephLBaum,"ASCO data for Amgen’s acute leukemia drug disappoint, but path forward remains, experts say by @biotechvisigoth @medcitynews https://t.co/Dfkr7dKZtn $AMGN  #ASCO20",2020-06-01
1267575036816306177,https://twitter.com/AAFretland/status/1267575036816306177,AAFretland,1) #ASCO2020 highlights for a #HPB surgeon: JCOG0603 - adjuvant FOLFOX vs hepatectomy only for colorectal mets - DFS better with chemo but OS worse. Is this the end for adjuvant after #liver resection of #colorectal mets? @ihpba https://t.co/Wiywb0JrG8,2020-06-01
1267574149821730825,https://twitter.com/diariomedico/status/1267574149821730825,diariomedico,#ASCO2020 | Nueva opción en tercera línea de tratamiento del cáncer de estómago con sobreexpresión de HER2 https://t.co/UreiI4Lckq https://t.co/m345u00yrV,2020-06-01
1267573803649052672,https://twitter.com/aaronshafer99/status/1267573803649052672,aaronshafer99,Listen to ⁦@ShannonWestin⁩ go over Gyn Onc highlights from #ASCO2020 https://t.co/5KyWANC1Zu,2020-06-01
1267573227460743168,https://twitter.com/ndmd74/status/1267573227460743168,ndmd74,"Wearing my @ASTRO_org hat, I join others in the #medical community to condemn #systemicracism and #PoliceBrutality and urge citizens to #Peacefulprotest and demonstrate their solidarity with #JusticeForAll. #Vote2020! Be peacefully proactive! @ASCO #radonc @AmerMedicalAssn",2020-06-01
1267573118652100609,https://twitter.com/BridgeGap1/status/1267573118652100609,BridgeGap1,Hoping the advocates from @ASCO will join in the discussion on how we can address #racialdisparities in #breastcancer together https://t.co/l3cKuHO63A,2020-06-01
1267572949416062978,https://twitter.com/medicalnewser/status/1267572949416062978,medicalnewser,"Amgen Reports Clinical Data of AMG 510 in CodeBreaK 100 Study for Multiple Solid Tumors #ASCO20, 

Shots:

The CodeBreaK 100 development program evaluates AMG 510 (proposed INN sotorasib, qd) in heavily pretreated... ,https://t.co/Oa53PwZ7hj https://t.co/vC9OvheQir",2020-06-01
1267572918587965445,https://twitter.com/UCD_Cancer/status/1267572918587965445,UCD_Cancer,"There have been many attempts to develop an immunotherapy biomarker in renal cell carcinoma. Unfortunately, there have been many challenges, making this task more difficult than originally thought. @PrimoLaraMD https://t.co/fkvxfsW6NH #ASCO2020 https://t.co/grQ4SKjHyM",2020-06-01
1267571671311024128,https://twitter.com/CarmenCalfa/status/1267571671311024128,CarmenCalfa,"It has never felt more importantly to be an @ASCO member than now. Thank you Dr. @BurrisSkip for an amazing, most challenging, year! Congratulations Dr. Lori Pierce @ASCOPres. Love the path chosen. ""Equity: Every Patient. Every Day. Everywhere."" https://t.co/JvFQ0zdmXo",2020-06-01
1267570872291921923,https://twitter.com/komenla/status/1267570872291921923,komenla,New findings presented at #ASCO20 show no survival or quality of life benefit from local surgery/radiation tx for newly dx #metastatic #breastcancer patients. Read more: https://t.co/chMOJbkpjz,2020-06-01
1267570329074970624,https://twitter.com/radionome/status/1267570329074970624,radionome,#ASNR20 and #ASCO20 are both completely virtual this year and live right now.. virtual meetings are definitely bigger bang for the buck for providers but will they stay virtual in the future?,2020-06-01
1267569366226386946,https://twitter.com/urotoday/status/1267569366226386946,urotoday,Short-term adjuvant vs neoadjuvant hormone therapy in localized #ProstateCancer: a pooled individual patient analysis of two phase III trials. Presented by @DrSpratticus @UMRogelCancer. #ASCO20 coverage by @aloktewar @DanaFarber on UroToday &gt; https://t.co/YqSR1qatbx @ASCO https://t.co/lDhTk4yosb,2020-06-01
1267568799806623751,https://twitter.com/EisaiUS/status/1267568799806623751,EisaiUS,#ICYMI: Our virtual oral presentation on the latest results from a Phase 2 trial evaluating an investigational IO+TKI combination for #kidneycancer is now available at #ASCO20. Learn more: https://t.co/Y74vGRDNtR https://t.co/EJERdGvB61,2020-06-01
1267568458495074305,https://twitter.com/annalaucis/status/1267568458495074305,annalaucis,"Very important theme of health equity for @ASCO 2020-21 -- I'm very excited to see where the excellent leadership of Dr. Pierce @ASCOPres takes the organization and the field of oncology this year!!

@UMRogelCancer @UMichRadOnc @umichmedicine @UMich #WomenWhoCurie #RadOncRocks https://t.co/pm7abVhqnw",2020-06-01
1267568128365494272,https://twitter.com/stage4kelly/status/1267568128365494272,stage4kelly,You can still watch sessions and read abstracts you missed! #ASCO20 https://t.co/QtcyKiPNBh,2020-06-01
1267567605914537984,https://twitter.com/stage4kelly/status/1267567605914537984,stage4kelly,"Looking forward to what Dr. Pierce, the new @ASCOPres, will accomplish during her presidential yr, and grateful for what Dr @BurrisSkip did in his year. (also wondering why the terms aren't 2 years - seems like you just hit your stride and it's over??) @ASCO #HealthEquity #Equity https://t.co/1VR1CsxjGe",2020-06-01
1267567346140549121,https://twitter.com/RossFH/status/1267567346140549121,RossFH,About 90% of randomized trials of cancer treatment used performance status as exclusion criteria; ~40% of trials excluded participation for ECOG&gt;1. @RKouzyMD @asco #asco20 #goASCO20 #gyncsm https://t.co/lTD6a50DAg https://t.co/HrKniUk22Y,2020-06-01
1267566343487963149,https://twitter.com/MDedgeHemOnc/status/1267566343487963149,MDedgeHemOnc,"At #ASCO20 the KEYNOTE 355 trial showed adding pembrolizumab to #chemotherapy improved survival for patients with #TNBC, only if their tumors were enriched with high levels of PD-L1. https://t.co/KnzJ6Zx0Rk #ASCO2020 #OncoAlert https://t.co/1EqWyt4xib",2020-06-01
1267566160733777920,https://twitter.com/MoffittNews/status/1267566160733777920,MoffittNews,"As part of the #ASCO20 Virtual Scientific Program, @DrBlueBMT of @MoffittNews discusses a study on the impact of doxycycline use on outcomes in AL amyloidosis. View abstract here: https://t.co/vuI9poV9qL https://t.co/XL429Ltw2W",2020-06-01
1267565903731757056,https://twitter.com/stage4kelly/status/1267565903731757056,stage4kelly,".@GRASPtweets  #GRASP is an incredible bidirectional learning program for people with cancer, oncologists and researchers. I am so incredibly proud of @christeeny513 and @itsnot_pink for bringing this to life.  Piloted at  #SABCS19 it's now taking #ASCO20 by storm. https://t.co/ISeKbkCF7e",2020-06-01
1267565298237964294,https://twitter.com/GuOnco/status/1267565298237964294,GuOnco,"Once again, congrats @DrChoueiri and team for the great  SAVOIR trial. We and our patients were surprised when study closed. Savolitinib seems a promise drug for MET driven PRCC. Hope to see other trials in this scenario. #ASCO20 #oncogu @EZucca @CarcanoMD @JoaoNeif @DD_Preto https://t.co/Ii6CmpzGXU",2020-06-01
1267565154029514754,https://twitter.com/DrR_DUNNE/status/1267565154029514754,DrR_DUNNE,Finally catching up on #ASCO20 and first session I open is my former night float senior resident and colleague @mnoel3232 -great job Marcus! #pancreaticcancer highlight session https://t.co/isXXta42wK,2020-06-01
1267564918636793856,https://twitter.com/PortalOnconews/status/1267564918636793856,PortalOnconews,"Estratégias de tto mais custo-efetivas estiveram em evidência na sessão oral de câncer de cabeça e pescoço do #ASCO20. Quem analisa os estudos são os médicos @alinelauda, Thiago Bueno e Célia Viegas - https://t.co/nHEGmbneuq @ASCO #ONCONEWS #TV_ONCONEWS https://t.co/9AZHEgOEZK",2020-06-01
1267564237532037126,https://twitter.com/MLPOncoData/status/1267564237532037126,MLPOncoData,"Participación en estudios clínicos en cáncer de pulmón aumenta los costos para el pagador (en un centro, en Estados Unidos) #ASCO20 https://t.co/3u90ggNIld",2020-06-01
1267564085018845192,https://twitter.com/SeattleCCA/status/1267564085018845192,SeattleCCA,"#ASCO20: SCCA's President &amp; Executive Director Dr. Nancy Davidson's poster ""Gender differences in faculty rank and subspecialty choice in academic medical oncology."" Read on our SCCA at @ASCO page: https://t.co/rmbDULiKPd https://t.co/IaSCgg4DIG",2020-06-01
1267563966869303296,https://twitter.com/DrMMurphy/status/1267563966869303296,DrMMurphy,The *perfect* @ASCO theme we can all get behind! #Equity : Every Patient. Every Day. Everywhere. 🙏🏼 @ASCOPres https://t.co/9gYQa4IOco,2020-06-01
1267563283810324481,https://twitter.com/rodrocconi/status/1267563283810324481,rodrocconi,"outstanding theme @ASCOPres been years in the making to put a “punctuation” at the end of @ASCO mission statement = Conquering cancer though research, education, and promotion of the highest quality patient care “FOR ALL.” https://t.co/Lf0CVyGp1t",2020-06-01
1267563250356490241,https://twitter.com/gustavovalves/status/1267563250356490241,gustavovalves,I feel honored and blessed to be part of this project. IO changing the lives of patients with #mCRC. Keynote-177 #ASCO20 @Merck https://t.co/GmlCETmKIS,2020-06-01
1267563037155713024,https://twitter.com/Starkindler/status/1267563037155713024,Starkindler,#pfizerproud of the work being done to advance critical #cancer research during #COVID19. #ASCO20 #ScienceWillWin #PFEColleague https://t.co/cOEGivFp2i,2020-06-01
1267563031569018881,https://twitter.com/inas_md/status/1267563031569018881,inas_md,"#ASCO20 
Love this! ❤ https://t.co/stlQxghEBf",2020-06-01
1267562816258613249,https://twitter.com/Medscape/status/1267562816258613249,Medscape,Practices that embrace OCM make different care choices. https://t.co/pYNWwiMFhK #ASCO20,2020-06-01
1267561768802562050,https://twitter.com/GuOnco/status/1267561768802562050,GuOnco,(ANZUP 1603 Trial) 177Lu-PSMA in mCRPC post-Docetaxel. Exciting PSA50-RR and low-toxicity profile. Looking forward to the VISION trial results. #ASCO20 #prostatecancer #PSMA #genitourinarycancers #oncogu @EZucca  @CarcanoMD @JoaoNeif @DD_Preto https://t.co/t637Bz0kRe,2020-06-01
1267561635545300993,https://twitter.com/urotoday/status/1267561635545300993,urotoday,"Evaluation of a mainstream model of #GeneticTesting for #Men with #ProstateCancer. #ASCO20 presentation by Tahlia Scheinberg, MBBS @GarvanInstitute. Written coverage by @aloktewar @DanaFarber on UroToday &gt; https://t.co/1vfYYM5xuf @ASCO https://t.co/95vRgXVqUH",2020-06-01
1267561526606483457,https://twitter.com/JackWestMD/status/1267561526606483457,JackWestMD,"#ASCO20 was a whirlwind of data; more than anyone can take in. Get summary &amp; perspective by heading to @nexusoncology's new SOUND BITES at https://t.co/Z3iCZ0efvH. I &amp; other experts break down highlights, &amp; you can have content sent to your phone or inbox in short sound bites.",2020-06-01
1267561468146450432,https://twitter.com/SLentzsch/status/1267561468146450432,SLentzsch,#ASCO20 N=426 newly diagnosed AL pt with  ASCT between 2014-2018 were retrospectively reviewed by @CIBMTR @adsouza_md @myeloma_doc_com  Induction in ND AL prior to ASCT improved PFS at 2 yrs p&lt;0.01. Effect was seen even in patients with &lt;10% plasma cells https://t.co/xwMcg5jG2h,2020-06-01
1267560554572505091,https://twitter.com/MedpageOnco/status/1267560554572505091,MedpageOnco,"This therapy rapidly suppressed testosterone and cut the incidence of serious heart events, reported Neal Shore, MD, of the Carolina Urologic Research Center, at virtual #ASCO20. By @icingram. #prostatecancer #PCSM @ASCO 
https://t.co/6WQlzu25I8",2020-06-01
1267560349525516293,https://twitter.com/MoffittNews/status/1267560349525516293,MoffittNews,"At #ASCO20 Virtual Scientific Program, Dr. Heather Han (@HeatherHan19) presents new data on combination therapy in patients with gBRCA-associated advanced breast cancer. View abstract: https://t.co/HcSbwr9Hyu #BCSM https://t.co/lYYnH2YajG",2020-06-01
1267560234270240768,https://twitter.com/CharuAggarwalMD/status/1267560234270240768,CharuAggarwalMD,"#ASCO20 #WLO2020 

Congrats @DrDawnHershman @lillian_siu Will toast you virtually tonight! 

cc: @ndenduluri1 @DrSGraff @IshwariaMD @drjennifergao @JuliaLClose @SuzanneColeMD @CarmenCalfa @ErikaHamilton9 @MdBosserman @DrMarkham @NarjustDumaMD @SandraSwainMD @ConquerCancerFd https://t.co/GSuXGP1n7P",2020-06-01
1267560145598513152,https://twitter.com/GuOnco/status/1267560145598513152,GuOnco,With extended FUP KN-426 continue to support PEM+AXI as a SOC in first line landscape for aRCC. But the robust benefit is for IMDC Interm/Poor risk groups! Should we prioritize TKI for Favorable risk patients? #ASCO20 #kidneycancer #oncogu @EZucca @CarcanoMD  @JoaoNeif @ddpreto https://t.co/QfY9igsQhI,2020-06-01
1267559864324157440,https://twitter.com/HTGMolecular/status/1267559864324157440,HTGMolecular,"The #ASCO20 Virtual Scientific Meeting may be over, but you can still read all the #HTGMolecular customer posters that were presented.  https://t.co/9X2utZOqJD #AdvancingPrecisionMedicine https://t.co/PRlfXfD1JW",2020-06-01
1267559141679104000,https://twitter.com/brownalex275/status/1267559141679104000,brownalex275,Learn more about how we are redesigning the clinical trial experience for patients during #COVID19. #ASCO20 #ScienceWillWin #PFEColleague https://t.co/gaqtwHa1Mn,2020-06-01
1267558796185890816,https://twitter.com/marklewismd/status/1267558796185890816,marklewismd,"After #asco20 I think we should document that both we and our patients are alert &amp; oriented x 5

Person
Place
Time
Situation
Cost of care",2020-06-01
1267558741769142285,https://twitter.com/dfcidatascience/status/1267558741769142285,dfcidatascience,"Two #ASCO20 plenary presentations feature @eaonc studies w/ statistical analyses led by Susanna Jacobus, MS (#multiplemyeloma) &amp; Fengmin Zhao, PhD (#metastaticbreastcancer). Both studies highlight practice-changing results &amp; the importance of publicly-funded cooperative research. https://t.co/n4Dw1nqcjI",2020-06-01
1267558579881426944,https://twitter.com/montypal/status/1267558579881426944,montypal,I was wondering if this would be easily quantifiable. Thank you to @SWOG @DrDawnHershman et al for showing us the impact of #COVID19 on trial accrual. So impt to remember that the clinical trials of today lead to many cancer survivors of tomorrow. @neerajaiims @DrChoueiri #ASCO20 https://t.co/cLPe6i05Sp,2020-06-01
1267558247206092806,https://twitter.com/ndenduluri1/status/1267558247206092806,ndenduluri1,Look forward to connecting virtually but will miss this fantastic evening in person - not too late to register https://t.co/rnywsGAOro Congrats to @lillian_siu and @DrDawnHershman #WWCC #WLO2020 #mentorship @ConquerCancerFd #ASCO20 https://t.co/HFXgxTE69t https://t.co/FvN7LTOlPX,2020-06-01
