username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink
OncLive,2013-06-08 13:31,0,0,"OncLive TV: Dr. Mark Gilbert Describes Ongoing RTOG 0825 Trial Analyses http://ow.ly/lPfFK # ASCO13",,,#,"343420058107797504",https://twitter.com/OncLive/status/343420058107797504
katseyemedia,2013-06-08 13:30,0,0,"A hot topic at # ASCO13 is new immunotherapies that show promise in treating metastatic melanoma: http://hub.am/13jKmRh # cancer",,,# #,"343419667974590464",https://twitter.com/katseyemedia/status/343419667974590464
MDigitalLife,2013-06-08 13:15,1,0,"The biggest news in medicine this wk didn't come from # ASCO13 or # Doctors20: Thanks For The Memories http://bit.ly/1bhm8IR @ drmikesevilla",,@,# #,"343416124597207040",https://twitter.com/MDigitalLife/status/343416124597207040
MAMSTX,2013-06-08 13:03,0,0,"RT @ DLSherman # melanoma drug improved survival by 21 percent in interim look: # cancer # ASCO13 http://ow.ly/lBKQI There is hope! ^jl",,@,# # #,"343413023689551872",https://twitter.com/MAMSTX/status/343413023689551872
OncLive,2013-06-08 12:02,0,1,"Combining Ipilimumab and Nivolumab Shows Promise in Advanced Melanoma http://ow.ly/lPfFJ # ASCO13",,,#,"343397576650915841",https://twitter.com/OncLive/status/343397576650915841
CliffordHudis,2013-06-08 11:58,0,0,"@ subatomicdoc @ CliffordHudis @ ASCO @ sloan_kettering Will do!",,@ @ @ @,,"343396678038085632",https://twitter.com/CliffordHudis/status/343396678038085632
ASCO,2013-06-08 11:03,2,2,"Miss & or want to review a # ASCO13 session? http://ow.ly/lLNmr Browse by: speaker, session name, abstract #or track",,,# #or,"343382672065851392",https://twitter.com/ASCO/status/343382672065851392
subatomicdoc,2013-06-08 11:02,0,0,"@ pfanderson @ RigelMD @ PennMedicine The breaking news is interesting, but the meat is in the peer-reviewed paper. # ASCO13",,@ @ @,#,"343382615992193024",https://twitter.com/subatomicdoc/status/343382615992193024
medpagetoday,2013-06-08 11:01,2,1,"# ASCO13: Proton RT Less Harmful to Kids' Brains. # pediatrics # neurology # oncology . @ bcmhouston http://bit.ly/13f5DtP",,@,# # # #,"343382236936167426",https://twitter.com/medpagetoday/status/343382236936167426
subatomicdoc,2013-06-08 11:01,0,0,"@ CliffordHudis @ ASCO My pleasure. Please give my best to Beryl and Simon. I miss @ sloan_kettering !",,@ @ @,,"343382186088624128",https://twitter.com/subatomicdoc/status/343382186088624128
steventhandy,2013-06-08 10:34,0,0,"More Bridges, More Options in Cancer Treatment, ASCO 2013 Wrap Up http://bit.ly/11z65ok via @InCrowdNow # ASCO13",,@InCrowdNow,#,"343375494856716289",https://twitter.com/steventhandy/status/343375494856716289
OncLive,2013-06-08 10:25,0,0,"OncLive TV: Dr. Joyce O'Shaughnessy on Everolimus in Breast Cancer http://ow.ly/lPfFH # ASCO13",,,#,"343373219975294977",https://twitter.com/OncLive/status/343373219975294977
RonnieLass,2013-06-08 10:13,0,0,"Interesting: RT @ myesmo: RT @ chimoose: Comparing US & Eur. Oncologists' online behaviour http://w.cg/13I2mDT via @ medcrunch # ASCO13",,@ @ @,#,"343370111270400000",https://twitter.com/RonnieLass/status/343370111270400000
myESMO,2013-06-08 10:06,1,0,"RT @ chimoose: Comparing US & Eur. Oncologists' online behavior http://w.cg/13I2mDT via @ medcrunch # SocOncology # ASCO13",,@ @,# #,"343368322328453120",https://twitter.com/myESMO/status/343368322328453120
rsm2800,2013-06-08 10:04,3,4,"More patients (than you think) want to talk to their oncologists about costs. Grt # ASCO13 presentation from @ yzafar http://meetinglibrary.asco.org/content/110782-132 …",,@,#,"343367966995394561",https://twitter.com/rsm2800/status/343367966995394561
OncNursingNews,2013-06-08 10:02,0,0,"Didn't make it to Chicago for # ASCO13? Find a slide show, photos, and videos on Pinterest at http://ow.ly/lMKEB",,,#,"343367398042255360",https://twitter.com/OncNursingNews/status/343367398042255360
OutsideInFilm,2013-06-08 09:32,0,0,"RT @ stevenshie: RE # ASCO13 Tweeting, what's next: a stronger patient presence...a sharable video http://ow.ly/lHOAT OUTSIDE IN is # hcsm!",,@,# #,"343359909087305729",https://twitter.com/OutsideInFilm/status/343359909087305729
jodyms,2013-06-08 09:20,1,0,"Thanks to @ thecancergeek and @ TalkIBC for last Mondays great # bcsm chat on inflammatory breast cancer. Join us Monday for # ASCO13 updates!",,@ @,# #,"343356959170375680",https://twitter.com/jodyms/status/343356959170375680
mdsbeacon,2013-06-08 09:18,0,0,"Our latest research update covers presentations at the final # ASCO13 # MDS-related session, which was this Tuesday http://bit.ly/19RMOlP",,,# #,"343356257165520896",https://twitter.com/mdsbeacon/status/343356257165520896
OncLive,2013-06-08 09:02,3,0,"More Evidence for 10-Years of Tamoxifen in ER-Positive Breast Cancer http://ow.ly/lPfFG # ASCO13",,,#,"343352327098478592",https://twitter.com/OncLive/status/343352327098478592
intervalolibre,2013-06-08 08:37,1,0,"Visualización directa del cuello uterino con ácido acético en pesquisa. Reporte de # ASCO2013. http://intervalolibre.files.wordpress.com/2012/06/vinegar-test.pdf … vía @ efrenbolivar",,@,#,"343346003484753920",https://twitter.com/intervalolibre/status/343346003484753920
intervalolibre,2013-06-08 08:32,1,0,"Bevacizumab en cáncer de cuello uterino, reporte de la presentación en # ASCO2013. http://intervalolibre.files.wordpress.com/2012/06/avastin-ca-de-cuello-uterino.pdf … enviado por @ efrenbolivar",,@,#,"343344838420353024",https://twitter.com/intervalolibre/status/343344838420353024
OncLive,2013-06-08 08:02,1,0,"Our spotlight of # ASCO13 will begin in 1 hour; check back throughout the day for updates",,,#,"343337301750984704",https://twitter.com/OncLive/status/343337301750984704
salutedomani,2013-06-08 07:22,1,0,"video Tumore al polmone: terapia con nintedanib aumenta la sopravvivenza -intervista dr. Grossi, Genova # asco13 http://lnkd.in/2MdUzB",,,#,"343327145067704320",https://twitter.com/salutedomani/status/343327145067704320
OncLive,2013-06-08 07:20,0,0,"OncLive TV: Dr. Robert Andtbacka Reviews the Efficacy of T-VEC in Advanced Melanoma http://ow.ly/lOWsM # ASCO13",,,#,"343326743337267201",https://twitter.com/OncLive/status/343326743337267201
drdonsdizon,2013-06-08 07:05,0,0,"@ TonyOncDoc @ mtmdphd @ rsm2800 @ EDDFoundation @myHEARTyrHANDS @ ASCO @ EdDiazMD thanks for the shout out Tony! D",,@ @ @ @ @myHEARTyrHANDS @ @,,"343322855422963712",https://twitter.com/drdonsdizon/status/343322855422963712
myESMO,2013-06-08 06:59,2,1,"RT @ gustaveroussy: # cancer du poumon : 3 approches de traitement innovantes présentées à # Asco13 par Gustave Roussy http://bit.ly/10XCVzB",,@,# #,"343321362158473216",https://twitter.com/myESMO/status/343321362158473216
hsclarkmystery,2013-06-08 06:42,0,0,"The Dark Side of Digital Medicine! ☆☆☆☆☆ SECRET THOUGHTS a Medical # Thriller- # video http://goo.gl/PPyQQ # Kindle # ASCO2013 # SLEEP2013",,,# # # # #,"343317198762283008",https://twitter.com/hsclarkmystery/status/343317198762283008
dermanewsok,2013-06-08 06:12,0,0,"video Tumore al polmone: terapia con nintedanib aumenta la sopravvivenza -intervista dr. Grossi, Genova # asco13 http://bit.ly/13rRf35",,,#,"343309428319207425",https://twitter.com/dermanewsok/status/343309428319207425
antoniocaperna,2013-06-08 06:12,0,0,"video Tumore al polmone: terapia con nintedanib aumenta la sopravvivenza -intervista dr. Grossi, Genova # asco13 http://bit.ly/18Vh39R",,,#,"343309427664904192",https://twitter.com/antoniocaperna/status/343309427664904192
salutedomani,2013-06-08 06:12,0,0,"video Tumore al polmone: terapia con nintedanib aumenta la sopravvivenza -intervista dr. Grossi, Genova # asco13 http://bit.ly/13rRf35",,,#,"343309427601969152",https://twitter.com/salutedomani/status/343309427601969152
GustaveRoussy,2013-06-08 06:03,2,0,"# cancers rares Etude prometteuse pour le traitement du léiomyosarcome utérin présenté à # Asco13 par Gustave Roussy http://bit.ly/11LOdSY",,,# #,"343307338876334080",https://twitter.com/GustaveRoussy/status/343307338876334080
GustaveRoussy,2013-06-08 05:52,2,0,"# cancer du poumon : 3 approches de traitement innovantes présentées à # Asco13 par Gustave Roussy http://bit.ly/10XCVzB",,,# #,"343304478944026624",https://twitter.com/GustaveRoussy/status/343304478944026624
OncLive,2013-06-08 04:10,0,0,"OncLive TV: Dr. Emiel Rutgers Compares ART and ALND in Breast Cancer http://ow.ly/lOAro # ASCO13",,,#,"343278939176853504",https://twitter.com/OncLive/status/343278939176853504
OncLive,2013-06-08 03:15,1,0,"Novel heat shock protein inhibitor may offer an effective salvage option for patients with NSCLC http://ow.ly/lOl47 # ASCO13",,,#,"343265014494425088",https://twitter.com/OncLive/status/343265014494425088
PNO_USA,2013-06-08 03:08,0,0,"http://PhysiciansNightOut.org # Chicago - Saturday Night @ UntitledChicago # ASCO13",,@,# #,"343263157160124416",https://twitter.com/PNO_USA/status/343263157160124416
aftimosp,2013-06-08 03:05,0,0,"# ASCO13 : Dose-Dense Chemo Effective in poor risk germ-cell cancer GETUG 13 http://www.medpagetoday.com/MeetingCoverage/ASCO/39681 …",,,#,"343262556686802944",https://twitter.com/aftimosp/status/343262556686802944
MacriPaolo,2013-06-08 02:34,0,0,"“ @ CR_UK: Report from # ASCO13: doctors encourage cancer patients to quit smoking http://bit.ly/12qSNh0 ”",,@,#,"343254670271213568",https://twitter.com/MacriPaolo/status/343254670271213568
JackWestMD,2013-06-08 02:29,2,1,"Yikes! Victim, GB, is a friend, just saw at # ASCO13! RT @ DrJenGunter: M.D. Anderson doctor accused of poisoning lover http://flip.it/v32FD",,@,#,"343253313065734145",https://twitter.com/JackWestMD/status/343253313065734145
mapsofworld,2013-06-08 01:51,0,0,"@ ASCO Hi, Here's a new Infographic on # Cancer Prevention you may like. With stats & facts http://bit.ly/CanceR RT if you like",,@,#,"343243950817157121",https://twitter.com/mapsofworld/status/343243950817157121
Lizgottik,2013-06-08 00:56,0,0,"Mi físico atrae pero mi actitud ENAMORA. @ asco la pedorra jajajajajaja no me soporto",,@,,"343229908769726465",https://twitter.com/Lizgottik/status/343229908769726465
sheik2411,2013-06-07 23:49,0,0,"...Shortages of Common Cancer Drugs http://ow.ly/lP6GO # ASCO13"...Adaptation has been going on for years, less though in oncology.",,,#,"343213131356590080",https://twitter.com/sheik2411/status/343213131356590080
OncLive,2013-06-07 23:30,0,0,"Robert Andtbacka, MD, provides an overview of the OPTiM trial that explored T-VEC in advanced melanoma http://ow.ly/lOW8Y # ASCO13",,,#,"343208394208972800",https://twitter.com/OncLive/status/343208394208972800
carol_gallagher,2013-06-07 23:12,0,0,"Hey tweeps. What a good week overall. Some great advancements for patients at ASCO and summer is here. Enjoy! # asco13",,,#,"343203761931554816",https://twitter.com/carol_gallagher/status/343203761931554816
alantanmd,2013-06-07 23:05,0,0,"Elderly patients with # CLL benefit from combination therapies vs. chlorambucil alone # ASCO13 http://bit.ly/114sE1h",,,# #,"343202018237755392",https://twitter.com/alantanmd/status/343202018237755392
alantanmd,2013-06-07 23:04,0,0,"Obinutuzumab, rituximab improved chlorambucil efficacy in # CLL # ASCO13 http://bit.ly/11oLMH3",,,# #,"343201739933093889",https://twitter.com/alantanmd/status/343201739933093889
medpagetoday,2013-06-07 23:00,2,0,". @ ASCO: # Brachytherapy being used, despite a lack of clear evidence of benefit. # Breastcancer # Oncology # ASCO13 http://bit.ly/14iZNdE",,@,# # # #,"343200876288176128",https://twitter.com/medpagetoday/status/343200876288176128
oncodocsydney,2013-06-07 22:08,0,0,"Good advice “ @ cancersolutions: ( @ ASCO) RT: Expert Editorial: Best practices for # oncologists on social media http://ow.ly/lEfYC # ASCO13”",,@ @,# #,"343187828685021184",https://twitter.com/oncodocsydney/status/343187828685021184
DrAttai,2013-06-07 22:07,4,1,"Monday's # BCSM will feature some of our friendly medical oncologists covering # ASCO13 highlights - join us 9pm ET / 6pm PT",,,# #,"343187578280882176",https://twitter.com/DrAttai/status/343187578280882176
TonyOncDoc,2013-06-07 21:29,0,0,"# ff @ drdonsdizon @ mtmdphd @ rsm2800 @ EDDFoundation @myHEARTyrHANDS @ ASCO @ EdDiazMD",,@ @ @ @ @myHEARTyrHANDS @ @,#,"343177852071600128",https://twitter.com/TonyOncDoc/status/343177852071600128
JackWestMD,2013-06-07 21:27,3,1,"Video of # ASCO13 # LungCancer highlights w/ @ n8pennell. Dr. Pinder, & me, just filmed. 1st in series (1 every 1-2d): http://bit.ly/ASCOLC1",,@,# #,"343177504883879936",https://twitter.com/JackWestMD/status/343177504883879936
BioDueDiligence,2013-06-07 21:18,2,6,"Still more to learn after # ASCO13 ? Bookmark this great resource, the "oncology slide library" from @ ASCO - http://slides.asco.org/",,@,#,"343175288366186496",https://twitter.com/BioDueDiligence/status/343175288366186496
OncLive,2013-06-07 20:10,0,0,"Emiel J. Rutgers, MD, compares the effectiveness of ART and ALND in early-stage SLN-positive breast cancer http://ow.ly/lOtRn # ASCO13",,,#,"343158026368339968",https://twitter.com/OncLive/status/343158026368339968
cancersolutions,2013-06-07 20:03,1,1,"ASCO ( @ ASCO) RT : Expert Editorial: Best practices for # oncologists on social media http://ow.ly/lEfYC # ASCO13 (https://twitter.com/ASCO/status/341557585289302018 …)",,@,# #,"343156194644471808",https://twitter.com/cancersolutions/status/343156194644471808
cancersolutions,2013-06-07 19:39,0,0,"these are the requirements of program directors in US oncology training. we are a long way behind! # ASCO13 pic.twitter.com/hwuOH4my1Q",,,#,"343150141584338945",https://twitter.com/cancersolutions/status/343150141584338945
cancersolutions,2013-06-07 19:19,0,0,"# ASCO13 pre act RCT to improve trial recruitment. individualised video education based on assessment of barriers. Beautiful design",,,#,"343145305019150336",https://twitter.com/cancersolutions/status/343145305019150336
katseyemedia,2013-06-07 19:19,0,0,"Galena updates pipeline at # ASCO13 http://hub.am/11mK6wT # pharma",,,# #,"343145189021478912",https://twitter.com/katseyemedia/status/343145189021478912
cancersolutions,2013-06-07 19:16,0,0,"# ASCO13 outcomes of patients ineligible for trials intermediate between trials and untreated patients. Efficacy not effectiveness!",,,#,"343144580050477056",https://twitter.com/cancersolutions/status/343144580050477056
rdhoble,2013-06-07 19:16,0,0,"Mobile Health Library oncologist engagement at # ASCO2013 # mHealth # HIPAA # mobile # mobilehealthlibrary http://m2.adherenthealth.com/whatsnew.php",,,# # # # #,"343144389708750849",https://twitter.com/rdhoble/status/343144389708750849
OncLive,2013-06-07 19:10,2,0,"Salvage therapy with the Hsp90 inhibitor ganetespib plus docetaxel significantly improved OS in NSCLC http://ow.ly/lOkkW # ASCO13",,,#,"343142965197295616",https://twitter.com/OncLive/status/343142965197295616
medpagetoday,2013-06-07 19:10,1,0,"# ASCO13: Dose-Dense # Chemotherapy Effective in GETUG 13. # oncology . @ ASCO http://bit.ly/14k4V1e",,@,# # #,"343142893948661760",https://twitter.com/medpagetoday/status/343142893948661760
CliffordHudis,2013-06-07 18:53,0,0,"@ subatomicdoc @ ASCO thanks!",,@ @,,"343138609601327104",https://twitter.com/CliffordHudis/status/343138609601327104
cancercommons,2013-06-07 18:52,1,0,"Sulfurophane in # prostatecancer worthy of future investigation # ASCO2013 http://www.cancernetwork.com/conference-reports/asco2013/prostate-cancer/content/article/10165/2145247 …",,,# #,"343138496925532160",https://twitter.com/cancercommons/status/343138496925532160
CatchTheBaby,2013-06-07 18:45,0,0,"Thx MT @ chimoose Docs most mentioned by peers re gyno cancers: @ catchthebaby @ doctornatasha @ kevinault http://w.cg/196aUdJ # ASCO13",,@ @ @ @,#,"343136743186391040",https://twitter.com/CatchTheBaby/status/343136743186391040
drdonsdizon,2013-06-07 18:19,0,0,"@ mtmdphd @ ASCO @ iConquerCancer @ rsm2800 @ fischmd @ rkwilliams @ LGG1 @ OncologyTimes @ davidgrahammd @ brianreid @ TapKadia thanks mike!",,@ @ @ @ @ @ @ @ @ @ @,,"343130237938327552",https://twitter.com/drdonsdizon/status/343130237938327552
TargetedOnc,2013-06-07 17:35,0,0,"Selumetinib in Advanced Uveal Melanoma: http://bit.ly/ZSYpiv # ASCO13",,,#,"343119119924727808",https://twitter.com/TargetedOnc/status/343119119924727808
DrAnasYounes,2013-06-07 17:29,0,0,"And @ ASCO president and MSKCC chief of breast cancer medical oncology is also on twitter..A great public service!",,@,,"343117542312783872",https://twitter.com/DrAnasYounes/status/343117542312783872
CliffordHudis,2013-06-07 17:23,0,0,"@ subatomicdoc @ ASCO Thanks for the shout-out!",,@ @,,"343115930282377217",https://twitter.com/CliffordHudis/status/343115930282377217
OncEd,2013-06-07 17:15,2,0,"ASCO 2013 - Breast Cancer Updates - Video summaries # oncology # ASCO13 http://eepurl.com/AFtsf",,,# #,"343114014110388225",https://twitter.com/OncEd/status/343114014110388225
MDigitalLife,2013-06-07 17:11,0,0,"Grateful to post on @ KevinMD: Tracking cancer conversations online: The Social Oncology Project http://bit.ly/10VTT1t # ASCO13 # Doctors20",,@,# #,"343112902489829376",https://twitter.com/MDigitalLife/status/343112902489829376
mtmdphd,2013-06-07 17:01,2,0,"# FF 2a few @ ASCO tweeps: @ iConquerCancer @ rsm2800 @ DrDonSDizon @ fischMD @ rkwilliams @ LGG1 @ OncologyTimes @ DavidGrahamMD @ BrianReid @ TapKadia",,@ @ @ @ @ @ @ @ @ @ @,#,"343110499090714625",https://twitter.com/mtmdphd/status/343110499090714625
rschilsky,2013-06-07 16:57,0,0,"@ ASCO It's the number of events not the number of patients that counts!",,@,,"343109428192620544",https://twitter.com/rschilsky/status/343109428192620544
MelanomaReAlli,2013-06-07 16:52,0,0,"Thanks for the follow @ LLanesSkinCare @ megster67 @ Prizeo @ cbtadvisors @ preventcancer @ SWHR @ prohealthzone @ elazzouzim and @ ASCO!",,@ @ @ @ @ @ @ @ @,,"343108226730061824",https://twitter.com/MelanomaReAlli/status/343108226730061824
HappyChemo,2013-06-07 16:51,0,0,"RT @ LungProject: 3 out of 4 people in # lungcancerproject study associate LC with hopelessness vs. 1 in 10 for # breastcancer # ASCO13",,@,# # #,"343107849821511680",https://twitter.com/HappyChemo/status/343107849821511680
subatomicdoc,2013-06-07 16:45,0,0,"Leadership Seminars Help Shape Young Oncologists' Interpersonal, Management Skills http://bit.ly/16OS8HT via @ ASCO # meded",,@,#,"343106381135634432",https://twitter.com/subatomicdoc/status/343106381135634432
ASCOPost,2013-06-07 16:35,2,2,"Adapting to Ongoing Shortages of Common Cancer Drugs http://ow.ly/lP6GO # ASCO13",,,#,"343104040730759169",https://twitter.com/ASCOPost/status/343104040730759169
harriseve,2013-06-07 16:34,0,0,"MT @ doctor_v & @ brianreid: More # asco13 # soconcology goodness from @ chimoose, who names names re: influential docs. http://bit.ly/ZWePqr …",,@ @ @,# #,"343103808349564929",https://twitter.com/harriseve/status/343103808349564929
drseisenberg,2013-06-07 16:33,1,1,"Treating # cancer isn't abt a # war. It’s abt # empathy, # education, # choice, # listening, & creating # powerfulpartnerships. # ASCO13 # doctors20",,,# # # # # # # # #,"343103456841719808",https://twitter.com/drseisenberg/status/343103456841719808
subatomicdoc,2013-06-07 16:30,1,0,"The Emerging Patient Role in Toxicity Reporting http://bit.ly/15QYQJj via @ ASCO # ASCO13",,@,#,"343102586427150336",https://twitter.com/subatomicdoc/status/343102586427150336
ChimeraResearch,2013-06-07 16:28,0,0,"New Report: Biggest takeaway from # ASCO13 - http://chimeraresearchgroup.com/?p=11016 # biotech $ BMY $ MRK $ RHHBY",,,# #,"343102160390729728",https://twitter.com/ChimeraResearch/status/343102160390729728
ctsinclair,2013-06-07 16:28,0,0,"Conversations online about gynecological # cancer ~Social Oncology Project http://w.cg/196aUdJ # ASCO13 features @ jfclearywisc # hpm",,@,# # #,"343102109295718400",https://twitter.com/ctsinclair/status/343102109295718400
BiotechStockRsr,2013-06-07 16:21,0,0,"MT @ seattlegenetics: Thx to # ASCO13 visitors! With your badge swipes & our towering ADC, Chicago’s @ FoodDepository got >16,500 cans of food.",,@ @,#,"343100319934324736",https://twitter.com/BiotechStockRsr/status/343100319934324736
drseisenberg,2013-06-07 16:20,0,0,"@ kitode @ sixuntilme beautifully said # powerfulpartnerhip is the name of the # doctorpatientrelationship game # doctors20 # asco13 # tedmed",,@ @,# # # # #,"343100297066983425",https://twitter.com/drseisenberg/status/343100297066983425
emmajspaulding,2013-06-07 16:15,0,0,"RT @ asco: Video: Dr. Matthew Ellis reviews # TCGA & implications for # breastcancer # ASCO13 http://ow.ly/lCnFp",,@,# # #,"343099030735298563",https://twitter.com/emmajspaulding/status/343099030735298563
SeattleGenetics,2013-06-07 16:12,0,0,"Thanks to our # ASCO13 booth visitors! With your badge swipes & our towering ADC, Chicago’s @ FoodDepository got > 16,500 cans of food.",,@,#,"343098060534083584",https://twitter.com/SeattleGenetics/status/343098060534083584
twist_mktg,2013-06-07 16:10,0,0,"Colleague @ chimoose discusses our Social Oncology Project -> http://bit.ly/18U3Luf # asco13 via @ kevinmd",,@ @,#,"343097714906656768",https://twitter.com/twist_mktg/status/343097714906656768
subatomicdoc,2013-06-07 16:10,0,0,"Science and Society http://bit.ly/16OSEFQ via @ CliffordHudis @ ASCO # cancer # aimhigher # bcsm",,@ @,# # #,"343097617623941120",https://twitter.com/subatomicdoc/status/343097617623941120
mcbennett6,2013-06-07 16:08,0,0,"Great @ kevinmd post about our Social Oncology Project by @ chimoose http://bit.ly/18U3Luf # asco13",,@ @,#,"343097228707119104",https://twitter.com/mcbennett6/status/343097228707119104
AngelaMaiers,2013-06-07 16:00,2,1,". @ ASCO U MUST meet these students. Ready2 tackle cancer cure: http://buff.ly/13io40H # Quest2Matter # Choose2Matter",,@,# #,"343095031718088705",https://twitter.com/AngelaMaiers/status/343095031718088705
brianreid,2013-06-07 15:49,2,1,"More # asco13 # soconcology goodness from @ chimoose, who names names when it comes to influential docs. http://bit.ly/ZWePqr (via @ kevinmd)",,@ @,# #,"343092366539890689",https://twitter.com/brianreid/status/343092366539890689
wendysueswanson,2013-06-07 15:40,0,2,"Cancer conversations online about gynecological cancers ~The Social Oncology Project http://w.cg/196aUdJ # ASCO13 Thanks, @ chimoose",,@,#,"343090202039943169",https://twitter.com/wendysueswanson/status/343090202039943169
MDigitalLife,2013-06-07 15:40,4,0,"Among docs most mentioned by peers re gyno cancers: @ drseisenberg @ drsteventucker @ drweidner @ drwindom http://w.cg/196aUdJ # ASCO13",,@ @ @ @,#,"343090172440764416",https://twitter.com/MDigitalLife/status/343090172440764416
chimoose,2013-06-07 15:29,4,2,"Among docs most mentioned by peers re gyno cancers: @ yayayarndiva @ drclaire @ drfemi @ drnann @ drrichardbesser http://w.cg/196aUdJ # ASCO13",,@ @ @ @ @,#,"343087403180904448",https://twitter.com/chimoose/status/343087403180904448
pfanderson,2013-06-07 15:27,0,0,"@ RigelMD @ subatomicdoc @ ScienceDaily @ PennMedicine I believe the study was just being presented at # ASCO13 not yet pub?",,@ @ @ @,#,"343086854565945344",https://twitter.com/pfanderson/status/343086854565945344
pfanderson,2013-06-07 15:22,0,0,"@ RigelMD @ subatomicdoc @ ScienceDaily @ PennMedicine More info here http://www.uphs.upenn.edu/news/News_Releases/2013/06/gogineni/ … # ASCO13",,@ @ @ @,#,"343085520454307840",https://twitter.com/pfanderson/status/343085520454307840
BIOARRAYMDx,2013-06-07 15:21,0,0,"Chemo has pain but with it gains? Depend on your genes. Next-gen seq study reported # asco13 http://fb.me/LoIVCMR7",,,#,"343085376107331585",https://twitter.com/BIOARRAYMDx/status/343085376107331585
knwachter,2013-06-07 15:17,0,0,"RT @ TNBCFoundation: Platinum May Be Effective as Neoadjuvant/Adjuvant Therapy for TNBC # ASCO2013 http://ow.ly/lMzpE",,@,#,"343084266835558402",https://twitter.com/knwachter/status/343084266835558402
OncLive,2013-06-07 15:17,2,1,"Dr. Robert Andtbacka from @ huntsmancancer Reviews the Efficacy of T-VEC in Advanced Melanoma http://ow.ly/lOW8Y # ASCO13",,@,#,"343084242185646080",https://twitter.com/OncLive/status/343084242185646080
