username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
MyoThetNaung;2020-07-23 02:04;2;7;"Kudos for designing Remo which simulates real conferences to a certain degree !! It’s been great 3 days to meet people even from Western Hemisphere # BCC2020. https://twitter.com/MelBioInf/status/1286153666576044032 …";;;#;"1286180404613980161";https://twitter.com/MyoThetNaung/status/1286180404613980161
OBF_BOSC;2020-07-23 01:38;3;19;"We couldn't possibly have held # BCC2020 in two hemispheres without the Australian team! Thank you all! https://twitter.com/MelBioInf/status/1286153666576044032 …";;;#;"1286173818885562369";https://twitter.com/OBF_BOSC/status/1286173818885562369
Yvan2935;2020-07-23 01:09;5;10;"Ongoing # BCC2020 cofest work with @ AnneFouilloux @ think_za & @ matuskalas -> we learn a lot to add @ edamontology & @ bio_dot_tools tags in Galaxy objects (tools & datatypes notably). Thank you so much wonder Matús! If you want to know more &/or learn/help don't hesitate to ask!https://twitter.com/bjoerngruening/status/1286036709961072640 …";;@ @ @ @ @;#;"1286166587419090944";https://twitter.com/Yvan2935/status/1286166587419090944
MelBioInf;2020-07-23 00:18;2;8;"Shout out to volunteers from Melb Biomed Precinct that helped behind the scenes make # BCC2020 a wonderful success: @ MyoThetNaung @ WEHI_research @ SimonGladman1, Helen van de Pol, Vicky Perreau @ MelBioInf @ bulachd @ UniMelbMDHS Maria Doyle @ PeterMacCC Christina Hall @ AusBiocommonshttps://twitter.com/GalaxyAustralia/status/1285500320924065792 …";;@ @ @ @ @ @ @ @;#;"1286153666576044032";https://twitter.com/MelBioInf/status/1286153666576044032
cmdcolin;2020-07-22 20:26;6;4;"Also see this short zoom-thru of jbrowse 2 features presented for the # BCC2020 BoF https://docs.google.com/presentation/d/1UbfuZKOjTUudBp8_zcLQIvtYlcmnEi0gVlIz19wDBfM/edit?usp=sharing …";;;#;"1286095244514254855";https://twitter.com/cmdcolin/status/1286095244514254855
GalaxyAustralia;2020-07-22 19:20;10;21;"It's official: # BCC2020 total registrations, including training, meeting, and CoFest, includes over 800 people. GCCBOSC2018 had just over 300 people. This is what happens when you are global, accessible, and affordable. # UseGalaxy @ OBF_BOSCpic.twitter.com/mlc1eFNKaU";;@;# #;"1286078807196065792";https://twitter.com/GalaxyAustralia/status/1286078807196065792
bjoerngruening;2020-07-22 16:33;3;9;"@ edamontology annotated # usegalaxy tools for # ecology by magic @ Yvan2935! https://github.com/galaxyecology/tools-ecology/pull/30 … # BCC2020";;@ @;# # #;"1286036709961072640";https://twitter.com/bjoerngruening/status/1286036709961072640
OBF_BOSC;2020-07-22 15:15;7;29;"And thank you to everyone who participated in # BCC2020 (and those who are still participating in CoFest)! Who can you spot in this montage? pic.twitter.com/bh1I6kGrFp";;;#;"1286017006878113792";https://twitter.com/OBF_BOSC/status/1286017006878113792
OBF_BOSC;2020-07-22 15:14;2;20;"Big thanks to our many # BCC2020 volunteers (and apologies if you were inadvertently left off the thank-you slide)! We couldn't have done it without you.";;;#;"1286016833049395200";https://twitter.com/OBF_BOSC/status/1286016833049395200
OBF_BOSC;2020-07-22 12:39;1;4;". @ pjacock and Harpreet Singh introducing the # BCC2020 CoFest in the eastern hemisphere pic.twitter.com/8I8luYtwQe";;@;#;"1285977851708112896";https://twitter.com/OBF_BOSC/status/1285977851708112896
MalvikaSharan;2020-07-22 08:19;0;1;"I think # BCC2020 will make it public in a few weeks after making sure that the close captioning is fine and the speakers are ok with what we put out publicly. @ NomiHarris might be able to tell us.";;@;#;"1285912350705541121";https://twitter.com/MalvikaSharan/status/1285912350705541121
EAdamolekun;2020-07-22 04:38;2;7;"# BCC2020 has been so educating. With the lessons learnt, I look forward to making positive changes in the scientific world. Much thanks to @ galaxyproject for giving the privilege to attend this conference.";;@;#;"1285856848231510017";https://twitter.com/EAdamolekun/status/1285856848231510017
grsturm;2020-07-22 04:00;0;0;"aCLImatise automatically generates WDL/CWL tool definitions for all Bioconda packages. Extension to nextflow and Snakemake is planned. Sounds very exciting! https://sched.co/coMN # BCC2020 @ sched";;@;#;"1285847187067490305";https://twitter.com/grsturm/status/1285847187067490305
Biopython;2020-07-22 03:43;0;1;"We have several people already active on Biopython projects at the # BCC2020 CoFest - with pull requests merged and issues closed. Thank you - and please join us! https://bcc2020.github.io/cofest/";;;#;"1285842798416203778";https://twitter.com/Biopython/status/1285842798416203778
inutano;2020-07-22 03:32;3;7;"Thank you very much for all the organizers of # BCC2020 !! It was a fantastic online conference experience! Next up: # CoFest2020 online (maybe after a break for the EAST people..)";;;# #;"1285840075020890112";https://twitter.com/inutano/status/1285840075020890112
obf_news;2020-07-22 03:30;10;11;"Thank you everyone who attended # BCC2020, presented, or helped organise this successful online meeting combining # BOSC2020 and the # UseGalaxy community conference ( @ GalaxyProject). The videos with captions are available via the schedule https://bcc2020.sched.com/overview/ - enjoy!";;@;# # #;"1285839739103346689";https://twitter.com/obf_news/status/1285839739103346689
biocrusoe;2020-07-22 03:22;3;6;"Good morning from Europe! The # BCC2020 cofest has begun! Check out some of the projects: https://twitter.com/AndresGuarahino/status/1284849660931330051 …";;;#;"1285837695445610496";https://twitter.com/biocrusoe/status/1285837695445610496
Yvan2935;2020-07-22 03:19;4;4;""reuse rather than reinvent" words directly connected to the first Ecology use cases we made on @ galaxyproject -> linked to R script atomization & "atom" generalization... Linked to a # BCC2020 cofest subject on cross domains tool generalization with @ AnneFouilloux & @ think_zahttps://twitter.com/sabahkadri/status/1285258201513037824 …";;@ @ @;#;"1285836804013383680";https://twitter.com/Yvan2935/status/1285836804013383680
prashbio;2020-07-22 03:05;8;12;"Thank you, team # BCC2020 # BOSC @ galaxyproject @ GalaxyAustralia @ OBF_BOSC @ tnabtaf @ DrGPrice @ tsonika @ AnshuB An unforgettable experience. -Prash and @ biocluespic.twitter.com/pPMhmOYLzn";;@ @ @ @ @ @ @ @;# #;"1285833324317949953";https://twitter.com/prashbio/status/1285833324317949953
AnaSingh08;2020-07-22 03:01;2;7;"Thank you # BCC2020 for this wonderful interactive conference, had a great learning experience.. interaction with world-wide # GalaxyCommunity was wonderful.. @ galaxyproject & Thank you for awarding me with the Galaxy Community Fund Fellowship to attend BCC2020 @ tnabtafpic.twitter.com/vqxpiOqGfW";;@ @;# #;"1285832248923615232";https://twitter.com/AnaSingh08/status/1285832248923615232
tsonika;2020-07-22 02:57;1;3;"I spy our poster getting a spot on the thank you slide :) # BCC2020 pic.twitter.com/NI250G3Ru9";;;#;"1285831294870360064";https://twitter.com/tsonika/status/1285831294870360064
tsonika;2020-07-22 02:50;5;12;"Truly global bioinformatics conference comes to an end. Closing remarks by Gareth Price. # bcc2020 pic.twitter.com/w1IPjtlpGo";;;#;"1285829629190651904";https://twitter.com/tsonika/status/1285829629190651904
tsonika;2020-07-22 02:15;2;6;"Slides from the last Keynote are made available by Abigail. I’m absolutely loving it # BCC2020 https://twitter.com/abbycabs/status/1285679092818419714 …";;;#;"1285820826508386304";https://twitter.com/tsonika/status/1285820826508386304
think_za;2020-07-22 02:09;2;3;"Keynote by @ abbycabs. Biased by Default: Exploring Discrimination in Research Code. Re-aired as part of # BCC2020 Please do join, watch, watch again! # UseGalaxy # BOSC Discerning start with a discussion about the violence of neutrality and # BlackLivesMatterhttps://twitter.com/abbycabs/status/1285679092818419714 …";;@;# # # #;"1285819247667621891";https://twitter.com/think_za/status/1285819247667621891
gau;2020-07-22 01:49;0;1;"Another Twitter flash presentation by @ tallphil at # bosc2020 # bcc2020 I definitely really like this format. If you follow me you probably already know about @ nf_core but if you don't, go check it out https://twitter.com/tallphil/status/1285812119104032777 …pic.twitter.com/ndusj4RkMk";;@ @;# #;"1285814242281693185";https://twitter.com/gau/status/1285814242281693185
gau;2020-07-22 01:41;1;4;"Twitter flash presentation with gifs. If you don't already use # MultiQC, go check it out # bosc2020 # bcc2020 https://twitter.com/tallphil/status/1285787353538351104 …pic.twitter.com/KJxPbm6Mh6";;;# # #;"1285812175085481985";https://twitter.com/gau/status/1285812175085481985
tallphil;2020-07-22 01:41;21;46;"Here's a twitter version of my @ OBF_BOSC # BOSC2020 # BCC2020 talk about @ nf_core @ nf_core is a community effort to collect best-practice analysis pipelines built using @ nextflowio. They run on almost any computational infrastructure and bundle all software requirements. [1/16]pic.twitter.com/3kx9SqXeGH";;@ @ @ @;# #;"1285812119104032777";https://twitter.com/tallphil/status/1285812119104032777
_tyronechen;2020-07-22 01:37;2;3;"Title: Multi-omics data integration for the discovery of COVID-19 drug targets # ismb2020 # BCC2020";;;# #;"1285811191961448448";https://twitter.com/_tyronechen/status/1285811191961448448
tyagilab;2020-07-22 01:30;0;0;"Good luck with your presentation Tyrone @ _tyronechen # bcc2020 # covid19https://twitter.com/_tyronechen/status/1285808320482168842 …";;@;# #;"1285809431351975937";https://twitter.com/tyagilab/status/1285809431351975937
_tyronechen;2020-07-22 01:26;1;1;"Our @ tyagilab @ mixOmics_team poster for # ismb2020 # BCC2020 now available on f1000! (visit us at BCC poster P2-07) https://doi.org/10.7490/f1000research.1118023.1 …";;@ @;# #;"1285808320482168842";https://twitter.com/_tyronechen/status/1285808320482168842
GigaScience;2020-07-22 01:22;1;2;"Interesting to hear about the COVID moonshot project in Simon Bray's # BCC2020 # COVID19 session talk. Crowdsourced (and crowdfunded) design & testing of new SARS-Cov-2 inhibitors https://postera.ai/covid";;;# #;"1285807454115119104";https://twitter.com/GigaScience/status/1285807454115119104
GigaScience;2020-07-22 00:52;2;10;"Really enjoying the # BCC2020 # COVID19 session even though its prerecorded here in the East. Amazing talk from Artem Babaian on http://serratus.io . So glad they are releasing all their coronavirus sequences CC0. Too many people trying to make C19 research proprietarypic.twitter.com/97vxw7WVFB";;;# #;"1285799905819152385";https://twitter.com/GigaScience/status/1285799905819152385
tsonika;2020-07-22 00:50;5;4;"Now listening to Artem Babaian in the # COVID19 track talking about the serratus project https://serratus.io .There is now coronaSpades available to assemble viral genome http://cab.spbu.ru/software/coronaspades … # BCC2020";;;# #;"1285799231781928960";https://twitter.com/tsonika/status/1285799231781928960
OBF_BOSC;2020-07-22 00:22;1;5;"During the # BCC2020 session on Workflow Management Systems (in the Eastern hemisphere), @ tallphil contemplates a question read by session chair @ cjfields. # bosc2020pic.twitter.com/c9ArAxXgse";;@ @;# #;"1285792407984852992";https://twitter.com/OBF_BOSC/status/1285792407984852992
tallphil;2020-07-22 00:02;13;27;"Ok, here goes - @ OBF_BOSC # BOSC2020 # BCC2020 talk about # MultiQC updates in twitter / gif format.. # MultiQC is a tool to make bioinformatics QC visual and easy, instead of collating numbers from hundreds of log files manually. [1/9]pic.twitter.com/G6CCIhrEDq";;@;# # # #;"1285787353538351104";https://twitter.com/tallphil/status/1285787353538351104
GigaScience;2020-07-21 23:13;1;0;"Final poster break at # BCC2020 East in about 15 mins, so last chance to talk to @ SCEdmunds at our sponsor tablehttps://bcc2020.sched.com/event/dMGG/gigascience-sponsor-table …";;@;#;"1285775002290118657";https://twitter.com/GigaScience/status/1285775002290118657
nf_core;2020-07-21 23:10;1;7;"Check out the 5 minute lightning talk from @ tallphil about new features from the @ nf_core community, presented at the @ OBF_BOSC # BOSC2020 # BCC2020 online conference: https://bcc2020.sched.com/event/coM8/whats-new-with-nf-core-community-built-bioinformatics-pipelines … Now also available on YouTube if you prefer:https://twitter.com/tallphil/status/1285768330272530437 …";;@ @ @;# #;"1285774097075638273";https://twitter.com/nf_core/status/1285774097075638273
tallphil;2020-07-21 22:47;3;6;"Really fun to be part of the online @ OBF_BOSC # BCC2020 # BOSC2020 conference this year. My second talk about the @ nf_core community has now gone out for both hemispheres - if you missed it you can see it on YouTube here (5 minutes):https://youtu.be/lK5AW8MzZIc";;@ @;# #;"1285768330272530437";https://twitter.com/tallphil/status/1285768330272530437
tsonika;2020-07-21 22:18;0;0;"Also, on the speakers list are: Jean-Tristran Brandenburg and Evan Floden # BCC2020";;;#;"1285761143282135040";https://twitter.com/tsonika/status/1285761143282135040
GalaxyAustralia;2020-07-21 21:56;1;4;"Galaxy Beyond Genomics starting in 5 minutes at # BCC2020: biodiversity, citizen science, VINYL, metaproteomics, proteogenomics, Mass Spec, Climate Science and ecosystem modelling, oh my. # UseGalaxypic.twitter.com/eJ1nfZ21F5";;;# #;"1285755533987725312";https://twitter.com/GalaxyAustralia/status/1285755533987725312
tsonika;2020-07-21 21:53;0;2;"The speakers line up for this session is: Philip Ewels ( @ tallphil ), Michael Kotliar, Michael Franklin, Michael Milton ( @ TTMiguelTT) @ OBF_BOSC # BCC2020";;@ @ @;#;"1285754735090233344";https://twitter.com/tsonika/status/1285754735090233344
tsonika;2020-07-21 21:49;3;11;"Getting ready to start the @ OBF_BOSC session in 15 min @ cjfields and I report from the green room # BCC2020. pic.twitter.com/8KOXuKw0pw";;@ @;#;"1285753876386177024";https://twitter.com/tsonika/status/1285753876386177024
GalaxyAustralia;2020-07-21 21:07;2;4;"# BCC2020 Intergalactic Workflows Commission BoF has started. Access via the main room.";;;#;"1285743221235044352";https://twitter.com/GalaxyAustralia/status/1285743221235044352
cmdcolin;2020-07-21 18:09;1;4;"Big thank you from me as well # BCC2020 we had a lot of last minute shuffling but the organizers handled it and helped so much. Thanks! https://twitter.com/natefoo/status/1285674503343943681 …";;;#;"1285698551801053184";https://twitter.com/cmdcolin/status/1285698551801053184
OBF_BOSC;2020-07-21 17:38;5;6;"If you attended # BCC2020 or are interested in future events, we'd like to hear from you! Please fill out our survey: https://bit.ly/bcc2020-survey (which points to https://forms.gle/BAyBhoPJ4LroCMMGA …).";;;#;"1285690711204143104";https://twitter.com/OBF_BOSC/status/1285690711204143104
ropolo;2020-07-21 17:34;2;9;"Very inspired after # BCC2020 What a great conference! @ OBF_BOSC @ galaxyproject @ GalaxyAustralia @ gxytraining";;@ @ @ @;#;"1285689710803857408";https://twitter.com/ropolo/status/1285689710803857408
yoyehudi;2020-07-21 17:32;0;13;"I have to confess, I'm worried there aren't enough pears in this pic... # BCC2020 pic.twitter.com/K3WgUtExxE";;;#;"1285689027753017344";https://twitter.com/yoyehudi/status/1285689027753017344
abbycabs;2020-07-21 16:52;22;47;"Here are my slides from my # BCC2020 keynote "Biased by Default: Exploring Discrimination in Research Code" Huge thanks to the organizers, the (many!) volunteers, & the great community -- I had a blast sharing this with you all. https://docs.google.com/presentation/d/1INTsli9obj3BiV8xDwJc4IovPnt2EUFNyLYyF_GK7bE/present …";;;#;"1285679092818419714";https://twitter.com/abbycabs/status/1285679092818419714
think_za;2020-07-21 16:43;4;6;"BoF # Computational # Chemistry at # BCC2020 For all interested in # cheminformatics # compchem tools and training in Galaxy! Looking forward to seeing *you* there! 9:15 UTC+2 22/07/2020 @ bjoerngruening @ SimonBray18 @ ns_tharindu @ DBlankenberghttps://sched.co/d8A0";;@ @ @ @;# # # # #;"1285676686948937728";https://twitter.com/think_za/status/1285676686948937728
yoyehudi;2020-07-21 16:38;0;8;"Now that # BCC2020 west is over, I'm crocheting a little to wind down. A blocked motif on the right, unblocked on the left... soaking and drying pinned out makes so much difference! https://twitter.com/yoyehudi/status/1284836041329971205 …pic.twitter.com/XM2YKA2bQq";;;#;"1285675477429100544";https://twitter.com/yoyehudi/status/1285675477429100544
natefoo;2020-07-21 16:34;7;25;"The # BCC2020 was a monumental amount of work, and it went *amazingly*. Thank you, thank you, thank you, organizers. # usegalaxy # BOSC2020https://twitter.com/MalvikaSharan/status/1285648515989942274 …";;;# # #;"1285674503343943681";https://twitter.com/natefoo/status/1285674503343943681
OBF_BOSC;2020-07-21 15:50;1;5;"# BCC2020 Co-Chair @ NomiHarris thanked the organizing committee in her closing remarkspic.twitter.com/DykJW0hPy4";;@;#;"1285663482629820421";https://twitter.com/OBF_BOSC/status/1285663482629820421
cbrueffer;2020-07-21 15:50;2;2;"Another great iteration of the @ OBF_BOSC # BCC2020 conference coming to an end; virtual hosting on @ use_remo worked very well. Thanks everyone involved!https://twitter.com/OBF_BOSC/status/1285655708428632066 …";;@ @;#;"1285663464275554314";https://twitter.com/cbrueffer/status/1285663464275554314
jrrmicro;2020-07-21 15:49;0;1;"Demos here: http://jbrowse.org/jb2/ Also a compilation of MANY viz tools on Github by Colin: https://github.com/cmdcolin/awesome-genome-visualization … # BCC2020";;;#;"1285663131046420481";https://twitter.com/jrrmicro/status/1285663131046420481
jrrmicro;2020-07-21 15:47;0;3;"Colin Diesh: showing JBrowse2 demo has comparative genomics tools with super nice-looking linear synteny plotting. Try it out. Report bugs. # BCC2020 GenomicViz BoF";;;#;"1285662701503631365";https://twitter.com/jrrmicro/status/1285662701503631365
tnabtaf;2020-07-21 15:46;8;30;"The # BCC2020 West Meeting is done. # BCC2020 East finishes later today. And the BCC2020 CoFest is starting up. Thank you to **everyone** who participated (and is still participating!) in BCC2020. You make this meeting what it is. # UseGalaxy @ OBF_BOSCpic.twitter.com/UdC1JtmZkl";;@;# # #;"1285662471299235840";https://twitter.com/tnabtaf/status/1285662471299235840
OBF_BOSC;2020-07-21 15:38;1;1;"They represented a team of 12 https://bcc2020.github.io/cofest/ plus all the # BCC2020 CoFest cluster leaders & hundreds of people taking part";;;#;"1285660420100050945";https://twitter.com/OBF_BOSC/status/1285660420100050945
OBF_BOSC;2020-07-21 15:34;1;4;". @ abbycabs chats with @ NomiHarris and # BCC2020 Technology Chair Karsten Hokamp in the "green room" pic.twitter.com/Vx8Y8LkSmE";;@ @;#;"1285659553351311362";https://twitter.com/OBF_BOSC/status/1285659553351311362
abbycabs;2020-07-21 15:32;0;13;"I love this community! Thanks for having me # BCC2020 & @ OBF_BOSChttps://twitter.com/OBF_BOSC/status/1285658250264956928 …";;@;#;"1285658915347279872";https://twitter.com/abbycabs/status/1285658915347279872
OBF_BOSC;2020-07-21 15:32;2;6;"In her keynote talk, @ abbycabs reminded the # BCC2020 of the importance of soliciting ideas from a wide range of people. pic.twitter.com/ujLZHIZZKI";;@;#;"1285658888054943746";https://twitter.com/OBF_BOSC/status/1285658888054943746
OBF_BOSC;2020-07-21 15:29;1;10;"During the Q&A, @ abbycabs and session chair @ yoyehudi share a laugh. # BCC2020 pic.twitter.com/71LERGKP7R";;@ @;#;"1285658250264956928";https://twitter.com/OBF_BOSC/status/1285658250264956928
OBF_BOSC;2020-07-21 15:28;6;7;"GCC2021 Chair @ FrederikCoppens reveals where GCC2021 will take place. # BCC2020 # UseGalaxypic.twitter.com/UwYE3aIbiZ";;@;# #;"1285658036728627202";https://twitter.com/OBF_BOSC/status/1285658036728627202
OBF_BOSC;2020-07-21 15:27;0;4;"CoFest organizers @ michael_l_heuer and @ pjacock spoke briefly during the closing session at # BCC2020 (western hemisphere) pic.twitter.com/BPb2gcGavB";;@ @;#;"1285657766238060546";https://twitter.com/OBF_BOSC/status/1285657766238060546
OBF_BOSC;2020-07-21 15:19;0;6;"# BCC2020 co-chair @ tnabtaf with some final announcementspic.twitter.com/GGh46OYv8w";;@;#;"1285655708428632066";https://twitter.com/OBF_BOSC/status/1285655708428632066
yoyehudi;2020-07-21 14:58;10;13;"Delighted to listen to @ pjacock and @ michael_l_heuer introducing # BCC2020 Cofest, and making it really clear: "we want to welcome everyone, regardless of their level of experience", and @ tnabtaf emhpasising that you don't have to be a coder to participate.";;@ @ @;#;"1285650288569987073";https://twitter.com/yoyehudi/status/1285650288569987073
mjmfreijnders;2020-07-21 14:54;0;2;"Thanks for a great and very smoothly ran conference @ OBF_BOSC # BCC2020. Hopefully next year in person in Lyon (3.5 hour train ride!)";;@;#;"1285649371443470336";https://twitter.com/mjmfreijnders/status/1285649371443470336
jrrmicro;2020-07-21 14:51;2;4;"Thanks all great # BCC2020 # UseGalaxy @ OBF_BOSChttps://twitter.com/rvmngr/status/1285648426294804486 …";;@;# #;"1285648656406806532";https://twitter.com/jrrmicro/status/1285648656406806532
rvmngr;2020-07-21 14:50;6;19;"Great # BCC2020 conference. Congratulations to the organizers, this was probably a very challenging year, but you all went above and beyond";;;#;"1285648426294804486";https://twitter.com/rvmngr/status/1285648426294804486
natefoo;2020-07-21 14:50;4;7;"Delighted to have the opportunity to ask @ abbycabs a question in the Q&A after her fantastic # BCC2020 keynote. The answer: convince them with stories, education, books, data. Diverse teams and input are proven to produce better outcomes! # usegalaxy # BOSC2020pic.twitter.com/9ffrlmMQlk";;@;# # #;"1285648255179792384";https://twitter.com/natefoo/status/1285648255179792384
xenggg;2020-07-21 14:46;1;5;"great recap of my favorite keynote of # bcc2020 ! https://twitter.com/MalvikaSharan/status/1285639318980173833 …";;;#;"1285647472707227655";https://twitter.com/xenggg/status/1285647472707227655
jrrmicro;2020-07-21 14:46;0;1;"One suggestion was: Don't ignore the one-off ways to help students with letters/travel # BCC2020 https://twitter.com/think_za/status/1285645620804558848 …";;;#;"1285647346320265216";https://twitter.com/jrrmicro/status/1285647346320265216
MalvikaSharan;2020-07-21 14:45;2;9;"Ending this thread with happy faces of beautiful humans. Thank you for the fantastic talk! Made me really miss the opportunity to hang out with folks at this fantastic conference. # BCC2020 pic.twitter.com/LHudu4EiEy";;;#;"1285647094590640130";https://twitter.com/MalvikaSharan/status/1285647094590640130
jrrmicro;2020-07-21 14:45;1;0;"Abby: be open to the fear of change, stories change people's minds, perhaps bridge tech/internet gap with stipends/funding # BCC2020";;;#;"1285646977267634182";https://twitter.com/jrrmicro/status/1285646977267634182
think_za;2020-07-21 14:39;1;3;"# BCC2020 As part of the virtual presentation we went back to tables for 5 mins to discuss 'Where can you include others and share power in your work? Who will you include?' @ abbycabs @ DBlankenberg @ almahmoudgxy @ astrov01 @ jrrmicro https://twitter.com/OBF_BOSC/status/1285637447146188803 …pic.twitter.com/WYVv8zrE5h";;@ @ @ @ @;#;"1285645620804558848";https://twitter.com/think_za/status/1285645620804558848
MalvikaSharan;2020-07-21 14:36;2;3;"Some answers from attendees: Opportunities for involving others by delegating tasks, shared development, testing and feedback, teaching, documentation to target members who may need more help, open acknowledgement (without creating unbalanced praise accidentally) & more. # BCC2020";;;#;"1285644878974791680";https://twitter.com/MalvikaSharan/status/1285644878974791680
jrrmicro;2020-07-21 14:36;0;1;"Abby:http://www.mozillafestival.org participation to bring an idea and leave with # community # BCC2020";;;# #;"1285644876101693440";https://twitter.com/jrrmicro/status/1285644876101693440
MalvikaSharan;2020-07-21 14:28;2;3;"Opening this group based question for everyone. Answer below "where can you include others? Who will you include (who is missing)?" # BCC2020 pic.twitter.com/Fy4oFmA122";;;#;"1285642746863263744";https://twitter.com/MalvikaSharan/status/1285642746863263744
monimunozto;2020-07-21 14:25;14;25;"Absolutely! This conversation is so important. Thank you @ abbycabs for bringing this to the attention of the entire # BCC2020: 5 # OpenSource practices that can shift power: gifting, soliciting ideas, learning through use, creating together, networking common interest. # inclusivepic.twitter.com/oVuaUuAIAK";;@;# # #;"1285642022997635072";https://twitter.com/monimunozto/status/1285642022997635072
