username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,,,,
Justice_4_Dads,4/7/2019 13:27,0,0,,,,1.11494E+18,https://twitter.com/Justice_4_Dads/status/1114942747377577986,,,,,,
MarilenaMelas,4/7/2019 13:03,0,2,,@ @ @ @ @,# # # # # #,1.11494E+18,https://twitter.com/MarilenaMelas/status/1114936741213773824,,,,,,
_timos_,4/7/2019 12:39,3,0,,@ @,# # # # # # # # # #,1.11493E+18,https://twitter.com/_timos_/status/1114930599200878592,,,,,,
_timos_,4/7/2019 12:39,3,0,,@,# # # #,1.11493E+18,https://twitter.com/_timos_/status/1114930593521750016,,,,,,
Justice_4_Dads,4/7/2019 12:15,0,0,,,,1.11492E+18,https://twitter.com/Justice_4_Dads/status/1114924787330101251,,,,,,
BarronsMedicalJ,4/7/2019 11:29,2,2,,,# # # # # # # # # # # # # # # # # #,1.11491E+18,https://twitter.com/BarronsMedicalJ/status/1114913071590453248,,,,,,
BarronsMedicalJ,4/7/2019 11:20,1,1,,@ATP_Tour @ @,# # # # # # # # # # # # # #,1.11491E+18,https://twitter.com/BarronsMedicalJ/status/1114910946798047232,,,,,,
CUCancerCenter,4/7/2019 10:55,0,2,,@,# # #,1.1149E+18,https://twitter.com/CUCancerCenter/status/1114904537154883586,,,,,,
LaurenFSG,4/7/2019 10:14,0,3,,,# #,1.11489E+18,https://twitter.com/LaurenFSG/status/1114894295058780160,,,,,,
MarilenaMelas,4/7/2019 9:44,0,2,,@ @,# # # # # # #,1.11489E+18,https://twitter.com/MarilenaMelas/status/1114886728135798785,,,,,,
_timos_,4/7/2019 8:43,3,0,,@ @,# # # #,1.11487E+18,https://twitter.com/_timos_/status/1114871338190102534,,,,,,
_timos_,4/7/2019 8:43,3,0,,@,# # # # #,1.11487E+18,https://twitter.com/_timos_/status/1114871330761887744,,,,,,
_timos_,4/7/2019 8:43,3,0,,@,# # # # # #,1.11487E+18,https://twitter.com/_timos_/status/1114871224268541952,,,,,,
_timos_,4/7/2019 8:43,3,0,,@ @ @,# # # # #,1.11487E+18,https://twitter.com/_timos_/status/1114871217717047297,,,,,,
_timos_,4/7/2019 8:43,3,0,,@,# # # # # #,1.11487E+18,https://twitter.com/_timos_/status/1114871213262684160,,,,,,
_timos_,4/7/2019 8:43,3,0,,@,# # # # #,1.11487E+18,https://twitter.com/_timos_/status/1114871209412313088,,,,,,
_timos_,4/7/2019 8:43,3,0,,@,# # # #,1.11487E+18,https://twitter.com/_timos_/status/1114871205750661120,,,,,,
ImproveDX,4/7/2019 7:00,2,3,,@ @,,1.11485E+18,https://twitter.com/ImproveDX/status/1114845411531948033,,,,,,
CUCancerCenter,4/7/2019 6:55,1,2,,@ @,# # #,1.11484E+18,https://twitter.com/CUCancerCenter/status/1114844085192359939,,,,,,
AlbertVilella,4/7/2019 6:15,1,1,,,# # # #,1.11483E+18,https://twitter.com/AlbertVilella/status/1114833980426268672,,,,,,
RxNetFSG,4/7/2019 4:59,0,2,,,# # # # #,1.11481E+18,https://twitter.com/RxNetFSG/status/1114814821252456448,,,,,,
kaisa_helminen,4/7/2019 3:23,3,19,,@ @,#,1.11479E+18,https://twitter.com/kaisa_helminen/status/1114790899224018944,,,,,,
scispresso,4/7/2019 3:00,0,0,,,#,1.11479E+18,https://twitter.com/scispresso/status/1114785034005876737,,,,,,
_timos_,4/7/2019 2:31,3,0,,@ @,# # # # #,1.11478E+18,https://twitter.com/_timos_/status/1114777606069444608,,,,,,
_timos_,4/7/2019 2:31,3,1,,@,# # # # #,1.11478E+18,https://twitter.com/_timos_/status/1114777603829686273,,,,,,
_timos_,4/7/2019 2:31,3,0,,@,# # # # #,1.11478E+18,https://twitter.com/_timos_/status/1114777600105148416,,,,,,
_timos_,4/7/2019 2:31,4,1,,@,# # # # # # # # # # #,1.11478E+18,https://twitter.com/_timos_/status/1114777598762950656,,,,,,
sarahhalford7,4/7/2019 2:24,4,8,,@,#,1.11478E+18,https://twitter.com/sarahhalford7/status/1114775973357072384,,,,,,
PGrivasMDPhD,4/7/2019 2:19,0,1,,,,1.11477E+18,https://twitter.com/PGrivasMDPhD/status/1114774688943624194,,,,,,
KidsCancerInst,4/6/2019 21:51,1,16,,@,# # #,1.11471E+18,https://twitter.com/KidsCancerInst/status/1114707261182451712,,,,,,
_timos_,4/6/2019 21:36,3,0,,@,# # # # # #,1.1147E+18,https://twitter.com/_timos_/status/1114703504663146497,,,,,,
_timos_,4/6/2019 21:36,4,1,,,# # #,1.1147E+18,https://twitter.com/_timos_/status/1114703501475450880,,,,,,
_timos_,4/6/2019 21:36,3,0,,@,# # # #,1.1147E+18,https://twitter.com/_timos_/status/1114703498266927104,,,,,,
_timos_,4/6/2019 21:36,3,0,,@,# # # #,1.1147E+18,https://twitter.com/_timos_/status/1114703496337428480,,,,,,
_timos_,4/6/2019 21:36,3,0,,@,# # # # # #,1.1147E+18,https://twitter.com/_timos_/status/1114703493137231872,,,,,,
_timos_,4/6/2019 21:36,3,0,,@,# # # # #,1.1147E+18,https://twitter.com/_timos_/status/1114703489492381696,,,,,,
_timos_,4/6/2019 21:36,3,0,,@,# # # # # # #,1.1147E+18,https://twitter.com/_timos_/status/1114703483267977216,,,,,,
_timos_,4/6/2019 21:36,3,0,,,# # # # # #,1.1147E+18,https://twitter.com/_timos_/status/1114703479790948352,,,,,,
_timos_,4/6/2019 21:36,3,0,,,# # # # # # # # # # #,1.1147E+18,https://twitter.com/_timos_/status/1114703473960833024,,,,,,
_timos_,4/6/2019 21:36,3,0,,,# # # # # # # # # # # # # # #,1.1147E+18,https://twitter.com/_timos_/status/1114703363155742721,,,,,,
doctorpemm,4/6/2019 20:31,1,10,,@ @,# # #,1.11469E+18,https://twitter.com/doctorpemm/status/1114687210983436289,,,,,,
EduEyras,4/6/2019 20:27,4,2,,@ @ @,# #,1.11469E+18,https://twitter.com/EduEyras/status/1114686017145987073,,,,,,
MedscapePharm,4/6/2019 20:07,1,3,,,# #,1.11468E+18,https://twitter.com/MedscapePharm/status/1114680938745745408,,,,,,
PMWCintl,4/6/2019 19:47,0,1,,@,# # #,1.11468E+18,https://twitter.com/PMWCintl/status/1114676049604820993,,,,,,
risk_averse_,4/6/2019 19:07,2,0,,,# # #,1.11467E+18,https://twitter.com/risk_averse_/status/1114665844460675073,,,,,,
TheScientistLLC,4/6/2019 18:59,1,0,,,# #,1.11466E+18,https://twitter.com/TheScientistLLC/status/1114664076188291072,,,,,,
BarronsMedicalJ,4/6/2019 17:48,1,1,,@,# # # # # # # # # # # # # # # # # #,1.11465E+18,https://twitter.com/BarronsMedicalJ/status/1114646126001520640,,,,,,
risk_averse_,4/6/2019 17:30,0,0,,,# # #,1.11464E+18,https://twitter.com/risk_averse_/status/1114641431480680448,,,,,,
RitaPiotti,4/6/2019 16:55,0,0,,,#,1.11463E+18,https://twitter.com/RitaPiotti/status/1114632671509000193,,,,,,
aunzuel,4/6/2019 16:55,0,3,,@ @,#,1.11463E+18,https://twitter.com/aunzuel/status/1114632653070917633,,,,,,
UCRiverside,4/6/2019 15:59,2,22,,@ @,# #,1.11462E+18,https://twitter.com/UCRiverside/status/1114618602584301568,,,,,,
guru_wall,4/6/2019 15:40,0,0,,,,1.11461E+18,https://twitter.com/guru_wall/status/1114613877352755200,,,,,,
MedscapeOnc,4/6/2019 15:12,3,3,,,# #,1.11461E+18,https://twitter.com/MedscapeOnc/status/1114606704426135552,,,,,,
ClinicalOMICs,4/6/2019 15:10,0,0,,@ @,# #,1.11461E+18,https://twitter.com/ClinicalOMICs/status/1114606222269919232,,,,,,
Suparna37485928,4/6/2019 15:03,0,0,,,# #,1.1146E+18,https://twitter.com/Suparna37485928/status/1114604493948235776,,,,,,
CUCancerCenter,4/6/2019 14:55,0,2,,,# # #,1.1146E+18,https://twitter.com/CUCancerCenter/status/1114602594150825985,,,,,,
JillHW,4/6/2019 14:20,0,2,,@ @ @,# # # #,1.11459E+18,https://twitter.com/JillHW/status/1114593714083647489,,,,,,
JillHW,4/6/2019 14:10,1,8,,,# # # # # # # # #,1.11459E+18,https://twitter.com/JillHW/status/1114591320436244487,,,,,,
crownbioscience,4/6/2019 14:01,1,3,,,# # # #,1.11459E+18,https://twitter.com/crownbioscience/status/1114588839752941575,,,,,,
gerardevan,4/6/2019 13:38,1,15,,,,1.11458E+18,https://twitter.com/gerardevan/status/1114583264356982791,,,,,,
Patomalo2012,4/6/2019 13:33,0,8,,,,1.11458E+18,https://twitter.com/Patomalo2012/status/1114582001372286978,,,,,,
LivingBeyondBC,4/6/2019 13:26,0,3,,@ @,#,1.11458E+18,https://twitter.com/LivingBeyondBC/status/1114580096168419328,,,,,,
_timos_,4/6/2019 12:45,3,0,,@,# # # #,1.11457E+18,https://twitter.com/_timos_/status/1114569746467311616,,,,,,
_timos_,4/6/2019 12:45,3,0,,@,# # #,1.11457E+18,https://twitter.com/_timos_/status/1114569742751109120,,,,,,
_timos_,4/6/2019 12:45,3,0,,@ @ @,# # # # #,1.11457E+18,https://twitter.com/_timos_/status/1114569731283881984,,,,,,
_timos_,4/6/2019 12:45,3,0,,@,# # # # # # #,1.11457E+18,https://twitter.com/_timos_/status/1114569725902589952,,,,,,
Clancybill1,4/6/2019 12:14,0,0,,,,1.11456E+18,https://twitter.com/Clancybill1/status/1114561958378975232,,,,,,
SfPRocur,4/6/2019 11:46,0,2,,@,,1.11456E+18,https://twitter.com/SfPRocur/status/1114555067095572481,,,,,,
MMBurdickIsHere,4/6/2019 11:45,3,16,,@ @ @ @ @,# # # # #,1.11455E+18,https://twitter.com/MMBurdickIsHere/status/1114554633974886400,,,,,,
GENbio,4/6/2019 11:40,1,1,,@ @ @,#,1.11455E+18,https://twitter.com/GENbio/status/1114553362874339328,,,,,,
NotThatBobJones,4/6/2019 11:34,0,2,,,#,1.11455E+18,https://twitter.com/NotThatBobJones/status/1114551901431816194,,,,,,
DrBetofMDPhD,4/6/2019 11:16,1,12,,@RobertJ13406578 @ @ @ @ @,#,1.11455E+18,https://twitter.com/DrBetofMDPhD/status/1114547413740589056,,,,,,
DrGEcheverria,4/6/2019 11:12,11,36,,@ @,#,1.11455E+18,https://twitter.com/DrGEcheverria/status/1114546354825629700,,,,,,
DrGEcheverria,4/6/2019 11:07,0,1,,@,#,1.11455E+18,https://twitter.com/DrGEcheverria/status/1114545250738081793,,,,,,
BarronsMedicalJ,4/6/2019 11:01,1,1,,@,# # # # # # # # # # # # # # #,1.11454E+18,https://twitter.com/BarronsMedicalJ/status/1114543760262729730,,,,,,
DrGEcheverria,4/6/2019 11:01,0,3,,@,# #,1.11454E+18,https://twitter.com/DrGEcheverria/status/1114543731422707712,,,,,,
ThePinkAgenda,4/6/2019 11:00,0,1,,@,#,1.11454E+18,https://twitter.com/ThePinkAgenda/status/1114543282678317057,,,,,,
DrGEcheverria,4/6/2019 10:56,0,2,,@,#,1.11454E+18,https://twitter.com/DrGEcheverria/status/1114542445285527557,,,,,,
CUCancerCenter,4/6/2019 10:55,0,1,,@ @,# # #,1.11454E+18,https://twitter.com/CUCancerCenter/status/1114542176778821632,,,,,,
DrGEcheverria,4/6/2019 10:54,0,1,,,# #,1.11454E+18,https://twitter.com/DrGEcheverria/status/1114541938806611968,,,,,,
immunosarc,4/6/2019 10:38,1,2,,@ @ @,# #,1.11454E+18,https://twitter.com/immunosarc/status/1114537935712292864,,,,,,
MalvikaSharma06,4/6/2019 10:30,0,1,,@,# #,1.11454E+18,https://twitter.com/MalvikaSharma06/status/1114535890762776582,,,,,,
BarronsMedicalJ,4/6/2019 10:09,2,2,,@,# # # # # # # # # # # # #,1.11453E+18,https://twitter.com/BarronsMedicalJ/status/1114530667566632960,,,,,,
BionestPartners,4/6/2019 10:08,0,0,,,# # #,1.11453E+18,https://twitter.com/BionestPartners/status/1114530200564445184,,,,,,
MuinJKhoury,4/6/2019 9:58,1,0,,@,#,1.11453E+18,https://twitter.com/MuinJKhoury/status/1114527720191549442,,,,,,
BarronsMedicalJ,4/6/2019 9:50,1,1,,@,# # # # # # # # # # # # #,1.11453E+18,https://twitter.com/BarronsMedicalJ/status/1114525877453381632,,,,,,
precisionmedcin,4/6/2019 9:47,0,0,,@,#,1.11453E+18,https://twitter.com/precisionmedcin/status/1114525085208072192,,,,,,
ShrutiGDighe,4/6/2019 9:47,0,0,,,#,1.11453E+18,https://twitter.com/ShrutiGDighe/status/1114525067508166657,,,,,,
IrelTYand34,4/6/2019 9:14,0,0,,,,1.11452E+18,https://twitter.com/IrelTYand34/status/1114516630518882304,,,,,,
follow_5,4/6/2019 9:04,0,0,,@,#,1.11451E+18,https://twitter.com/follow_5/status/1114514266927783936,,,,,,
follow_5,4/6/2019 9:04,0,0,,@,#,1.11451E+18,https://twitter.com/follow_5/status/1114514236045049856,,,,,,
TWesterling_Bui,4/6/2019 8:49,5,6,,@ @ @,# #14a401266a8b #,1.11451E+18,https://twitter.com/TWesterling_Bui/status/1114510540544663552,,,,,,
_timos_,4/6/2019 8:40,3,0,,@,# # # # # #,1.11451E+18,https://twitter.com/_timos_/status/1114508204887556096,,,,,,
_timos_,4/6/2019 8:40,3,0,,@ @,# # # #,1.11451E+18,https://twitter.com/_timos_/status/1114508200089243648,,,,,,
_timos_,4/6/2019 8:40,3,0,,@,# # # # # #,1.11451E+18,https://twitter.com/_timos_/status/1114508195827830785,,,,,,
_timos_,4/6/2019 8:40,3,0,,@ @,# # # # # # # # #,1.11451E+18,https://twitter.com/_timos_/status/1114508191885168641,,,,,,
_timos_,4/6/2019 8:40,3,0,,@,# # # # #,1.11451E+18,https://twitter.com/_timos_/status/1114508187846057984,,,,,,
_timos_,4/6/2019 8:40,3,0,,@,# # # # # # #,1.11451E+18,https://twitter.com/_timos_/status/1114508184427749377,,,,,,
_timos_,4/6/2019 8:40,3,0,,@,# # # #,1.11451E+18,https://twitter.com/_timos_/status/1114508126466609152,,,,,,
_timos_,4/6/2019 8:40,3,0,,@ @ @,# # # # #,1.11451E+18,https://twitter.com/_timos_/status/1114508121009872896,,,,,,
WileyOnc_Hem,4/6/2019 7:05,0,0,,@ @,#,1.11448E+18,https://twitter.com/WileyOnc_Hem/status/1114484153549033472,,,,,,
fiosgenomics,4/6/2019 7:00,0,0,,@,#,1.11448E+18,https://twitter.com/fiosgenomics/status/1114482929307213826,,,,,,
KKauffman131,4/6/2019 6:42,6,9,,@ @ @,# #,1.11448E+18,https://twitter.com/KKauffman131/status/1114478427116068864,,,,,,
mlazqui,4/6/2019 6:26,1,3,,,# # # #,1.11447E+18,https://twitter.com/mlazqui/status/1114474428040130560,,,,,,
CUCancerCenter,4/6/2019 5:55,0,1, drug could help ~3,"500 patients a year! Full study: http://bit.ly/2U1a296 @ rdoebele # AACR19 # AACR # AACR2019 # CancerResearchpic.twitter.com/pc2FATXr2y""",,@,# # # #,1.11447E+18,https://twitter.com/CUCancerCenter/status/1114466745417392128,,,,
sadobomarzo,4/6/2019 4:58,0,2,,,#,1.11445E+18,https://twitter.com/sadobomarzo/status/1114452376851607552,,,,,,
CUCancerCenter,4/6/2019 4:55,1,2,,,# # #,1.11445E+18,https://twitter.com/CUCancerCenter/status/1114451571222482945,,,,,,
_timos_,4/6/2019 4:43,3,0,,@ @,# # # # #,1.11445E+18,https://twitter.com/_timos_/status/1114448423262937088,,,,,,
saom_oncologia,4/6/2019 4:43,1,3,,@,# #,1.11445E+18,https://twitter.com/saom_oncologia/status/1114448407056269312,,,,,,
sarahhalford7,4/6/2019 4:08,4,7,,,#,1.11444E+18,https://twitter.com/sarahhalford7/status/1114439654558838784,,,,,,
sarahhalford7,4/6/2019 4:04,3,8,,,# #,1.11444E+18,https://twitter.com/sarahhalford7/status/1114438674224156672,,,,,,
1stOncology,4/6/2019 3:24,0,0,,,# # #,1.11443E+18,https://twitter.com/1stOncology/status/1114428587074039808,,,,,,
1stOncology,4/6/2019 3:14,0,0,,,# # #,1.11443E+18,https://twitter.com/1stOncology/status/1114426201085546496,,,,,,
1stOncology,4/6/2019 2:58,0,0,,,# #,1.11442E+18,https://twitter.com/1stOncology/status/1114422085248528384,,,,,,
CUCancerCenter,4/6/2019 2:55,2,3,,,# # #,1.11442E+18,https://twitter.com/CUCancerCenter/status/1114421334984077313,,,,,,
1stOncology,4/6/2019 2:51,0,0,,,# # #,1.11442E+18,https://twitter.com/1stOncology/status/1114420384705728512,,,,,,
_timos_,4/6/2019 1:19,3,0,,@ @,# # # # #,1.1144E+18,https://twitter.com/_timos_/status/1114397237704921089,,,,,,
_timos_,4/6/2019 1:19,3,0,,@,# # # #,1.1144E+18,https://twitter.com/_timos_/status/1114397236576673794,,,,,,
_timos_,4/6/2019 1:19,3,0,,@,# # # #,1.1144E+18,https://twitter.com/_timos_/status/1114397234513100800,,,,,,
_timos_,4/6/2019 1:19,3,0,,@,# # # #,1.1144E+18,https://twitter.com/_timos_/status/1114397229333209088,,,,,,
KatjaLamia,4/5/2019 22:10,0,16,,@,# # #,1.11435E+18,https://twitter.com/KatjaLamia/status/1114349542885941249,,,,,,
MedpageOnco,4/5/2019 22:00,3,4,,@ @ @ @ @,# # # # # #,1.11435E+18,https://twitter.com/MedpageOnco/status/1114347027264045057,,,,,,
CUCancerCenter,4/5/2019 21:55,1,3,,,# # #,1.11435E+18,https://twitter.com/CUCancerCenter/status/1114345913747742725,,,,,,
TheScientistLLC,4/5/2019 21:29,17,26,,,# #,1.11434E+18,https://twitter.com/TheScientistLLC/status/1114339434487603201,,,,,,
Jaleh_Fallah,4/5/2019 21:27,0,3,,,#,1.11434E+18,https://twitter.com/Jaleh_Fallah/status/1114338851437318145,,,,,,
_timos_,4/5/2019 21:09,4,1,,@,# # # # #,1.11433E+18,https://twitter.com/_timos_/status/1114334337195859969,,,,,,
_timos_,4/5/2019 21:09,3,0,,@,# # # #,1.11433E+18,https://twitter.com/_timos_/status/1114334332531892225,,,,,,
_timos_,4/5/2019 21:09,3,0,,@,# # # #,1.11433E+18,https://twitter.com/_timos_/status/1114334323593830401,,,,,,
_timos_,4/5/2019 21:09,3,0,,@,# # # # # #,1.11433E+18,https://twitter.com/_timos_/status/1114334315637170178,,,,,,
_timos_,4/5/2019 21:09,3,0,,@trovagene,# # # #,1.11433E+18,https://twitter.com/_timos_/status/1114334312344592384,,,,,,
_timos_,4/5/2019 21:09,5,2,,,# # # # # # # # # # # # # # # #,1.11433E+18,https://twitter.com/_timos_/status/1114334308603387904,,,,,,
_timos_,4/5/2019 21:09,3,0,,,# # #,1.11433E+18,https://twitter.com/_timos_/status/1114334298805391360,,,,,,
_timos_,4/5/2019 21:09,3,0,,,# # # # #,1.11433E+18,https://twitter.com/_timos_/status/1114334292551684096,,,,,,
charmaineriley,4/5/2019 21:00,0,0,,,# #,1.11433E+18,https://twitter.com/charmaineriley/status/1114332109156564994,,,,,,
zubirahmed,4/5/2019 20:15,0,0,,@,,1.11432E+18,https://twitter.com/zubirahmed/status/1114320590704345088,,,,,,
Tocagen,4/5/2019 20:09,4,11,,@,#,1.11432E+18,https://twitter.com/Tocagen/status/1114319096953180160,,,,,,
menshealthfdn,4/5/2019 20:07,0,0,,@,# # #,1.11432E+18,https://twitter.com/menshealthfdn/status/1114318675253714944,,,,,,
MedscapeOnc,4/5/2019 20:07,3,5,,,# #,1.11432E+18,https://twitter.com/MedscapeOnc/status/1114318551161163777,,,,,,
SuzieSiegel,4/5/2019 19:51,0,6,,,#,1.11431E+18,https://twitter.com/SuzieSiegel/status/1114314552299216896,,,,,,
FishburnSimone,4/5/2019 19:49,3,5,,@ @ @ @,,1.11431E+18,https://twitter.com/FishburnSimone/status/1114314036672253955,,,,,,
ycofriendly,4/5/2019 19:41,0,1,,@,#,1.11431E+18,https://twitter.com/ycofriendly/status/1114312102095749120,,,,,,
enlightenbio,4/5/2019 19:00,0,0,,@,# #67b1c2ba6a8b # #,1.1143E+18,https://twitter.com/enlightenbio/status/1114301744048234502,,,,,,
big4bioSD,4/5/2019 19:00,0,0,,@trovagene,# # # # #,1.1143E+18,https://twitter.com/big4bioSD/status/1114301741925851136,,,,,,
UTSWTechDev,4/5/2019 18:25,0,0,,,,1.11429E+18,https://twitter.com/UTSWTechDev/status/1114293047070789632,,,,,,
UNMC_PathMicro,4/5/2019 17:41,0,3,,,#,1.11428E+18,https://twitter.com/UNMC_PathMicro/status/1114281912980389889,,,,,,
ASCO,4/5/2019 17:40,2,8,,,# #,1.11428E+18,https://twitter.com/ASCO/status/1114281573455749122,,,,,,
RoswellPark,4/5/2019 17:30,0,3,,,# # #,1.11428E+18,https://twitter.com/RoswellPark/status/1114279120198881280,,,,,,
Aiims1742,4/5/2019 17:21,3,11,,@ @ @ @ @,#,1.11428E+18,https://twitter.com/Aiims1742/status/1114276993699340288,,,,,,
Medscape,4/5/2019 17:12,4,7,,,#,1.11427E+18,https://twitter.com/Medscape/status/1114274513871622144,,,,,,
kochinstitute,4/5/2019 17:06,4,8,,@,#2e1727766a8b,1.11427E+18,https://twitter.com/kochinstitute/status/1114273053754712067,,,,,,
BarronsMedicalJ,4/5/2019 16:47,1,2,,@ @ @,# # # # # # # # # # # # # # # # # # #,1.11427E+18,https://twitter.com/BarronsMedicalJ/status/1114268420386754560,,,,,,
_timos_,4/5/2019 16:42,3,0,,,# #AACR19 # # #,1.11427E+18,https://twitter.com/_timos_/status/1114266998639222784,,,,,,
_timos_,4/5/2019 16:42,3,0,,@ @,# # #AACR2019 # # # #,1.11427E+18,https://twitter.com/_timos_/status/1114266997427036160,,,,,,
_timos_,4/5/2019 16:42,3,0,,@iNDxTechnology1 @,# # # # # #,1.11427E+18,https://twitter.com/_timos_/status/1114266995048898560,,,,,,
UTSW_RadOnc,4/5/2019 16:40,2,8,,@,,1.11427E+18,https://twitter.com/UTSW_RadOnc/status/1114266629360226305,,,,,,
knkumar_bio,4/5/2019 16:15,0,1,,@ @,,1.11426E+18,https://twitter.com/knkumar_bio/status/1114260367067185152,,,,,,
tzack16,4/5/2019 16:10,1,2,,,# # #,1.11426E+18,https://twitter.com/tzack16/status/1114258918119739393,,,,,,
AACR,4/5/2019 16:05,2,4,,@ @NCIDrDoug @,# #,1.11426E+18,https://twitter.com/AACR/status/1114257677578690560,,,,,,
medpagetoday,4/5/2019 16:00,0,1," said researcher Yadav Sapkota, PhD, during a press briefing at # AACR19. # PediatricCancer # cancer # medtwitter # meded # FOAMedhttps://bit.ly/2VqwHZ4",,,# # # # # # #,1.11426E+18,https://twitter.com/medpagetoday/status/1114256521129492482,,,,,
NCIDataSci,4/5/2019 16:00,1,2,,@,# # #,1.11426E+18,https://twitter.com/NCIDataSci/status/1114256478100185089,,,,,,
ResisterSF,4/5/2019 15:47,0,0,,,# #,1.11425E+18,https://twitter.com/ResisterSF/status/1114253322481831936,,,,,,
big4bioSD,4/5/2019 15:47,0,2,,@ @,# # # #,1.11425E+18,https://twitter.com/big4bioSD/status/1114253175819780100,,,,,,
Medscape,4/5/2019 15:14,3,10,,,# #,1.11424E+18,https://twitter.com/Medscape/status/1114244820564881408,,,,,,
CarmichaelCorey,4/5/2019 15:08,2,7,,@,# #,1.11424E+18,https://twitter.com/CarmichaelCorey/status/1114243409810743296,,,,,,
ChaunceyGardner,4/5/2019 15:07,0,0," so might plausibly own an e-cigarette. 13.5% binge drink. Be alarmed.""",,,,1.11424E+18,https://twitter.com/ChaunceyGardner/status/1114243201731366917,,,,,
MedpageOnco,4/5/2019 15:00,0,0," said researcher Yadav Sapkota, PhD, during a press briefing at # AACR19. # PediatricCancer # cancer # medtwitter # meded # FOAMedhttps://bit.ly/2VqwHZ4",,,# # # # # # #,1.11424E+18,https://twitter.com/MedpageOnco/status/1114241407886221315,,,,,
KumerSubbrata,4/5/2019 14:56,0,0,,,# # # # # # #,1.11424E+18,https://twitter.com/KumerSubbrata/status/1114240286983475200,,,,,,
MarianaStern,4/5/2019 14:55,1,2,,@,#,1.11424E+18,https://twitter.com/MarianaStern/status/1114240095723425794,,,,,,
AACR,4/5/2019 14:40,8,17,,,#,1.11424E+18,https://twitter.com/AACR/status/1114236281888833536,,,,,,
OncologyTimes,4/5/2019 14:37,1,4,,,# # #,1.11424E+18,https://twitter.com/OncologyTimes/status/1114235522359222273,,,,,,
HealthyCarnivor,4/5/2019 14:30,0,0,,,# # #,1.11423E+18,https://twitter.com/HealthyCarnivor/status/1114233789490892800,,,,,,
CaRE2HEC,4/5/2019 14:26,2,4,,@ @ @ @,# # #,1.11423E+18,https://twitter.com/CaRE2HEC/status/1114232854328807424,,,,,,
Xconomy,4/5/2019 14:15,0,0,,@ @ @ @ @ @ @ @,# # #,1.11423E+18,https://twitter.com/Xconomy/status/1114229968152580097,,,,,,
GillianKent10,4/5/2019 14:11,0,0,,,# # # # # # #,1.11423E+18,https://twitter.com/GillianKent10/status/1114229094730883073,,,,,,
lustgartenfdn,4/5/2019 14:02,0,0,,@,#,1.11423E+18,https://twitter.com/lustgartenfdn/status/1114226757782183941,,,,,,
IBCResearch,4/5/2019 14:02,0,1,,,# #,1.11423E+18,https://twitter.com/IBCResearch/status/1114226695307812864,,,,,,
RepDWStweets,4/5/2019 14:01,1,4,,@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @,#,1.11423E+18,https://twitter.com/RepDWStweets/status/1114226649208426496,,,,,,
SCT_Event,4/5/2019 14:00,0,0,,@ @,# #,1.11423E+18,https://twitter.com/SCT_Event/status/1114226220005240832,,,,,,
OncoZine,4/5/2019 14:00,0,0,,@ @,# # # # # # # #,1.11423E+18,https://twitter.com/OncoZine/status/1114226194491281408,,,,,,
