username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,,,
ThePittNews,4/23/2016 20:00,3,2,,@,,7.24025E+17,https://twitter.com/ThePittNews/status/724025197964173312,,,,,
RoswellPark,4/23/2016 19:10,0,2,,,#,7.24013E+17,https://twitter.com/RoswellPark/status/724012530004275201,,,,,
TweetedScience,4/23/2016 18:30,0,0,,,#,7.24003E+17,https://twitter.com/TweetedScience/status/724002633216872448,,,,,
DanaFarber,4/23/2016 18:30,4,7,,,#,7.24002E+17,https://twitter.com/DanaFarber/status/724002430036357120,,,,,
GENbio,4/23/2016 18:25,9,13,,,#,7.24001E+17,https://twitter.com/GENbio/status/724001202229415940,,,,,
moelzek,4/23/2016 18:20,0,0,,,#,7.24E+17,https://twitter.com/moelzek/status/724000015744663553,,,,,
jhoben,4/23/2016 18:16,0,0,,@ @ @ @,,7.23999E+17,https://twitter.com/jhoben/status/723999117379252224,,,,,
TweetedScience,4/23/2016 18:00,0,0,,,# #,7.23995E+17,https://twitter.com/TweetedScience/status/723995040561901569,,,,,
AACRFoundation,4/23/2016 18:00,5,1,,@ @,#,7.23995E+17,https://twitter.com/AACRFoundation/status/723994904280494080,,,,,
GENbio,4/23/2016 17:55,5,2,,,# #,7.23994E+17,https://twitter.com/GENbio/status/723993665111244801,,,,,
PiescheLab,4/23/2016 17:42,1,2,,,# # #,7.2399E+17,https://twitter.com/PiescheLab/status/723990435698495488,,,,,
adiazlagares,4/23/2016 17:14,0,1,,,#,7.23984E+17,https://twitter.com/adiazlagares/status/723983520599777280,,,,,
adiazlagares,4/23/2016 17:06,1,2,,,#,7.23981E+17,https://twitter.com/adiazlagares/status/723981308427403264,,,,,
MedscapeOnc,4/23/2016 16:50,2,3,,,#,7.23977E+17,https://twitter.com/MedscapeOnc/status/723977248944984065,,,,,
martin_schostak,4/23/2016 16:20,2,3,,@,# #Krebs #Vakzinierung,7.2397E+17,https://twitter.com/martin_schostak/status/723969925409320960,,,,,
ASCOPost,4/23/2016 15:45,5,5,,,# # #,7.23961E+17,https://twitter.com/ASCOPost/status/723960967722352642,,,,,
d2merino,4/23/2016 15:26,0,6,,@,#,7.23956E+17,https://twitter.com/d2merino/status/723956218641932288,,,,,
Immune_News,4/23/2016 15:25,0,1,,@,#,7.23956E+17,https://twitter.com/Immune_News/status/723955908968087552,,,,,
EKrolikiewicz,4/23/2016 14:31,0,0,,,#,7.23942E+17,https://twitter.com/EKrolikiewicz/status/723942320945537024,,,,,
DrDeepal1,4/23/2016 14:21,0,0,,@,# #,7.2394E+17,https://twitter.com/DrDeepal1/status/723939810591657984,,,,,
TweetedScience,4/23/2016 13:50,0,0,,,#,7.23932E+17,https://twitter.com/TweetedScience/status/723931979285188609,,,,,
NatureNews,4/23/2016 13:45,101,84,,,#,7.23931E+17,https://twitter.com/NatureNews/status/723930736001179649,,,,,
MedscapeOnc,4/23/2016 13:26,4,1,,,# # #,7.23926E+17,https://twitter.com/MedscapeOnc/status/723925909082935297,,,,,
TweetedScience,4/23/2016 13:00,0,0,,,# #,7.2392E+17,https://twitter.com/TweetedScience/status/723919603437580289,,,,,
GENbio,4/23/2016 12:55,5,7,,,# #,7.23918E+17,https://twitter.com/GENbio/status/723918176501805056,,,,,
FaltasLab,4/23/2016 12:38,1,1,,@,#,7.23914E+17,https://twitter.com/FaltasLab/status/723913844939186176,,,,,
AACR,4/23/2016 12:25,11,13,,@ @,#,7.23911E+17,https://twitter.com/AACR/status/723910586828902400,,,,,
StockwellSerena,4/23/2016 12:03,1,3,,@ @ @,#,7.23905E+17,https://twitter.com/StockwellSerena/status/723905069717032960,,,,,
tjmartell,4/23/2016 11:50,1,1,,@ @,#,7.23902E+17,https://twitter.com/tjmartell/status/723901868649357313,,,,,
CurrentIncurSci,4/23/2016 11:37,0,0,,@ @,#,7.23899E+17,https://twitter.com/CurrentIncurSci/status/723898667430608897,,,,,
Immune_News,4/23/2016 11:35,0,0,,,#,7.23898E+17,https://twitter.com/Immune_News/status/723898018899046400,,,,,
FightCRC,4/23/2016 11:15,5,4,,,# #,7.23893E+17,https://twitter.com/FightCRC/status/723893028847542272,,,,,
PDRennert,4/23/2016 11:10,1,0,,@ @,#,7.23892E+17,https://twitter.com/PDRennert/status/723891749907775488,,,,,
lsnyder613,4/23/2016 11:06,0,1,,@ @ @,,7.23891E+17,https://twitter.com/lsnyder613/status/723890841215881216,,,,,
CancerTodayMag,4/23/2016 11:05,0,0,,,# #,7.2389E+17,https://twitter.com/CancerTodayMag/status/723890468853948416,,,,,
CDMRP,4/23/2016 11:05,1,0,,,#,7.2389E+17,https://twitter.com/CDMRP/status/723890438613016577,,,,,
Asuragen,4/23/2016 11:01,0,0,,,# # #,7.2389E+17,https://twitter.com/Asuragen/status/723889656438349826,,,,,
boehmjesse,4/23/2016 10:25,1,0,,@,#,7.2388E+17,https://twitter.com/boehmjesse/status/723880499433857026,,,,,
HemOncToday,4/23/2016 10:15,2,0,,@,# #,7.23878E+17,https://twitter.com/HemOncToday/status/723877870666305537,,,,,
Nikhilwagle,4/23/2016 9:59,6,7,,@ @ @VPOTUS,# #,7.23874E+17,https://twitter.com/Nikhilwagle/status/723873964309766145,,,,,
theNCI,4/23/2016 9:55,38,36,,@NCIDrDoug,# #,7.23873E+17,https://twitter.com/theNCI/status/723872849887375361,,,,,
MoffittResearch,4/23/2016 9:45,0,0,,@,#,7.2387E+17,https://twitter.com/MoffittResearch/status/723870375919161344,,,,,
AACRFoundation,4/23/2016 9:30,5,2,,@ @,#,7.23867E+17,https://twitter.com/AACRFoundation/status/723866549761630208,,,,,
DrHBurstein,4/23/2016 9:28,4,4,,@,,7.23866E+17,https://twitter.com/DrHBurstein/status/723866093295677440,,,,,
MediPaper,4/23/2016 8:57,1,3,,,# # # # # # #,7.23858E+17,https://twitter.com/MediPaper/status/723858440267796480,,,,,
tjmartell,4/23/2016 8:50,0,1,,@,#,7.23857E+17,https://twitter.com/tjmartell/status/723856560838086660,,,,,
PiescheLab,4/23/2016 8:38,0,0,,,# # # #,7.23854E+17,https://twitter.com/PiescheLab/status/723853543933927424,,,,,
TweetedScience,4/23/2016 8:35,0,0,,,#,7.23853E+17,https://twitter.com/TweetedScience/status/723852875370246144,,,,,
NatureNews,4/23/2016 8:35,32,45,,,#,7.23853E+17,https://twitter.com/NatureNews/status/723852722508816384,,,,,
Immune_News,4/23/2016 7:50,1,0,,@,# #,7.23841E+17,https://twitter.com/Immune_News/status/723841402212372480,,,,,
SAGAdiagnostics,4/23/2016 7:46,0,1,,,#,7.2384E+17,https://twitter.com/SAGAdiagnostics/status/723840348229910528,,,,,
StockwellSerena,4/23/2016 7:39,2,0,,,# #,7.23839E+17,https://twitter.com/StockwellSerena/status/723838744386801664,,,,,
CancerBTTB,4/22/2016 23:21,0,2,,@ @ @,# #,7.23713E+17,https://twitter.com/CancerBTTB/status/723713411876573185,,,,,
kbertrand,4/22/2016 21:16,1,2,,,# #,7.23682E+17,https://twitter.com/kbertrand/status/723681908895432704,,,,,
DanaFarber,4/22/2016 20:00,30,30,,@,#,7.23663E+17,https://twitter.com/DanaFarber/status/723662677566971905,,,,,
sloan_kettering,4/22/2016 19:00,5,9,,@,#,7.23648E+17,https://twitter.com/sloan_kettering/status/723647707940704260,,,,,
escapinganergy,4/22/2016 18:58,0,0,,@ @,# #,7.23647E+17,https://twitter.com/escapinganergy/status/723647141785292803,,,,,
fredhutch,4/22/2016 18:45,2,2,,,#,7.23644E+17,https://twitter.com/fredhutch/status/723643876775481345,,,,,
KarShabnam,4/22/2016 18:25,0,1,,@ @ @ @,#,7.23639E+17,https://twitter.com/KarShabnam/status/723638944907157504,,,,,
SeqComplete,4/22/2016 17:56,0,1,,@ @ @,#,7.23631E+17,https://twitter.com/SeqComplete/status/723631492891590657,,,,,
AACR,4/22/2016 17:40,12,15,,@,#,7.23627E+17,https://twitter.com/AACR/status/723627470088347650,,,,,
KKauffman131,4/22/2016 17:18,1,4,,,# #,7.23622E+17,https://twitter.com/KKauffman131/status/723621905928998912,,,,,
BioDiscoveryInc,4/22/2016 16:56,0,0,,@,#,7.23617E+17,https://twitter.com/BioDiscoveryInc/status/723616546380255235,,,,,
TweetedScience,4/22/2016 16:44,0,0,,,#,7.23613E+17,https://twitter.com/TweetedScience/status/723613363276775425,,,,,
d0choa,4/22/2016 16:43,1,2,,@ @VPOTUS,# #,7.23613E+17,https://twitter.com/d0choa/status/723613214471262209,,,,,
NM_Urology,4/22/2016 16:42,1,1,,@ @,#,7.23613E+17,https://twitter.com/NM_Urology/status/723612856533561344,,,,,
NatureNews,4/22/2016 16:40,33,30,,,#,7.23613E+17,https://twitter.com/NatureNews/status/723612567864770560,,,,,
DrSarcoma,4/22/2016 16:36,1,1,,,#,7.23611E+17,https://twitter.com/DrSarcoma/status/723611449327796224,,,,,
jamesian,4/22/2016 16:24,0,2,,@ @ @ @ @ @ @,#,7.23608E+17,https://twitter.com/jamesian/status/723608372772139008,,,,,
EricTopol,4/22/2016 16:15,25,34,,@ @ @,#,7.23606E+17,https://twitter.com/EricTopol/status/723606171135811584,,,,,
DailyNewsGW,4/22/2016 16:14,0,0,,,#,7.23606E+17,https://twitter.com/DailyNewsGW/status/723605892046966784,,,,,
Medscape,4/22/2016 16:10,5,5,,,# #,7.23605E+17,https://twitter.com/Medscape/status/723604797954236417,,,,,
mtmdphd,4/22/2016 16:05,0,0,,,# #,7.23604E+17,https://twitter.com/mtmdphd/status/723603573834158084,,,,,
ASCOPost,4/22/2016 16:00,1,2,,,# # #,7.23603E+17,https://twitter.com/ASCOPost/status/723602503091249152,,,,,
DrLauraEsserman,4/22/2016 15:54,0,1,,@ @ @,#,7.23601E+17,https://twitter.com/DrLauraEsserman/status/723600832479002625,,,,,
RareCancerRF,4/22/2016 15:52,0,0,,@,,7.236E+17,https://twitter.com/RareCancerRF/status/723600489410125824,,,,,
WatersCorp,4/22/2016 15:35,0,1,,@,# # #,7.23596E+17,https://twitter.com/WatersCorp/status/723596008639348736,,,,,
physicianswkly,4/22/2016 15:24,0,0,,,# # # # # # # #,7.23593E+17,https://twitter.com/physicianswkly/status/723593373181943808,,,,,
KarenAvocado,4/22/2016 15:19,0,0,,@ @VPOTUS,# #,7.23592E+17,https://twitter.com/KarenAvocado/status/723592113590534146,,,,,
DABinbiotech,4/22/2016 15:18,0,0,,@,# # # #,7.23592E+17,https://twitter.com/DABinbiotech/status/723591709553254400,,,,,
HarvardBiostats,4/22/2016 15:16,1,3,,@ @,,7.23591E+17,https://twitter.com/HarvardBiostats/status/723591295021768704,,,,,
Immune_News,4/22/2016 15:08,0,1,,@ @ @,#,7.23589E+17,https://twitter.com/Immune_News/status/723589325431160832,,,,,
HemOncToday,4/22/2016 15:03,3,3,,,# # # # #,7.23588E+17,https://twitter.com/HemOncToday/status/723588159523704832,,,,,
dudepharma,4/22/2016 15:02,0,0,,@ @,,7.23588E+17,https://twitter.com/dudepharma/status/723587904497274880,,,,,
Asuragen,4/22/2016 15:02,1,0,,@,#,7.23588E+17,https://twitter.com/Asuragen/status/723587801179103236,,,,,
Nati_Lobato_,4/22/2016 14:27,0,0,,@ @,#vía,7.23579E+17,https://twitter.com/Nati_Lobato_/status/723579064456495105,,,,,
drallysonocean,4/22/2016 14:20,4,1,,@ @ @ @ @ @,#,7.23577E+17,https://twitter.com/drallysonocean/status/723577209647206400,,,,,
JasmineGruiaGr,4/22/2016 14:15,0,1,,,# #,7.23576E+17,https://twitter.com/JasmineGruiaGr/status/723575874751193088,,,,,
PiescheLab,4/22/2016 14:12,0,1,,,# # #,7.23575E+17,https://twitter.com/PiescheLab/status/723575229201670145,,,,,
MayoCancerCare,4/22/2016 14:10,2,4,,,# #,7.23575E+17,https://twitter.com/MayoCancerCare/status/723574590061088769,,,,,
Medscape,4/22/2016 14:01,4,6,,,# # #,7.23572E+17,https://twitter.com/Medscape/status/723572330127982594,,,,,
ASCOPost,4/22/2016 14:00,7,3,,,# # #,7.23572E+17,https://twitter.com/ASCOPost/status/723572286192779264,,,,,
mjsikora,4/22/2016 13:57,0,1,,@,#,7.23571E+17,https://twitter.com/mjsikora/status/723571444588879872,,,,,
DaleYuzuki,4/22/2016 13:55,0,3,,@ @,# #76c5a6ba58d0,7.23571E+17,https://twitter.com/DaleYuzuki/status/723571065604198400,,,,,
iRepertoire,4/22/2016 13:51,0,1,,,# # #,7.2357E+17,https://twitter.com/iRepertoire/status/723570045138423808,,,,,
bewellneo,4/22/2016 13:35,3,4,,@ @,,7.23566E+17,https://twitter.com/bewellneo/status/723565974763528193,,,,,
Rick__Buck,4/22/2016 13:31,1,1,,@,# #76c5a6ba58d0,7.23565E+17,https://twitter.com/Rick__Buck/status/723564980965134336,,,,,
MedscapeOnc,4/22/2016 13:29,2,2,,,#,7.23564E+17,https://twitter.com/MedscapeOnc/status/723564278872043521,,,,,
ecancer,4/22/2016 13:20,3,1,,,#,7.23562E+17,https://twitter.com/ecancer/status/723562073171570688,,,,,
DrRGJonesLab,4/22/2016 13:00,4,4,,@,# # #,7.23557E+17,https://twitter.com/DrRGJonesLab/status/723557148383404032,,,,,
DrRGJonesLab,4/22/2016 12:59,12,1,,@,#,7.23557E+17,https://twitter.com/DrRGJonesLab/status/723556824880918529,,,,,
SynBioBeta,4/22/2016 12:53,0,1,,@,# #,7.23555E+17,https://twitter.com/SynBioBeta/status/723555218995081219,,,,,
sesiegler,4/22/2016 12:32,0,0,,@,#,7.2355E+17,https://twitter.com/sesiegler/status/723550047930073088,,,,,
stveep,4/22/2016 12:29,1,4,,,#,7.23549E+17,https://twitter.com/stveep/status/723549358550073345,,,,,
BioRadAbs,4/22/2016 12:18,0,0,,@,#,7.23547E+17,https://twitter.com/BioRadAbs/status/723546567832154113,,,,,
BCRFcure,4/22/2016 12:05,1,1,,,#,7.23543E+17,https://twitter.com/BCRFcure/status/723543268999475200,,,,,
KKauffman131,4/22/2016 11:57,1,2,,,# #,7.23541E+17,https://twitter.com/KKauffman131/status/723541348020682753,,,,,
m4tlch,4/22/2016 11:46,0,0,,,# # # #,7.23538E+17,https://twitter.com/m4tlch/status/723538495009095680,,,,,
AACRFoundation,4/22/2016 11:45,1,1,,@ @,#,7.23538E+17,https://twitter.com/AACRFoundation/status/723538126539358208,,,,,
TheScientistLLC,4/22/2016 11:39,1,0,,@,# # # #,7.23537E+17,https://twitter.com/TheScientistLLC/status/723536699159130112,,,,,
MSU_NatSci,4/22/2016 11:38,0,4,,@,#,7.23537E+17,https://twitter.com/MSU_NatSci/status/723536581731225600,,,,,
CancerMedMDA,4/22/2016 11:35,1,2,,,#,7.23536E+17,https://twitter.com/CancerMedMDA/status/723535771370557440,,,,,
mjsikora,4/22/2016 11:27,0,2,,@,#,7.23534E+17,https://twitter.com/mjsikora/status/723533642367164416,,,,,
mjsikora,4/22/2016 11:26,0,1,,@ @,#,7.23533E+17,https://twitter.com/mjsikora/status/723533428977750020,,,,,
chtn_network,4/22/2016 11:18,0,1,,,# #,7.23531E+17,https://twitter.com/chtn_network/status/723531481889513472,,,,,
OncologyCentral,4/22/2016 11:17,2,0,,,# #,7.23531E+17,https://twitter.com/OncologyCentral/status/723531080935071744,,,,,
evaluatepharma,4/22/2016 11:13,1,2,,@,# #,7.2353E+17,https://twitter.com/evaluatepharma/status/723530144590213120,,,,,
EPClinicalTrial,4/22/2016 11:13,0,0,,@,# #,7.2353E+17,https://twitter.com/EPClinicalTrial/status/723530144569262081,,,,,
AACR,4/22/2016 11:05,5,5,,,#,7.23528E+17,https://twitter.com/AACR/status/723528060440473600,,,,,
KevinADavies,4/22/2016 10:56,4,4,,@ @,# # #,7.23526E+17,https://twitter.com/KevinADavies/status/723525920305369092,,,,,
castawaywilson,4/22/2016 10:36,0,1,,,#,7.23521E+17,https://twitter.com/castawaywilson/status/723520774825345024,,,,,
Holst44,4/22/2016 10:23,6,1,,@ @ @VPOTUS,# #,7.23518E+17,https://twitter.com/Holst44/status/723517548659105796,,,,,
bmmak,4/22/2016 10:19,0,1,,,# # #,7.23516E+17,https://twitter.com/bmmak/status/723516460807667716,,,,,
CHAMPS_GPO,4/22/2016 10:16,0,0,,@ @,#,7.23516E+17,https://twitter.com/CHAMPS_GPO/status/723515845557755904,,,,,
OncoTherapyNet,4/22/2016 10:11,1,1,,@,# #,7.23514E+17,https://twitter.com/OncoTherapyNet/status/723514472078303232,,,,,
SevenBridges,4/22/2016 10:03,0,5,,@,# #,7.23512E+17,https://twitter.com/SevenBridges/status/723512461135990784,,,,,
m4tlch,4/22/2016 10:01,0,1,,,#,7.23512E+17,https://twitter.com/m4tlch/status/723512153106460672,,,,,
DrSuePearson,4/22/2016 10:01,1,1,,,# #,7.23512E+17,https://twitter.com/DrSuePearson/status/723511949103906816,,,,,
ArthurBrodsky,4/22/2016 9:55,0,1,,@,# #,7.2351E+17,https://twitter.com/ArthurBrodsky/status/723510487112122368,,,,,
sloan_kettering,4/22/2016 9:55,5,4,,,#,7.2351E+17,https://twitter.com/sloan_kettering/status/723510456904609792,,,,,
GeraldGreen101,4/22/2016 9:54,0,0,,,# #,7.2351E+17,https://twitter.com/GeraldGreen101/status/723510399585259521,,,,,
wakibbe,4/22/2016 9:42,0,0,,@,#,7.23507E+17,https://twitter.com/wakibbe/status/723507164854231040,,,,,
wakibbe,4/22/2016 9:40,0,4,,,# #,7.23507E+17,https://twitter.com/wakibbe/status/723506673512525824,,,,,
OpenTherapeutic,4/22/2016 9:39,15,13,,@ @,#,7.23507E+17,https://twitter.com/OpenTherapeutic/status/723506594156302336,,,,,
JebKeiper,4/22/2016 9:36,0,1,,,# #,7.23506E+17,https://twitter.com/JebKeiper/status/723505800434581504,,,,,
MedscapePharm,4/22/2016 9:30,2,3,,,#,7.23504E+17,https://twitter.com/MedscapePharm/status/723504134985379841,,,,,
arleneweintraub,4/22/2016 9:25,3,1,,@,# #,7.23503E+17,https://twitter.com/arleneweintraub/status/723502896302723072,,,,,
viverhealth,4/22/2016 9:21,0,0, Jr., MD," receives Princess Takamatsu award from AACR"" @ DanaFarber http://www.dana-farber.org/Newsroom/News-Releases/William-G-Kaelin-Jr-MD-receives-Princess-Takamatsu-award-from-AACR.aspx … # AACR16""",,@,#,7.23502E+17,https://twitter.com/viverhealth/status/723501989355749376,,
AfternoonNapper,4/22/2016 9:18,0,2,,@,#,7.23501E+17,https://twitter.com/AfternoonNapper/status/723501321752440833,,,,,
womenofteal,4/22/2016 9:12,1,0,,,# #,7.235E+17,https://twitter.com/womenofteal/status/723499840714473472,,,,,
AACR,4/22/2016 9:06,5,5,,@,#,7.23498E+17,https://twitter.com/AACR/status/723498129836773377,,,,,
OpenTherapeutic,4/22/2016 9:01,15,10,,@ @ @VPOTUS,# # # #,7.23497E+17,https://twitter.com/OpenTherapeutic/status/723497059748339713,,,,,
OpenTherapeutic,4/22/2016 8:57,13,9,,@,,7.23496E+17,https://twitter.com/OpenTherapeutic/status/723495927521128448,,,,,
GastricCancerFD,4/22/2016 8:54,0,0,,,# #,7.23495E+17,https://twitter.com/GastricCancerFD/status/723495261352419328,,,,,
RLobb,4/22/2016 8:52,0,1,,@ @,# # # #,7.23495E+17,https://twitter.com/RLobb/status/723494631208570883,,,,,
ADCReview,4/22/2016 8:30,2,1,,@ @ @,# #,7.23489E+17,https://twitter.com/ADCReview/status/723489070735728642,,,,,
WCM_MeyerCancer,4/22/2016 8:04,0,0,,,#,7.23483E+17,https://twitter.com/WCM_MeyerCancer/status/723482659364724736,,,,,
ecancer,4/22/2016 7:40,1,0,,,#,7.23476E+17,https://twitter.com/ecancer/status/723476475752644608,,,,,
peterculpepper,4/22/2016 7:35,2,1,,,#,7.23475E+17,https://twitter.com/peterculpepper/status/723475331483615233,,,,,
EpistemBiotech,4/22/2016 7:16,2,0,,@epistem,#,7.23471E+17,https://twitter.com/EpistemBiotech/status/723470594172436480,,,,,
CowenResearch,4/22/2016 6:55,0,0,,,# #,7.23465E+17,https://twitter.com/CowenResearch/status/723465345755938816,,,,,
isciencewriter,4/22/2016 5:30,1,0,,,# #,7.23444E+17,https://twitter.com/isciencewriter/status/723443800597782529,,,,,
TAPBiosystems,4/22/2016 5:25,2,1,,,# #,7.23442E+17,https://twitter.com/TAPBiosystems/status/723442497720971264,,,,,
marina_parry,4/22/2016 4:53,0,0,,,#,7.23435E+17,https://twitter.com/marina_parry/status/723434561003102208,,,,,
marina_parry,4/22/2016 4:51,0,0,,@,#,7.23434E+17,https://twitter.com/marina_parry/status/723433915373903872,,,,,
MCServicesAG,4/22/2016 4:47,0,1,,@,# #,7.23433E+17,https://twitter.com/MCServicesAG/status/723432977284235265,,,,,
TAPBiosystems,4/22/2016 3:55,4,5,,@,# #,7.2342E+17,https://twitter.com/TAPBiosystems/status/723419872781176833,,,,,
LiveSciHealth,4/22/2016 3:00,0,0,,@,#,7.23406E+17,https://twitter.com/LiveSciHealth/status/723406042558668801,,,,,
CllSociety,4/22/2016 2:04,0,0,,@,,7.23392E+17,https://twitter.com/CllSociety/status/723391993770975236,,,,,
BioDataGanache,4/22/2016 0:34,0,1,,@ @,#,7.23369E+17,https://twitter.com/BioDataGanache/status/723369263822569472,,,,,
orpanag,4/22/2016 0:19,0,1,,,# #,7.23366E+17,https://twitter.com/orpanag/status/723365668788170752,,,,,
cancerassassin1,4/22/2016 0:03,2,3,,,#,7.23361E+17,https://twitter.com/cancerassassin1/status/723361467412553728,,,,,
ThePittNews,4/21/2016 23:00,3,6,,@,,7.23346E+17,https://twitter.com/ThePittNews/status/723345716157001728,,,,,
InpressG,4/21/2016 22:17,0,0,,@ @ @,# #,7.23335E+17,https://twitter.com/InpressG/status/723334979665559552,,,,,
ADCReview,4/21/2016 22:17,2,1,,@ @ @,# #,7.23335E+17,https://twitter.com/ADCReview/status/723334979640385536,,,,,
roverome,4/21/2016 21:54,1,2,,@,# #,7.23329E+17,https://twitter.com/roverome/status/723329098605576194,,,,,
JuliastrongPR,4/21/2016 21:47,0,0,,,#,7.23327E+17,https://twitter.com/JuliastrongPR/status/723327444594335744,,,,,
DrBrandes,4/21/2016 21:31,0,2,,@ @,#,7.23323E+17,https://twitter.com/DrBrandes/status/723323403520761856,,,,,
Cosimo_Commisso,4/21/2016 21:12,0,0,,@ @,,7.23318E+17,https://twitter.com/Cosimo_Commisso/status/723318489092485121,,,,,
ginacolumbusonc,4/21/2016 21:01,1,1,,@,#,7.23316E+17,https://twitter.com/ginacolumbusonc/status/723315718096338944,,,,,
AACR,4/21/2016 21:00,39,39,,@,#,7.23315E+17,https://twitter.com/AACR/status/723315413631688705,,,,,
humanimmunenews,4/21/2016 20:25,1,1,,,#,7.23307E+17,https://twitter.com/humanimmunenews/status/723306633124806656,,,,,
BrendonStilesMD,4/21/2016 19:39,2,2,,@,# #,7.23295E+17,https://twitter.com/BrendonStilesMD/status/723295128450916354,,,,,
rom_itc,4/21/2016 19:31,0,0,,@ @ @,,7.23293E+17,https://twitter.com/rom_itc/status/723293002815270912,,,,,
sesiegler,4/21/2016 19:06,0,0,,@ @ @OSUPrezDrake @ @ @,,7.23287E+17,https://twitter.com/sesiegler/status/723286718841950208,,,,,
sesiegler,4/21/2016 19:02,0,0,,@,,7.23286E+17,https://twitter.com/sesiegler/status/723285874608205824,,,,,
fredhutch,4/21/2016 18:45,0,4,,,#,7.23281E+17,https://twitter.com/fredhutch/status/723281435965181952,,,,,
AACR,4/21/2016 18:35,15,9,,@,#,7.23279E+17,https://twitter.com/AACR/status/723278935467814912,,,,,
meirxrs,4/21/2016 17:56,0,0,,,# #,7.23269E+17,https://twitter.com/meirxrs/status/723269293694029825,,,,,
CancerResearch,4/21/2016 17:55,0,3,,,# #,7.23269E+17,https://twitter.com/CancerResearch/status/723268998801055744,,,,,
CABiotech,4/21/2016 17:43,2,5,,@,# #,7.23266E+17,https://twitter.com/CABiotech/status/723265822374793216,,,,,
MayoCancerCare,4/21/2016 17:35,1,2,,,#,7.23264E+17,https://twitter.com/MayoCancerCare/status/723263794852564993,,,,,
ThePittNews,4/21/2016 17:30,2,2,,@,,7.23263E+17,https://twitter.com/ThePittNews/status/723262683164872705,,,,,
jasonwwong,4/21/2016 17:20,0,1,,@,#,7.2326E+17,https://twitter.com/jasonwwong/status/723260017013460992,,,,,
DelMarPharma,4/21/2016 17:00,0,0,,@,# #,7.23255E+17,https://twitter.com/DelMarPharma/status/723255010868400128,,,,,
