username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
winhide;2020-07-18 17:10;1;5;"We tried to share what we learned a long while back for virtual conferencing across Africa. Glad some of the suggestions from @ larsjuhljensen for # ISMB2020 have stood the time test. https://tinyurl.com/y6el9bg3 https://twitter.com/larsjuhljensen/status/1284433492445667329 …";;@;#;"1284596309652123648";https://twitter.com/winhide/status/1284596309652123648
Nonenty;2020-07-18 14:32;0;1;"Congratulations!";;;;"1284556677044482049";https://twitter.com/Nonenty/status/1284556677044482049
FattelLeila;2020-07-18 14:31;0;3;"I completely agree! I bet it wasn’t easy for the organizers of # ISMB2020 to make this conference virtual, and it exceeded my expectations. But a lot can be improved. I really hope both live and virtual aspects would be integrated in future conferences to become widely accessible.";;;#;"1284556482743328769";https://twitter.com/FattelLeila/status/1284556482743328769
weitinglin66;2020-07-18 10:10;0;2;"GenomeSpy, Grammar-Based Interactive Genome Visualization https://www.youtube.com/watch?v=7GanrFw7gJA … # ISMB2020 A GPU-based tool to visualize complex data with vega-lite API";;;#;"1284490737011224578";https://twitter.com/weitinglin66/status/1284490737011224578
Vikram_Alva;2020-07-18 08:21;0;1;"Congratulations, Aya!";;;;"1284463182984163328";https://twitter.com/Vikram_Alva/status/1284463182984163328
threadreaderapp;2020-07-18 08:12;0;0;"Hello, the unroll you asked for: @ larsjuhljensen: Having survived # ISMB2020, and having experienced a bit of # ASMS2020 and # RECOMB2020 too, it's time… https://threadreaderapp.com/thread/1284433492445667329.html … Have a good day.";;@;# # #;"1284461090299088896";https://twitter.com/threadreaderapp/status/1284461090299088896
arunprasad_p;2020-07-18 07:38;1;1;"Many congratulation to @ StevenSalzberg1 for the @ iscb accomplishments by a Senior Scientist Award 2020! Thanks for your excellent keynote on Bioinformatics and Genomics. # ISMB2020 # Genomics # Bioinformaticshttps://twitter.com/StevenSalzberg1/status/1283907461183873027 …";;@ @;# # #;"1284452507390029824";https://twitter.com/arunprasad_p/status/1284452507390029824
egonwillighagen;2020-07-18 07:28;0;0;"# ISMB2020 in that sense was not helping: I already worked a day, and then the conference started late afternoon :( Online: back-to-back means 24/7 :/";;;#;"1284449942417833984";https://twitter.com/egonwillighagen/status/1284449942417833984
iddux;2020-07-18 07:27;0;1;"# ismb2020 talks will go on the # iscb YouTube channel for those who authorized a CC license. An initial conference presentation helps you to reach a captive "target audience" which is there specifically to hear you.";;;# #;"1284449812000264192";https://twitter.com/iddux/status/1284449812000264192
larsjuhljensen;2020-07-18 06:39;0;23;"Pre-recorded short presentations by poster presenters worked much better than the actual posters. However, they should be short! The 3 minutes at # ASMS2020 was great. The 7 minutes at # ISMB2020 was way too much given the number of posters. 7/n";;;# #;"1284437720891367425";https://twitter.com/larsjuhljensen/status/1284437720891367425
larsjuhljensen;2020-07-18 06:32;1;6;"A web interface like the one at # ISMB2020, which shows a thumbnail of the poster and the name of the presenter, doesn't cut it. You cannot see anything from the thumbnail, and you don't know most of the presenters yet. You thus have to open poster to see just what it is. 4/n";;;#;"1284435898986377218";https://twitter.com/larsjuhljensen/status/1284435898986377218
larsjuhljensen;2020-07-18 06:23;31;115;"Having survived # ISMB2020, and having experienced a bit of # ASMS2020 and # RECOMB2020 too, it's time for me to reflect on what I think works at virtual conferences and what doesn't. 1/n";;;# # #;"1284433492445667329";https://twitter.com/larsjuhljensen/status/1284433492445667329
tsonika;2020-07-18 05:14;4;25;"this is hilarious! by @ rafalab :D @ iscb # ISMB2020 pic.twitter.com/zDXW1db1Td";;@ @;#;"1284416295589392384";https://twitter.com/tsonika/status/1284416295589392384
VickyNembaware;2020-07-18 04:44;0;0;"A pity could not attend this year. Count me in for next year!";;;;"1284408715588907008";https://twitter.com/VickyNembaware/status/1284408715588907008
DolorsVaqu;2020-07-18 02:28;0;1;"Congrats Ina";;;;"1284374501770301440";https://twitter.com/DolorsVaqu/status/1284374501770301440
FairlieReese;2020-07-17 21:24;3;7;"A little late but I really enjoyed my time at # ismb2020 this year! If you attended but didn't check out my talk or poster about my Python library for visualizing and analyzing long-read transcriptomes, you can still check them out! https://flash.performedia.com/2020/iscb/ismb2020/pre-recorded-talks/mp4/Fairlie_Reese_-_200619_swan_ismb.mp4 … https://iscb-ismb20.myconferencenow.com/poster/swan-a-python-library-for-the-analysis-and-visualization-of-long-read-transcriptomes/ …";;;#;"1284298014824095744";https://twitter.com/FairlieReese/status/1284298014824095744
jzahratk;2020-07-17 20:14;0;1;"Saw the talk associated with this preprint at # ISMB2020, it's super cool! Check it out! https://twitter.com/biorxiv_bioinfo/status/1284265689080049664 …";;;#;"1284280298960756741";https://twitter.com/jzahratk/status/1284280298960756741
propicee;2020-07-17 19:37;0;2;"Congratulations @ ina_deutschmann";;@;;"1284271114869506056";https://twitter.com/propicee/status/1284271114869506056
chaichoompu;2020-07-17 19:18;0;1;"Congratulations";;;;"1284266208716562435";https://twitter.com/chaichoompu/status/1284266208716562435
iddux;2020-07-17 14:25;0;5;"After # ISMB2020 this article by @ winhide and colleagues on how to organize a virtual conference is particularly topical. Note the date.https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1000650 …";;@;#;"1284192582801776640";https://twitter.com/iddux/status/1284192582801776640
fabian_theis;2020-07-17 13:24;0;1;"Congrats, Yannik!";;;;"1284177116737806340";https://twitter.com/fabian_theis/status/1284177116737806340
vedantchandra;2020-07-17 13:21;0;1;"Congratulations!";;;;"1284176413004828672";https://twitter.com/vedantchandra/status/1284176413004828672
eccb2020;2020-07-17 13:17;0;1;"Hi Cristal! All the information regarding the @ iscb registration fellowship is available here: https://eccb2020.info/attendance-waiver-fellowship/ …";;@;;"1284175368556032002";https://twitter.com/eccb2020/status/1284175368556032002
OrbachRon;2020-07-17 12:48;0;1;"Well done Aya I really enjoyed the poster";;;;"1284168087961513984";https://twitter.com/OrbachRon/status/1284168087961513984
JRaviLab;2020-07-17 12:42;2;8;"We just had a fantastic conference # ISMB2020 @ iscb And some great news to go with it: @ KJongnarangsin & Samuel Chen received honorable mentions for their posters in the @ EvolComp track! Hearty congratulations! https://www.iscb.org/ismb2020-general/ismb2020-award-winners#evo-special … @ UR_at_MSU @ msuresearch @ msuvetshttps://twitter.com/JRaviLab/status/1282645741845073921 …";;@ @ @ @ @ @;# #evo;"1284166496827117569";https://twitter.com/JRaviLab/status/1284166496827117569
ANarunsky;2020-07-17 12:25;2;7;"Had a great time at @ iscb # ISMB2020! You can check out my poster (on a work previously published in @ PNASNews: https://www.pnas.org/content/117/9/4701 …), which was awarded the RCSB and PDB @ buildmodels poster prize! http://www.cs.haifa.ac.il/~trachel/71_Narunsky_Aya_3DSIG.mp4 …";;@ @ @;#;"1284162272529719298";https://twitter.com/ANarunsky/status/1284162272529719298
egonwillighagen;2020-07-17 11:18;0;0;"@ ICSB, so, I release my presentation video under a CC-BY. Is there going to be a # ISMB2020 channel somewhere, where you will host all the video's? Should I upload them this weekend myself?";;@;#;"1284145399918465024";https://twitter.com/egonwillighagen/status/1284145399918465024
AleMedinaRivera;2020-07-17 10:43;1;5;"Remember posters will be available for on demand and you can always contact the author through the system # ISMB2020 # RegSys2020 ProTip: subscribe to the posters you like to get notifications from author's answershttps://twitter.com/manusaraswat10/status/1283870260471291904 …";;;# #;"1284136612818034697";https://twitter.com/AleMedinaRivera/status/1284136612818034697
yannik_schaelte;2020-07-17 10:35;1;28;"I feel very honored to receive the Ian Lawson Van Toch Memorial Award for Outstanding Student Paper. Especially I find the story behind the award really inspiring. Thank you to the family of Ian, the funders, the committee, and my supervisor @ JanHasenauer + lab! @ iscb # ismb2020 https://twitter.com/JanHasenauer/status/1284017251792846848 …";;@ @;#;"1284134567339855872";https://twitter.com/yannik_schaelte/status/1284134567339855872
mattmyers_cb;2020-07-17 09:54;3;3;"Happy to present this work applying SBMs to sparse mutations from single-cell tumor data. Please check out the open-access paper (https://bit.ly/3jecz8M ) and the code (https://bit.ly/3h4w3us ). # hitseq2020 # ISMB2020 https://twitter.com/HiTSeq/status/1283799216821854210 …";;;# #;"1284124315680636929";https://twitter.com/mattmyers_cb/status/1284124315680636929
StevenSalzberg1;2020-07-17 08:13;0;0;"if you registered for the conference, all talks will be made available for viewing through the end of October. Not sure if post-registration is possible but contact @ iscb";;@;;"1284098959217131522";https://twitter.com/StevenSalzberg1/status/1284098959217131522
SiumSyed;2020-07-17 07:37;1;7;"@ iscb @ iscbsc showed the path to arrange a successful conference virtually. Organizers might think of a hybrid conference from now on! Thus a large number of people can also join from developing and underdeveloped nations. Hope to join # ISMB2021 at Lyon, France!";;@ @;#;"1284089731240783872";https://twitter.com/SiumSyed/status/1284089731240783872
tsonika;2020-07-17 06:40;0;4;"Catching up on the backlog of # ISMB2020 talks. An absolutely delightful talk by @ WyWyWa on "Detection of functional cis-regulatory variations causal for rare genetic disorders "pic.twitter.com/NMeWunmLlP";;@;#;"1284075379901095936";https://twitter.com/tsonika/status/1284075379901095936
m4ri4pch;2020-07-17 06:07;0;0;"Congrats @ loucerac !";;@;;"1284067293002113027";https://twitter.com/m4ri4pch/status/1284067293002113027
m4ri4pch;2020-07-17 06:06;0;0;"Thank you! All the presentations were awesome It's been my first CAMDA, and it was a really great experience. I hope I can join next editions! And enjoy local cuisine";;;;"1284066916970233856";https://twitter.com/m4ri4pch/status/1284066916970233856
ina_deutschmann;2020-07-17 05:34;4;39;"I feel honored, grateful, and very happy that my poster won an award at the # ISMB2020 # NetBio COSI and # SCS2020 https://twitter.com/ProfMilenkovic/status/1283914567270227973 …pic.twitter.com/YVYQ6JQ3ff";;;# # #;"1284058984882806786";https://twitter.com/ina_deutschmann/status/1284058984882806786
monzon_vivian;2020-07-17 04:38;3;10;"Great talks from @ Alexbateman1 , @ hpcprogrammer and @ minouye271 at the Green session at # ISMB2020. Looking forward to improve my work by computing greener with the help of http://green-algorithms.org (http://arxiv.org/abs/2007.07610 )!";;@ @ @;#;"1284044712555552769";https://twitter.com/monzon_vivian/status/1284044712555552769
egonwillighagen;2020-07-17 03:09;0;1;"I have asked if/when I can post my # ISMB2020 slides and presentation video online. Not sure sure.";;;#;"1284022316029095939";https://twitter.com/egonwillighagen/status/1284022316029095939
molsysbio;2020-07-17 02:23;1;7;"Congratulations to Torsten: received the best talk award in the # NetBio track at # ISMB2020 ! pic.twitter.com/aMI2zT4HgM";;;# #;"1284010864970993664";https://twitter.com/molsysbio/status/1284010864970993664
ANUJSIN64421818;2020-07-16 23:18;0;1;"I had my life's first conference poster presentation and it was # ISMB2020. 2ndly, it was also first ISMB participation from my institute. It's an amazing feeling I never felt and want to thank ISMB team for such a great opportunity. One step forward for grad school application pic.twitter.com/EBUHO6EA8M";;;#;"1283964165103607809";https://twitter.com/ANUJSIN64421818/status/1283964165103607809
maththrills;2020-07-16 23:14;0;0;"Congrats @ dperrin";;@;;"1283963290477985793";https://twitter.com/maththrills/status/1283963290477985793
computbiolgeek;2020-07-16 20:46;0;0;"Maybe a virtual part can be added in future in-person conferences for those who want to attend but could not make it due to travel restrictions # ISMB2020.";;;#;"1283925966201528320";https://twitter.com/computbiolgeek/status/1283925966201528320
computbiolgeek;2020-07-16 20:46;0;1;"I'm among those who couldn't have made it in person due to visa restrictions. Thanks to # ISMB2020 organizers for this terrific VIRTUAL conference full of awesome REAL sciences. https://twitter.com/StevenSalzberg1/status/1283907461183873027 …";;;#;"1283925964012101632";https://twitter.com/computbiolgeek/status/1283925964012101632
StevenSalzberg1;2020-07-16 19:32;10;125;"Thanks to # ismb2020 organizers and staff for a terrific, inclusive conference. Sorry we couldn't all meet in Montreal as planned, but I had over 800 attendees at my talk today, many of whom probably couldn't have made it in person.";;;#;"1283907461183873027";https://twitter.com/StevenSalzberg1/status/1283907461183873027
drsbello;2020-07-16 19:08;0;2;"Fair warning to those who started following me during # ISMB2020 today is Thursday also known as # MMMattheMovies (featuring The Muppet Movie tonight) and # CriticalRole day. Join or mute or just revel in the weirdnesspic.twitter.com/VfTQWBnGHz";;;# # #;"1283901261667016716";https://twitter.com/drsbello/status/1283901261667016716
jjjvanderhooft;2020-07-16 18:59;2;12;"Great stuff! Our SmartROI work got awarded at the # CompMS # computational # metabolomics COSI # ismb2020 track - check it out below! https://twitter.com/joe__wandy/status/1283898418126114816 …";;;# # # #;"1283899129421336579";https://twitter.com/jjjvanderhooft/status/1283899129421336579
mpadilla905;2020-07-16 18:57;1;10;"Feeling inspired by the tons of amazing work that has been done across bioinformatics subfields now at the end of # ISMB2020. Thanks to my lab mates at @ AleMedinaRivera lab that made possible my attendance! @ julyreza @ AnaBetty2304 @ luci_rmz";;@ @ @ @;#;"1283898511583522818";https://twitter.com/mpadilla905/status/1283898511583522818
joe__wandy;2020-07-16 18:56;3;11;"Thoroughly enjoyed the # metabolomics talks at virtual # ismb2020 today. Our work on SmartROI with @ Vinny_Davies89, @ jjjvanderhooft, @ ronancdaly and @ sdrogers won the best poster for the # compMS track. Check it out!https://youtu.be/kHPYQicGoHE";;@ @ @ @;# # #;"1283898418126114816";https://twitter.com/joe__wandy/status/1283898418126114816
Victoria_L_A;2020-07-16 18:56;0;1;"Me too! Seems like I'll have another day of # ISMB2020";;;#;"1283898256586678274";https://twitter.com/Victoria_L_A/status/1283898256586678274
nicolabordin;2020-07-16 18:49;0;4;"# ISMB2020 was over for me with an awesome talk by Sean O'Donoghue @ CSIRO @ GarvanInstitute. 12 hours of conference and work for 5 days took quite the energy, so goodnight! Looking forward to see all the friends from @ iscbsc next year! # Bioinformatics";;@ @ @;# #;"1283896570165985280";https://twitter.com/nicolabordin/status/1283896570165985280
AleksandraGruca;2020-07-16 18:46;3;6;"CAMDA 2020 Best Poster Award Dimitri Perrin, Queensland University of Technology, Australia, for his poster on "Metagenomic Geolocation using Read Signatures." Congratulations! @ CAMDA_conf @ iscb @ ISMBinfo # ISMB2020";;@ @ @;#;"1283895830471114758";https://twitter.com/AleksandraGruca/status/1283895830471114758
AleksandraGruca;2020-07-16 18:43;1;1;"CAMDA 2020 Best Presentation Award 3rd prize: Maria Peña-Chilet, CIBERER, Spain, for her presentation on "Mechanistic models of CMap drug perturbation functional profiles." Congratulations! @ CAMDA_conf @ iscb @ ISMBinfo @ xdopazo @ FProgresoysalud # ISMB2020";;@ @ @ @ @;#;"1283894980747186184";https://twitter.com/AleksandraGruca/status/1283894980747186184
AleksandraGruca;2020-07-16 18:40;1;2;"CAMDA 2020 Best Presentation Award 2nd prize: Carlos Loucera, FPS, Spain for presentation "Towards a metagenomics interpretable model for understanding the transition from adenoma to colorectal cancer." @ CAMDA_conf @ iscb @ ISMBinfo @ xdopazo @ FProgresoysalud # ISMB2020";;@ @ @ @ @;#;"1283894255715483649";https://twitter.com/AleksandraGruca/status/1283894255715483649
AleksandraGruca;2020-07-16 18:38;2;2;"CAMDA 2020 Best Presentation Award 1st prize: Cory Gardner, Saint Louis University, USA, for his presentation on "Metagenomic Data Analysis with Probability-Based Reduced Dataset Representation." Congratulations! @ CAMDA_conf @ iscb @ ISMBinfo # ISMB2020";;@ @ @;#;"1283893754856964104";https://twitter.com/AleksandraGruca/status/1283893754856964104
aametwally1;2020-07-16 18:34;4;43;"I'm pleased/humbled to receive the Best Talk Award at # ISMB2020 ( # Knowledge-based # Translational # Medicine track). # ISMB is my favorite # Computational # Biology conference, and I'm so proud of this award. Thanks to my mentor, the visionary @ SnyderShot # ML # timeseries # omicspic.twitter.com/BSeF5nVv5H";;@;# # # # # # # # # #;"1283892865790210049";https://twitter.com/aametwally1/status/1283892865790210049
AleMedinaRivera;2020-07-16 18:30;1;8;"Intense days, can't believe # RegSys2020 y over, and # ISMB2020 is about to finish. @ ISCB_RegSys program was simply amazing! Thanks to all the speakers and attendees, discussion was very enriching and inspiring.https://twitter.com/ISCB_RegSys/status/1283869526938058757 …";;@;# #;"1283891672234024965";https://twitter.com/AleMedinaRivera/status/1283891672234024965
melikedonertas;2020-07-16 18:26;0;22;"Virtual # ISMB2020 is now over. Who would've guessed, running from one zoom call to another is as exhausting as running from one conference room to another one Congrats to all survivors Now it's time to sleep";;;#;"1283890707820875777";https://twitter.com/melikedonertas/status/1283890707820875777
ina_deutschmann;2020-07-16 18:19;1;13;"# ISMB2020 was a great conference. I'm thankful that I was able to attend, which wouldn't have been possible if it wouldn't have been virtual. I think there are many benefits/advantages and I hope to see more virtual or hybrid conferences in the future. pic.twitter.com/nqbwlxzwiF";;;#;"1283889034612346885";https://twitter.com/ina_deutschmann/status/1283889034612346885
egonwillighagen;2020-07-16 18:11;0;1;"thx to allow # lipidomics # ISMB2020 speakers: I learned a lot about the tools for lipid identification, which as I explained in my talk, we take for granted (we cannot focus on everything)!";;;# #;"1283886928648114177";https://twitter.com/egonwillighagen/status/1283886928648114177
GersteinLab;2020-07-16 18:10;0;0;"# ISMB2020 comes to an end. It was a busy day for the Gerstein Lab. We truly enjoyed the conference and are looking forward to the ISMB/ECCB next year in Lyon France, which we hope will also have a virtual component so our trainees and staff with family commitments can attend!";;;#;"1283886730958045194";https://twitter.com/GersteinLab/status/1283886730958045194
mmarchin;2020-07-16 18:06;0;0;"If you're not zoomed out yet, feel free to join the bioinfo-core happy hour in about an hour... (7-8 PM eastern, bioinfo-core cafe connect room) # bioinfocore # ISMB2020";;;# #;"1283885837856505857";https://twitter.com/mmarchin/status/1283885837856505857
computbiolgeek;2020-07-16 18:01;5;7;"Very excited to have just finished presenting ThermoNet, https://www.biorxiv.org/content/10.1101/2020.02.28.959874v1.abstract …, at # ISMB2020. Have absolutely enjoyed this collaboration between @ GersteinLab @ MarkGerstein and @ capra_lab. Check out the code here: https://github.com/gersteinlab/ThermoNet ….";;@ @ @;#;"1283884597705662468";https://twitter.com/computbiolgeek/status/1283884597705662468
gamzeandgursoy;2020-07-16 17:52;2;3;"I hope you all are getting a chance of attending this great talk by Prashant at # ISMB2020, which I was lucky to contribute to as well. If you're interested in genome # privacy, please reach out to me. We have openings for postdoctoral/postgraduate researchers.https://twitter.com/GersteinLab/status/1283880640228843521 …";;;# #;"1283882301819150337";https://twitter.com/gamzeandgursoy/status/1283882301819150337
MGFerrarini;2020-07-16 17:51;0;7;"I just saw an awesome talk on @ HiTSeq track from my beloved @ CamilleMrcht at the # ISMB2020! Congratulations on such an amazing work with REINDEER.";;@ @;#;"1283881914013810690";https://twitter.com/MGFerrarini/status/1283881914013810690
GersteinLab;2020-07-16 17:46;2;2;"Prashant Emani is talking about how genomic # privacy leakages can happen from a set of very small number of genetic variants in the General Computational Biology track at # ISMB2020";;;# #;"1283880640228843521";https://twitter.com/GersteinLab/status/1283880640228843521
mahonylab;2020-07-16 17:39;1;2;"Last talk! Shilu Zhang from @ sroyyors's lab: "Defining cell type-varying networks of chromatin marks and transcription factors underlying cell-fate transition dynamics". # RegSys2020 # ISMB2020";;@;# #;"1283879055381725184";https://twitter.com/mahonylab/status/1283879055381725184
mahonylab;2020-07-16 17:29;2;8;"Proceedings paper from Shaoke Lou ( @ MarkGerstein lab?): "TopicNet: a framework for measuring transcriptional regulatory network change". # RegSys2020 # ISMB2020 Topic model for relating TFs to gene targets to get expression network themes.";;@;# #;"1283876495681871874";https://twitter.com/mahonylab/status/1283876495681871874
GersteinLab;2020-07-16 17:26;1;7;"Our own Shaoke Lou is now presenting TopicNet, which is an LDA based method to extract meaningful functional topics for a collection of genes regulated by a TF in # RegSys2020 # ISMB2020";;;# #;"1283875616664760321";https://twitter.com/GersteinLab/status/1283875616664760321
ISCB_RegSys;2020-07-16 17:25;3;5;"Shaoke Lou from @ GersteinLab now talking about TopicNet in # RegSys2020 channel https://academic.oup.com/bioinformatics/article/36/Supplement_1/i474/5870518 … # ISMB2020";;@;# #;"1283875448909373441";https://twitter.com/ISCB_RegSys/status/1283875448909373441
egonwillighagen;2020-07-16 17:25;0;1;"source code: https://github.com/martijnmolenaar/lipidontology.com … # ISMB2020";;;#;"1283875354407559171";https://twitter.com/egonwillighagen/status/1283875354407559171
rtraborn;2020-07-16 17:11;0;2;"For today's final # RegSys2020 keynote @ quaidmorris (now at @ sloan_kettering) is talking about predicting RBP sequence preferences from amino acid sequence. @ ISCB_RegSys # ISMB2020";;@ @ @;# #;"1283871957193113600";https://twitter.com/rtraborn/status/1283871957193113600
IAcornflake;2020-07-16 17:07;4;15;"What can you do with plant GO functional annotations? Ask @ fattelleila! She's investigating what functions the genome "knows" how to do. Check out her recent poster presentation as a video from # ismb2020 https://dill-picl.org/team/leila-fattel/ …pic.twitter.com/QUPNLir8mX";;@;#;"1283870980918652928";https://twitter.com/IAcornflake/status/1283870980918652928
iddux;2020-07-16 17:07;0;1;"@ jeffreynlaw uses network propagation to identify drug targets fro SARS-CoV-2. # ISMB2020";;@;#;"1283870940124897283";https://twitter.com/iddux/status/1283870940124897283
