username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,,,,
TargetedOnc,4/22/2018 0:00,0,1,,,# #,9.88E+17,https://twitter.com/TargetedOnc/status/987903864727920641,,,,,,
itmofnw,4/21/2018 23:55,0,1,,,# # #,9.88E+17,https://twitter.com/itmofnw/status/987902799722627072,,,,,,
itmofnw,4/21/2018 23:31,1,4,,,# # # #,9.88E+17,https://twitter.com/itmofnw/status/987896691960438785,,,,,,
MarkuzDezell,4/21/2018 23:30,0,0,,,# # # # # # # # #,9.88E+17,https://twitter.com/MarkuzDezell/status/987896305891532800,,,,,,
minagi_skak,4/21/2018 23:17,0,0,,,# #,9.88E+17,https://twitter.com/minagi_skak/status/987893064961331200,,,,,,
TargetedOnc,4/21/2018 23:00,3,11,,,# #,9.88E+17,https://twitter.com/TargetedOnc/status/987888769792663553,,,,,,
jamya_mia,4/21/2018 22:59,27,44,,,# # # # #,9.88E+17,https://twitter.com/jamya_mia/status/987888551835521024,,,,,,
banetsu180,4/21/2018 22:59,0,21,,,# #,9.88E+17,https://twitter.com/banetsu180/status/987888540418633728,,,,,,
minagi_skak,4/21/2018 22:55,0,0,,,# # #,9.88E+17,https://twitter.com/minagi_skak/status/987887580023668736,,,,,,
itmofnw,4/21/2018 22:32,0,0,,,# #,9.88E+17,https://twitter.com/itmofnw/status/987881839778922497,,,,,,
sadobomarzo,4/21/2018 22:29,0,6,,,#,9.88E+17,https://twitter.com/sadobomarzo/status/987880986628182016,,,,,,
sadobomarzo,4/21/2018 22:25,0,2,,,# # #,9.88E+17,https://twitter.com/sadobomarzo/status/987880117606039552,,,,,,
itmofnw,4/21/2018 22:24,0,0,,,# # # # #,9.88E+17,https://twitter.com/itmofnw/status/987879789267578880,,,,,,
TargetedOnc,4/21/2018 22:00,1,2,,,# #,9.88E+17,https://twitter.com/TargetedOnc/status/987873677265068032,,,,,,
itmofnw,4/21/2018 21:57,0,8,,,# #,9.88E+17,https://twitter.com/itmofnw/status/987873089621934080,,,,,,
itmofnw,4/21/2018 21:55,0,6,,,# # # #,9.88E+17,https://twitter.com/itmofnw/status/987872520685600768,,,,,,
minagi_skak,4/21/2018 21:32,0,0,,,# #,9.88E+17,https://twitter.com/minagi_skak/status/987866823168114689,,,,,,
barrybunin,4/21/2018 21:30,0,0,,,#,9.88E+17,https://twitter.com/barrybunin/status/987866274976882688,,,,,,
reversecancer,4/21/2018 21:15,1,2,,@,#,9.88E+17,https://twitter.com/reversecancer/status/987862332347830272,,,,,,
itmofnw,4/21/2018 21:09,0,4,,,# # #,9.88E+17,https://twitter.com/itmofnw/status/987860913456742400,,,,,,
TargetedOnc,4/21/2018 21:00,1,0,,@,# #,9.88E+17,https://twitter.com/TargetedOnc/status/987858585236508684,,,,,,
itmofnw,4/21/2018 20:53,0,1,,,# # #,9.88E+17,https://twitter.com/itmofnw/status/987856827038580736,,,,,,
taizou528,4/21/2018 20:46,0,0,,,#,9.88E+17,https://twitter.com/taizou528/status/987855175799914496,,,,,,
banetsu180,4/21/2018 20:46,0,26,,,# #,9.88E+17,https://twitter.com/banetsu180/status/987855035915628545,,,,,,
MedscapeOnc,4/21/2018 20:45,2,2,,,# #,9.88E+17,https://twitter.com/MedscapeOnc/status/987854748807286784,,,,,,
itmofnw,4/21/2018 20:39,0,1,,,# # # #,9.88E+17,https://twitter.com/itmofnw/status/987853333518925824,,,,,,
naki777,4/21/2018 20:29,0,1,,,#,9.88E+17,https://twitter.com/naki777/status/987850776805490688,,,,,,
taizou528,4/21/2018 20:27,0,2,,,#,9.88E+17,https://twitter.com/taizou528/status/987850267872776192,,,,,,
itmofnw,4/21/2018 20:22,0,1,,,# # #,9.88E+17,https://twitter.com/itmofnw/status/987849195775131649,,,,,,
minagi_skak,4/21/2018 20:07,0,0,,,# # #,9.88E+17,https://twitter.com/minagi_skak/status/987845224507392000,,,,,,
itmofnw,4/21/2018 20:01,1,5,,,# # #,9.88E+17,https://twitter.com/itmofnw/status/987843721709457414,,,,,,
FeedkastMedical,4/21/2018 19:59,0,2,,,,9.88E+17,https://twitter.com/FeedkastMedical/status/987843393131831296,,,,,,
NakajimaKazNary,4/21/2018 19:56,0,1,,,# #,9.88E+17,https://twitter.com/NakajimaKazNary/status/987842434028617728,,,,,,
itmofnw,4/21/2018 19:55,0,1,,,# #,9.88E+17,https://twitter.com/itmofnw/status/987842366143774720,,,,,,
taizou528,4/21/2018 19:53,0,0,,,#,9.88E+17,https://twitter.com/taizou528/status/987841860931481600,,,,,,
banetsu180,4/21/2018 19:51,0,7,,,# #,9.88E+17,https://twitter.com/banetsu180/status/987841176001658880,,,,,,
itmofnw,4/21/2018 19:49,0,1,,,# #,9.88E+17,https://twitter.com/itmofnw/status/987840806819053568,,,,,,
itmofnw,4/21/2018 19:46,0,5,,,# #,9.88E+17,https://twitter.com/itmofnw/status/987840039466950656,,,,,,
chiyan2742,4/21/2018 19:31,0,7,,,# #,9.88E+17,https://twitter.com/chiyan2742/status/987836353885782016,,,,,,
taizou528,4/21/2018 19:22,0,3,,,#,9.88E+17,https://twitter.com/taizou528/status/987833904391335936,,,,,,
minagi_skak,4/21/2018 19:18,0,0,,,# #,9.88E+17,https://twitter.com/minagi_skak/status/987832968407273473,,,,,,
itmofnw,4/21/2018 19:16,0,8,,,# #,9.88E+17,https://twitter.com/itmofnw/status/987832438918279168,,,,,,
taizou528,4/21/2018 19:03,1,1,,,#,9.88E+17,https://twitter.com/taizou528/status/987829114450014209,,,,,,
TargetedOnc,4/21/2018 19:00,0,0,,,# # #,9.88E+17,https://twitter.com/TargetedOnc/status/987828403775705088,,,,,,
itmofnw,4/21/2018 18:48,1,5,,,# #,9.88E+17,https://twitter.com/itmofnw/status/987825476382019589,,,,,,
taizou528,4/21/2018 18:41,0,0,,,#,9.88E+17,https://twitter.com/taizou528/status/987823705832112128,,,,,,
mtmdphd,4/21/2018 18:35,0,0,,,,9.88E+17,https://twitter.com/mtmdphd/status/987822146608082946,,,,,,
Medscape,4/21/2018 18:22,5,7,,,#,9.88E+17,https://twitter.com/Medscape/status/987818768582807552,,,,,,
banetsu180,4/21/2018 18:14,0,32,,,# #,9.88E+17,https://twitter.com/banetsu180/status/987816860593803264,,,,,,
minagi_skak,4/21/2018 18:10,1,0,,,# #,9.88E+17,https://twitter.com/minagi_skak/status/987815903919128577,,,,,,
TargetedOnc,4/21/2018 18:00,1,1,,,# # #,9.88E+17,https://twitter.com/TargetedOnc/status/987813297847259136,,,,,,
TheScientistLLC,4/21/2018 18:00,0,0,,,#,9.88E+17,https://twitter.com/TheScientistLLC/status/987813230008520704,,,,,,
ahbagiyo,4/21/2018 17:46,0,0,,,# #,9.88E+17,https://twitter.com/ahbagiyo/status/987809872451383297,,,,,,
CRUKresearch,4/21/2018 17:45,2,0,,@,#,9.88E+17,https://twitter.com/CRUKresearch/status/987809452446355457,,,,,,
reiabout,4/21/2018 17:44,0,0,,,#,9.88E+17,https://twitter.com/reiabout/status/987809287379472384,,,,,,
Ryu_Kayatsuki,4/21/2018 17:43,0,0,,,#,9.88E+17,https://twitter.com/Ryu_Kayatsuki/status/987809124581752832,,,,,,
taizou528,4/21/2018 17:42,1,0,,,#,9.88E+17,https://twitter.com/taizou528/status/987808844507107328,,,,,,
tokisame490,4/21/2018 17:30,0,0,,,# # #,9.88E+17,https://twitter.com/tokisame490/status/987805779141906432,,,,,,
MedscapePharm,4/21/2018 17:24,0,0,,,#,9.88E+17,https://twitter.com/MedscapePharm/status/987804165303881728,,,,,,
Medscape,4/21/2018 17:21,1,1,,,#,9.88E+17,https://twitter.com/Medscape/status/987803593771307009,,,,,,
RLobb,4/21/2018 17:20,0,2,,@,#,9.88E+17,https://twitter.com/RLobb/status/987803405455413248,,,,,,
takaomi_omi,4/21/2018 17:13,0,4,,,#,9.88E+17,https://twitter.com/takaomi_omi/status/987801515116015616,,,,,,
TargetedOnc,4/21/2018 17:00,3,4,,,# # # #,9.88E+17,https://twitter.com/TargetedOnc/status/987798211191623680,,,,,,
minagi_skak,4/21/2018 16:48,0,0,,,# #,9.88E+17,https://twitter.com/minagi_skak/status/987795135365767168,,,,,,
MedscapeOnc,4/21/2018 16:44,5,1,,,#,9.88E+17,https://twitter.com/MedscapeOnc/status/987794098991099904,,,,,,
banetsu180,4/21/2018 16:28,0,61,,,# #,9.88E+17,https://twitter.com/banetsu180/status/987790195868155904,,,,,,
minagi_skak,4/21/2018 16:23,0,0,,,# #,9.88E+17,https://twitter.com/minagi_skak/status/987788914378223617,,,,,,
Ryu_Kayatsuki,4/21/2018 16:18,0,0,,,#,9.88E+17,https://twitter.com/Ryu_Kayatsuki/status/987787689276551168,,,,,,
DrSarcoma,4/21/2018 16:14,0,2,,,,9.88E+17,https://twitter.com/DrSarcoma/status/987786671155564545,,,,,,
TargetedOnc,4/21/2018 16:00,1,2,,,# # #,9.88E+17,https://twitter.com/TargetedOnc/status/987783132551307266,,,,,,
KKauffman131,4/21/2018 15:26,1,8,,@,# #,9.88E+17,https://twitter.com/KKauffman131/status/987774695805276163,,,,,,
LindaLWortman,4/21/2018 15:09,0,3,,,,9.88E+17,https://twitter.com/LindaLWortman/status/987770329312342016,,,,,,
TargetedOnc,4/21/2018 15:00,2,2,,@,# # #,9.88E+17,https://twitter.com/TargetedOnc/status/987768070444904449,,,,,,
DaleYuzuki,4/21/2018 14:40,0,0,,,#,9.88E+17,https://twitter.com/DaleYuzuki/status/987762909299298305,,,,,,
KKauffman131,4/21/2018 14:07,0,0,,@,# #,9.88E+17,https://twitter.com/KKauffman131/status/987754641277554689,,,,,,
TargetedOnc,4/21/2018 14:00,0,1,,@,# # # #,9.88E+17,https://twitter.com/TargetedOnc/status/987752944408854528,,,,,,
valkyrie138,4/21/2018 13:59,0,0,,@,#,9.88E+17,https://twitter.com/valkyrie138/status/987752727878012928,,,,,,
Vityspain,4/21/2018 13:50,0,0,,,,9.88E+17,https://twitter.com/Vityspain/status/987750465487204354,,,,,,
MyelomaTeacher,4/21/2018 13:50,3,7,,@,# # #,9.88E+17,https://twitter.com/MyelomaTeacher/status/987750314060275712,,,,,,
KKauffman131,4/21/2018 13:47,1,2,,@ @,#,9.88E+17,https://twitter.com/KKauffman131/status/987749701972844544,,,,,,
resonan69824601,4/21/2018 13:47,0,1,,,# # # #,9.88E+17,https://twitter.com/resonan69824601/status/987749700043354112,,,,,,
sadobomarzo,4/21/2018 13:26,0,0,,,#,9.88E+17,https://twitter.com/sadobomarzo/status/987744384467648513,,,,,,
pcandersson,4/21/2018 13:06,0,0,,@,,9.88E+17,https://twitter.com/pcandersson/status/987739246231539712,,,,,,
DaleYuzuki,4/21/2018 13:05,0,3,,,#,9.88E+17,https://twitter.com/DaleYuzuki/status/987739003859492864,,,,,,
CardioBusiness,4/21/2018 13:00,0,0,,,# #,9.88E+17,https://twitter.com/CardioBusiness/status/987737874429874177,,,,,,
TargetedOnc,4/21/2018 13:00,1,0,,,# #,9.88E+17,https://twitter.com/TargetedOnc/status/987737843979247618,,,,,,
sciencePNNL,4/21/2018 12:36,0,2,,@ @ @,# # # #,9.88E+17,https://twitter.com/sciencePNNL/status/987731702226268160,,,,,,
char1eylu,4/21/2018 12:16,0,0,,,#,9.88E+17,https://twitter.com/char1eylu/status/987726860044791808,,,,,,
SanosukeCat,4/21/2018 12:15,0,0,,,,9.88E+17,https://twitter.com/SanosukeCat/status/987726620361396224,,,,,,
char1eylu,4/21/2018 12:15,0,0,,,#,9.88E+17,https://twitter.com/char1eylu/status/987726529474973697,,,,,,
granitehead,4/21/2018 12:03,0,0,,,# # #,9.88E+17,https://twitter.com/granitehead/status/987723585144926208,,,,,,
TargetedOnc,4/21/2018 12:00,1,0,,,# # #,9.88E+17,https://twitter.com/TargetedOnc/status/987722844816728065,,,,,,
drkamzaki,4/21/2018 11:54,0,1,,@ @,# #,9.88E+17,https://twitter.com/drkamzaki/status/987721138741633024,,,,,,
hashemalsaab,4/21/2018 11:40,0,0,,,,9.88E+17,https://twitter.com/hashemalsaab/status/987717663513247745,,,,,,
drkamzaki,4/21/2018 11:36,0,3,,@ @,#figures_media # # #,9.88E+17,https://twitter.com/drkamzaki/status/987716692448038919,,,,,,
alastad0,4/21/2018 11:35,2,3,,,,9.88E+17,https://twitter.com/alastad0/status/987716338687860736,,,,,,
hashemalsaab,4/21/2018 11:26,0,0,,,,9.88E+17,https://twitter.com/hashemalsaab/status/987714232279076866,,,,,,
hashemalsaab,4/21/2018 11:25,0,1,,,,9.88E+17,https://twitter.com/hashemalsaab/status/987714034567929856,,,,,,
hashemalsaab,4/21/2018 11:25,0,1,,,,9.88E+17,https://twitter.com/hashemalsaab/status/987713861657747456,,,,,,
drkamzaki,4/21/2018 11:21,0,0,,@ @,# # #,9.88E+17,https://twitter.com/drkamzaki/status/987712890122711042,,,,,,
SuzieSiegel,4/21/2018 11:02,0,2,,@ @ @,# # #,9.88E+17,https://twitter.com/SuzieSiegel/status/987708242624221189,,,,,,
TargetedOnc,4/21/2018 11:00,0,0,,,# #,9.88E+17,https://twitter.com/TargetedOnc/status/987707711289733121,,,,,,
medpagetoday,4/21/2018 11:00,0,0,,,#,9.88E+17,https://twitter.com/medpagetoday/status/987707606042112000,,,,,,
TheScientistLLC,4/21/2018 11:00,0,1,,,#,9.88E+17,https://twitter.com/TheScientistLLC/status/987707540262793221,,,,,,
SuzieSiegel,4/21/2018 10:52,0,0,,@ @ @bigjerm823,# #,9.88E+17,https://twitter.com/SuzieSiegel/status/987705741296439296,,,,,,
drkamzaki,4/21/2018 10:50,1,1,,@ @ @,# # # #,9.88E+17,https://twitter.com/drkamzaki/status/987705241561944064,,,,,,
DaleYuzuki,4/21/2018 10:30,0,0,,@,#,9.88E+17,https://twitter.com/DaleYuzuki/status/987700011801677824,,,,,,
JohnCendpts,4/21/2018 10:23,4,6,,,#5 #,9.88E+17,https://twitter.com/JohnCendpts/status/987698372432793600,,,,,,
SuzieSiegel,4/21/2018 10:21,2,4,,,# # #,9.88E+17,https://twitter.com/SuzieSiegel/status/987697808097599489,,,,,,
pcandersson,4/21/2018 10:04,0,0,,@,# #,9.88E+17,https://twitter.com/pcandersson/status/987693630075932678,,,,,,
TargetedOnc,4/21/2018 10:01,0,0,,,# #,9.88E+17,https://twitter.com/TargetedOnc/status/987692696277012480,,,,,,
aredondo12,4/21/2018 10:00,14,26,,@,#,9.88E+17,https://twitter.com/aredondo12/status/987692601104044032,,,,,,
oncotelligent,4/21/2018 9:50,0,0,,,# # # #,9.88E+17,https://twitter.com/oncotelligent/status/987689994784575488,,,,,,
KKauffman131,4/21/2018 9:27,0,4,,@,# #,9.88E+17,https://twitter.com/KKauffman131/status/987684310500159493,,,,,,
Xconomy,4/21/2018 9:02,0,0,,@ @ @,,9.88E+17,https://twitter.com/Xconomy/status/987677833936781313,,,,,,
TargetedOnc,4/21/2018 9:00,0,0,,,# # #,9.88E+17,https://twitter.com/TargetedOnc/status/987677440628723714,,,,,,
Rick__Buck,4/21/2018 8:08,6,10,,@ @,# #,9.88E+17,https://twitter.com/Rick__Buck/status/987664469391273984,,,,,,
FeedkastMedical,4/21/2018 8:08,0,0,,,# # # # # # # #,9.88E+17,https://twitter.com/FeedkastMedical/status/987664247055376386,,,,,,
aicrtweets,4/21/2018 8:05,15,15,,@,,9.88E+17,https://twitter.com/aicrtweets/status/987663529959460869,,,,,,
TargetedOnc,4/21/2018 8:00,0,0,,@,# # #,9.88E+17,https://twitter.com/TargetedOnc/status/987662389607845889,,,,,,
CancerRX,4/21/2018 7:34,0,2,,@ @ @ @ @ @ @ @,# # #,9.88E+17,https://twitter.com/CancerRX/status/987655877099483137,,,,,,
sakae243,4/21/2018 6:58,0,0,,,# # #,9.88E+17,https://twitter.com/sakae243/status/987646821194387461,,,,,,
fukumens,4/21/2018 6:53,0,0,,,#,9.88E+17,https://twitter.com/fukumens/status/987645461371568129,,,,,,
Rick__Buck,4/21/2018 6:51,0,1,,@,#,9.88E+17,https://twitter.com/Rick__Buck/status/987645075411922944,,,,,,
crownbioscience,4/21/2018 6:00,1,1,,@ @,# # #,9.88E+17,https://twitter.com/crownbioscience/status/987632085560119297,,,,,,
JeffreyLMolter,4/21/2018 6:00,0,0,,,#,9.88E+17,https://twitter.com/JeffreyLMolter/status/987632035698274304,,,,,,
StockAugury,4/21/2018 4:36,0,0,,,# # # #,9.88E+17,https://twitter.com/StockAugury/status/987611066376114176,,,,,,
jamya_mia,4/21/2018 4:32,8,7,,,# #,9.88E+17,https://twitter.com/jamya_mia/status/987610034283560960,,,,,,
banetsu180,4/21/2018 4:26,0,29,,,# #,9.88E+17,https://twitter.com/banetsu180/status/987608436505378817,,,,,,
ChemEpi,4/21/2018 4:11,0,5,,,# #,9.88E+17,https://twitter.com/ChemEpi/status/987604759619227649,,,,,,
TheScientistLLC,4/21/2018 4:00,4,5,,,# # #,9.88E+17,https://twitter.com/TheScientistLLC/status/987601836705243137,,,,,,
hsin_ta,4/21/2018 2:56,0,0,,,# # # #,9.88E+17,https://twitter.com/hsin_ta/status/987585874593533954,,,,,,
NakajimaKazNary,4/21/2018 2:23,0,3,,,# #,9.88E+17,https://twitter.com/NakajimaKazNary/status/987577603635597313,,,,,,
sadobomarzo,4/21/2018 2:15,0,4,,,# # #,9.88E+17,https://twitter.com/sadobomarzo/status/987575548686745600,,,,,,
sadobomarzo,4/21/2018 1:23,1,7,,,# #,9.88E+17,https://twitter.com/sadobomarzo/status/987562366509334528,,,,,,
drricardocorrea,4/21/2018 1:04,2,1,,@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @aaphysi,# #,9.88E+17,https://twitter.com/drricardocorrea/status/987557658390482944,,,,,,
drricardocorrea,4/21/2018 0:57,0,1,,@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @,,9.88E+17,https://twitter.com/drricardocorrea/status/987555902201868288,,,,,,
SciSeekFeed,4/21/2018 0:16,0,0,,,#,9.88E+17,https://twitter.com/SciSeekFeed/status/987545679005446144,,,,,,
en_oncology,4/21/2018 0:10,1,0,,@,#,9.88E+17,https://twitter.com/en_oncology/status/987544041775546369,,,,,,
en_oncology,4/21/2018 0:10,1,0,,@,#,9.88E+17,https://twitter.com/en_oncology/status/987543987195035649,,,,,,
en_oncology,4/21/2018 0:09,1,0,,@,#,9.88E+17,https://twitter.com/en_oncology/status/987543929183596544,,,,,,
BioDueDiligence,4/20/2018 23:37,2,3,,,#,9.88E+17,https://twitter.com/BioDueDiligence/status/987535844268441600,,,,,,
Prof_G_McArthur,4/20/2018 23:37,2,9,,,#,9.88E+17,https://twitter.com/Prof_G_McArthur/status/987535710449119232,,,,,,
Prof_G_McArthur,4/20/2018 23:36,2,12,,,#,9.88E+17,https://twitter.com/Prof_G_McArthur/status/987535401849012225,,,,,,
