username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
yoyehudi;2019-07-25 10:26;3;5;"Important - the final @ Biopython python 2 release will be 2020 and then support for python 2 will be dropped! If you haven't migrated to 3.x, NOW IS THE TIME :) # ISMBECCB # ISMBECCB2019 # BOSC2019";;@;# # #;"1154397611291553796";https://twitter.com/yoyehudi/status/1154397611291553796
ritugd1;2019-07-25 10:26;0;0;"# alerterouge # hottestdayoftheyear # NouveauLogoUnibet # CarteBlanche # Day62ndWin # Hitze # MUFC # heatwave # Zurich # BOSC2019 # ThreeThieves # HolaDani # TOTMUN # ThursdayMotivation Are you looking for a # business # card # design? Please Contact me:https://bit.ly/2XTq0mC";;;# # # # # # # # # # # # # # # # #;"1154397561882460165";https://twitter.com/ritugd1/status/1154397561882460165
ritugd1;2019-07-25 10:25;0;0;"# alerterouge # hottestdayoftheyear # NouveauLogoUnibet # CarteBlanche # Day62ndWin # Hitze # MUFC # heatwave # Zurich # BOSC2019 # ThreeThieves # HolaDani # TOTMUN # ThursdayMotivation # ThursdayThoughts__ Are you looking for a # menu # design? Please Contact me:https://bit.ly/2G24wd8";;;# # # # # # # # # # # # # # # # #;"1154397389043580930";https://twitter.com/ritugd1/status/1154397389043580930
yoyehudi;2019-07-25 10:25;0;0;". @ pjacock is working on converting from LaTeX to rst to reduce the number of languages a documenter needs to know. Seems sound! # ISMBECCB # ISMBECCB2019 # BOSC2019";;@;# # #;"1154397333964152837";https://twitter.com/yoyehudi/status/1154397333964152837
ritugd1;2019-07-25 10:25;0;0;"Are you looking for a # flyer # design? Please Contact me: https://bit.ly/32rcF4C # alerterouge # hottestdayoftheyear # NouveauLogoUnibet # CarteBlanche # Day62ndWin # Hitze # MUFC # heatwave # Zurich # BOSC2019 # ThreeThieves # HolaDani # TOTMUN # ThursdayMotivation # ThursdayThoughts";;;# # # # # # # # # # # # # # # # #;"1154397273360457729";https://twitter.com/ritugd1/status/1154397273360457729
yoyehudi;2019-07-25 10:24;2;0;"Show of hands for who knows markdown, latex, and rst: pretty common. Markdown wins the popular vote by a massive margin, though. @ Biopython uses all three! # ISMBECCB # ISMBECCB2019 # BOSC2019";;@;# # #;"1154397038097981442";https://twitter.com/yoyehudi/status/1154397038097981442
yoyehudi;2019-07-25 10:23;0;3;"Impressive - @ Biopython now has FULL docstring coverage. Biopython's non-standard licence was a bit awkward, so they've been going over all the code, file by file, dual-licencing each file. Currently about 50% of the codebase also has BSD # ISMBECCB # ISMBECCB2019 # BOSC2019";;@;# # #;"1154396709113520128";https://twitter.com/yoyehudi/status/1154396709113520128
yoyehudi;2019-07-25 10:20;1;1;". @ pjacock provides an update for the @ obf_news member project @ Biopython - 38 named contributors and 16 new ones. So impressive! # ismbeccb # BOSC2019 # ISMBECCB2019pic.twitter.com/45T6Kx6yPJ";;@ @ @;# # #;"1154395892402786304";https://twitter.com/yoyehudi/status/1154395892402786304
yoyehudi;2019-07-25 10:13;1;3;"Training goal: "we wanted for nurses to stop being just collectors of genomic data" - not to stop them being involved, but instead to make sure they were even more embedded, understanding, contributing, driving the research. # ISMBECCB # ISMBECCB2019 # BOSC2019";;;# # #;"1154394156397207552";https://twitter.com/yoyehudi/status/1154394156397207552
smllmp;2019-07-25 10:12;0;5;"So sad to not make it (time-wise) to # bosc2019. Nice with the tweet-coverage though.";;;#;"1154394036544909313";https://twitter.com/smllmp/status/1154394036544909313
yoyehudi;2019-07-25 10:11;3;2;"Vicky Nembaware shares the overview of African genomic medicine training initiative, and echoes many of the themes mentioned by @ Nicky_Mulder at the # bosc2019 keynote yesterday - there is much genetic diversity in Africa, but unequal levels of genomic study. # ismbeccbpic.twitter.com/YF6XPpl55V";;@;# #;"1154393624324579328";https://twitter.com/yoyehudi/status/1154393624324579328
ishwartweets;2019-07-25 10:09;0;0;"@ OBF_BOSC # BOSC2019 https://twitter.com/jklemm/status/1154323504361365504 …";;@;#;"1154393247894167554";https://twitter.com/ishwartweets/status/1154393247894167554
BusOfSciConf;2019-07-25 10:09;0;0;"From graphene to science regulations to sustainability and society, this year’s # BoSC19 was a very full agenda with something for everyone! Watch out for # BoSC20 # Birmingham https://bit.ly/2PwzCNE pic.twitter.com/lfDPL2Pmlq";;;# # #;"1154393112497668096";https://twitter.com/BusOfSciConf/status/1154393112497668096
yoyehudi;2019-07-25 10:07;1;0;"Want to get involved, or request a workshop in your institution? Maybe you want to teach a workshop - these are all possible! # ismbeccb # ISMBECCB2019 # BOSC2019 pic.twitter.com/vl28RAybTs";;;# # #;"1154392838018424840";https://twitter.com/yoyehudi/status/1154392838018424840
yoyehudi;2019-07-25 10:06;1;3;"Feedback from previous workshops shows that people generally feel more capable in the skills taught in the workshop. It also has one of the highest net promoter scores for @ thecarpentries workshops. # ismbeccb # ISMBECCB2019 # BOSC2019 pic.twitter.com/OAGdiIUvxM";;@;# # #;"1154392451857158144";https://twitter.com/yoyehudi/status/1154392451857158144
yoyehudi;2019-07-25 10:04;7;10;". @ JasonWilliamsNY updates us about the @ thecarpentries genomic curriculum. Originating in 2017, there was an update in June 2019 to keep things fresh and shiny. # ismbeccb # ISMBECCB2019 # BOSC2019 pic.twitter.com/XEJspgL9we";;@ @;# # #;"1154391865921343489";https://twitter.com/yoyehudi/status/1154391865921343489
yoyehudi;2019-07-25 10:01;0;7;"Finally, @ khanaziz84 mentions that he was one of the @ obf_news travel fellowship recipients to arrive here at # BOSC2019 today. Have I plugged the next application deadline enough yet? Aug 15, apply here: https://www.open-bio.org/travel-awards/ # ISMBECCB # ISMBECCB2019";;@ @;# # #;"1154391313246248960";https://twitter.com/yoyehudi/status/1154391313246248960
monimunozto;2019-07-25 09:59;4;15;"Wow, # BOSC2019, I had fun, did you? Feeling inspired by @ MalvikaSharan's talk. Thanks to all participants. You helped foster a collegiate & comfortable environment for tons of learning over the past two days. See you next year! # ISMBECCB2019 # ISMBECCB19 (Art by @ GreggHelt )pic.twitter.com/zLrNZDhBw9";;@ @;# # #;"1154390808839237638";https://twitter.com/monimunozto/status/1154390808839237638
yoyehudi;2019-07-25 09:59;1;3;"One of my favourite @ ECRcentral future plans listed by @ khanaziz84: adding a mentor program so people can help with funding applications. So useful - asking for money is *so* scary and often complicated! # ISMBECCB # ISMBECCB2019 # BOSC2019";;@ @;# # #;"1154390803248287746";https://twitter.com/yoyehudi/status/1154390803248287746
yoyehudi;2019-07-25 09:58;0;3;"over 700 community members, over 200k page views for @ ECRcentral. You don't have to register to post a funding opportunity - anyone can. It sounds like this has swiftly become a massively important resource for the research community! # ISMBECCB # ISMBECCB2019 # BOSC2019";;@;# # #;"1154390505242943488";https://twitter.com/yoyehudi/status/1154390505242943488
OBF_BOSC;2019-07-25 09:58;0;5;"Our cool # BOSC2019 poster was made by @ monimunozto, with art by @ GreggHeltpic.twitter.com/tLHrnERUNu";;@ @;#;"1154390375072698368";https://twitter.com/OBF_BOSC/status/1154390375072698368
emmy_ft;2019-07-25 09:57;0;7;"# BOSC2019 @ khanaziz84 presenting @ ECRcentral, a grassroot initiative by # eLifeAmbassadors supported by @ eLifeCommunity - incl. a database of 700+ funding opportunities, community forum and more. And all # opensource!pic.twitter.com/hlOIJx3Z9U";;@ @ @;# # #;"1154390200367366144";https://twitter.com/emmy_ft/status/1154390200367366144
yoyehudi;2019-07-25 09:57;1;3;"Nice - @ khanaziz84 shares the screenshot of the @ obf_news travel fellowship in @ ECRcentral (reminder: next application deadline is August 15! Can YOU apply for one?) # ismbeccb # BOSC2019 # ismbeccb2019pic.twitter.com/slxkbarPlk";;@ @ @;# # #;"1154390173599305728";https://twitter.com/yoyehudi/status/1154390173599305728
pjacock;2019-07-25 09:56;2;4;"Nice to see the Open Bioinformatics Foundation ( @ obf_news) Travel Fellowship is on @ ECRcentral https://ecrcentral.org/travel-grants/open-bioinformatics-foundation-travel-fellowships … # BOSC2019 (Aziz Khan)";;@ @;#;"1154390035237605377";https://twitter.com/pjacock/status/1154390035237605377
yoyehudi;2019-07-25 09:55;4;6;". @ ECRcentral began as a spreadsheet curated by @ eLifeCommunity ambassadors, before eventually evolving to the fantastically useful resource it is now. Filter over 700 funding options by country, ask questions& discuss with the community. # ismbeccb # ISMBECCB2019 # BOSC2019";;@ @;# # #;"1154389749085462528";https://twitter.com/yoyehudi/status/1154389749085462528
harry_caufield;2019-07-25 09:55;8;10;"Aziz Khan is community ambassador at @ eLifeCommunity - showing us http://ECRcentral.org , a resource for early career researchers. Has quite a large funding database with metadata on each opp and a set of travel grants. # ISMBECCB2019 # BOSC2019";;@;# #;"1154389689438265350";https://twitter.com/harry_caufield/status/1154389689438265350
yoyehudi;2019-07-25 09:52;7;9;"Next up: @ khanaziz84 sharing the exciting and useful @ ECRcentral resource. Are you... - an ECR? - in need of funding for travel or research? This may be the talk for you - centralised, filterable funding database oriented to ECRs. # ISMBECCB # ISMBECCB2019 # BOSC2019 pic.twitter.com/RRtthld3KI";;@ @;# # #;"1154388988758810624";https://twitter.com/yoyehudi/status/1154388988758810624
yoyehudi;2019-07-25 09:50;2;2;"If you couldn't make this talk and can't wait for the videos to come out in a few weeks, you could view the recoridng of @ MalvikaSharan's talk for @ intermineorg here on Youtube: https://youtu.be/jXvZ7P9tjok?t=1567 … # ISMBECCB # ISMBECCB2019 # BOSC2019 https://twitter.com/yoyehudi/status/1154384936893329408 …";;@ @;# # #;"1154388375580884992";https://twitter.com/yoyehudi/status/1154388375580884992
soilandreyes;2019-07-25 09:46;6;3;"Btw, we just posted a new job position looking for a Science Informatics Manager https://www.jobs.manchester.ac.uk/displayjob.aspx?jobid=17671 … We are looking for someone with life science background to work on the edge of software development and community engagement in multiple exciting EU-wide projects # BOSC2019";;;#;"1154387500594540544";https://twitter.com/soilandreyes/status/1154387500594540544
harry_caufield;2019-07-25 09:45;2;1;"@ MalvikaSharan - strategies + benefits of building inclusive efforts in open science. Being inclusive really drives community health and growth. But must promote eligibility, opportunities, and involvement of previously excluded groups # ISMBECCB2019 # BOSC2019";;@;# #;"1154387310148034565";https://twitter.com/harry_caufield/status/1154387310148034565
biocrusoe;2019-07-25 09:45;6;16;"It isn't a contest, but this is one of the most important talks of # bosc2019 https://twitter.com/yoyehudi/status/1154384936893329408 …";;;#;"1154387237284581377";https://twitter.com/biocrusoe/status/1154387237284581377
OBF_BOSC;2019-07-25 09:44;1;0;"Don't have time to install it--if you have it, can you count the number of # BOSC2019 tweets for us?";;;#;"1154387056166150144";https://twitter.com/OBF_BOSC/status/1154387056166150144
OBF_BOSC;2019-07-25 09:42;2;3;"Does anyone have a good way to count the total number of tweets with the # BOSC2019 hashtag?";;;#;"1154386442778554368";https://twitter.com/OBF_BOSC/status/1154386442778554368
yoyehudi;2019-07-25 09:42;3;11;"I spot a very popular @ MozOpenLeaders term: "open by design". Designing openness intentionally helps to bring in the diverse viewpoints and enable the inclusiveness in a structured way that "open by default" does not. # ismbeccb # BOSC2019 # ismbeccb2019pic.twitter.com/KkULcHKsw3";;@;# # #;"1154386338696835074";https://twitter.com/yoyehudi/status/1154386338696835074
yoyehudi;2019-07-25 09:39;6;3;". @ MalvikaSharan defines three terms: - diversity: a range of skills, backgrounds and experience - Inclusion: people feeling empowered and belonging in a community - inclusiveness: including people who previously were excluded, especially in leadership. # ismbeccb # BOSC2019 pic.twitter.com/64er6XBueG";;@;# #;"1154385712143319040";https://twitter.com/yoyehudi/status/1154385712143319040
yoyehudi;2019-07-25 09:36;7;16;"Newly elected @ obf_news board member @ MalvikaSharan talks about inclusiveness in open science. She gave a similar talk at the @ intermineorg community outreach call, so I'm confident this one will be brilliant (and useful!) Too # ismbeccb # ISMBECCB # BOSC2019 pic.twitter.com/0B3U9HR7zY";;@ @ @;# # #;"1154384936893329408";https://twitter.com/yoyehudi/status/1154384936893329408
GigaScience;2019-07-25 09:32;0;0;"Slightly different user case from the # BOSC2019 workflow track opposite, the Phillip Morris INTERVALS “transparency” platform being presented in their special (sponsored) # ISMBECCB track. Presents micropublications (datasets, protocols, etc.) all with @ datacite DOIs # ISMB2019pic.twitter.com/yPZNvDLjoE";;@;# # #;"1154383907707654145";https://twitter.com/GigaScience/status/1154383907707654145
GigaScience;2019-07-25 09:20;4;10;"Now up is @ inutano presenting the CWL-metrics tool he recently published in GigaScience https://doi.org/10.1093/gigascience/giz052 … # BOSC2019 # ISMBECCBpic.twitter.com/maesbCuush";;@;# #;"1154381026342375424";https://twitter.com/GigaScience/status/1154381026342375424
yoyehudi;2019-07-25 09:20;3;5;"It's @ inutano and he's here to tell us how the CWL-metrics project collects runtime metrics for workflows. # BOSC2019 # ismbeccb # ISMBECCB2019pic.twitter.com/1j9ZAEO94a";;@;# # #;"1154380919110852609";https://twitter.com/yoyehudi/status/1154380919110852609
biocrusoe;2019-07-25 09:19;8;22;"# BOSC2019 Triple collaboration led to "Janis" presented by Richard Lupat which can machine generate typesafe # CommonWL (and WDL) from a high level Python library. # ISMBECCBpic.twitter.com/zoC8i9g7jt";;;# # #;"1154380643180191746";https://twitter.com/biocrusoe/status/1154380643180191746
GigaScience;2019-07-25 09:17;2;0;"This part of the # BOSC2019 workflows track demonstrating there’s interesting uptake of @ commonwl in the Asia-Pacific. Richard Lupat presenting on Janis tool for machine generated CWL (& WDL) workflows # ISMB2019 # ISMBECCBpic.twitter.com/wjSO38inTB";;@;# # #;"1154380105344593921";https://twitter.com/GigaScience/status/1154380105344593921
yoyehudi;2019-07-25 09:16;1;5;"Nice interoperability: @ rlupat presents Janis - write a workflow and generate it in WDL and/or @ commonwl. Future work might include adding support for cwl-tool, Cromwell, etc. # ismbeccb # ISMBECCB2019 # BOSC2019 pic.twitter.com/tUVxCmcLd8";;@ @;# # #;"1154379958531317762";https://twitter.com/yoyehudi/status/1154379958531317762
yoyehudi;2019-07-25 09:12;0;2;"Benten is designed to work with multiple editors, including vi and vs code. Still early release so feedback is very welcome. # ismbeccb2019 # ismbeccb # BOSC2019";;;# # #;"1154378993723985925";https://twitter.com/yoyehudi/status/1154378993723985925
biocrusoe;2019-07-25 09:11;2;5;"# bosc2019 @k_in_a_suit presenting "Rabix Benton" to improve text editors integration with the # ComminWL standards: code completion, syntax highlighting including embedded JS click-to-navigate, inline-tool&wf-picker, document structure and more! # ISMBECCBpic.twitter.com/4L90PqqP8g";;@k_in_a_suit;# # #;"1154378677397966848";https://twitter.com/biocrusoe/status/1154378677397966848
yoyehudi;2019-07-25 09:11;1;2;".@kaushik_ghose from Seven Bridges shares the Rabix toolsuite for working with @ commonwl. Rabix Benten offers in-editor help like syntax highlighting, correction, and autosuggest. # ismbeccb # ISMBECCB2019 # BOSC2019 pic.twitter.com/oD6fZFqzh2";;@kaushik_ghose @;# # #;"1154378591129485312";https://twitter.com/yoyehudi/status/1154378591129485312
luispedrocoelho;2019-07-25 09:03;1;1;"An earlier twitter thread on our # NGLess manuscript: # ISMBECCB # BOSC2019 https://twitter.com/luispedrocoelho/status/1136161801047928835 …";;;# # #;"1154376503330627584";https://twitter.com/luispedrocoelho/status/1154376503330627584
MalvikaSharan;2019-07-25 09:00;1;7;"To save us from tweeting half understood tweet @ luispedrocoelho automatisch tweeting his own # bosc2019 talk while he is still presenting! *Slow clap* https://twitter.com/luispedrocoelho/status/1154374238264004608 …";;@;#;"1154375817830514688";https://twitter.com/MalvikaSharan/status/1154375817830514688
luispedrocoelho;2019-07-25 08:59;0;2;"NGLess scales much better to the very large metagenomics references we use (eg, ocean gene catalog with 40 million genes), so tools for small problems like the human genome don't work well. # ISMBECC # BOSC2019";;;# #;"1154375496496553984";https://twitter.com/luispedrocoelho/status/1154375496496553984
MalvikaSharan;2019-07-25 08:58;0;2;"Happy to see @ luispedrocoelho at # bosc2019 presenting his work from @ embl Peer lab that he is continuing in his own lab in China. NGLess is an extendable tool/language that works well & fails well too :). The tool comes w/ all the requirements - given an input does the its job.pic.twitter.com/v6Z6znPf2t";;@ @;#;"1154375413029888000";https://twitter.com/MalvikaSharan/status/1154375413029888000
luispedrocoelho;2019-07-25 08:58;0;2;"Even though we didn't focus on speed as our number 1 goal, # NGLess is actually really fast! # ISMBECCB # BOSC2019";;;# # #;"1154375244792127489";https://twitter.com/luispedrocoelho/status/1154375244792127489
luispedrocoelho;2019-07-25 08:54;0;6;"We focused on metagenomics because that's our core expertise, but you could also use # NGLess for RNA-seq workflows (I know one person out there in the world is doing it) Do reach out if you want help # ISMBECCB # BOSC2019";;;# # #;"1154374238264004608";https://twitter.com/luispedrocoelho/status/1154374238264004608
tbyhdgs;2019-07-25 08:53;2;12;". @ luispedrocoelho is doing that magic thing of live tweeting his own # BOSC2019 talk while he gives it. Just because you know how it’s done, doesn’t make it any less enjoyable.";;@;#;"1154374085515862016";https://twitter.com/tbyhdgs/status/1154374085515862016
luispedrocoelho;2019-07-25 08:51;5;6;"Please report bad error messages as bugs! The culture that anything but the perfect inputs are the user's fault is wrong # ISMBECCB # BOSC2019 https://github.com/ngless-toolkit/ngless/issues?q=is%3Aissue+is%3Aclosed+label%3A%22better+error+message%22 …";;;# #;"1154373483142402048";https://twitter.com/luispedrocoelho/status/1154373483142402048
OBF_BOSC;2019-07-25 08:50;0;4;"# BOSC2019 https://twitter.com/GwenaelleL_/status/1154371221426978816 …";;;#;"1154373369342640129";https://twitter.com/OBF_BOSC/status/1154373369342640129
aka_hpatel;2019-07-25 08:50;2;10;"@ alex_peltzer Presenting @ nf_core @ nextflowio at # BOSC2019 # ISMBECCB2019";;@ @ @;# #;"1154373264413736960";https://twitter.com/aka_hpatel/status/1154373264413736960
luispedrocoelho;2019-07-25 08:49;1;1;"When optimizing code, an important principle is to focus effort on the bottlenecks, if most time spent coding is on debugging, let's make finding and correcting errors faster https://metarabbit.wordpress.com/2018/06/10/why-ngless-took-so-long-to-be-a-robust-tool-but-now-is-a-robust-tool/comment-page-1/ … # ISMBECC # BOSC2019";;;# #;"1154372979951833089";https://twitter.com/luispedrocoelho/status/1154372979951833089
morgantaschuk;2019-07-25 08:48;0;1;"Luis is live-tweeting his own talk...! # BOSC2019 Time to sit back and watch.";;;#;"1154372956220481536";https://twitter.com/morgantaschuk/status/1154372956220481536
luispedrocoelho;2019-07-25 08:48;5;9;"I don't have a citation for "debugging takes a lot of time", but if you've ever written anything longer than a 2 line script, this is like asking for a citation for water being wet. # ISMBECCB # BOSC2019";;;# #;"1154372728213798913";https://twitter.com/luispedrocoelho/status/1154372728213798913
luispedrocoelho;2019-07-25 08:45;0;0;"The most frequently asked question about # NGLess is "WHY?" "Why do all of this to get a Python-like language when you could have done a Python-based library for half the effort?" The rest of the talk is about convincing you that the effort was worth it # ISMBECCB # BOSC2019";;;# # #;"1154371973197307904";https://twitter.com/luispedrocoelho/status/1154371973197307904
luispedrocoelho;2019-07-25 08:44;4;9;"For those of you who couldn't make it to my talk (which just started), I will be live-tweeting it. # ISMBECCB # BOSC2019 # NGLess is a Domain-specific programming language for NGS The slides are at: https://luispedro.github.io/2019-07-25-ngless.talk …";;;# # #;"1154371721555636227";https://twitter.com/luispedrocoelho/status/1154371721555636227
morgantaschuk;2019-07-25 08:42;1;0;"Luis Pedro Coelho. @ luispedrocoelho NGLess: a domain-specific language for NGS analysis (the NG-meta-profiler case study) # BOSC2019 # ISMBECCB (thread)https://twitter.com/luispedrocoelho/status/1154368953776594944 …";;@;# #;"1154371438478004224";https://twitter.com/morgantaschuk/status/1154371438478004224
yoyehudi;2019-07-25 08:41;1;0;"nf-core: Documentation - good quality docs - are enforced for all pipelines. Hear hear! # ismbeccb # ISMBECCB2019 # BOSC2019";;;# # #;"1154371125029343233";https://twitter.com/yoyehudi/status/1154371125029343233
yoyehudi;2019-07-25 08:40;0;1;"Smart move: make it easy for others to follow your best practices. Nf-core has a linter and a new pipeline project generator so it's actually hard to do it wrong # ismbeccb # ISMBECCB2019 # BOSC2019 pic.twitter.com/XeXrDJ7P23";;;# # #;"1154370742852734976";https://twitter.com/yoyehudi/status/1154370742852734976
morgantaschuk;2019-07-25 08:39;3;3;"AP All nf-core pipelines must adhere to requirements: nextflow, MIT license, software in Docker/Singularity, tested by Travis, stable release tags, run in one command, excellent documentation, responsible person, well-formatted. https://nf-co.re/developers/guidelines … # BOSC2019";;;#;"1154370627274444802";https://twitter.com/morgantaschuk/status/1154370627274444802
yoyehudi;2019-07-25 08:37;4;7;"I can't emphasise the importance of this type of sharing and re-use - it's so important to share your work so others don't have to spend time ironing out hiccups and pains. Save time, save money, do more science # ismbeccb # ISMBECCB2019 # BOSC2019 https://twitter.com/yoyehudi/status/1154369486881001472 …";;;# # #;"1154369963395862529";https://twitter.com/yoyehudi/status/1154369963395862529
morgantaschuk;2019-07-25 08:36;1;1;"AP nf-core is community effort to collect production-ready analysis pipelines. Saves time in development, more testing, more updates https://nf-co.re 20 institutions across the world. Mostly Europe, US, Asia, Australia. # BOSC2019";;;#;"1154369798895280128";https://twitter.com/morgantaschuk/status/1154369798895280128
yoyehudi;2019-07-25 08:35;1;3;"nf-core provides common, high quality re-usable workflow pipelines. If I recall correctly it featured in the OBF newsletter earlier this year or later last year # ISMBECCB2019 # ismbeccb # BOSC2019 pic.twitter.com/YToPM7w4FT";;;# # #;"1154369486881001472";https://twitter.com/yoyehudi/status/1154369486881001472
luispedrocoelho;2019-07-25 08:33;1;5;"My talk on # NGLess at # ISMBECCB # BOSC2019 starts in 7 minutes. It is in the Delhi room (ground floor). Come over. https://microbiomejournal.biomedcentral.com/articles/10.1186/s40168-019-0684-8 …";;;# # #;"1154368953776594944";https://twitter.com/luispedrocoelho/status/1154368953776594944
yoyehudi;2019-07-25 08:32;2;2;"One way to handle this: @ nextflowio - hugely scalable on massive clusters - reproducible if you use best practice - easy to use! # ismbeccb # ISMBECCB2019 # BOSC2019 pic.twitter.com/Fe3vK9lgct";;@;# # #;"1154368830661103622";https://twitter.com/yoyehudi/status/1154368830661103622
pjacock;2019-07-25 08:31;0;3;"Here @ alex_peltzer cites a @ GigaScience tweet, a carton about the iceberg problem in trying a newly published method # BOSC2019 https://twitter.com/yoyehudi/status/1154367760559947776 …pic.twitter.com/NZraS6ZgA9";;@ @;#;"1154368615908610048";https://twitter.com/pjacock/status/1154368615908610048
morgantaschuk;2019-07-25 08:30;0;2;"AP Current bioinformatics challenges are in big data, software dependency and install-ability, reproducibility (especially at scale). Solution: @ nextflowio: automated, parallelizable, reliable, easy for others to run, reproducible results. # BOSC2019";;@;#;"1154368424073732106";https://twitter.com/morgantaschuk/status/1154368424073732106
yoyehudi;2019-07-25 08:30;0;0;"Dependency management tends to be even scarier and harder, yet also more important, when we use projects with reallllly big data # ismbeccb # ismbeccb2019 # BOSC2019 pic.twitter.com/7lLrNefo9V";;;# # #;"1154368274303467520";https://twitter.com/yoyehudi/status/1154368274303467520
yoyehudi;2019-07-25 08:28;2;6;". @ alex_peltzer reminds the # bosc2019 that when pipelines are built up from multiple tools (and they usually are) managing all of the dependencies and reproducing results can be anywhere from awkward to nightmare to impossible. # ismbeccb2019 # ismbeccbpic.twitter.com/V3IzFRIstn";;@;# # #;"1154367760559947776";https://twitter.com/yoyehudi/status/1154367760559947776
morgantaschuk;2019-07-25 08:23;4;6;"Alexander Peltzer. @ alex_peltzer nf-core: Community built bioinformatics pipelines # BOSC2019 # ISMBECCB (thread) @ nf_corehttps://twitter.com/alex_peltzer/status/1154365933638565888 …";;@ @;# #;"1154366635366670337";https://twitter.com/morgantaschuk/status/1154366635366670337
morgantaschuk;2019-07-25 08:21;0;3;"DR We as bioinformaticians can make the pipelines just for us, but we could have it all, we can have the # eierlegendewollmichsau. Paper at : https://doi.org/10.1093/bioinformatics/btz436 … # BOSC2019";;;# #;"1154366123867103232";https://twitter.com/morgantaschuk/status/1154366123867103232
alex_peltzer;2019-07-25 08:21;11;31;"Presenting @ nf_core at @ OBF_BOSC # BOSC2019 - slides here: http://bit.ly/nfcore-bosc-2019 …";;@ @;#;"1154365933638565888";https://twitter.com/alex_peltzer/status/1154365933638565888
morgantaschuk;2019-07-25 08:20;1;1;"DR they’ve replicated the results of a paper with a few commands in snakePipes. Details in photo. # BOSC2019 pic.twitter.com/kpkrDGulzK";;;#;"1154365900298051584";https://twitter.com/morgantaschuk/status/1154365900298051584
morgantaschuk;2019-07-25 08:17;9;10;"So far nobody has contacted the Open Scoop Challenge who has been scooped by open sourcing. There's even prizes! # BOSC2019 https://twitter.com/gvwilson/status/1154337160138579968 …";;;#;"1154365078059343873";https://twitter.com/morgantaschuk/status/1154365078059343873
morgantaschuk;2019-07-25 08:15;0;1;"DR snakePipes framework # BOSC2019 pic.twitter.com/UuNwRbdhRW";;;#;"1154364546670370817";https://twitter.com/morgantaschuk/status/1154364546670370817
