user,location,content,time
hajirasouliha,"New York, USA",FM hints her presentation can turn into a dance party. #LastDance #recomb2019 #keynote https://t.co/SYq1xUhQrU,2019-05-08 20:00:46
gunesaynasinda,"Cambridge, MA - Istanbul, TR","RT @iScience_CP: Panel on #privacyingenomics @recomb2019 #recomb2019 with Bonnie Berger, Itsik Pe’er, Carlos Bustamante, Cenk Sahinalp http…",2019-05-08 19:47:42
madhayhansen,"New York, NY",“Picking the correct distance metric for your problem is important” Lodewijk Brand @LodewijkBrand on drug resistance in HIV #recomb2019,2019-05-08 19:43:30
recomb2019,Washing,RT @madhayhansen: “Similarity is not enough” -Metin Balaban on phylogenetic placement #recomb2019,2019-05-08 19:41:40
recomb2019,Washing,RT @DCGenomics: @NCBI Hoping new friends I met at #recomb2019 will be interested!,2019-05-08 19:41:12
recomb2019,Washing,"RT @RachidOunit: Keynote speaker Mihai Pop, emphasizing the need for standards/definition still missing in #microbiome #studies and #metage…",2019-05-08 19:40:39
recomb2019,Washing,RT @RachidOunit: #Assembly in #metagenomics is (considerably) more difficult than in #genomics as #sequences from various organisms are in…,2019-05-08 19:40:35
recomb2019,Washing,RT @RachidOunit: Keynote speaker Mihai Pop on #computational #challenges in #microbiome #studies nowadays. E.g. Even if a greedy #clusterin…,2019-05-08 19:40:20
recomb2019,Washing,"RT @anthonygitter: @johannhawe @recomb2019 My slides are online if anyone wants to see what they missed!

https://t.co/PaCsFUy5g5",2019-05-08 19:39:24
anthonygitter,,RT @johannhawe: Work from @VingronLab on a new take on graphical models allowing for non-linear associations between nodes using empirical…,2019-05-08 19:32:22
johannhawe,,"@anthonygitter @recomb2019 Great, thanks!",2019-05-08 19:23:12
anthonygitter,,"@johannhawe @recomb2019 My slides are online if anyone wants to see what they missed!

https://t.co/PaCsFUy5g5",2019-05-08 19:22:48
johannhawe,,"RT @anthonygitter: I uploaded the slides for my #RECOMB2019 highlights talk this afternoon about our paper ""Synthesizing Signaling Pathways…",2019-05-08 19:19:27
recomb2019,Washing,RT @johannhawe: Temporal Pathway Synthesizer - extract sign directed networks from longitudinal protein phosphorylation data to study EGF s…,2019-05-08 19:12:42
akdes,"Houston, TX","RT @johannhawe: Martin Vingron (@VingronLab) talks about #randomforests, #enhancer predictions and enhancer #dynamics @recomb2019 
sounds i…",2019-05-08 19:10:34
recomb2019,Washing,RT @johannhawe: Work from @VingronLab on a new take on graphical models allowing for non-linear associations between nodes using empirical…,2019-05-08 19:05:00
madhayhansen,"New York, NY",“Similarity is not enough” -Metin Balaban on phylogenetic placement #recomb2019,2019-05-08 19:01:20
johannhawe,,Work from @VingronLab on a new take on graphical models allowing for non-linear associations between nodes using em… https://t.co/zJ77KEvmit,2019-05-08 18:47:55
johannhawe,,Another great talk @recomb2019,2019-05-08 18:13:10
gbphd,U.S.A.,RT @recomb2019: Scienctist can fun too! #RecombRiverCruise #RECOMB2019 https://t.co/YKqOhQ9xFA,2019-05-08 18:04:18
gbphd,U.S.A.,RT @recomb2019: Amazing bike (and scooter) ride to the Waterfront today! DC on two wheels rocks! https://t.co/rzQiwRIgRL,2019-05-08 18:04:00
johannhawe,,Temporal Pathway Synthesizer - extract sign directed networks from longitudinal protein phosphorylation data to stu… https://t.co/yyJJRwDz60,2019-05-08 17:54:27
CamilleMrcht,,RT @traingene: Fatemah Almodaresi just gave great talk on: “An Efficient and Scalable Representation of High-Dimensional Color Information…,2019-05-08 17:50:02
ArangRhie,"Bethesda, MD",@gibsonkeylie @recomb2019 Great to see the Korean genome was useful :),2019-05-08 16:49:09
DCGenomics,"Pittsburgh, PA",@NCBI Hoping new friends I met at #recomb2019 will be interested!,2019-05-08 16:31:54
DCGenomics,"Pittsburgh, PA","RT @nomad421: Mihai Pop is kicking off the last day of #recomb2019 with his keynote on ""Uncovering heterogeneity in microbial communities"".…",2019-05-08 16:30:50
10xGenomics,"Pleasanton, CA",RT @hajirasouliha: David @dcdanko describes Read Cloud Pigeonholing and our reference free solution for @10xGenomics linked reads as a high…,2019-05-08 16:29:16
Young_Eukaryote,"Columbia, MO",RT @thesteinegger: Protein graphs transitions from disconnected to fully connected by just small changes in the clustering criteria. Talk b…,2019-05-08 15:45:28
pierre_marijon,,"RT @nomad421: Mihai Pop is kicking off the last day of #recomb2019 with his keynote on ""Uncovering heterogeneity in microbial communities"".…",2019-05-08 15:38:06
yugism,,"RT @anthonygitter: I uploaded the slides for my #RECOMB2019 highlights talk this afternoon about our paper ""Synthesizing Signaling Pathways…",2019-05-08 14:46:00
UMDCBCB,"College Park, MD","RT @nomad421: Mihai Pop is kicking off the last day of #recomb2019 with his keynote on ""Uncovering heterogeneity in microbial communities"".…",2019-05-08 14:36:27
nomad421,,"RT @anthonygitter: I uploaded the slides for my #RECOMB2019 highlights talk this afternoon about our paper ""Synthesizing Signaling Pathways…",2019-05-08 14:36:06
recomb2019,Washing,RT @hajirasouliha: David @dcdanko summarizing Minerva in one slide. Read our full paper #OpenAccess in @genomeresearch here: https://t.co/B…,2019-05-08 14:35:11
recomb2019,Washing,"RT @anthonygitter: I uploaded the slides for my #RECOMB2019 highlights talk this afternoon about our paper ""Synthesizing Signaling Pathways…",2019-05-08 14:35:01
recomb2019,Washing,RT @maxal6: The receipt from the bar at #RECOMB2019 cruise proves it was  real fun. https://t.co/dWdpiHa25A,2019-05-08 14:34:34
recomb2019,Washing,#RECOMB2019 sends regards to @UCLA_CGSI and continue supports the tradition of long receipts started at #CGSI2017… https://t.co/APPrqODOPi,2019-05-08 14:33:56
RachidOunit,"San Francisco, CA","Keynote speaker Mihai Pop, emphasizing the need for standards/definition still missing in #microbiome #studies and… https://t.co/bnHLA5TRSA",2019-05-08 14:32:43
anthonygitter,,"I uploaded the slides for my #RECOMB2019 highlights talk this afternoon about our paper ""Synthesizing Signaling Pat… https://t.co/lHbGcb55wA",2019-05-08 14:31:43
RachidOunit,"San Francisco, CA",#Assembly in #metagenomics is (considerably) more difficult than in #genomics as #sequences from various organisms… https://t.co/c6C1Yj6z94,2019-05-08 14:24:35
bioinformer,US🇺🇸& elsewhere,RT @RachidOunit: Keynote speaker Mihai Pop on #computational #challenges in #microbiome #studies nowadays. E.g. Even if a greedy #clusterin…,2019-05-08 14:23:50
jameslz,China,RT @krsahlin: I will be giving a talk about clustering long transcriptomic reads into gene families in the next #recomb2019 sequencing trac…,2019-05-08 14:23:50
hajirasouliha,"New York, USA",David @dcdanko summarizing Minerva in one slide. Read our full paper #OpenAccess in @genomeresearch here:… https://t.co/LpoY0VgQ0N,2019-05-08 14:22:32
maxal6,George Washington University,The receipt from the bar at #RECOMB2019 cruise proves it was  real fun. https://t.co/dWdpiHa25A,2019-05-08 14:19:52
ElementoLab,New York city,RT @hajirasouliha: David @dcdanko describes Read Cloud Pigeonholing and our reference free solution for @10xGenomics linked reads as a high…,2019-05-08 14:17:26
RachidOunit,"San Francisco, CA",Keynote speaker Mihai Pop on #computational #challenges in #microbiome #studies nowadays. E.g. Even if a greedy… https://t.co/G34sA7XkAs,2019-05-08 14:13:50
nomad421,,RT @hajirasouliha: David @dcdanko describes Read Cloud Pigeonholing and our reference free solution for @10xGenomics linked reads as a high…,2019-05-08 14:12:44
recomb2019,Washing,RT @hajirasouliha: David @dcdanko describes Read Cloud Pigeonholing and our reference free solution for @10xGenomics linked reads as a high…,2019-05-08 14:11:21
hajirasouliha,"New York, USA",David @dcdanko describes Read Cloud Pigeonholing and our reference free solution for @10xGenomics linked reads as a… https://t.co/m9k52mYisH,2019-05-08 14:10:17
recomb2019,Washing,"RT @nomad421: Highlight talk on ""Minerva: An Alignment and Reference Free Approach to Deconvolve Linked-Reads for Metagenomics"" by @dcdanko…",2019-05-08 14:05:05
hajirasouliha,"New York, USA","RT @nomad421: Highlight talk on ""Minerva: An Alignment and Reference Free Approach to Deconvolve Linked-Reads for Metagenomics"" by @dcdanko…",2019-05-08 14:04:51
nomad421,,"Highlight talk on ""Minerva: An Alignment and Reference Free Approach to Deconvolve Linked-Reads for Metagenomics"" b… https://t.co/mVPe9BnJ3V",2019-05-08 14:04:05
recomb2019,Washing,"RT @AnatEtzionFuchs: Mihai Pop is discussing the future of metagenomics research, open questions in the field, and the importance of reprod…",2019-05-08 14:01:11
recomb2019,Washing,"RT @ldoroud: For scientists interested and new to #microbiome, there are a lot that needs to be done — we need to have a concrete definitio…",2019-05-08 14:01:07
IraAstrouskaya,,"RT @nomad421: Mihai Pop is kicking off the last day of #recomb2019 with his keynote on ""Uncovering heterogeneity in microbial communities"".…",2019-05-08 14:00:35
AnatEtzionFuchs,"Princeton, NJ","Mihai Pop is discussing the future of metagenomics research, open questions in the field, and the importance of rep… https://t.co/ShY7orDU62",2019-05-08 13:57:18
ldoroud,"San Francisco, CA","For scientists interested and new to #microbiome, there are a lot that needs to be done — we need to have a concret… https://t.co/9TZ2XEOJst",2019-05-08 13:56:20
gibsonkeylie,,RT @StevenSalzberg1: Wish I could be at Mihai Pop's #recomb2019 keynote but I'm at #BoG19 instead. I think this is the first time that thes…,2019-05-08 13:49:17
traingene,"Houston, TX","RT @nomad421: Mihai Pop is kicking off the last day of #recomb2019 with his keynote on ""Uncovering heterogeneity in microbial communities"".…",2019-05-08 13:46:17
CamilleMrcht,,"RT @nomad421: Mihai Pop is kicking off the last day of #recomb2019 with his keynote on ""Uncovering heterogeneity in microbial communities"".…",2019-05-08 13:45:26
recomb2019,Washing,"RT @ldoroud: It was the best of times, it was the worst of times, it was the age of #metagenomics #RECOMB2019 https://t.co/hu4zKu9zSw",2019-05-08 13:41:55
recomb2019,Washing,RT @AshleyMaeConard: Mihai Pop presents different modes of genome assembly problems. Fantastic talk #recomb2019 https://t.co/NHB6KU7qqD,2019-05-08 13:41:50
AshleyMaeConard,,RT @recomb2019: @HarshitSahay @AshleyMaeConard and @ttrungq found out that they are all part of the same Bayesian tree through their academ…,2019-05-08 13:33:45
AshleyMaeConard,,Mihai Pop presents different modes of genome assembly problems. Fantastic talk #recomb2019 https://t.co/NHB6KU7qqD,2019-05-08 13:33:06
ldoroud,"San Francisco, CA","It was the best of times, it was the worst of times, it was the age of #metagenomics #RECOMB2019 https://t.co/hu4zKu9zSw",2019-05-08 13:31:11
serghei_mangul,Santa Monica,RT @ldoroud: Mihai pop is talking about changes in gut #microbiome before and after receiving antibiotics #RECOMB2019 https://t.co/WLvKEhya…,2019-05-08 13:30:40
recomb2019,Washing,RT @hajirasouliha: MP: sometimes data is so huge that a simple polynomial greedy algorithm is not feasible. #recomb2019 https://t.co/tBPVlh…,2019-05-08 13:28:18
recomb2019,Washing,RT @ldoroud: Mihai pop is talking about changes in gut #microbiome before and after receiving antibiotics #RECOMB2019 https://t.co/WLvKEhya…,2019-05-08 13:28:14
ldoroud,"San Francisco, CA",Mihai pop is talking about changes in gut #microbiome before and after receiving antibiotics #RECOMB2019 https://t.co/WLvKEhyavP,2019-05-08 13:26:53
nomad421,,RT @hajirasouliha: MP: you need to know where your data came from before starting the analysis. #16s #wgs #recomb2019 https://t.co/6dX0qwAF…,2019-05-08 13:21:27
hajirasouliha,"New York, USA",MP: sometimes data is so huge that a simple polynomial greedy algorithm is not feasible. #recomb2019 https://t.co/tBPVlhcAMs,2019-05-08 13:18:44
nomad421,,RT @StevenSalzberg1: Wish I could be at Mihai Pop's #recomb2019 keynote but I'm at #BoG19 instead. I think this is the first time that thes…,2019-05-08 13:15:10
StevenSalzberg1,"Maryland, USA",Wish I could be at Mihai Pop's #recomb2019 keynote but I'm at #BoG19 instead. I think this is the first time that t… https://t.co/XIN2NjNxWw,2019-05-08 13:10:27
recomb2019,Washing,"RT @nomad421: Mihai Pop is kicking off the last day of #recomb2019 with his keynote on ""Uncovering heterogeneity in microbial communities"".…",2019-05-08 13:09:07
recomb2019,Washing,RT @hajirasouliha: MP: you need to know where your data came from before starting the analysis. #16s #wgs #recomb2019 https://t.co/6dX0qwAF…,2019-05-08 13:07:40
hajirasouliha,"New York, USA",MP: you need to know where your data came from before starting the analysis. #16s #wgs #recomb2019 https://t.co/6dX0qwAFbj,2019-05-08 13:07:26
szetoinsitu,LAX/MSP/HOU/DCA,"RT @nomad421: Mihai Pop is kicking off the last day of #recomb2019 with his keynote on ""Uncovering heterogeneity in microbial communities"".…",2019-05-08 13:04:46
nomad421,,"Mihai Pop is kicking off the last day of #recomb2019 with his keynote on ""Uncovering heterogeneity in microbial com… https://t.co/SEeIhx3koF",2019-05-08 13:02:18
jasonnfan,,RT @recomb2019: “The best thing about #recomb2019 is finding other snakemake enthusiasts” @keller__mark @KiranJavkar https://t.co/OPjeVF5TiO,2019-05-08 12:52:46
pierrevabres,"Centre MAGEC, Dijon, France",RT @PeterPnrobinson: Mike Brudno presents a cool new method for ontology based textmining at #RECOMB2019 @hp_ontology https://t.co/pismLLSw…,2019-05-08 12:39:20
dcdanko,"Manhattan, NY",RT @hajirasouliha: Great photo. Great community. Thanks #RebeccaSartoBasso for the photo and leading the walk! #recomb2019 https://t.co/PXV…,2019-05-08 12:23:53
recomb2019,Washing,RT @hajirasouliha: Great photo. Great community. Thanks #RebeccaSartoBasso for the photo and leading the walk! #recomb2019 https://t.co/PXV…,2019-05-08 12:12:12
gibsonkeylie,,RT @hajirasouliha: Great photo. Great community. Thanks #RebeccaSartoBasso for the photo and leading the walk! #recomb2019 https://t.co/PXV…,2019-05-08 12:11:32
BeccasBugs,"Washington, DC",RT @hajirasouliha: Great photo. Great community. Thanks #RebeccaSartoBasso for the photo and leading the walk! #recomb2019 https://t.co/PXV…,2019-05-08 12:11:01
hajirasouliha,"New York, USA",Great photo. Great community. Thanks #RebeccaSartoBasso for the photo and leading the walk! #recomb2019 https://t.co/PXVC3FPbtZ,2019-05-08 12:09:06
CBI_at_GWU,"Ashburn, VA",RT @recomb2019: Come find @gibsonkeylie and @BeccasBugs and tell us your favorite part about #recomb2019 so far or a tweetable fact about y…,2019-05-08 11:43:10
pavel_avdeyev,,"RT @recomb2019: Many thanks to our awesome conference designer Chanson Benjamin! This is the face of our awesome graphics on our mugs, bags…",2019-05-08 10:38:50
recomb2019,Washing,RT @danfdeblasio: I’m on a boat. #RECOMB2019 https://t.co/NcnKYbsP2D,2019-05-08 10:36:50
gibsonkeylie,,RT @recomb2019: Scienctist can fun too! #RecombRiverCruise #RECOMB2019 https://t.co/YKqOhQ9xFA,2019-05-08 10:25:16
gibsonkeylie,,RT @recomb2019: “The best thing about #recomb2019 is finding other snakemake enthusiasts” @keller__mark @KiranJavkar https://t.co/OPjeVF5TiO,2019-05-08 10:25:12
gibsonkeylie,,RT @recomb2019: Come see Lodewijk Brand’s talk over HIV antiretroviral treatment (ART) cross-resistance tomorrow afternoon! #recomb2019 #Re…,2019-05-08 10:25:10
gibsonkeylie,,RT @recomb2019: Favorite thing about #RECOMB2019 is “THIS CRUISE!” Cheers! #RecombRiverCruise https://t.co/k5yCYGOHfX,2019-05-08 10:25:07
gibsonkeylie,,RT @recomb2019: “Long reads are cool.” -  @fenderglass’s fun fact about his research! #longreads #RECOMB2019 #RecombRiverCruise https://t.c…,2019-05-08 10:25:02
gibsonkeylie,,RT @recomb2019: “I love everything about Washington DC! The city is amazing!” And “it was really multicultural compared to where I’m at in…,2019-05-08 10:24:59
gibsonkeylie,,RT @recomb2019: John’s favorite thing about #RECOMB2019 is meeting all the new exciting and interesting people on the boat! #RecombRiverCru…,2019-05-08 10:24:56
gibsonkeylie,,"RT @recomb2019: Many thanks to our awesome conference designer Chanson Benjamin! This is the face of our awesome graphics on our mugs, bags…",2019-05-08 10:24:43
