username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink
OncoZine,2020-06-28 11:42,0,0,"Become a Patreon of The Onco'Zine Brief on PRX (Public Radio) - interviews with doctors about cancer and cancer treatment https://adc.expert/BeAPatreonOfTheOncoZineBrief … @ AACR @ ASCO @ CPhIWW @ World_ADC @ myESMO @ AACI_Cancer # cancer @ ukhealthradio @ prx @ NPRHealth @ nprsciencepic.twitter.com/fbFA2SaM5K",,@ @ @ @ @ @ @ @ @ @,#,"1277266003102240768",https://twitter.com/OncoZine/status/1277266003102240768
HingleySusanne,2020-06-28 11:24,0,0,"And what are you doing regarding research into the root cause of cancer? Are you researching legal toxins that are in our food and household goods?",,,,"1277261488051441665",https://twitter.com/HingleySusanne/status/1277261488051441665
KatsuakiMaehara,2020-06-28 10:20,0,2,"I didn't realize that there are 17 subtypes of PRAP. Trieded to listen the to session about PARP7 of AACR, but switched to studying PARP. PARP 1-3 that is currently used for treatment. A lack of study. # AACR20 @ OncoAlerthttps://www.nature.com/articles/nrm1963 …",,@,#,"1277245523712307203",https://twitter.com/KatsuakiMaehara/status/1277245523712307203
MayoClinicGIHep,2020-06-28 10:00,11,68,"Congrats to Dr. @ LewisRobertsMD who is a team member of The Cancer Genome Atlas recognized by @ AACR with the 2020 Team Science Awards. Learn more: https://bit.ly/2BKf4hE pic.twitter.com/anENF30QVQ",,@ @,,"1277240340538425345",https://twitter.com/MayoClinicGIHep/status/1277240340538425345
NCICRCHD,2020-06-28 08:45,1,2,"Dr. Lisa Newman delivered the AACR-Minorities in Cancer Research Jane Cooke Wright Lectureship. If you attended # AACR20, here's Dr. Newman's talk: https://buff.ly/2B4uPQU pic.twitter.com/hUeoEPhgWs",,,#,"1277221474584211464",https://twitter.com/NCICRCHD/status/1277221474584211464
mrPeterJam,2020-06-28 08:23,3,10,"As a # Cancer survivor I believe # cancerresearch is important for # Cancerprevention so I did 169029 steps for @ AACR @ Philly_Marathon Virtual 100k Step Challenge-Presented by @ Garmin @ GarminFitness Thank y'all # BeLovepic.twitter.com/SAK1U1torn",,@ @ @ @,# # # #,"1277215963407167488",https://twitter.com/mrPeterJam/status/1277215963407167488
mrPeterJam,2020-06-28 08:21,0,5,"As a # Cancer survivor I believe # cancerresearch is important for # Cancerprevention so I did 169029 steps for @ AACR @ Philly_Marathon Virtual 100k Step Challenge-Presented by @ Garmin @ GarminFitness Thank y'all # BeLove https://d29zvysez2ck4z.cloudfront.net/21425934-10_v7-150f4fe7546980cd152a3417491cf215.png#.XviJ6MNILeQ.twitter …",,@ @ @ @,# # # # #,"1277215527153303553",https://twitter.com/mrPeterJam/status/1277215527153303553
OncLive,2020-06-28 06:00,0,1,"The phase 1 study evaluated the combination of osimertinib, a third-generation EGFR TKI, and savolitinib, an investigational highly selective MET TKI. @ AACR # AACR20 # lcsm http://ow.ly/MHxB50AjuMT pic.twitter.com/Jac9ozSiOg",,@,# #,"1277180057220513792",https://twitter.com/OncLive/status/1277180057220513792
BelenLloveras,2020-06-28 04:05,0,1,"Congratulations!! We must celebrate it!",,,,"1277151013288411136",https://twitter.com/BelenLloveras/status/1277151013288411136
HingleySusanne,2020-06-28 03:07,0,0,"When are you going to start researching the legal chemicals that are present in our food and household goods?",,,,"1277136546265792514",https://twitter.com/HingleySusanne/status/1277136546265792514
NeliMUlrich,2020-06-27 20:07,2,4,"Tribute to one of the greatest women in # CancerResearch. We will miss Zena! @ AACR ⁦⁦ @ AACRPres⁩ # WomeninSTEM Zena Werb | In Memoriam | AACR Membershiphttps://www.aacr.org/professionals/membership/in-memoriam/zena-werb/ …",,@ @,# #,"1277030857119690752",https://twitter.com/NeliMUlrich/status/1277030857119690752
OncLive,2020-06-27 19:00,0,0,". @ pkluetz, of @ FDAOncology, explains that long before # COVID-19, calls to learn from RWD and “decentralize” standard components of cancer clinical trials for favor of more “patient-friendly” alternatives were heard in oncology. @ AACR # AACR20 http://ow.ly/T2H450Ajufs pic.twitter.com/81Bhm4HWm2",,@ @ @,# #,"1277013932851560449",https://twitter.com/OncLive/status/1277013932851560449
therealpanna,2020-06-27 18:31,0,0,"Lantern Pharma ($LTRN) had the opportunity to present our poster on LP-184 and how this can be a powerful compound (w/ nano-molar potency) in cancers that have KEAP1 mutations (which also tend not to respond to chemotherapy) and have elevated levels of PTGR1. @ AACR, # cancerdrugpic.twitter.com/bp2veaZdO5",,@,#,"1277006644581412864",https://twitter.com/therealpanna/status/1277006644581412864
HockleyOn,2020-06-27 18:13,0,0,"So more than half are just",,,,"1277002242256703496",https://twitter.com/HockleyOn/status/1277002242256703496
mattfdyer,2020-06-27 16:47,0,0,"Cancer: It’s a growth industry.",,,,"1276980542550900736",https://twitter.com/mattfdyer/status/1276980542550900736
OncLive,2020-06-27 16:00,0,0,"A study evaluated enfortumab vedotin’s mechanism of action in 2 UC models, T-24 and UM-UC-3, which were sensitive to the antibody-drug conjugate in vitro and in vivo and had been engineered to express Nectin-4. @ AACR # AACR20 # blcsm http://ow.ly/REW950Aju9F pic.twitter.com/kiLJMpXni2",,@,# #,"1276968643038007299",https://twitter.com/OncLive/status/1276968643038007299
AACR,2020-06-27 16:00,1,2,"A diverse set of studies was presented by the NextGen Stars during two sessions at # AACR20. Read on to learn more. https://bit.ly/3eDwk6U",,,#,"1276968574872162304",https://twitter.com/AACR/status/1276968574872162304
HingleySusanne,2020-06-27 15:20,0,0,"Are you also looking at international regulations regarding chemical toxins in our food and household goods?",,,,"1276958589828153345",https://twitter.com/HingleySusanne/status/1276958589828153345
HughE_Dillon,2020-06-27 15:05,0,1,"MT @ AACR: Registration is now open for AACR VIRTUAL MEETING: COVID-19 AND CANCER, July 20-22. will focus on the presentation of emerging data in basic, clinical, and epidemiologic research related to COVID-19 and cancer. https://bit.ly/2ZfYoXx # AACRCovidpic.twitter.com/XGmlh20DiZ",,@,#,"1276954733526372352",https://twitter.com/HughE_Dillon/status/1276954733526372352
CellPressNews,2020-06-27 15:00,10,30,"Get our latest Best of @ ImmunityCP and read some of the most exciting articles published in the 2019. # AACR20 https://bit.ly/2VoVMWp",,@,#,"1276953463461740546",https://twitter.com/CellPressNews/status/1276953463461740546
CrozrX,2020-06-27 14:27,0,1,"# first images of # Duvelisib (PI3K g/d) and # VS-5584 (PI3K mTOR) vs. # SARSCoV2 # COVID19 @ DMSabatini @ VerastemOncolog @ FDAOncology @ DrWoodcockFDA @ SteveFDA @ NIH @ NIHDirector @ AACR @ ASCO @ ASCOPres @ myESMO @ theNCI @ NCIDirector @ VPrasadMDMPH @ FranciscoMarty_ @ VirusesImmunitypic.twitter.com/lBrxFjCNXf",,@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @,# # # # #,"1276945290906435584",https://twitter.com/CrozrX/status/1276945290906435584
EngIPM,2020-06-27 12:45,1,8,""A sensational Opening Ceremony of the AACR Virtual Annual Meeting II: Opening Plenary Captures the Breadth of Cutting-edge Cancer Research," including a talk by @ EngIPM Director Olivier Elemento, PhD ( @ ElementoLab) @ WeillCornell @ AACR # PrecisionMedicinehttps://www.aacr.org/professionals/blog/aacr-virtual-annual-meeting-ii-opening-plenary-captures-the-breadth-of-cutting-edge-cancer-research/ …",,@ @ @ @,#,"1276919710840430593",https://twitter.com/EngIPM/status/1276919710840430593
EwingStudy,2020-06-27 12:23,0,1,"Congrats Cigall @ CKadoch @ AACR https://twitter.com/CKadoch/status/1275921758118346752 …",,@ @,,"1276913976245465088",https://twitter.com/EwingStudy/status/1276913976245465088
nazik_hammad,2020-06-27 11:49,0,0,"What a great honour for you and AORTIC. Agree with Dr, Bello that this is coming at the right time as I am sure you will promote collaboration with our African American colleagues to address the equity gap in cancer control on both sides of the ocean",,,,"1276905520113373184",https://twitter.com/nazik_hammad/status/1276905520113373184
NCICRCHD,2020-06-27 11:44,1,0,"# AACR20 featured the MICR Scientific Symposium: "Health Inequities and Disparities in the # COVID19 Pandemic and Impact on Cancer Care Among Racial and Ethnic Minorities and the Medically Underserved" If you attended, here's the recording: https://buff.ly/2ZhpMV2 pic.twitter.com/XybwNgwPTi",,,# #,"1276904126945861632",https://twitter.com/NCICRCHD/status/1276904126945861632
OncoZine,2020-06-27 11:40,0,0,"Become a Patreon of The Onco'Zine Brief on PRX (Public Radio) - interviews with doctors about cancer and cancer treatment https://adc.expert/BeAPatreonOfTheOncoZineBrief … @ AACR @ ASCO @ CPhIWW @ World_ADC @ myESMO @ AACI_Cancer # cancer @ ukhealthradio @ prx @ NPRHealth @ nprsciencepic.twitter.com/ky9XOJWBvT",,@ @ @ @ @ @ @ @ @ @,#,"1276903111836069888",https://twitter.com/OncoZine/status/1276903111836069888
ADCReview,2020-06-27 11:39,0,0,"Become a Patreon of The Onco'Zine Brief on PRX (Public Radio) - interviews with doctors about cancer and cancer treatment https://adc.expert/BeAPatreonOfTheOncoZineBrief … @ AACR @ ASCO @ CPhIWW @ World_ADC @ myESMO @ AACI_Cancer # cancer @ ukhealthradio @ prx @ NPRHealth @ nprsciencepic.twitter.com/YqyBePM3cN",,@ @ @ @ @ @ @ @ @ @,#,"1276902860186238978",https://twitter.com/ADCReview/status/1276902860186238978
ASCOPost,2020-06-27 10:08,3,3,"Lipophilic Statins May Reduce Mortality in Patients With Ovarian Cancer https://www.ascopost.com/news/june-2020/lipophilic-statins-may-reduce-mortality-in-patients-with-ovarian-cancer/ … # gyncsm # oncology # cancer # AACR20",,,# # # #,"1276879959307386882",https://twitter.com/ASCOPost/status/1276879959307386882
CellPressNews,2020-06-27 09:00,5,11,"Get our latest Best of @ Cancer_Cell and read some of the most exciting articles published in the 2019. # AACR20 https://bit.ly/2CHbMMF pic.twitter.com/W9HGu4B0xg",,@,#,"1276862871083892737",https://twitter.com/CellPressNews/status/1276862871083892737
CancerResearch,2020-06-27 08:00,1,4,"Congratulations to associate director of CRI's Scientific Advisory Council @ wolchokj on being honored with 2020 @ AACR-Joseph H. Burchenal Award for Outstanding Achievement in Clinical Cancer Research https://bit.ly/2V4fIgU pic.twitter.com/4ekfd1G7ko",,@ @,,"1276847838408966145",https://twitter.com/CancerResearch/status/1276847838408966145
OncLive,2020-06-27 07:00,1,3,"Marcelo L. Ribeiro, MD, of @ CarrerasIJC, highlights that when tested in REC-1 BTK C481S–mutant MCL cell lines, only TG-1701, in comparison with other reversible and irreversible BTK inhibitors, showed some inhibitory activity. @ AACR # AACR20 # lymsm http://ow.ly/zlkq50AjdxM pic.twitter.com/PSkVj0Wl0f",,@ @,# #,"1276832789447487488",https://twitter.com/OncLive/status/1276832789447487488
OncLive,2020-06-27 06:00,2,1,"With regard to tucatinib's mechanism of action, the small molecule is thought to diffuse into cells, selectively bind to the kinase domain of HER2, inhibit activation of downstream signaling cascades. @ AACR # AACR20 # HER2 http://ow.ly/o2IC50Ajdj9 pic.twitter.com/5TChmP83IR",,@,# #,"1276817648509235202",https://twitter.com/OncLive/status/1276817648509235202
HinaZamir2,2020-06-27 03:46,0,0,"yes @ jibranics You should also check out and see whats happening around the globe. The videos are available till end of September.",,@,,"1276783908898648064",https://twitter.com/HinaZamir2/status/1276783908898648064
OncLive,2020-06-27 02:00,1,3,". @ HornLeora, of @ VUMC_Cancer, discusses PD-L1 and blood tumor mutational burden status in patients with extensive-stage small cell lung cancer enrolled in the phase IMpower133 trial. @ AACR # AACR20 # lcsm http://ow.ly/cMc350Ajd3S pic.twitter.com/P4ZgsGCHUV",,@ @ @,# #,"1276757213131018244",https://twitter.com/OncLive/status/1276757213131018244
EvoEsievoadje,2020-06-27 01:56,0,0,"Congratulations Ma'am!",,,,"1276756167977570304",https://twitter.com/EvoEsievoadje/status/1276756167977570304
jibranics,2020-06-27 00:52,0,1,"Ahan",,,,"1276740191995285505",https://twitter.com/jibranics/status/1276740191995285505
OncLive,2020-06-26 23:00,0,6,"The combination of nivolumab and ipilimumab provided similar clinical benefit to that of chemotherapy when given as a frontline treatment for patients with advanced NSCLC. @ HosseinBorghaei @ FoxChaseCancer @ AACR # AACR20 # lcsmhttp://ow.ly/snMm50AjcuC",,@ @ @,# #,"1276711950739738625",https://twitter.com/OncLive/status/1276711950739738625
HinaZamir2,2020-06-26 22:28,0,6,"Done with @ AACR Virtual annual meeting II. Its been a great Journey, @ pmlabpk would be waiting for your Next Shot .pic.twitter.com/q1Zi57IIqu",,@ @,,"1276703935915573249",https://twitter.com/HinaZamir2/status/1276703935915573249
OncLive,2020-06-26 22:00,0,0,"The HER2-selective TKI tucatinib demonstrated potent antitumor activity alone and in combination with ado-trastuzumab emtansine in HER2-overexpressing breast cancer cell lines and xenograft models. @ AACR # AACR20 # bcsmhttp://ow.ly/lmcb50Aj6ti",,@,# #,"1276696898754281472",https://twitter.com/OncLive/status/1276696898754281472
USCNorrisCOE,2020-06-26 20:18,1,1,"Kudos to # AACR20 for putting together these exceptional virtual annual meetings I & II. Powerful, thoughtful, inspiring, and constructive presentations, sessions, and panel discussions! # AACR20 # CancerResearch # CancerHealthDisparities # MinorityHealth # COVID19 # ProstateCancerpic.twitter.com/0ZhHIKU7U5",,,# # # # # # #,"1276671097098825730",https://twitter.com/USCNorrisCOE/status/1276671097098825730
NCICRCHD,2020-06-26 20:05,2,2,"AACR Virtual Annual Meeting II featured a Special Session on Racism and Racial Inequities in Cancer Research. If you attended # AACR20, here's the panel discussion: https://buff.ly/2Yzx3k4 pic.twitter.com/uTUCzWiLBG",,,#,"1276667819070021632",https://twitter.com/NCICRCHD/status/1276667819070021632
OncLive,2020-06-26 20:00,0,1,"Results of the study support further investigation into the utility of survivin as a molecular target in manipulation tumor biology. @ AACR # AACR20 http://ow.ly/fZfy50Aj6Zc pic.twitter.com/Y2uDiuNY7l",,@,#,"1276666659072290816",https://twitter.com/OncLive/status/1276666659072290816
m0370,2020-06-26 18:21,0,6,"STK11がICIの耐性に関与しているかどうか問題、KEYNOTE-189をもとにした # AACR20 のこのポスターの高解像度版が見たいけどどこかに落ちてない？ https://twitter.com/Dr_ZiMingZhao/status/1275801907043368963 …",,,#,"1276641747213234176",https://twitter.com/m0370/status/1276641747213234176
betsymullen,2020-06-26 18:16,0,0,"Give Every # Patient an Equal Chance to Live: # Diversify the National # StemCell Donor Registry - Sign the Petition! http://chng.it/z5GbtM8R To Potentially Save a Life Text: 2CURE to 61474. # bloodcancer # healthequity # sicklecellanemia # rarediseases # blooddiseases",,,# # # # # # # #,"1276640475445817345",https://twitter.com/betsymullen/status/1276640475445817345
betsymullen,2020-06-26 18:14,0,0,"Give Every # Patient an Equal Chance to Live: # Diversify the National # StemCell Donor Registry - Sign the Petition! http://chng.it/z5GbtM8R To Potentially Save a Life Text: 2CURE to 61474. # bloodcancer # healthequity # sicklecellanemia # rarediseases # blooddiseases",,,# # # # # # # #,"1276639972133494784",https://twitter.com/betsymullen/status/1276639972133494784
betsymullen,2020-06-26 18:13,0,0,"Give Every # Patient an Equal Chance to Live: # Diversify the National # StemCell Donor Registry - Sign the Petition! http://chng.it/z5GbtM8R To Potentially Save a Life Text: 2CURE to 61474. # bloodcancer # healthequity # sicklecellanemia # rarediseases # blooddiseases",,,# # # # # # # #,"1276639844681150464",https://twitter.com/betsymullen/status/1276639844681150464
ARWaksmunski,2020-06-26 18:05,0,0,"Congratulations, @ JBarnholtzSloan!",,@,,"1276637745151082500",https://twitter.com/ARWaksmunski/status/1276637745151082500
TangledWing,2020-06-26 18:03,0,1,"No no no, it was fine, certainly close enough! It was just nerdy me trying to pin down what I wrote all those years ago. Also it’s a bit subtle and I didn’t want anyone to think I was justifying inequality...",,,,"1276637256971886594",https://twitter.com/TangledWing/status/1276637256971886594
betsymullen,2020-06-26 18:01,0,0,"Give Every # Patient an Equal Chance to Live: # Diversify the National # StemCell Donor Registry - Sign the Petition! http://chng.it/z5GbtM8R To Potentially Save a Life Text: 2CURE to 61474. # bloodcancer # healthequity # sicklecellanemia # rarediseases # blooddiseases",,,# # # # # # # #,"1276636727201808385",https://twitter.com/betsymullen/status/1276636727201808385
OncLive,2020-06-26 18:00,0,3,"Tiragolumab in combination w/ atezolizumab demonstrated early clinical activity and was found to be well tolerated in patients w/ advanced solid tumors, including those with metastatic NSCLC. @ AACR @ SarahCannonDocs # AACR20 # lcsmhttp://ow.ly/Kzp150Aj6A2",,@ @,# #,"1276636457050963973",https://twitter.com/OncLive/status/1276636457050963973
RiyueSunnyBao,2020-06-26 17:37,0,3,"Now I am curious which # conference it is. # AACR2020 was free and # ASCO2020 tops at $300 for nonmembers , members free",,,# # #,"1276630721214513152",https://twitter.com/RiyueSunnyBao/status/1276630721214513152
Cleveland_ICB,2020-06-26 17:30,0,5,"Kudos to @ JBarnholtzSloan for being recognized with the @ AACR 2020 Team Science Award. See our press release here: https://bit.ly/2020AACRTeamScience …pic.twitter.com/IBHq9uIbi7",,@ @,,"1276628896864182275",https://twitter.com/Cleveland_ICB/status/1276628896864182275
ccsainc,2020-06-26 17:29,0,1,"@ AACR addresses racial inequalities in cancer research in its virtual annual meeting on June 23, 2020; to watch the video, click here: https://bit.ly/31hh2RD .pic.twitter.com/TW9l0Wyi03",,@,,"1276628721378553856",https://twitter.com/ccsainc/status/1276628721378553856
ccsainc,2020-06-26 17:15,0,2,"Scientists address cancer-causing chemicals (carcinogens) that we are exposed to in our daily lives at the @ AACR June 22, 2020 meeting; to watch this meeting video; click here: https://bit.ly/2NyWFXS and check out our R&D efforts in cancer research at http://ccsainc.com .pic.twitter.com/6idA6Dqo6W",,@,,"1276625276353474562",https://twitter.com/ccsainc/status/1276625276353474562
NCIDirector,2020-06-26 16:56,12,16,"@ theNCI is committed overcoming # HealthDisparities in # CancerResearch and supporting a diverse workforce. This # AACR20 presentation highlighted some of our ongoing efforts in these areas. https://twitter.com/theNCI/status/1276512960832249861 …",,@,# # #,"1276620334825947136",https://twitter.com/NCIDirector/status/1276620334825947136
marks_science,2020-06-26 16:46,0,0,"Zena Werb, PhD, FAACR: In Memoriam @ AACR https://www.youtube.com/watch?v=ZzQzu5cvTOU&feature=youtu.be …",,@,,"1276617932056006657",https://twitter.com/marks_science/status/1276617932056006657
JeamesSailor,2020-06-26 16:36,0,1,"Good afternoon Mel...I am grateful that you explained this and I am sorry if I got it mixed up. When I heard this, it resonated in many ways for me. I am an educator, so I will definitely locate the source to use it correctly in its context. I do apologize again for mistake.",,,,"1276615257612574720",https://twitter.com/JeamesSailor/status/1276615257612574720
AACR,2020-06-26 16:30,7,10,". @ AACRPres Antoni Ribas spoke with @ JournalCancer about the impact of # COVID19 on patients with # cancer and an # AACR20 session featuring late-breaking research from pandemic hotspots: https://bit.ly/3g5DMbt",,@ @,# # #,"1276613722207895559",https://twitter.com/AACR/status/1276613722207895559
AdaptiveBiotech,2020-06-26 16:26,0,2,"Learn how immunoSEQ Technology is helping researchers drive discovery in the field of cancer research. Explore posters from # AACR20, recent & upcoming webinars, publications and immuneACCESS. https://rebrand.ly/a80b2 Research Use Only. Not for use in diagnostic procedures.pic.twitter.com/FLNJRA9aUj",,,#,"1276612816808693761",https://twitter.com/AdaptiveBiotech/status/1276612816808693761
AACR_CEO,2020-06-26 16:04,0,1,"Congratulations Ray on being selected as a Fellow of Royal College of Physicians, well deserved and thank you for all you do for the @ AACR and @ AACRFoundation.",,@ @,,"1276607268042280963",https://twitter.com/AACR_CEO/status/1276607268042280963
AACRFoundation,2020-06-26 16:00,0,0,"From # AACR20: NCI Director Norman E. “Ned” Sharpless addresses disparities and maps out plans for the future amid “profound upheaval.” https://bit.ly/31jgL0j",,,#,"1276606197529968641",https://twitter.com/AACRFoundation/status/1276606197529968641
Zarif_Lab,2020-06-26 15:55,4,27,"A hearty Congratulations to @ dpardol1 Dr. Drew Pardoll, mentor, Professor @ HopkinsMedicine and Director of the @ bloombergkimmel on being elected to the 2020 class of Fellows of the @ AACR Academy!",,@ @ @ @,,"1276605010651099136",https://twitter.com/Zarif_Lab/status/1276605010651099136
TheCancerLetter,2020-06-26 15:50,2,10,". @ AACR session on disparities points to the new consensus: Being woke is not enough. The name of the session was a message in and of itself: “Racism and Racial Inequalities in Cancer Research." — http://cancerletter.com/articles/20200626_2/ …pic.twitter.com/vR5NJx1M6t",,@,,"1276603655731458052",https://twitter.com/TheCancerLetter/status/1276603655731458052
Hopkins_HemOnc,2020-06-26 15:11,1,3,"Congratulations to graduating fellow @ DrArsenOsipov, and the @ hopkinskimmel GI Oncology Group, Dr. @ jaffeejaffee, Dr. @ laherda, and Dr. @ MarkYarchoan for their latest manuscript! @ AACR https://twitter.com/MarkYarchoan/status/1276551847675867137 …",,@ @ @ @ @ @,,"1276593992222687233",https://twitter.com/Hopkins_HemOnc/status/1276593992222687233
TangledWing,2020-06-26 14:41,0,2,"Thank you Stacey, be safe and well.",,,,"1276586334828838914",https://twitter.com/TangledWing/status/1276586334828838914
ziopharm,2020-06-26 14:18,2,17,"Congratulations Dr. Rosenberg on winning the 2020 @ AACR and @ CancerResearch Lloyd J. Old Award in Cancer Immunotherapy! # CancerResearch # Immunotherapyhttps://twitter.com/CancerResearch/status/1275870071873830918 …",,@ @,# #,"1276580527370313729",https://twitter.com/ziopharm/status/1276580527370313729
coffeemommy,2020-06-26 14:02,0,2,"Thank you. I appreciate your taking the time to provide a bit of context behind those words. When Sanford posted the original quote, I wanted to make sure I had correct attribution so I found your blog & then Twitter handle. Your words resonate & I'd love to help amplify them.",,,,"1276576650763792386",https://twitter.com/coffeemommy/status/1276576650763792386
lcrf_org,2020-06-26 14:01,0,1,"LCRF Executive Director Dennis Chillemi recaps last weekend's Free to Breathe Yoga and this week's AACR annual meeting. Read more at http://LCRF.org/news # AACR20 # FreetoBreathe # TogetherSeparatelypic.twitter.com/YVt8yqEqzr",,,# # #,"1276576247540301825",https://twitter.com/lcrf_org/status/1276576247540301825
CancerTodayMag,2020-06-26 14:00,0,0,"Research describes how communication gaps can shift extra burden to parents who are members of ethnic and racial minority groups. https://bit.ly/2NAeLsu # AACR20",,,#,"1276575998247686151",https://twitter.com/CancerTodayMag/status/1276575998247686151
TangledWing,2020-06-26 13:59,0,1,"5/ ...then I know I am dealing with someone who doesn't understand that minority groups have histories of oppression that require that they be treated differently in order to be treated fairly and equally. Sorry to go on so long, I hope I'm making a bit of sense. :-) Mel",,,,"1276575946758291458",https://twitter.com/TangledWing/status/1276575946758291458
TangledWing,2020-06-26 13:57,0,1,"4/ The longer quote is from the same book, but I haven't located the p. #. I meant it in relation to individuality, but people have used it in other ways (e.g. re special ed). I'm not sure it can apply to groups, but if I hear the words "color-blind" and "post-racial society"...",,,#,"1276575442867232769",https://twitter.com/TangledWing/status/1276575442867232769
TangledWing,2020-06-26 13:53,0,2,"3/ Another version: “Children are born as individuals. If we fail to see that, if we see them as clay to be molded in any shape we like, the tougher ones will fight back and end up spiteful and wild, while the less strong will lose that uniqueness they were born with.” (more...)",,,,"1276574247276752896",https://twitter.com/TangledWing/status/1276574247276752896
TangledWing,2020-06-26 13:49,0,1,"2/ I started saying this to parents to emphasize that their kids come into the world already different, and it may seem like treating them exactly the same is equal treatment, but it might not address their needs. The quote has been used in various ways https://www.google.com/search?client=safari&rls=en&sxsrf=ALeKk01sSQTI2ahdrg6s2bV9AgoFIdalUg%3A1593192883531&ei=szH2Xu7lH9S6tAbE35vwAw&q=%E2%80%9CIn+order+to+be+treated+fairly+and+equally%2C+chidren+have+to+be+treated+differently.%E2%80%9D&oq=%E2%80%9CIn+order+to+be+treated+fairly+and+equally%2C+chidren+have+to+be+treated+differently.%E2%80%9D&gs_lcp=CgZwc3ktYWIQDFAAWABgj4kyaABwAHgAgAEAiAEAkgEAmAEAqgEHZ3dzLXdpeg&sclient=psy-ab&ved=0ahUKEwiui4b_gaDqAhVUHc0KHcTvBj4Q4dUDCAs …",,,,"1276573390002884615",https://twitter.com/TangledWing/status/1276573390002884615
TangledWing,2020-06-26 13:46,0,2,"1/ Hi Sanford, being a nerd I had to track down the exact quote, which is, “In order to be treated fairly and equally, children have to be treated differently.” It appeared on p. 405 of my 1991 book *Childhood: A Multicultural View*, companion to a PBS series (more to come...)",,,,"1276572460872335360",https://twitter.com/TangledWing/status/1276572460872335360
