username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,,
KatsuakiMaehara,6/28/2020 10:20,0,2,,@,#,1.27725E+18,https://twitter.com/KatsuakiMaehara/status/1277245523712307203,,,,
MayoClinicGIHep,6/28/2020 10:00,11,68,,@ @,,1.27724E+18,https://twitter.com/MayoClinicGIHep/status/1277240340538425345,,,,
NCICRCHD,6/28/2020 8:45,1,2,,,#,1.27722E+18,https://twitter.com/NCICRCHD/status/1277221474584211464,,,,
mrPeterJam,6/28/2020 8:23,3,10,,@ @ @ @,# # # #,1.27722E+18,https://twitter.com/mrPeterJam/status/1277215963407167488,,,,
mrPeterJam,6/28/2020 8:21,0,5,,@ @ @ @,# # # # #,1.27722E+18,https://twitter.com/mrPeterJam/status/1277215527153303553,,,,
OncLive,6/28/2020 6:00,0,1,,@,# #,1.27718E+18,https://twitter.com/OncLive/status/1277180057220513792,,,,
BelenLloveras,6/28/2020 4:05,0,1,,,,1.27715E+18,https://twitter.com/BelenLloveras/status/1277151013288411136,,,,
HingleySusanne,6/28/2020 3:07,0,0,,,,1.27714E+18,https://twitter.com/HingleySusanne/status/1277136546265792514,,,,
NeliMUlrich,6/27/2020 20:07,2,4,,@ @,# #,1.27703E+18,https://twitter.com/NeliMUlrich/status/1277030857119690752,,,,
OncLive,6/27/2020 19:00,0,0,,@ @ @,# #,1.27701E+18,https://twitter.com/OncLive/status/1277013932851560449,,,,
therealpanna,6/27/2020 18:31,0,0,,@,#,1.27701E+18,https://twitter.com/therealpanna/status/1277006644581412864,,,,
HockleyOn,6/27/2020 18:13,0,0,,,,1.277E+18,https://twitter.com/HockleyOn/status/1277002242256703496,,,,
mattfdyer,6/27/2020 16:47,0,0,,,,1.27698E+18,https://twitter.com/mattfdyer/status/1276980542550900736,,,,
OncLive,6/27/2020 16:00,0,0,,@,# #,1.27697E+18,https://twitter.com/OncLive/status/1276968643038007299,,,,
AACR,6/27/2020 16:00,1,2,,,#,1.27697E+18,https://twitter.com/AACR/status/1276968574872162304,,,,
HingleySusanne,6/27/2020 15:20,0,0,,,,1.27696E+18,https://twitter.com/HingleySusanne/status/1276958589828153345,,,,
HughE_Dillon,6/27/2020 15:05,0,1,,@,#,1.27695E+18,https://twitter.com/HughE_Dillon/status/1276954733526372352,,,,
CellPressNews,6/27/2020 15:00,10,30,,@,#,1.27695E+18,https://twitter.com/CellPressNews/status/1276953463461740546,,,,
CrozrX,6/27/2020 14:27,0,1,,@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @,# # # # #,1.27695E+18,https://twitter.com/CrozrX/status/1276945290906435584,,,,
EngIPM,6/27/2020 12:45,1,8," including a talk by @ EngIPM Director Olivier Elemento, PhD ( @ ElementoLab) @ WeillCornell @ AACR # PrecisionMedicinehttps://www.aacr.org/professionals/blog/aacr-virtual-annual-meeting-ii-opening-plenary-captures-the-breadth-of-cutting-edge-cancer-research/ …",,@ @ @ @,#,1.27692E+18,https://twitter.com/EngIPM/status/1276919710840430593,,,
EwingStudy,6/27/2020 12:23,0,1,,@ @,,1.27691E+18,https://twitter.com/EwingStudy/status/1276913976245465088,,,,
nazik_hammad,6/27/2020 11:49,0,0,,,,1.27691E+18,https://twitter.com/nazik_hammad/status/1276905520113373184,,,,
NCICRCHD,6/27/2020 11:44,1,0," here's the recording: https://buff.ly/2ZhpMV2 pic.twitter.com/XybwNgwPTi""",,,# #,1.2769E+18,https://twitter.com/NCICRCHD/status/1276904126945861632,,,
OncoZine,6/27/2020 11:40,0,0,,@ @ @ @ @ @ @ @ @ @,#,1.2769E+18,https://twitter.com/OncoZine/status/1276903111836069888,,,,
ADCReview,6/27/2020 11:39,0,0,,@ @ @ @ @ @ @ @ @ @,#,1.2769E+18,https://twitter.com/ADCReview/status/1276902860186238978,,,,
ASCOPost,6/27/2020 10:08,3,3,,,# # # #,1.27688E+18,https://twitter.com/ASCOPost/status/1276879959307386882,,,,
CellPressNews,6/27/2020 9:00,5,11,,@,#,1.27686E+18,https://twitter.com/CellPressNews/status/1276862871083892737,,,,
CancerResearch,6/27/2020 8:00,1,4,,@ @,,1.27685E+18,https://twitter.com/CancerResearch/status/1276847838408966145,,,,
OncLive,6/27/2020 7:00,1,3,,@ @,# #,1.27683E+18,https://twitter.com/OncLive/status/1276832789447487488,,,,
OncLive,6/27/2020 6:00,2,1,,@,# #,1.27682E+18,https://twitter.com/OncLive/status/1276817648509235202,,,,
HinaZamir2,6/27/2020 3:46,0,0,,@,,1.27678E+18,https://twitter.com/HinaZamir2/status/1276783908898648064,,,,
OncLive,6/27/2020 2:00,1,3,,@ @ @,# #,1.27676E+18,https://twitter.com/OncLive/status/1276757213131018244,,,,
EvoEsievoadje,6/27/2020 1:56,0,0,,,,1.27676E+18,https://twitter.com/EvoEsievoadje/status/1276756167977570304,,,,
jibranics,6/27/2020 0:52,0,1,,,,1.27674E+18,https://twitter.com/jibranics/status/1276740191995285505,,,,
OncLive,6/26/2020 23:00,0,6,,@ @ @,# #,1.27671E+18,https://twitter.com/OncLive/status/1276711950739738625,,,,
HinaZamir2,6/26/2020 22:28,0,6,,@ @,,1.2767E+18,https://twitter.com/HinaZamir2/status/1276703935915573249,,,,
OncLive,6/26/2020 22:00,0,0,,@,# #,1.2767E+18,https://twitter.com/OncLive/status/1276696898754281472,,,,
USCNorrisCOE,6/26/2020 20:18,1,1,,,# # # # # # #,1.27667E+18,https://twitter.com/USCNorrisCOE/status/1276671097098825730,,,,
NCICRCHD,6/26/2020 20:05,2,2,,,#,1.27667E+18,https://twitter.com/NCICRCHD/status/1276667819070021632,,,,
OncLive,6/26/2020 20:00,0,1,,@,#,1.27667E+18,https://twitter.com/OncLive/status/1276666659072290816,,,,
m0370,6/26/2020 18:21,0,6,,,#,1.27664E+18,https://twitter.com/m0370/status/1276641747213234176,,,,
betsymullen,6/26/2020 18:16,0,0,,,# # # # # # # #,1.27664E+18,https://twitter.com/betsymullen/status/1276640475445817345,,,,
betsymullen,6/26/2020 18:14,0,0,,,# # # # # # # #,1.27664E+18,https://twitter.com/betsymullen/status/1276639972133494784,,,,
betsymullen,6/26/2020 18:13,0,0,,,# # # # # # # #,1.27664E+18,https://twitter.com/betsymullen/status/1276639844681150464,,,,
ARWaksmunski,6/26/2020 18:05,0,0,,@,,1.27664E+18,https://twitter.com/ARWaksmunski/status/1276637745151082500,,,,
TangledWing,6/26/2020 18:03,0,1,,,,1.27664E+18,https://twitter.com/TangledWing/status/1276637256971886594,,,,
betsymullen,6/26/2020 18:01,0,0,,,# # # # # # # #,1.27664E+18,https://twitter.com/betsymullen/status/1276636727201808385,,,,
OncLive,6/26/2020 18:00,0,3,,@ @,# #,1.27664E+18,https://twitter.com/OncLive/status/1276636457050963973,,,,
RiyueSunnyBao,6/26/2020 17:37,0,3,,,# # #,1.27663E+18,https://twitter.com/RiyueSunnyBao/status/1276630721214513152,,,,
Cleveland_ICB,6/26/2020 17:30,0,5,,@ @,,1.27663E+18,https://twitter.com/Cleveland_ICB/status/1276628896864182275,,,,
ccsainc,6/26/2020 17:29,0,1,,@,,1.27663E+18,https://twitter.com/ccsainc/status/1276628721378553856,,,,
ccsainc,6/26/2020 17:15,0,2,,@,,1.27663E+18,https://twitter.com/ccsainc/status/1276625276353474562,,,,
NCIDirector,6/26/2020 16:56,12,16,,@,# # #,1.27662E+18,https://twitter.com/NCIDirector/status/1276620334825947136,,,,
marks_science,6/26/2020 16:46,0,0,,@,,1.27662E+18,https://twitter.com/marks_science/status/1276617932056006657,,,,
JeamesSailor,6/26/2020 16:36,0,1,,,,1.27662E+18,https://twitter.com/JeamesSailor/status/1276615257612574720,,,,
AACR,6/26/2020 16:30,7,10,,@ @,# # #,1.27661E+18,https://twitter.com/AACR/status/1276613722207895559,,,,
AdaptiveBiotech,6/26/2020 16:26,0,2,,,#,1.27661E+18,https://twitter.com/AdaptiveBiotech/status/1276612816808693761,,,,
AACR_CEO,6/26/2020 16:04,0,1,,@ @,,1.27661E+18,https://twitter.com/AACR_CEO/status/1276607268042280963,,,,
AACRFoundation,6/26/2020 16:00,0,0,,,#,1.27661E+18,https://twitter.com/AACRFoundation/status/1276606197529968641,,,,
Zarif_Lab,6/26/2020 15:55,4,27,,@ @ @ @,,1.27661E+18,https://twitter.com/Zarif_Lab/status/1276605010651099136,,,,
TheCancerLetter,6/26/2020 15:50,2,10,,@,,1.2766E+18,https://twitter.com/TheCancerLetter/status/1276603655731458052,,,,
Hopkins_HemOnc,6/26/2020 15:11,1,3,,@ @ @ @ @ @,,1.27659E+18,https://twitter.com/Hopkins_HemOnc/status/1276593992222687233,,,,
TangledWing,6/26/2020 14:41,0,2,,,,1.27659E+18,https://twitter.com/TangledWing/status/1276586334828838914,,,,
ziopharm,6/26/2020 14:18,2,17,,@ @,# #,1.27658E+18,https://twitter.com/ziopharm/status/1276580527370313729,,,,
coffeemommy,6/26/2020 14:02,0,2,,,,1.27658E+18,https://twitter.com/coffeemommy/status/1276576650763792386,,,,
lcrf_org,6/26/2020 14:01,0,1,,,# # #,1.27658E+18,https://twitter.com/lcrf_org/status/1276576247540301825,,,,
CancerTodayMag,6/26/2020 14:00,0,0,,,#,1.27658E+18,https://twitter.com/CancerTodayMag/status/1276575998247686151,,,,
TangledWing,6/26/2020 13:59,0,1,,,,1.27658E+18,https://twitter.com/TangledWing/status/1276575946758291458,,,,
TangledWing,6/26/2020 13:57,0,1,,,#,1.27658E+18,https://twitter.com/TangledWing/status/1276575442867232769,,,,
TangledWing,6/26/2020 13:53,0,2,,,,1.27657E+18,https://twitter.com/TangledWing/status/1276574247276752896,,,,
TangledWing,6/26/2020 13:49,0,1,,,,1.27657E+18,https://twitter.com/TangledWing/status/1276573390002884615,,,,
TangledWing,6/26/2020 13:46,0,2,,,,1.27657E+18,https://twitter.com/TangledWing/status/1276572460872335360,,,,
AACR,6/26/2020 13:30,7,18,,,#,1.27657E+18,https://twitter.com/AACR/status/1276568433442926598,,,,
lcrf_org,6/26/2020 13:30,0,0,,,#,1.27657E+18,https://twitter.com/lcrf_org/status/1276568426350366720,,,,
maxfresim,6/26/2020 13:19,0,0,,,,1.27657E+18,https://twitter.com/maxfresim/status/1276565651692322816,,,,
JNilsson_lab,6/26/2020 13:14,2,2,,@,#,1.27656E+18,https://twitter.com/JNilsson_lab/status/1276564541221015554,,,,
JanSundeMD,6/26/2020 13:03,0,0,,,# # #,1.27656E+18,https://twitter.com/JanSundeMD/status/1276561663332806662,,,,
OncLive,6/26/2020 13:01,1,1,,@,#,1.27656E+18,https://twitter.com/OncLive/status/1276561119239340032,,,,
promega,6/26/2020 13:00,2,0,,@,#,1.27656E+18,https://twitter.com/promega/status/1276560906810470403,,,,
precisiondiagn4,6/26/2020 12:15,0,1,,@ @,#,1.27655E+18,https://twitter.com/precisiondiagn4/status/1276549582072283137,,,,
AML_Hub,6/26/2020 12:00,3,5,,@ @ @,# #,1.27655E+18,https://twitter.com/AML_Hub/status/1276545799359520770,,,,
NanomedZone,6/26/2020 11:46,1,0,,,# # # # #,1.27654E+18,https://twitter.com/NanomedZone/status/1276542483036606465,,,,
OncoZine,6/26/2020 11:37,0,0,,@ @ @ @ @ @ @ @ @ @,#,1.27654E+18,https://twitter.com/OncoZine/status/1276539969041915904,,,,
ICM_JHU,6/26/2020 11:33,0,0,,@,,1.27654E+18,https://twitter.com/ICM_JHU/status/1276539030188982272,,,,
varsanot,6/26/2020 11:26,0,0,,@ @,# # #,1.27654E+18,https://twitter.com/varsanot/status/1276537377268342786,,,,
UCSFCancer,6/26/2020 11:25,1,4,,@ @,,1.27654E+18,https://twitter.com/UCSFCancer/status/1276536994705797120,,,,
ThelmaB06893137,6/26/2020 11:21,0,0,,@,,1.27654E+18,https://twitter.com/ThelmaB06893137/status/1276536076568592384,,,,
ICR_London,6/26/2020 11:14,0,1,,,# # # #,1.27653E+18,https://twitter.com/ICR_London/status/1276534205946699778,,,,
BioWorld,6/26/2020 11:12,0,3,,,#,1.27653E+18,https://twitter.com/BioWorld/status/1276533677716103168,,,,
RareCyte,6/26/2020 11:04,0,1,,@,#,1.27653E+18,https://twitter.com/RareCyte/status/1276531857308307456,,,,
MCT_AACR,6/26/2020 10:30,0,0,,@,# # # # #,1.27652E+18,https://twitter.com/MCT_AACR/status/1276523142756945921,,,,
theNCI,6/26/2020 9:49,8,12,,@,# #,1.27651E+18,https://twitter.com/theNCI/status/1276512960832249861,,,,
CancerTodayMag,6/26/2020 9:30,1,0,,@,#,1.27651E+18,https://twitter.com/CancerTodayMag/status/1276508039424737280,,,,
AstraZeneca,6/26/2020 9:13,11,52,,,# #,1.2765E+18,https://twitter.com/AstraZeneca/status/1276503788501827585,,,,
JaimeVelo,6/26/2020 9:08,0,0,,,,1.2765E+18,https://twitter.com/JaimeVelo/status/1276502596459433990,,,,
medicaldialogs,6/26/2020 9:02,0,1,,,# # # #,1.2765E+18,https://twitter.com/medicaldialogs/status/1276501197344534528,,,,
tyme_inc,6/26/2020 9:00,1,1,,@ @,# #,1.2765E+18,https://twitter.com/tyme_inc/status/1276500463852990465,,,,
AACR,6/26/2020 8:52,5,16,,,#,1.2765E+18,https://twitter.com/AACR/status/1276498596901371904,,,,
garthstrohbehn,6/26/2020 8:38,0,1,,,#,1.2765E+18,https://twitter.com/garthstrohbehn/status/1276495017817890817,,,,
ICM_JHU,6/26/2020 8:37,0,1,,,#,1.27649E+18,https://twitter.com/ICM_JHU/status/1276494749495631872,,,,
UzoamakaOkoli2,6/26/2020 8:14,0,1,,,#,1.27649E+18,https://twitter.com/UzoamakaOkoli2/status/1276488982801592322,,,,
UzoamakaOkoli2,6/26/2020 8:11,0,0,,,,1.27649E+18,https://twitter.com/UzoamakaOkoli2/status/1276488164299935751,,,,
UNC_Lineberger,6/26/2020 8:05,3,8,,@,,1.27649E+18,https://twitter.com/UNC_Lineberger/status/1276486766816567297,,,,
shenhui1986,6/26/2020 7:36,0,0,,,,1.27648E+18,https://twitter.com/shenhui1986/status/1276479526474846208,,,,
NCHforDocs,6/26/2020 7:36,1,6,,@,,1.27648E+18,https://twitter.com/NCHforDocs/status/1276479322866491403,,,,
Mubarak215,6/26/2020 7:02,0,0,,,,1.27647E+18,https://twitter.com/Mubarak215/status/1276470764804374528,,,,
1stOncology,6/26/2020 6:46,0,0,,,# # # # #,1.27647E+18,https://twitter.com/1stOncology/status/1276466771587772416,,,,
DrOdedina,6/26/2020 6:31,0,0,,,,1.27646E+18,https://twitter.com/DrOdedina/status/1276463125479346177,,,,
DrOdedina,6/26/2020 6:31,0,0,,,,1.27646E+18,https://twitter.com/DrOdedina/status/1276463041127657473,,,,
DrOdedina,6/26/2020 6:31,0,0,,,,1.27646E+18,https://twitter.com/DrOdedina/status/1276463012702875652,,,,
Inivata,6/26/2020 6:26,0,1,,@,# # #,1.27646E+18,https://twitter.com/Inivata/status/1276461921022205959,,,,
dhovekamp42,6/26/2020 6:17,3,7,,,# #,1.27646E+18,https://twitter.com/dhovekamp42/status/1276459565891104768,,,,
MichaelSDeVries,6/26/2020 6:01,2,2,,@ @ @,# #,1.27646E+18,https://twitter.com/MichaelSDeVries/status/1276455532476248064,,,,
Indivumed1,6/26/2020 6:01,0,2,,@,# # #,1.27646E+18,https://twitter.com/Indivumed1/status/1276455418043215872,,,,
Inivata,6/26/2020 5:42,2,3,,@,# # # # # # # # #,1.27645E+18,https://twitter.com/Inivata/status/1276450730682056705,,,,
MogluNuri,6/26/2020 4:50,0,0,,,,1.27644E+18,https://twitter.com/MogluNuri/status/1276437756768591873,,,,
muppys,6/26/2020 4:37,0,8,,@,#,1.27643E+18,https://twitter.com/muppys/status/1276434278838988801,,,,
elfarukpath11,6/26/2020 4:24,0,2,,,,1.27643E+18,https://twitter.com/elfarukpath11/status/1276431038764417027,,,,
EF_Ezenwankwo,6/26/2020 2:08,0,1,,,,1.2764E+18,https://twitter.com/EF_Ezenwankwo/status/1276397002935480320,,,,
OncLive,6/26/2020 2:01,0,2,,@ @ @,# #,1.2764E+18,https://twitter.com/OncLive/status/1276395073534599169,,,,
BelloAb83353676,6/26/2020 1:21,0,2,,,,1.27639E+18,https://twitter.com/BelloAb83353676/status/1276385089610567686,,,,
OncLive,6/26/2020 1:01,0,0,,@ @,#,1.27638E+18,https://twitter.com/OncLive/status/1276379949553848320,,,,
ApfelbaumApril,6/26/2020 0:51,0,2,,,,1.27638E+18,https://twitter.com/ApfelbaumApril/status/1276377515267784704,,,,
OncLive,6/26/2020 0:00,1,0,,@ @ @,# #,1.27636E+18,https://twitter.com/OncLive/status/1276364798997991424,,,,
motogp61,6/25/2020 23:56,0,1,,,,1.27636E+18,https://twitter.com/motogp61/status/1276363754561851392,,,,
SWOG,6/25/2020 23:09,1,3,,@ @ @ @,,1.27635E+18,https://twitter.com/SWOG/status/1276351855149215744,,,,
SWOG,6/25/2020 23:07,2,7,,@ @ @ @ @ @ @,#,1.27635E+18,https://twitter.com/SWOG/status/1276351324854956033,,,,
KatsuakiMaehara,6/25/2020 23:04,0,1,,@,,1.27635E+18,https://twitter.com/KatsuakiMaehara/status/1276350607717101569,,,,
OncLive,6/25/2020 23:00,2,3,,@,# #,1.27635E+18,https://twitter.com/OncLive/status/1276349651864690688,,,,
ferandang,6/25/2020 22:58,0,0,,@ @ @ @,,1.27635E+18,https://twitter.com/ferandang/status/1276348996181790720,,,,
JeamesSailor,6/25/2020 22:12,0,1,,,,1.27634E+18,https://twitter.com/JeamesSailor/status/1276337421572022272,,,,
ShelleyRobson3,6/25/2020 22:02,0,1,,,,1.27634E+18,https://twitter.com/ShelleyRobson3/status/1276335043900776448,,,,
DrOdedina,6/25/2020 21:52,0,0,,,,1.27633E+18,https://twitter.com/DrOdedina/status/1276332469038522370,,,,
rakiyasaid,6/25/2020 21:51,1,1,,@,,1.27633E+18,https://twitter.com/rakiyasaid/status/1276332280550699009,,,,
Zhu_Lab,6/25/2020 21:30,0,1,,,,1.27633E+18,https://twitter.com/Zhu_Lab/status/1276326900365959175,,,,
AshAlizadeh,6/25/2020 21:26,0,1,,,,1.27633E+18,https://twitter.com/AshAlizadeh/status/1276325948506271745,,,,
BioWorld,6/25/2020 21:19,0,0,,,#,1.27632E+18,https://twitter.com/BioWorld/status/1276324046238560257,,,,
humam_kadara,6/25/2020 21:16,0,1,,@,,1.27632E+18,https://twitter.com/humam_kadara/status/1276323515633983490,,,,
OncLive,6/25/2020 21:01,0,0,,@ @,# #,1.27632E+18,https://twitter.com/OncLive/status/1276319678932168704,,,,
DrRoyHerbstYale,6/25/2020 20:57,3,86,,@ @ @ @ @ @,,1.27632E+18,https://twitter.com/DrRoyHerbstYale/status/1276318514870091776,,,,
TangledWing,6/25/2020 20:53,0,1,,,,1.27632E+18,https://twitter.com/TangledWing/status/1276317564038193152,,,,
DrOdedina,6/25/2020 20:46,1,32,,@ @,#,1.27632E+18,https://twitter.com/DrOdedina/status/1276315926342832129,,,,
VesteinnThors,6/25/2020 20:12,1,5,,@ @ @,# # #,1.27631E+18,https://twitter.com/VesteinnThors/status/1276307403516964870,,,,
MLadanyi,6/25/2020 19:50,2,20,,@,# #,1.2763E+18,https://twitter.com/MLadanyi/status/1276301891899740171,,,,
Dartblockstang,6/25/2020 19:47,0,0,,,,1.2763E+18,https://twitter.com/Dartblockstang/status/1276300961150111750,,,,
JustinLathia,6/25/2020 19:23,2,10,,@ @ @ @,,1.27629E+18,https://twitter.com/JustinLathia/status/1276294922564444160,,,,
Path_AI,6/25/2020 18:39,2,10,,,#,1.27628E+18,https://twitter.com/Path_AI/status/1276283980434878465,,,,
aruthak,6/25/2020 18:34,0,1,,,#,1.27628E+18,https://twitter.com/aruthak/status/1276282627876483072,,,,
daniela_oaks,6/25/2020 18:33,1,8,,@,,1.27628E+18,https://twitter.com/daniela_oaks/status/1276282328403279874,,,,
LyndaChin,6/25/2020 17:29,0,4,,@,# #,1.27627E+18,https://twitter.com/LyndaChin/status/1276266217737728009,,,,
AshaniTW,6/25/2020 17:14,1,16,,@ @,#,1.27626E+18,https://twitter.com/AshaniTW/status/1276262426627977219,,,,
MyBioTechniques,6/25/2020 16:30,0,0,,,# # #,1.27625E+18,https://twitter.com/MyBioTechniques/status/1276251318764466176,,,,
LizCancerHealth,6/25/2020 16:25,6,5,,@ @ @ @ @ @ @ @ @ @,# # # #,1.27625E+18,https://twitter.com/LizCancerHealth/status/1276250222532849665,,,,
IBCResearch,6/25/2020 16:20,0,0,,@,# # #,1.27625E+18,https://twitter.com/IBCResearch/status/1276249035578499076,,,,
HemOncToday,6/25/2020 16:16,6,10,,@ @ @ @ @,#,1.27625E+18,https://twitter.com/HemOncToday/status/1276247850528235525,,,,
BCMFromtheLabs,6/25/2020 16:10,1,13,,@ @ @ @ @,#,1.27625E+18,https://twitter.com/BCMFromtheLabs/status/1276246450268188673,,,,
genome_gov,6/25/2020 16:03,2,16,,@ @ @ @,,1.27624E+18,https://twitter.com/genome_gov/status/1276244529201455105,,,,
Breastcancerorg,6/25/2020 16:02,5,14,,@,# #,1.27624E+18,https://twitter.com/Breastcancerorg/status/1276244300880326657,,,,
SWOG,6/25/2020 15:53,0,1,,,,1.27624E+18,https://twitter.com/SWOG/status/1276242152830296064,,,,
ntrkconnectinfo,6/25/2020 15:52,1,0,,,# # # #,1.27624E+18,https://twitter.com/ntrkconnectinfo/status/1276241769689165827,,,,
AdamHochron,6/25/2020 15:49,0,0,,,#,1.27624E+18,https://twitter.com/AdamHochron/status/1276241177688379392,,,,
ntrkconnectinfo,6/25/2020 15:46,1,0,,,# # # # # #,1.27624E+18,https://twitter.com/ntrkconnectinfo/status/1276240382909657094,,,,
abcam,6/25/2020 15:41,0,0,,,#,1.27624E+18,https://twitter.com/abcam/status/1276238988613947394,,,,
LeeJonesMBA,6/25/2020 15:38,0,3,,@,#,1.27624E+18,https://twitter.com/LeeJonesMBA/status/1276238270855331844,,,,
TheWistar,6/25/2020 15:16,3,17,,@ @,# #,1.27623E+18,https://twitter.com/TheWistar/status/1276232896626507784,,,,
artidis_ag,6/25/2020 15:15,0,1,,,#,1.27623E+18,https://twitter.com/artidis_ag/status/1276232443196919809,,,,
S2Genomics,6/25/2020 15:12,0,1,,@ @,# #,1.27623E+18,https://twitter.com/S2Genomics/status/1276231903436083200,,,,
AnnFamMed,6/25/2020 15:12,4,2,,@ @ @ @ @,# # # #,1.27623E+18,https://twitter.com/AnnFamMed/status/1276231882196373504,,,,
FORMAInc,6/25/2020 15:10,0,0,,,#,1.27623E+18,https://twitter.com/FORMAInc/status/1276231262928166914,,,,
WarrenNJH,6/25/2020 15:02,1,2,,,#,1.27623E+18,https://twitter.com/WarrenNJH/status/1276229409901600770,,,,
BrasilOncologia,6/25/2020 14:59,0,0,,,# #,1.27623E+18,https://twitter.com/BrasilOncologia/status/1276228456615903233,,,,
OrlyAlter,6/25/2020 14:38,8,4,,,# # # # #,1.27622E+18,https://twitter.com/OrlyAlter/status/1276223346913325056,,,,
DDNewsOnline,6/25/2020 13:54,0,1,,,# # # # # # # # # # #,1.27621E+18,https://twitter.com/DDNewsOnline/status/1276212058359508993,,,,
NCIChanock,6/25/2020 13:30,0,1,,@,,1.27621E+18,https://twitter.com/NCIChanock/status/1276206203966799872,,,,
MCT_AACR,6/25/2020 13:30,0,0,,@ @,# # #,1.27621E+18,https://twitter.com/MCT_AACR/status/1276206051373780992,,,,
KymeraTx,6/25/2020 13:27,2,5,,,#,1.27621E+18,https://twitter.com/KymeraTx/status/1276205481296445441,,,,
BrasilOncologia,6/25/2020 13:18,0,0,,,# #,1.2762E+18,https://twitter.com/BrasilOncologia/status/1276203095496761344,,,,
efaithd,6/25/2020 13:09,1,1,,@,#,1.2762E+18,https://twitter.com/efaithd/status/1276200964085686276,,,,
Alkermes,6/25/2020 13:07,0,4,,@,# # #,1.2762E+18,https://twitter.com/Alkermes/status/1276200277369147395,,,,
AACR,6/25/2020 13:02,2,3,,,#,1.2762E+18,https://twitter.com/AACR/status/1276199010567626753,,,,
MasonIsraelPhD,6/25/2020 12:56,0,0,,,,1.2762E+18,https://twitter.com/MasonIsraelPhD/status/1276197487884120064,,,,
NCI_HRodriguez,6/25/2020 12:53,3,10,,@,# #,1.2762E+18,https://twitter.com/NCI_HRodriguez/status/1276196918465490944,,,,
MicheleMFCR,6/25/2020 12:43,1,15,,@ @,,1.27619E+18,https://twitter.com/MicheleMFCR/status/1276194353095094274,,,,
housesciencegop,6/25/2020 12:30,1,4,,@ @ @ @ @ @ @ @ @ @ @ @ @ @,#,1.27619E+18,https://twitter.com/housesciencegop/status/1276191110008844289,,,,
schedule1movie,6/25/2020 12:30,0,0,,,# #,1.27619E+18,https://twitter.com/schedule1movie/status/1276191041935167488,,,,
USUhealthsci,6/25/2020 12:19,2,16,,@,# #,1.27619E+18,https://twitter.com/USUhealthsci/status/1276188354137161729,,,,
CancerExecs,6/25/2020 12:09,1,2,,@,,1.27619E+18,https://twitter.com/CancerExecs/status/1276185663734378501,,,,
officialatcc,6/25/2020 12:03,1,2,,,# # #,1.27618E+18,https://twitter.com/officialatcc/status/1276184267496796160,,,,
cyprotex,6/25/2020 11:55,0,1,,@ @,# # #,1.27618E+18,https://twitter.com/cyprotex/status/1276182132566700033,,,,
Evotec,6/25/2020 11:55,0,4,,@,# # #,1.27618E+18,https://twitter.com/Evotec/status/1276182110815031302,,,,
anu_iris,6/25/2020 11:48,0,1,,,,1.27618E+18,https://twitter.com/anu_iris/status/1276180403389263873,,,,
OncoZine,6/25/2020 11:36,0,0,,@ @ @ @ @ @ @ @ @ @,#,1.27618E+18,https://twitter.com/OncoZine/status/1276177329518084096,,,,
