username,date,retweets,favorites,geo,mentions,hashtags,id,;permalink,,,,
RibonTx,5/1/2020 11:00,1,2,,@,#,1.25624E+18,https://twitter.com/RibonTx/status/1256237159499120642,,,,
AML_Hub,5/1/2020 11:00,1,0,,,# # #,1.25624E+18,https://twitter.com/AML_Hub/status/1256237044591931393,,,,
danielrich21,5/1/2020 10:53,0,0,,,,1.25624E+18,https://twitter.com/danielrich21/status/1256235284762693633,,,,
danielrich21,5/1/2020 10:49,0,0," not necc attributes themselves.pic.twitter.com/4fRy1QX2is""",,,,1.25623E+18,https://twitter.com/danielrich21/status/1256234172110319620,,,
evilarsan,5/1/2020 10:48,1,2,,,# # #,1.25623E+18,https://twitter.com/evilarsan/status/1256234025594871808,,,,
CD_AACR,5/1/2020 10:47,1,3,,,# #,1.25623E+18,https://twitter.com/CD_AACR/status/1256233679342514180,,,,
CellPressNews,5/1/2020 10:35,2,3,,,#,1.25623E+18,https://twitter.com/CellPressNews/status/1256230660135673858,,,,
NRGonc,5/1/2020 10:30,5,12,,@,# # #,1.25623E+18,https://twitter.com/NRGonc/status/1256229469246894082,,,,
TheWonkologist,5/1/2020 10:26,0,0,,,,1.25623E+18,https://twitter.com/TheWonkologist/status/1256228548345462785,,,,
CancerTodayMag,5/1/2020 10:26,0,1,,,# #,1.25623E+18,https://twitter.com/CancerTodayMag/status/1256228548219752456,,,,
RAMPWorldwide,5/1/2020 10:22,0,0,,,,1.25623E+18,https://twitter.com/RAMPWorldwide/status/1256227614643150860,,,,
AstraZeneca,5/1/2020 10:20,9,41,,,# # #,1.25623E+18,https://twitter.com/AstraZeneca/status/1256226981928144900,,,,
danielrich21,5/1/2020 10:17,6,9,,@ @ @ @ @,# # #,1.25623E+18,https://twitter.com/danielrich21/status/1256226262621851651,,,,
CEBP_AACR,5/1/2020 10:15,0,0,,@ @,,1.25623E+18,https://twitter.com/CEBP_AACR/status/1256225630816997380,,,,
HemOncToday,5/1/2020 10:12,2,4,,@ @ @,#,1.25622E+18,https://twitter.com/HemOncToday/status/1256224962723172355,,,,
PortalOnconews,5/1/2020 9:57,1,1,,@,# #,1.25622E+18,https://twitter.com/PortalOnconews/status/1256221223836680192,,,,
ASCOPost,5/1/2020 9:56,2,0,,,# # # # #,1.25622E+18,https://twitter.com/ASCOPost/status/1256220830935048192,,,,
ElizSMcKenna,5/1/2020 9:36,5,27,,@,# #,1.25622E+18,https://twitter.com/ElizSMcKenna/status/1256216044550721536,,,,
cancer_navi,5/1/2020 9:20,1,0,,,# # #,1.25621E+18,https://twitter.com/cancer_navi/status/1256211944723251200,,,,
cancerassassin1,5/1/2020 9:18,1,7,,@,# # #,1.25621E+18,https://twitter.com/cancerassassin1/status/1256211476475494400,,,,
Aiims1742,5/1/2020 9:12,3,29,,@,#,1.25621E+18,https://twitter.com/Aiims1742/status/1256209910964072448,,,,
Rick__Buck,5/1/2020 9:12,3,4,,@,# # #,1.25621E+18,https://twitter.com/Rick__Buck/status/1256209849169387523,,,,
AACR,5/1/2020 9:10,2,3,,,#,1.25621E+18,https://twitter.com/AACR/status/1256209269902409729,,,,
CellPressNews,5/1/2020 9:05,1,0,,@,# #,1.25621E+18,https://twitter.com/CellPressNews/status/1256208015356723201,,,,
RibonTx,5/1/2020 9:04,1,3,,@,#,1.25621E+18,https://twitter.com/RibonTx/status/1256207975942930432,,,,
MyBioTechniques,5/1/2020 9:00,0,0,,,# # #,1.25621E+18,https://twitter.com/MyBioTechniques/status/1256206741634715649,,,,
medical_xpress,5/1/2020 8:53,16,21,,@ @,,1.25621E+18,https://twitter.com/medical_xpress/status/1256205194938978305,,,,
cancerassassin1,5/1/2020 8:35,1,12,,@,# # # #,1.2562E+18,https://twitter.com/cancerassassin1/status/1256200530067628032,,,,
abcam,5/1/2020 8:16,1,2,,,#,1.2562E+18,https://twitter.com/abcam/status/1256195672694538241,,,,
OncLive,5/1/2020 8:15,2,1,,@,# # #,1.2562E+18,https://twitter.com/OncLive/status/1256195470868852736,,,,
oncoblogger,5/1/2020 3:35,1,2,,@ @,# #,1.25613E+18,https://twitter.com/oncoblogger/status/1256125122290814976,,,,
Hayburysearch,5/1/2020 3:00,0,1,,,# # # # # #,1.25612E+18,https://twitter.com/Hayburysearch/status/1256116348461240320,,,,
OncLive,5/1/2020 2:15,9,18,,@ @,# #,1.2561E+18,https://twitter.com/OncLive/status/1256104840691941380,,,,
survivorship_JP,5/1/2020 2:11,0,0,,,#,1.2561E+18,https://twitter.com/survivorship_JP/status/1256103933593841664,,,,
montypal,5/1/2020 1:48,4,74,,@ @ @ @,#,1.2561E+18,https://twitter.com/montypal/status/1256098206326427648,,,,
MLPOncoData,5/1/2020 1:15,0,0,,,#,1.25609E+18,https://twitter.com/MLPOncoData/status/1256089821946228738,,,,
MLPOncoData,5/1/2020 1:11,0,2,,,# #,1.25609E+18,https://twitter.com/MLPOncoData/status/1256088776465698817,,,,
wtarscott,5/1/2020 1:05,0,0,,,,1.25609E+18,https://twitter.com/wtarscott/status/1256087357477883904,,,,
MLPOncoData,5/1/2020 1:00,0,0,,@,# #,1.25609E+18,https://twitter.com/MLPOncoData/status/1256086001346363393,,,,
MLPOncoData,5/1/2020 0:38,0,1,,,# #,1.25608E+18,https://twitter.com/MLPOncoData/status/1256080556116361216,,,,
MLPOncoData,5/1/2020 0:34,0,0,,,#,1.25608E+18,https://twitter.com/MLPOncoData/status/1256079642823405568,,,,
OncLive,5/1/2020 0:15,1,5,,@,# #,1.25607E+18,https://twitter.com/OncLive/status/1256074632773488642,,,,
MayCho_MD,5/1/2020 0:07,2,2,,@ @ @,,1.25607E+18,https://twitter.com/MayCho_MD/status/1256072685169172480,,,,
MaraCaicedo19,4/30/2020 23:53,0,0,,@ @ @,,1.25607E+18,https://twitter.com/MaraCaicedo19/status/1256069266920689671,,,,
Mesmer21,4/30/2020 23:18,0,0,,,#,1.25606E+18,https://twitter.com/Mesmer21/status/1256060426829418496,,,,
tjh6844,4/30/2020 22:51,0,0,,,#,1.25605E+18,https://twitter.com/tjh6844/status/1256053500288491520,,,,
pauldriscoll33,4/30/2020 22:10,0,0,,@,#,1.25604E+18,https://twitter.com/pauldriscoll33/status/1256043217474203650,,,,
pauldriscoll33,4/30/2020 22:04,0,0,,@ @,# # # #,1.25604E+18,https://twitter.com/pauldriscoll33/status/1256041688595824640,,,,
HamidEmamekhoo,4/30/2020 21:26,0,0,,@,,1.25603E+18,https://twitter.com/HamidEmamekhoo/status/1256032093768998913,,,,
pauldriscoll33,4/30/2020 21:16,0,0,,@,,1.25603E+18,https://twitter.com/pauldriscoll33/status/1256029668874113026,,,,
OncLive,4/30/2020 21:15,2,2,,@,# #,1.25603E+18,https://twitter.com/OncLive/status/1256029340535529472,,,,
madamscientist,4/30/2020 20:50,0,0,,,,1.25602E+18,https://twitter.com/madamscientist/status/1256023260266979329,,,,
atlal_abusanad,4/30/2020 20:43,0,5,,@,# #,1.25602E+18,https://twitter.com/atlal_abusanad/status/1256021318404911110,,,,
sadiyarsh,4/30/2020 20:17,0,2,,@ @,,1.25601E+18,https://twitter.com/sadiyarsh/status/1256014821579001863,,,,
OncLive,4/30/2020 20:00,1,2,,@ @,# # #,1.25601E+18,https://twitter.com/OncLive/status/1256010570765160448,,,,
krebs_matt,4/30/2020 19:43,3,5,,@,#,1.25601E+18,https://twitter.com/krebs_matt/status/1256006249243488257,,,,
CrozrX,4/30/2020 18:08,0,0,,,,1.25598E+18,https://twitter.com/CrozrX/status/1255982404042457089,,,,
komenla,4/30/2020 17:59,0,0,,,# #,1.25598E+18,https://twitter.com/komenla/status/1255980192377511943,,,,
BrasilOncologia,4/30/2020 17:14,2,9,,@,#,1.25597E+18,https://twitter.com/BrasilOncologia/status/1255968798504615937,,,,
CrozrX,4/30/2020 17:08,0,1,,,,1.25597E+18,https://twitter.com/CrozrX/status/1255967400736051200,,,,
Globeseek,4/30/2020 17:07,0,0,,@ @,,1.25597E+18,https://twitter.com/Globeseek/status/1255967143524331523,,,,
CrozrX,4/30/2020 17:06,0,1,,,,1.25597E+18,https://twitter.com/CrozrX/status/1255966737821990912,,,,
JExpMed,4/30/2020 16:52,2,4,,@,# #,1.25596E+18,https://twitter.com/JExpMed/status/1255963140694650887,,,,
ElsterLaura,4/30/2020 16:51,0,1,,,# #,1.25596E+18,https://twitter.com/ElsterLaura/status/1255962932531298314,,,,
oncologytube,4/30/2020 16:40,0,0,,@,# #,1.25596E+18,https://twitter.com/oncologytube/status/1255960130497032192,,,,
oneclickfund,4/30/2020 16:31,0,2,,,#,1.25596E+18,https://twitter.com/oneclickfund/status/1255957855301140493,,,,
HemOncToday,4/30/2020 16:18,1,1,,@,# #,1.25595E+18,https://twitter.com/HemOncToday/status/1255954651637321731,,,,
SusanGKomen,4/30/2020 16:10,3,13,,,# #,1.25595E+18,https://twitter.com/SusanGKomen/status/1255952699369152516,,,,
CarlyHFierce,4/30/2020 16:08,0,0,,,#,1.25595E+18,https://twitter.com/CarlyHFierce/status/1255952060085940224,,,,
PortalOnconews,4/30/2020 15:56,0,3,,@ @,# #,1.25595E+18,https://twitter.com/PortalOnconews/status/1255949191467196424,,,,
IBCResearch,4/30/2020 15:54,1,3,,@ @ @,#,1.25595E+18,https://twitter.com/IBCResearch/status/1255948769201467393,,,,
oncologytube,4/30/2020 15:50,0,0,,@,# #,1.25595E+18,https://twitter.com/oncologytube/status/1255947552165249024,,,,
CD_AACR,4/30/2020 15:30,3,2,,,# #,1.25594E+18,https://twitter.com/CD_AACR/status/1255942526932004865,,,,
JCellBiol,4/30/2020 15:12,0,1,,@,#,1.25594E+18,https://twitter.com/JCellBiol/status/1255937977177513984,,,,
christeeny513,4/30/2020 15:10,2,3,,,# # # #,1.25594E+18,https://twitter.com/christeeny513/status/1255937640035016706,,,,
christeeny513,4/30/2020 15:10,1,1,,,# # # #,1.25594E+18,https://twitter.com/christeeny513/status/1255937638881619968,,,,
christeeny513,4/30/2020 15:10,0,1,,,# # # #,1.25594E+18,https://twitter.com/christeeny513/status/1255937637761703936,,,,
christeeny513,4/30/2020 15:10,5,15,,,# # # #,1.25594E+18,https://twitter.com/christeeny513/status/1255937636381806593,,,,
TurnaRay,4/30/2020 15:10,0,0,,@,#,1.25594E+18,https://twitter.com/TurnaRay/status/1255937549698306050,,,,
CarlyHFierce,4/30/2020 15:07,1,2,,,# #,1.25594E+18,https://twitter.com/CarlyHFierce/status/1255936708907896832,,,,
ed_winnick,4/30/2020 15:06,0,1,,@ @,#,1.25594E+18,https://twitter.com/ed_winnick/status/1255936487645995008,,,,
RMilesMD,4/30/2020 15:05,0,0,,@,# #,1.25594E+18,https://twitter.com/RMilesMD/status/1255936264244809735,,,,
TurnaRay,4/30/2020 15:04,0,1,,@,# #,1.25594E+18,https://twitter.com/TurnaRay/status/1255936012485824513,,,,
CD_AACR,4/30/2020 15:00,0,1,,,# #,1.25594E+18,https://twitter.com/CD_AACR/status/1255935039793135616,,,,
UmutDisel,4/30/2020 14:48,1,5,,@ @ @ @ @ @ @ @ @ @ @ @ @ @pic,#,1.25593E+18,https://twitter.com/UmutDisel/status/1255932166162300929,,,,
CellPressNews,4/30/2020 14:35,4,6,,@,# #,1.25593E+18,https://twitter.com/CellPressNews/status/1255928671841538048,,,,
CD_AACR,4/30/2020 14:23,0,2,,,# #,1.25593E+18,https://twitter.com/CD_AACR/status/1255925720955658240,,,,
BionestPartners,4/30/2020 14:10,0,0,,,# # # #,1.25592E+18,https://twitter.com/BionestPartners/status/1255922374710636545,,,,
CarlyHFierce,4/30/2020 14:07,0,0,,,#,1.25592E+18,https://twitter.com/CarlyHFierce/status/1255921609627643906,,,,
JillHW,4/30/2020 14:01,0,4,,,# # # # #,1.25592E+18,https://twitter.com/JillHW/status/1255920175947362305,,,,
RadiologyBiz,4/30/2020 13:55,0,1,,@ @ @,#,1.25592E+18,https://twitter.com/RadiologyBiz/status/1255918623287377920,,,,
ReeseFCRC,4/30/2020 13:54,2,12,https://twitter.com/ReeseFCRC/status/1255918470576795648,,,,,,,,
Cortellis,4/30/2020 13:51,4,0,,,#,1.25592E+18,https://twitter.com/Cortellis/status/1255917663899078657,,,,
Cortellis,4/30/2020 13:48,1,1,,,#,1.25592E+18,https://twitter.com/Cortellis/status/1255916860970864640,,,,
JExpMed,4/30/2020 13:45,0,5,,,# # #,1.25592E+18,https://twitter.com/JExpMed/status/1255916089286033408,,,,
ADCReview,4/30/2020 13:42,2,2,,@ @ @ @ @ @,# # # #,1.25592E+18,https://twitter.com/ADCReview/status/1255915318058160128,,,,
CMM_JHU,4/30/2020 13:41,0,9,,@mnishram6 @ @ @ @,#,1.25592E+18,https://twitter.com/CMM_JHU/status/1255915260365508608,,,,
Ludwig_Cancer,4/30/2020 13:33,1,3,,@ @ @,#,1.25591E+18,https://twitter.com/Ludwig_Cancer/status/1255913279068737537,,,,
MedscapeOnc,4/30/2020 13:23,0,7,,,#,1.25591E+18,https://twitter.com/MedscapeOnc/status/1255910540007952384,,,,
CellPressNews,4/30/2020 13:20,2,3,,,#CancerVaccines #,1.25591E+18,https://twitter.com/CellPressNews/status/1255909796013899782,,,,
BillDiplas,4/30/2020 13:05,0,2,,,#,1.25591E+18,https://twitter.com/BillDiplas/status/1255906069001445376,,,,
HemOncToday,4/30/2020 13:04,1,0,,@ @ @ @ @,#,1.25591E+18,https://twitter.com/HemOncToday/status/1255906005503881217,,,,
Hayburysearch,4/30/2020 13:01,0,0,,,# # # # #,1.25591E+18,https://twitter.com/Hayburysearch/status/1255905134137180164,,,,
RMilesMD,4/30/2020 13:00,0,0,,@ @ @ @,# # # # #,1.2559E+18,https://twitter.com/RMilesMD/status/1255904900384522242,,,,
GenomeWeb,4/30/2020 13:00,2,0,,@,#,1.2559E+18,https://twitter.com/GenomeWeb/status/1255904846491848704,,,,
KatsuakiMaehara,4/30/2020 12:55,1,3,,@ @,,1.2559E+18,https://twitter.com/KatsuakiMaehara/status/1255903510765252608,,,,
ADCReview,4/30/2020 12:55,1,1,,@ @ @ @ @,# # #,1.2559E+18,https://twitter.com/ADCReview/status/1255903490053779456,,,,
OncoAlert,4/30/2020 12:49,13,27,,@ @ @ @,#,1.2559E+18,https://twitter.com/OncoAlert/status/1255902080281296902,,,,
NCIMedia,4/30/2020 12:43,1,3,,@ @ @,,1.2559E+18,https://twitter.com/NCIMedia/status/1255900567089541120,,,,
MdC_UQAM,4/30/2020 12:30,1,3,,@ @,# # #,1.2559E+18,https://twitter.com/MdC_UQAM/status/1255897198581239811,,,,
RyanNipp,4/30/2020 12:06,6,16,,@ @,# # # #,1.25589E+18,https://twitter.com/RyanNipp/status/1255891332117250049,,,,
Hayburysearch,4/30/2020 12:01,0,0,,,# # # # # #,1.25589E+18,https://twitter.com/Hayburysearch/status/1255889991416283149,,,,
HemOncToday,4/30/2020 11:59,2,2,,@ @,#,1.25589E+18,https://twitter.com/HemOncToday/status/1255889526607708161,,,,
LesinskiLab,4/30/2020 11:50,5,16,,@ @ @ @ @,# #,1.25589E+18,https://twitter.com/LesinskiLab/status/1255887275826786310,,,,
blkstemhero,4/30/2020 11:13,0,1,,,#,1.25588E+18,https://twitter.com/blkstemhero/status/1255877846737747971,,,,
TristanFreefsg,4/30/2020 11:03,2,4,,@ @ @ @,,1.25588E+18,https://twitter.com/TristanFreefsg/status/1255875440876584961,,,,
ASCOPost,4/30/2020 11:03,6,6,,,# # # #,1.25588E+18,https://twitter.com/ASCOPost/status/1255875304675053571,,,,
AACR,4/30/2020 11:00,3,1,,@ @,#,1.25587E+18,https://twitter.com/AACR/status/1255874632755838977,,,,
OncologyCentral,4/30/2020 11:00,2,2,,@,#,1.25587E+18,https://twitter.com/OncologyCentral/status/1255874549263958017,,,,
1stOncology,4/30/2020 10:55,1,0,,,# # #,1.25587E+18,https://twitter.com/1stOncology/status/1255873335059193857,,,,
CancerNetwrk,4/30/2020 10:55,0,0,,@,,1.25587E+18,https://twitter.com/CancerNetwrk/status/1255873319859032065,,,,
AACR,4/30/2020 10:50,0,2,,@ @,#,1.25587E+18,https://twitter.com/AACR/status/1255872055406444544,,,,
