name,predict_gender,female_prob,male_prob,country,affiliation,race,black_prob,white_prob,hispanic_prob,api_prob,"Asian,GreaterEastAsian,EastAsian_prob","Asian,GreaterEastAsian,Japanese_prob","Asian,IndianSubContinent_prob","GreaterAfrican,Africans_prob","GreaterAfrican,Muslim_prob","GreaterEuropean,British_prob","GreaterEuropean,EastEuropean_prob","GreaterEuropean,WestEuropean,French_prob","GreaterEuropean,WestEuropean,Germanic_prob","GreaterEuropean,Jewish_prob","GreaterEuropean,WestEuropean,Hispanic_prob","GreaterEuropean,WestEuropean,Italian_prob","GreaterEuropean,WestEuropean,Nordic_prob",race_census
Abigail Newbury,male,0.4902247843059303,0.5097752156940696,United States,,"GreaterEuropean,British",0.08603695,0.8883206,0.014534006,0.011108371,0.0021843738,0.00032109115,0.0027233365,0.0009269694,0.0010260307,0.9629531,0.0008880594,0.008926888,0.00038550494,0.010529847,0.005262378,0.0035180086,0.00035443122,white
Abraham Kaczmarski,male,0.16692175944477636,0.8330782405552236,United States,,"GreaterEuropean,Jewish",0.00055470725,0.9847953000000002,0.010964006,0.0036860171000000002,0.029796869,0.015266762,0.014477029,0.01746452,0.059116796,0.057114467,0.15846108,0.042777106,0.03372724,0.54388463,0.020906277,0.004315253,0.0026920235,white
Adam Alghalith,male,0.16692175944477636,0.8330782405552236,United States,,"GreaterEuropean,British",0.076810025,0.90469676,0.011745333,0.006747849300000001,0.0016442032,0.0006291776,0.0019819613,0.0028919533,0.013259622,0.8669744,0.0017319671,0.008030894,0.0040808814,0.038568884,0.042373843,0.003574943,0.01425726,white
Adam Butchy,male,0.16692175944477636,0.8330782405552236,United States,Adam ButchyUniversity of Pittsburgh,"GreaterEuropean,British",0.046097375,0.92989916,0.011939782,0.012063744,0.0062453416,0.002321433,0.021872183,0.007981669,0.0070707565,0.76356024,0.014764813,0.10136707,0.0022536917,0.016056536,0.02863626,0.020405902,0.0074641495,white
Adam Grant,male,0.16692175944477636,0.8330782405552236,United States,The University of Arizona,"GreaterEuropean,British",0.30708796,0.6694133000000001,0.018584615,0.004914101,0.0047849715,0.002499578,0.01433969,0.0012052488,0.0029874193,0.72922844,0.011383903,0.09674188,0.00956457,0.08121577,0.023673156,0.015560641,0.0068146614,white
Adam Koziol,male,0.16692175944477636,0.8330782405552236,,Canadian Food Inspection Agency,"GreaterEuropean,EastEuropean",0.013071616000000001,0.96551037,0.0126485955,0.0087694675,0.0017784702,0.00046432103,0.005048155,0.053144127,0.03838356,0.010203589,0.7285785,0.013673659,0.014450157,0.08353082,0.022144632,0.012755703,0.015844332,white
Adam Phillippy,male,0.16692175944477636,0.8330782405552236,,"National Human Genome Research Institute, National Institutes of Health","GreaterEuropean,British",0.0074548735,0.97955656,0.012450131000000001,0.000538394,0.00066724763,5.1172705e-05,0.0076057017,0.0019137452,0.0007558412,0.5566667,0.00075453444,0.41586044,0.00045685397,0.0020449113,0.010931124,0.0013951454,0.00089668186,white
Adam Zaborowski,male,0.16692175944477636,0.8330782405552236,,Max Planck Institute of Molecular Plant Physiology,"GreaterEuropean,Jewish",0.0010853134,0.98171586,0.015005168000000001,0.0021936148000000003,0.002827365,0.0023589479,0.010360337,0.0026327414,0.011516313,0.20969076,0.24007568,0.14841092,0.0407195,0.3040662,0.012565626,0.012560771,0.0022148117,white
Aditeya Pandey,female,0.9831565332853393,0.016843466714661037,,Harvard Medical School,"Asian,IndianSubContinent",0.21073611,0.7513093000000001,0.01697497,0.020979626,0.0021073231,0.00025936883,0.76487887,0.012360675,0.003488875,0.15245733,0.010959848,0.01901617,0.00382697,0.0187727,0.0075898943,0.003859375,0.00042265138,white
Aditya Pratapa,female,0.9831565332853393,0.016843466714661037,,Virginia Tech,"Asian,IndianSubContinent",0.004080226,0.9638421,0.022289595,0.009788060999999999,0.00089199835,0.0003202838,0.75639164,0.0032257135,0.0031061084,0.017152837,0.008667227,0.0152214095,0.00086201093,0.0048660836,0.023542987,0.16563854,0.00011318606,white
Adonney Veras,female,0.5747265520158894,0.4252734479841106,,Federal University of Pará - Campus Tucuruí,"GreaterEuropean,WestEuropean,Hispanic",0.0041884906,0.07021468,0.90809655,0.01750037,0.00063880294,0.0012814077,0.008131064,0.0072744405,0.0039002665,0.0978351,0.006179222,0.13501586,0.03632085,0.04831419,0.61048937,0.033019613,0.0115997335,hispanic
Adria Closa,female,0.9831565332853393,0.016843466714661037,Australia,ANU,"GreaterEuropean,WestEuropean,Hispanic",0.025415666,0.8828985999999999,0.073780976,0.01790471,0.0037663719,0.009253093,0.00083269336,0.0076761986,0.0022020275,0.012015473,0.005434034,0.024647614,0.0031916744,0.006208534,0.5231888,0.39877927,0.0028041988,white
Adriaan-Alexander Ludl,male,0.19984492412878774,0.8001550758712122,Norway,University of Bergen,"GreaterEuropean,Jewish",0.03228144,0.8983976999999999,0.04277639,0.026544482,0.0058467686,0.004951218,0.0018713762,0.0024587787,0.008673902,0.13771361,0.3103861,0.023437949,0.115133025,0.3415316,0.012494869,0.019002888,0.01649793,white
Adrian Mogge-therapeutics,male,0.4492969995324755,0.5507030004675243,United States,,"GreaterEuropean,British",0.005294285699999999,0.9818423000000001,0.009640029,0.0032233933000000003,0.00010608401,0.00040127945,0.002879038,0.00035281843,0.002166526,0.57411057,0.0044853757,0.002289402,0.0053740516,0.29803908,0.10284495,0.0052909288,0.0016598367,white
Adrian Otamendi Laspiur,male,0.4492969995324755,0.5507030004675243,,Danmarks Tekniske Universitet (DTU),"GreaterEuropean,WestEuropean,French",0.080716446,0.89032423,0.017356424,0.011602961,0.0005466227,0.00033680847,0.0014312953,0.002616727,0.0011168408,0.044626515,0.0056171594,0.86978036,0.0058422247,0.023987638,0.004114672,0.03649961,0.0034835732,white
Adriana Munoz,female,0.9831565332853393,0.016843466714661037,United States,Cold Spring Harbor Laboratory,"Asian,GreaterEastAsian,Japanese",0.006620039,0.12624218,0.8428015,0.024336277000000003,0.028480932,0.2923114,0.008053252,0.2542598,0.022869024,0.027018836,0.036655698,0.16033265,0.00078132894,0.053516917,0.09752252,0.01802095,0.00017657707,hispanic
Aedin Culhane,male,0.4492969995324755,0.5507030004675243,,Aedin CulhaneDANA-FARBER CANCER INST,"GreaterEuropean,British",0.08197232,0.8902914000000001,0.019061558,0.008674652,0.012850857,0.0015506872,0.024877314,0.060998842,0.33233643,0.428328,0.0021346794,0.0384179,0.002863136,0.01268824,0.06366237,0.010152098,0.009139304,white
Afeefa Zainab,female,0.9831565332853393,0.016843466714661037,Japan,"Afeefa ZainabTohoku University, Sendai , Japan","GreaterEuropean,Jewish",0.018941453,0.94246143,0.030294092,0.008303054,0.009486906,0.00091846916,0.03856739,0.026881611,0.11735934,0.119122066,0.046131857,0.17083368,0.007868676,0.2631461,0.13018222,0.06842172,0.0010800075,white
Agata Muszynska,female,0.9831565332853393,0.016843466714661037,United States,,"GreaterEuropean,EastEuropean",0.0009924256,0.9919966,0.00623207,0.00077888655,0.0044990755,0.00086291024,0.0019322475,0.0073486487,0.0010140153,0.046913054,0.82129806,0.01990042,0.017473433,0.05713462,0.0144584775,0.0056618974,0.0015029442,white
Agnieszka Golińska,female,0.9831565332853393,0.016843466714661037,,"University of Białystok, Poland","GreaterEuropean,EastEuropean",0.0012386716,0.99067795,0.007056536600000001,0.0010268071,0.00068492,0.0021746824,0.00031490455,0.0022820514,0.00475179,0.01472497,0.8859793,0.0056782705,0.0029780949,0.07138443,0.004879871,0.0035522967,0.00061450776,white
Agursoy,female,0.5747265520158894,0.4252734479841106,Turkey,Koç University,"GreaterAfrican,Muslim",0.12272279,0.6401924,0.09688449,0.14020035,9.452085e-05,7.287126e-05,0.011562728,0.15269841,0.74472266,0.010705076,0.023514925,0.028560212,0.00020139483,0.0042218175,0.008230544,0.0010438232,0.014371009,white
Ahm Mahfuzur Rahman,male,0.16692175944477636,0.8330782405552236,,UNIVERSITY OF MINNESOTA,"GreaterAfrican,Muslim",0.014110295,0.071749285,0.015116842,0.89902365,0.0016543408,0.0007037646,0.33880648,0.01207076,0.40807098,0.08726381,0.017765336,0.016370097,0.016202599,0.070933565,0.016623072,0.0049660737,0.008569155,api
Ahmed Elgamal,male,0.1502341823388915,0.8497658176611079,,New York City College of Technology,"GreaterEuropean,Jewish",0.04266077,0.66863936,0.26268145,0.026018362000000003,0.0005837539,0.00060708536,0.013049489,0.0056349225,0.15165433,0.19570304,0.08895227,0.021511354,0.023668768,0.3440001,0.059203055,0.033305507,0.06212648,white
Ahmed Metwally,male,0.1502341823388915,0.8497658176611079,United States,Ahmed MetwallyStanford University,"Asian,IndianSubContinent",0.06669016,0.90697575,0.020492378999999998,0.005841701800000001,0.0022783412,0.00025085546,0.59084326,0.004780858,0.0007099906,0.3825135,0.00034901948,0.008431383,0.0018631456,0.0018268573,0.004184435,0.0017454036,0.00022309515,white
Aida Ouangraoua,female,0.9831565332853393,0.016843466714661037,,Aida OuangraouaUniversity of Sherbrooke,"GreaterAfrican,Africans",0.014780796,0.23237593,0.032303568,0.7205397,0.06077124,0.0009070302,0.00024763137,0.67195886,0.11602978,0.0019705144,0.0015857827,0.07835705,0.0002135177,0.00073264376,0.050077144,0.01687797,0.0002707803,api
Aik Choon Tan,male,0.048696071885214326,0.9513039281147858,,Moffitt Cancer Center,"Asian,GreaterEastAsian,EastAsian",0.0036044363,0.047067013,0.017744593,0.93158394,0.83802956,0.028247537,0.0042115264,0.0022897816,0.017033195,0.035680816,0.013708287,0.011209151,0.0021260001,0.02890192,0.008626712,0.008276136,0.0016592392,api
Aimee Deaton,female,0.7529907532095362,0.247009246790464,,Alnylam,"GreaterEuropean,British",0.13393453,0.84688187,0.01365376,0.005529854399999999,0.0021359832,0.00093753735,0.0004224625,0.00039006522,2.8519278e-05,0.98530823,3.7154492e-05,0.0057626935,0.00017337462,0.00095096184,0.0020262608,0.0016466914,0.00018021163,white
Ajay Pillai,female,0.5747265520158894,0.4252734479841106,,National Institutes of Health,"Asian,IndianSubContinent",0.027932908,0.3278914,0.10457658,0.5395991,2.263832e-05,0.0001993513,0.9811513,0.00036890653,0.0040148646,0.003637579,3.8130624e-05,0.0013533916,0.00038552936,0.00053343526,0.0056570093,0.0024874003,0.00015057989,api
Akanksha Srivastava,female,0.9831565332853393,0.016843466714661037,United States,,"Asian,IndianSubContinent",0.0028499125,0.09861999,0.03008172,0.8684485000000001,7.929592e-05,0.00015686927,0.99312276,0.0023100628,0.00040586907,0.0027324916,0.0008438511,8.343931e-05,3.1780244e-05,2.7109143e-05,0.000116375966,5.1201638e-05,3.8914914e-05,api
Akshay Kulkarni,female,0.5747265520158894,0.4252734479841106,United States,,"Asian,IndianSubContinent",0.0024741231,0.13880613,0.00619947,0.8525203000000001,3.3847973e-05,2.363898e-05,0.9884808,0.0013272406,0.007884557,0.00051054306,0.00032647047,0.00070918736,4.6073164e-05,0.0005636258,3.1002466e-05,5.2455674e-05,1.0629661e-05,api
Alan Min,male,0.4492969995324755,0.5507030004675243,United States,University of Washington,"Asian,GreaterEastAsian,EastAsian",0.007696019,0.101038024,0.02025174,0.8710143,0.92555165,0.013522073,0.00031627849,0.00020383808,0.00069727213,0.010488084,0.021158636,0.012776942,0.00019255724,0.010495808,0.0009592531,0.0035444405,9.326266e-05,api
Alan Whitmore,male,0.4492969995324755,0.5507030004675243,United States,,"GreaterEuropean,British",0.16526408,0.81383526,0.016076535,0.0048241233,0.0024061466,0.00072919653,0.00047580138,0.0011256876,0.00033592194,0.96767676,0.0004134445,0.008270933,0.00033589551,0.008505117,0.0027217309,0.0051121525,0.0018912216,white
Alba Grifoni,female,0.9831565332853393,0.016843466714661037,,La Jolla Insitute for immunology,"GreaterEuropean,WestEuropean,Italian",0.008267152,0.82578,0.15840408,0.0075488654,0.003823766,0.0015322379,0.0016358801,0.011962387,0.003537466,0.03436506,0.0097413175,0.02214669,0.0015696894,0.007823421,0.04842202,0.8509361,0.0025039073,white
Alba Mayra Padilla,female,0.9831565332853393,0.016843466714661037,Mexico,"Alba Mayra PadillaUniversidad Anáhuac Querétaro Circuito Universidades I, Fracción 2, El Marqués, Querétaro, 76246, México","GreaterEuropean,WestEuropean,Hispanic",0.0011459216,0.05537026,0.9296996,0.013784153,0.00077091594,0.0013416565,0.04462741,0.008368852,0.0062968316,0.015342476,0.0012225477,0.01958547,0.0039616083,0.014077426,0.6846864,0.19939008,0.0003282604,hispanic
Albert Doughan,male,0.29859056176846543,0.7014094382315351,Ghana,Albert DoughanKwame Nkrumah University of Science and Technology,"GreaterEuropean,British",0.15324725,0.8135140000000001,0.025756027999999997,0.007482693,0.0018034107,0.0006144957,0.0014101984,0.00680988,0.035856895,0.86929744,0.001536158,0.05051102,0.0026688685,0.017855192,0.0066999593,0.004700659,0.000235717,white
Albert Shpuntoff,male,0.29859056176846543,0.7014094382315351,,AFS Informatics,"GreaterEuropean,Jewish",0.015970265,0.963625,0.015431863,0.004972858,0.0031685925,0.0036704508,0.0072690835,0.000642918,0.027389338,0.35722756,0.10736536,0.017173503,0.026340382,0.35816675,0.048508275,0.017539246,0.025538614,white
Albert-Laszlo Barabasi,male,0.17846044401309102,0.8215395559869091,United States,,"GreaterEuropean,British",0.0051922109999999995,0.8480163000000001,0.024067823,0.122723594,0.004090975,0.010333298,0.20254008,0.18130021,0.036003537,0.2148131,0.015534178,0.01519948,0.004589447,0.07494261,0.043897092,0.1964408,0.00031510004,white
Alberto Meseguer,male,0.17846044401309102,0.8215395559869091,,Pompeu Fabra University,"GreaterEuropean,WestEuropean,French",0.01370024,0.75144297,0.21294476,0.021912035,0.015687283,0.0047765486,0.004006603,0.011808365,0.00816377,0.21163584,0.026066143,0.2474704,0.16347973,0.20312215,0.079702966,0.019402882,0.004677339,white
Alberto Riva,male,0.17846044401309102,0.8215395559869091,United States,University of Florida,"GreaterEuropean,WestEuropean,Hispanic",0.0024973995,0.23160815,0.76124924,0.0046452335,0.0022408792,0.003841008,0.05129561,0.003036296,0.008041257,0.0069747916,0.027033418,0.020703558,0.0015187338,0.048298527,0.5744118,0.2399027,0.012701534,hispanic
Aleix Lafita,female,0.5004588860601498,0.4995411139398507,,European Bioinformatics Institute EMBL-EBI,"GreaterEuropean,WestEuropean,Hispanic",0.0040286845,0.51506364,0.026364366,0.45454332,0.0011970542,0.00031865705,0.024000442,0.022257531,0.039978884,0.040946953,0.054833006,0.0980579,0.005752736,0.08720816,0.40619868,0.21775654,0.0014934707,white
Aleix Lafita-Masip,female,0.5004588860601498,0.4995411139398507,,Aleix Lafita-MasipEuropean Bioinformatics Institute EMBL-EBI,"GreaterAfrican,Africans",0.09408864,0.84014064,0.01816806,0.047602665,0.008203637,0.0007760689,0.0015778965,0.43479273,0.020727234,0.10367269,0.06598464,0.05407205,0.044683773,0.091724,0.014536026,0.15801463,0.0012346637,white
Alejandra Medina-Rivera,female,0.9831565332853393,0.016843466714661037,Costa Rica,"Alejandra Medina-RiveraInternational Laboratory for Human Genome Research, Universidad Nacional Autónoma de México, Querétato, México","GreaterEuropean,WestEuropean,Italian",0.0021167332,0.14938395,0.79262483,0.055874522999999995,0.0009800754,0.0013376153,0.02169338,0.15984766,0.0026368327,0.12935527,0.024897132,0.01664357,0.0024230224,0.1489733,0.20626333,0.28486446,8.426598e-05,hispanic
Alejandro Reyes,male,0.17846044401309102,0.8215395559869091,,Universidad de los Andes,"GreaterEuropean,WestEuropean,Hispanic",0.0027502796,0.03747643,0.8899311,0.06984218,0.013337306,0.0025645164,0.004361016,0.014398548,0.0012717124,0.0378133,0.0009233351,0.019936174,0.0060725203,0.020318292,0.87578785,0.00074519234,0.0024702009,hispanic
Aleksandr Medvedev,male,0.19984492412878774,0.8001550758712122,Austria,Aleksandr MedvedevSkolkovo Institute of Science and Technology,"GreaterEuropean,EastEuropean",0.0036755968,0.960902,0.02175771,0.013664758999999999,3.1607724e-05,8.80555e-05,0.0008992267,8.773764e-05,0.019213052,0.00034789697,0.97435296,0.0010242482,6.212548e-05,0.002151008,0.0002820486,8.2679864e-05,0.0013772805,white
Aleksandra Gruca,female,0.9831565332853393,0.016843466714661037,Czech Republic,Aleksandra GrucaSilesian University of Technology,"GreaterEuropean,WestEuropean,Italian",0.041577395,0.78910726,0.14604202,0.023273349,0.00146569,0.01137455,0.003335628,0.0050903694,0.001111331,0.022508318,0.004643623,0.0106403725,0.0022715863,0.013470235,0.19068277,0.7220891,0.011316459,white
Ales Varabyou,male,0.2887101283064836,0.7112898716935159,United States,Johns Hopkins University,"GreaterAfrican,Africans",0.14951575,0.50996923,0.23458266,0.105932415,0.0003164032,0.0003505054,0.0370105,0.49160874,0.004846808,0.026851552,0.00021472707,0.39552957,0.00040146036,0.00094491313,0.02592772,0.015866188,0.00013089488,white
Alessia David,female,0.9831565332853393,0.016843466714661037,United Kingdom,Imperial College London,"GreaterEuropean,Jewish",0.21697062,0.67576295,0.039968845,0.067297526,0.02144286,0.0032398184,0.053259134,0.063928716,0.03816686,0.19836074,0.023938606,0.10632177,0.00800573,0.39487085,0.03500285,0.016977401,0.036484685,white
Alex Bateman,female,0.5004588860601498,0.4995411139398507,,Alex BatemanEuropean Bioinformatics Institute EMBL-EBI,"GreaterEuropean,British",0.11159037,0.8726529000000001,0.013845916000000002,0.0019108849,0.0097608715,0.0006506387,0.0047694836,0.007851249,0.0068247737,0.92000777,0.003214125,0.009584063,0.0067347665,0.023317376,0.004539493,0.002578174,0.00016727387,white
Alex Bui,female,0.5004588860601498,0.4995411139398507,United States,"University of California, Los Angeles","Asian,GreaterEastAsian,EastAsian",0.004016528,0.022688916,0.026963743999999998,0.94633085,0.7863215,0.00776976,0.007843207,0.037224848,0.016524224,0.016770385,0.0059519666,0.035280786,0.0049672574,0.010458721,0.029840054,0.030898817,0.010148364,api
Alex Dobin,female,0.5004588860601498,0.4995411139398507,United States,Cold Spring Harbor Laboratory,"GreaterEuropean,WestEuropean,French",0.11096845,0.86688584,0.014886703999999999,0.0072589926,0.013508918,0.0071589183,0.0019210813,0.0069699986,0.008445693,0.24640524,0.1975102,0.40542144,0.008581215,0.043034595,0.029403066,0.03060099,0.0010385951,white
Alex Flynn-Carroll,female,0.5004588860601498,0.4995411139398507,United States,,"GreaterEuropean,British",0.07503026,0.89965487,0.023376409,0.0019384170000000002,0.0021359448,0.004894568,0.0009929609,0.00071473,0.00016818846,0.97292966,0.00027523687,0.0015716056,0.00023145242,0.0071524656,0.0064683543,0.0014462384,0.0010186355,white
Alex Kaplun,female,0.5004588860601498,0.4995411139398507,,Alex KaplunVariantyx,"GreaterEuropean,Jewish",0.0023762765,0.97822326,0.007854241999999999,0.011546155,0.02576638,0.00062538276,0.040449943,0.040822674,0.2994811,0.036400836,0.13132136,0.016944723,0.02466501,0.362143,0.008258623,0.0017988826,0.0113220755,white
Alex Pearson,female,0.5004588860601498,0.4995411139398507,,UC Santa Cruz,"GreaterEuropean,British",0.15984896,0.8281771000000001,0.009912275,0.0020616755,0.0006771367,0.0015219565,0.0009407448,0.0055834404,0.00072613504,0.9412542,0.0011712381,0.015140667,0.00067909074,0.017666837,0.008086111,0.0051249284,0.0014274775,white
Alex Sczyrba,female,0.5004588860601498,0.4995411139398507,,Bielefeld University,"GreaterEuropean,Jewish",0.0008589069500000001,0.9865037,0.009559565,0.0030778637,0.0026504686,0.0024008395,0.0005420521,0.020048233,0.0011356234,0.0682577,0.19153957,0.020792501,0.11699579,0.43820032,0.02898283,0.035211537,0.07324262,white
Alex T. Bui,female,0.5004588860601498,0.4995411139398507,United States,UCLA,"Asian,GreaterEastAsian,EastAsian",0.004016528,0.022688916,0.026963743999999998,0.94633085,0.7863215,0.00776976,0.007843207,0.037224848,0.016524224,0.016770385,0.0059519666,0.035280786,0.0049672574,0.010458721,0.029840054,0.030898817,0.010148364,api
Alex Tseng,female,0.5004588860601498,0.4995411139398507,United States,Alex TsengStanford University,"Asian,GreaterEastAsian,EastAsian",0.006429006,0.029835362,0.014264978000000001,0.9494707,0.9686313,0.0016322553,0.00030461187,0.0063722436,0.0008256892,0.0018458613,0.0013796453,0.00095929526,0.0031389506,0.0013162935,0.0007452341,0.00040387703,0.012444661,api
Alex Vesztrocy,female,0.5004588860601498,0.4995411139398507,,Alex VesztrocyUniversity of Lausanne,"GreaterEuropean,WestEuropean,French",0.027679022,0.957041,0.012608428999999999,0.0026715067,0.001684381,0.00071116746,0.012133409,0.006186652,0.005380354,0.098303236,0.0041350364,0.7762746,0.0064119194,0.022633577,0.030514415,0.03513005,0.0005012232,white
Alex Wenzel,female,0.5004588860601498,0.4995411139398507,United States,,"GreaterEuropean,Jewish",0.0021471994,0.98351294,0.010550702,0.003789217,0.0018041824,0.0014000973,0.0027952506,0.015835244,0.011726092,0.055685807,0.09615923,0.078066245,0.28673235,0.3768924,0.03705664,0.010773676,0.025072848,white
Alexander Mccartney,male,0.19984492412878774,0.8001550758712122,United States,Alexander MccartneyUniversity of Toledo,"GreaterEuropean,British",0.028021945,0.95372975,0.014831703,0.0034165757,0.0066718357,0.0023455324,0.00056727306,0.00059117324,0.00073460874,0.96329117,0.00018128284,0.0048661875,0.0008455606,0.008000886,0.0047699944,0.0053467937,0.001787855,white
Alexander Mc,male,0.19984492412878774,0.8001550758712122,United States,KimMichigan State University,"GreaterEuropean,British",0.031019047,0.3896571,0.018707998,0.56061584,0.15235132,0.008717528,0.000340737,0.0011881315,0.00040010095,0.7141375,0.0351734,0.020534966,0.0024088754,0.043363366,0.010026902,0.009868329,0.0014888551,api
Alexander Monzon,male,0.19984492412878774,0.8001550758712122,,"Alexander MonzonDepartment of Biomedical Sciences, University of Padova","GreaterEuropean,WestEuropean,French",0.00577013,0.029809442999999998,0.8912483,0.07317219,0.030031046,0.023356548,0.048225403,0.030704712,0.011725619,0.26010585,0.03483453,0.32380235,0.0033875783,0.08686297,0.06107016,0.07955605,0.006337197,hispanic
Alexander Pelletier,male,0.19984492412878774,0.8001550758712122,United States,UCLA,"GreaterEuropean,WestEuropean,French",0.047628973,0.9313152,0.018192768,0.0028631275,0.00041114367,1.8482038e-05,0.0022538335,0.00080168975,0.00012263267,0.050205715,0.0011091387,0.9333158,0.0012293864,0.001381605,0.006180874,0.002790259,0.00017950799,white
Alexander Pico,male,0.19984492412878774,0.8001550758712122,,Gladstone Institutes,"GreaterEuropean,WestEuropean,Italian",0.020654105,0.45524785,0.5005793,0.023518775,0.0010624479,0.0020277153,0.0008007542,0.0023128113,0.0010562096,0.019298213,0.0009636011,0.05740619,0.0008905889,0.011810016,0.36640808,0.53482294,0.0011404486,hispanic
Alexander Sczyrba,male,0.19984492412878774,0.8001550758712122,,Bielefeld University,"GreaterEuropean,Jewish",0.0008589069500000001,0.9865037,0.009559565,0.0030778637,0.0026504698,0.0024008392,0.0005420518,0.02004823,0.0011356233,0.06825769,0.19153965,0.020792508,0.116995774,0.4382001,0.028982839,0.03521154,0.0732426,white
Alexander Strzalkowski,male,0.19984492412878774,0.8001550758712122,United States,,"GreaterEuropean,Jewish",0.0012692126,0.98181504,0.015789725,0.0011260499000000002,0.0007516253,0.0024426964,0.0053748833,0.00036388956,0.0041468237,0.0931048,0.14528316,0.15092553,0.20658264,0.2978494,0.026206266,0.05901884,0.007949449,white
Alexander Tong,male,0.19984492412878774,0.8001550758712122,United States,Alexander TongYale University,"Asian,GreaterEastAsian,EastAsian",0.0056443946,0.11240126,0.008429234,0.87352514,0.8548454,0.006471375,0.001239132,0.007627067,0.0024366472,0.099659584,0.0037026051,0.0058848523,0.0044860803,0.0014886035,0.008153472,0.0024825253,0.001522585,api
