user,location,content,time
MOASC_Office,California,RT @PeerView: Hear @aakonc and @connors_md discuss cancer-associated #VTE on June 17 in a live web broadcast — All the latest data from #AS…,2020-06-03 16:11:02
apccc19,"Basel, Schweiz","RT @eduhor82: #HERO trial:practice changing❗❗ in a subset of pts
Take home messages
#ASCO20 #pcsm https://t.co/CDSIQEJ2fT https://t.co/AETD…",2020-06-03 16:11:00
VVigorita,"Vigo, España","RT @DrGarciaAguilar: The RÁPIDO trial; not so fast. Similar overall survival, inferior local tumor control, more 3+ AEs, less intact TME sp…",2020-06-03 16:10:54
MalloryAhern1,Greater NYC Area,RT @PeerView: Hear @aakonc and @connors_md discuss cancer-associated #VTE on June 17 in a live web broadcast — All the latest data from #AS…,2020-06-03 16:10:37
MOASC_Office,California,"RT @GSKUS: #Multiplemyeloma research has come a long way, but new treatments are essential for improving patient outcomes. #ASCO20.",2020-06-03 16:10:27
FabioSchutz78,"São Paulo, Brasil",RT @DrYukselUrun: @Prof_IanD @ChrisSweens1 @Uromigos @US_FDA @OncoAlert @ASCO @myESMO @apccc19 @PCFnews @EMA_News @neerajaiims @cdanicas @i…,2020-06-03 16:10:13
IOBoncologia,Madrid/Barcelona,Larotrectinib confirma una alta tasa de respuesta #cáncer de fusión TRK https://t.co/RSALMATO7x #ASCO2020,2020-06-03 16:10:12
Hayburysearch,"Brighton, UK",Why 'hot' kidney tumors don't respond to immunotherapy with PD-1 blockers https://t.co/PAGF0toEHl #ASCO2020… https://t.co/46jhyGIl16,2020-06-03 16:10:04
HowieRegay,"Illinois, USA","Despite the challenges of the COVID-19 pandemic, Pacylex is putting its scientific and business messages out at key… https://t.co/Vu670weBW6",2020-06-03 16:10:01
GlopesMd,"Miami, FL",RT @TotalHealthConf: WOW! We are overwhelmed with gratitude seeing the results of our #ASCO20TotalHealth initiative to build an authoritati…,2020-06-03 16:09:01
TotalHealthConf,"Boca Raton, FL",WOW! We are overwhelmed with gratitude seeing the results of our #ASCO20TotalHealth initiative to build an authorit… https://t.co/d9vWmR7PQn,2020-06-03 16:08:23
Prescriberight,,"A mountain of results from #asco2020, so much we will do it in two posts https://t.co/kWL8bi2bvc",2020-06-03 16:08:14
MarcJacksonLA,,"RT @ByAmyBrown: Our thank you and goodnight from #ASCO20: a roundup of the biggest share price moves. Cell therapy did well, it seems. http…",2020-06-03 16:07:52
JenBuhayPhD,"Houston, TX",RT @n8pennell: A model comparing the value of broad next-gen sequencing (NGS)-based testing to single gene testing (SGT) in patients with n…,2020-06-03 16:06:07
angelamferaco,,RT @BostonChildrens: “Allocation decision processes should not unconditionally deny patients with cancer consideration for access to scarce…,2020-06-03 16:05:56
rayuela003,,RT @MedscapeES: Omeprazol puede ser eficaz en cuanto a desaparición tumoral cuando se añade a la quimioterapia estándar para pacientes con…,2020-06-03 16:04:33
PasqualePisapia,,RT @OncLive: Pralsetinib Active Across RET+ Tumor Types and Gains @US_FDA Review @VivekSubbiah @MDAndersonNews @ASCO #ASCO20 https://t.co/0…,2020-06-03 16:03:43
BrasilOncologia,,"Dia 10/06 realizaremos um #webinar para discutir os resultados finais do #PROSPER, estudo apresentado durante a… https://t.co/ENDFrT0hCr",2020-06-03 16:02:32
TargetedOnc,Greater New York Area,"The confirmed overall response rate was 24%, and the agent also induced a disease control rate of 82% with the 160… https://t.co/ZM75oajPXQ",2020-06-03 16:02:05
GSKUS,Philadelphia and RTP,We’re glad we had the opportunity to share updates on our key #oncology data via 26 abstracts at #ASCO20. #ICYMI ch… https://t.co/I3qReCfUUC,2020-06-03 16:01:38
ShaalanBeg,"Dallas, Texas",RT @AmColSurgCancer: This week's #ACSCRP #ClinTrialSpotlight: @DavendraSohal MD MPH &amp; @SyedAAhmad5 MD presented @SWOG S1505 on peri-op CTx…,2020-06-03 16:01:19
PasqualePisapia,,RT @VivekSubbiah: In the context of #raredisease @ASCO #ASCO20 --&gt; Genomics &amp; Treatment Patterns of Patients w Alveolar Soft Part #Sarcoma…,2020-06-03 16:01:07
JNCI_Now,,RT @PennMDForum: Read it in @JNCI_Now: https://t.co/oewVbvGvep🔬Congrats to the team 👏#ASCO20 #melsm #immunoonc #antibiotics #checkpointinhi…,2020-06-03 16:00:34
PortalOnconews,,"Com publicação simultânea no NEJM, o PROSPER apresentou dados maduros de SG no #ASCO20, demonstrando benefício de e… https://t.co/gKCCY6VIOn",2020-06-03 16:00:29
YOkuma_NCCH,"Chuo, Tokyo",RT @n8pennell: A model comparing the value of broad next-gen sequencing (NGS)-based testing to single gene testing (SGT) in patients with n…,2020-06-03 16:00:14
Q80NUK,"JACMMI, Kuwait","RT @DrMHofman: GLOBAL WEBINAR @PCF_Science @PeterMacCC @ANZUPtrials on #TheraP trial (LuPSMA)

10 June 1PM PT
4PM ET
9PM UK
10PM Munich
11…",2020-06-03 15:59:52
DukeCancer,"Durham, NC","RT @DukeGUCancer: READ: @Forbes @leah_rosenbaum covered ""Five Big Moments From ASCO’s First Virtual Conference"" and our expert, @TiansterZh…",2020-06-03 15:59:03
DukeGUCancer,"Durham, NC","READ: @Forbes @leah_rosenbaum covered ""Five Big Moments From ASCO’s First Virtual Conference"" and our expert,… https://t.co/YkDRGma4bN",2020-06-03 15:58:20
Aiims1742,"Houston, Texas",RT @AmColSurgCancer: This week's #ACSCRP #ClinTrialSpotlight: @DavendraSohal MD MPH &amp; @SyedAAhmad5 MD presented @SWOG S1505 on peri-op CTx…,2020-06-03 15:56:32
SoaresAndrey,"-23.600192,-46.669457",RT @cdanicas: @SoaresAndrey @DrYukselUrun @Prof_IanD @ChrisSweens1 @Uromigos @US_FDA @OncoAlert @ASCO @myESMO @apccc19 @PCFnews @EMA_News @…,2020-06-03 15:55:21
SoaresAndrey,"-23.600192,-46.669457",RT @vini_carrera: @cdanicas @DrYukselUrun @Prof_IanD @ChrisSweens1 @Uromigos @US_FDA @OncoAlert @ASCO @myESMO @apccc19 @PCFnews @EMA_News @…,2020-06-03 15:55:18
Achard_Verane,"Genève, Suisse","RT @PaulSargos: Lymphadenectomy for patients with #bladdercancer. Is sky the limit ? Nice overview during #ASCO20
https://t.co/qrEUPEVJ4Z",2020-06-03 15:54:32
SoaresAndrey,"-23.600192,-46.669457",@cdanicas @DrYukselUrun @Prof_IanD @ChrisSweens1 @Uromigos @US_FDA @OncoAlert @ASCO @myESMO @apccc19 @PCFnews… https://t.co/0Clysc8NV3,2020-06-03 15:54:08
GlopesMd,"Miami, FL",RT @n8pennell: A model comparing the value of broad next-gen sequencing (NGS)-based testing to single gene testing (SGT) in patients with n…,2020-06-03 15:51:35
VAPartnerships,"Washington, DC",We are grateful to  @bmsnews &amp; @ASCO for ensuring rural #Veterans have access to #teleoncology.  The Bridging Cance… https://t.co/sgn55hfgW1,2020-06-03 15:50:27
Dandelion_Wave, Singapore,RT @MalloryAhern1: Exciting #CME #MOC live webcasts #ASCO20 hosted by @PeerView #oncology https://t.co/s8uLA1Mj2b,2020-06-03 15:50:13
AboutMedtech,United States,Pacylex will participate in The Biotechnology Innovation Organization (BIO) 2020 International Convention scheduled… https://t.co/CDYibKszl5,2020-06-03 15:50:06
AmberMHealy,,"RT @RoswellPark: Our Chief of Thoracic Oncology, Dr. Grace Dy, will serve as an expert panelist on today's 1pm webinar. Tune in to catch up…",2020-06-03 15:48:11
marklewismd,"Murray, UT",Oncologists normally loathe enlarged nodes but this is a very cool analysis of #asco20 social media activity 👇🏻 https://t.co/g4abHQrBaf,2020-06-03 15:47:41
RoswellPark,"Buffalo, NY","Our Chief of Thoracic Oncology, Dr. Grace Dy, will serve as an expert panelist on today's 1pm webinar. Tune in to c… https://t.co/QqtxoTFBRL",2020-06-03 15:47:35
YOkuma_NCCH,"Chuo, Tokyo","RT @crisbergerot: Brilliant study @ASCO #ASCO20 by @NickSalgia @NazliDizman @YungLyou @PauloBergerot @hsuperjo88 @montypal 

‼️Prognostic n…",2020-06-03 15:46:34
coffeemommy,"Santa Clara, CA","@dkmayer52 After dissolution of joint @ASCO @ACPinternists @AAFP Survivorship Symposiums, I was deflated that survi… https://t.co/cR933212cS",2020-06-03 15:45:56
TubaKendi,,"RT @DrMHofman: GLOBAL WEBINAR @PCF_Science @PeterMacCC @ANZUPtrials on #TheraP trial (LuPSMA)

10 June 1PM PT
4PM ET
9PM UK
10PM Munich
11…",2020-06-03 15:44:48
reira_espinosa,,"RT @OncologyAdvance: Check out Elsevier's virtual booth at ASCO Virtual! Browse through our immunotherapy article collection, and learn mor…",2020-06-03 15:44:18
EnriqueSoto8,Mexico City,RT @BurrisSkip: Thanks Nicole — the challenge to raise $1M for COVID Impacts Cancer goes thru ASCO20 Virtual Education Meeting in August. S…,2020-06-03 15:43:40
EnriqueSoto8,Mexico City,@DrWinkfield @anavmanana @NicoleKuderer @VincentRK @NarjustDumaMD @OncoAlert @ASCO @ASCOPres @CharuAggarwalMD… https://t.co/4vZGwKkble,2020-06-03 15:43:32
MCT_AACR,,RT @VivekSubbiah: In the context of #raredisease @ASCO #ASCO20 --&gt; Genomics &amp; Treatment Patterns of Patients w Alveolar Soft Part #Sarcoma…,2020-06-03 15:43:03
EnriqueSoto8,Mexico City,RT @DrWinkfield: @anavmanana @EnriqueSoto8 @NicoleKuderer @VincentRK @NarjustDumaMD @OncoAlert @ASCO @ASCOPres @CharuAggarwalMD @DrSGraff @…,2020-06-03 15:42:36
EnriqueSoto8,Mexico City,RT @DrWinkfield: @anavmanana @EnriqueSoto8 @NicoleKuderer @VincentRK @NarjustDumaMD @OncoAlert @ASCO @ASCOPres @CharuAggarwalMD @DrSGraff @…,2020-06-03 15:42:31
EnriqueSoto8,Mexico City,RT @NarjustDumaMD: @DrWinkfield @anavmanana @EnriqueSoto8 @NicoleKuderer @VincentRK @OncoAlert @ASCO @ASCOPres @CharuAggarwalMD @DrSGraff @…,2020-06-03 15:42:27
EnriqueSoto8,Mexico City,RT @DrWinkfield: @NarjustDumaMD @anavmanana @EnriqueSoto8 @NicoleKuderer @VincentRK @OncoAlert @ASCO @ASCOPres @CharuAggarwalMD @DrSGraff @…,2020-06-03 15:42:19
EnriqueSoto8,Mexico City,RT @DrWinkfield: @EnriqueSoto8 @NicoleKuderer @VincentRK @NarjustDumaMD @OncoAlert @ASCO @ASCOPres @CharuAggarwalMD @DrSGraff @ErikaHamilto…,2020-06-03 15:41:54
JournalofCP,,RT @oncologyCOA: RT @RayPageDOPhD: Congrats @DrRobinZon @ASCO #ASCO20 on 2020 Distinguished Achievement Award. First Community Oncologist a…,2020-06-03 15:41:23
is_raices,,"RT @OncologyAdvance: Check out Elsevier's virtual booth at ASCO Virtual! Browse through our immunotherapy article collection, and learn mor…",2020-06-03 15:41:14
YuZhu4,,"RT @ByAmyBrown: Our thank you and goodnight from #ASCO20: a roundup of the biggest share price moves. Cell therapy did well, it seems. http…",2020-06-03 15:40:32
NicoleKuderer,USA,"RT @PauloBergerot: 🟢Hey! #ASCO20 is still running at 👉🏼https://t.co/nb2ZBxFZ96

‼️The virtual poster session is still open and I can bet th…",2020-06-03 15:39:41
montypal,"Los Angeles, CA","RT @PauloBergerot: 🟢Hey! #ASCO20 is still running at 👉🏼https://t.co/nb2ZBxFZ96

‼️The virtual poster session is still open and I can bet th…",2020-06-03 15:39:34
medwireNews,"London, UK",RT @MM_Oncology: #ASCO20 video: And here's our Advisory Board member @LeciaSequist (@MGHCancerCenter) providing an independent comment on t…,2020-06-03 15:39:27
ByJoFagg,"London, UK","RT @ByAmyBrown: Our thank you and goodnight from #ASCO20: a roundup of the biggest share price moves. Cell therapy did well, it seems. http…",2020-06-03 15:38:52
GlopesMd,"Miami, FL","RT @PauloBergerot: 🟢Hey! #ASCO20 is still running at 👉🏼https://t.co/nb2ZBxFZ96

‼️The virtual poster session is still open and I can bet th…",2020-06-03 15:38:15
OncLive,"New Jersey, USA","In the phase 2 trial EMPOWER-CSCC-1, up to 3 years of follow-up showed continued response rates, and a clinically m… https://t.co/1r6R7UaglI",2020-06-03 15:38:01
MM_Oncology,Global,#ASCO20 video: And here's our Advisory Board member @LeciaSequist (@MGHCancerCenter) providing an independent comme… https://t.co/Ayi6urInds,2020-06-03 15:36:58
scmnim,Catalunya i Balears,"RT @OncLive: In men with metastatic castration resistant prostate cancer who progressed after treatment with docetaxel, 177Lu-PSMA-617 was…",2020-06-03 15:36:48
LowellAnthonyMD,,RT @RONealMD: Enjoyed sharing data from the University of Kentucky regarding Immune related adverse events and the effects of rechallenging…,2020-06-03 15:36:31
hirokane05,,RT @ASCO_pubs: New Data Support Debulking to Prolong Survival in Women With Platinum-Sensitive Recurrent #OvarianCancer https://t.co/Vy6Rcm…,2020-06-03 15:35:04
SyedAAhmad5,"Mason, OH",RT @AmColSurgCancer: This week's #ACSCRP #ClinTrialSpotlight: @DavendraSohal MD MPH &amp; @SyedAAhmad5 MD presented @SWOG S1505 on peri-op CTx…,2020-06-03 15:34:50
UKMarkey,"Lexington, Kentucky",RT @RONealMD: Enjoyed sharing data from the University of Kentucky regarding Immune related adverse events and the effects of rechallenging…,2020-06-03 15:34:49
evaluatevantage,"London, UK","RT @ByAmyBrown: Our thank you and goodnight from #ASCO20: a roundup of the biggest share price moves. Cell therapy did well, it seems. http…",2020-06-03 15:34:13
AzzawiMontadar,الامارات العربية المتحدة,@RCSI_Irl @RCSI_postgrad @RCSI_Research @ConquerCancerFd @ASCO Congratulation,2020-06-03 15:33:49
SpeakJen,,RT @PeerView: Hear @aakonc and @connors_md discuss cancer-associated #VTE on June 17 in a live web broadcast — All the latest data from #AS…,2020-06-03 15:33:09
MikeSteinman,San Francisco,"RT @melisawongmd: If geriatric assessment-driven intervention was a drug, it would be FDA approved and implemented in all cancer clinics to…",2020-06-03 15:31:07
PeerView,"New York, NY",Hear @aakonc and @connors_md discuss cancer-associated #VTE on June 17 in a live web broadcast — All the latest dat… https://t.co/ROfkqW3LYH,2020-06-03 15:30:51
AboutMedtech,United States,Two abstracts accepted for presentation as posters at the American Association for Cancer Research (AACR) Annual Me… https://t.co/XKNUIzXWpn,2020-06-03 15:30:43
pharm2market,,A Lung Cancer Gamechanger And A Surprise Public Offering: Five Big Moments From ASCO’s First Virtual Conference |… https://t.co/vIvY0EGPb6,2020-06-03 15:30:35
aspenbio,San Diego,A Lung Cancer Gamechanger And A Surprise Public Offering: Five Big Moments From ASCO’s First Virtual Conference |… https://t.co/nYPAUTltzq,2020-06-03 15:30:27
CCO_Education,,How do you choose first-line treatment strategies for patients with advanced RCC? Join us on 6/16 and 6/26 as exper… https://t.co/3ridN09dIO,2020-06-03 15:29:59
ByAmyBrown,,"Our thank you and goodnight from #ASCO20: a roundup of the biggest share price moves. Cell therapy did well, it see… https://t.co/cTzxBu8X6t",2020-06-03 15:29:38
MedpageOnco,,Early treatment of metastatic triple-negative #breastcancer with #Keytruda provided a progression-free survival ben… https://t.co/BvlBfewsLh,2020-06-03 15:29:01
KcAmerican23,,RT @Karyopharm: Karyopharm $KPTI reports positive phase 3 BOSTON data in oral presentation at the @ASCO 2020 Virtual Scientific Program: ht…,2020-06-03 15:26:07
IntergroupeORL,,RT @PBlanchardMD: 261 pts trial #ASCO2020 showing non inferiority of weekly vs 3-weekly cisplatin for postoperative #radiotherapy of stage…,2020-06-03 15:24:26
claytonboldt,"Houston, TX",RT @OncLive: Pralsetinib Active Across RET+ Tumor Types and Gains @US_FDA Review @VivekSubbiah @MDAndersonNews @ASCO #ASCO20 https://t.co/0…,2020-06-03 15:22:38
OncoAlert,Worldwide,RT @NCIDirector: I spoke to #ASCO20 about how @theNCI is responding to the challenges of the pandemic to continue our vital mission of #Can…,2020-06-03 15:22:19
Julianpg50,"Córdoba, Andalucía","RT @_SEOM: 📡#ASCO20 | El Dr. Ignacio Romero analiza los highlights sobre cáncer ginecológico.

🎞️Sus vídeo-píldoras ya están disponibles en…",2020-06-03 15:21:26
IUCTOncopoleICR,"Toulouse, France",L'IUCT-Oncopole au congrès @ASCO - #ASCO20 - Retour en #video sur quelques études ➡️ https://t.co/DwlK4B5VAT https://t.co/PSvvDnqmQD,2020-06-03 15:21:18
Julianpg50,"Córdoba, Andalucía","RT @_SEOM: 📡#ASCO20 | La Dra. Teresa Morán, oncóloga médico del @ICOnoticies, analiza las novedades en cáncer de pulmón regional-local de c…",2020-06-03 15:19:57
doc_reiner,"Binangonan, Calabarzon",RT @ASCO_pubs: ADAURA Establishes Adjuvant Osimertinib as a New Standard of Care for Early-Stage EGFR-Mutated #NSCLC https://t.co/2BiZDhckj…,2020-06-03 15:19:37
Julianpg50,"Córdoba, Andalucía",RT @_SEOM: 📡 #ASCO20 | El Dr. Iván Márquez (@ivanpantic1980) analiza las novedades en el desarrollo terapéutico de inmunoterapia e inmunobi…,2020-06-03 15:19:29
Julianpg50,"Córdoba, Andalucía","RT @_SEOM: 📡#ASCO20 | La Dra. Auxiliadora Gómez España, oncóloga médico del @HUReinaSofia, analiza las novedades en cáncer gastrointestinal…",2020-06-03 15:19:11
PBarja,España,"RT @docjavip: After #ASCO2020 experience, ESMO has decided that ESMO 2020 will take place as a wholly virtual meeting #VirtualMeeting https…",2020-06-03 15:18:17
ASCO,"Alexandria, VA",RT @BurrisSkip: Thanks Nicole — the challenge to raise $1M for COVID Impacts Cancer goes thru ASCO20 Virtual Education Meeting in August. S…,2020-06-03 15:18:07
uroupdate,Deutschland,RT @amerseburger: Impressed #ASCO20 library function to fast forward/slow down #ASCO20 Plenary LBA1: #bladdercancer Congrats @tompowles1 @P…,2020-06-03 15:18:00
ASCO,"Alexandria, VA",RT @NCIDirector: I spoke to #ASCO20 about how @theNCI is responding to the challenges of the pandemic to continue our vital mission of #Can…,2020-06-03 15:17:59
matthewherper,New York,"This #ASCO20 recap, featuring @adamfeuerstein and a hand-selected and lively group of experts, is happening today a… https://t.co/26mywd2Zvv",2020-06-03 15:17:44
OncoAlert,Worldwide,"RT @OncoAlert: Dear Colleagues,
A great pleasure to present our amazing @OncoAlert 🚨colleague @JTrentMDPhD 👨‍⚕️of @SylvesterCancer  discuss…",2020-06-03 15:15:32
RutgersCancer,"New Brunswick, NJ USA",RT @OncologyTimes: #ASCO20 Updates: New Treatment Approach in Pediatric Classical Hodgkin Lymphoma https://t.co/YVt0qckrnq #cancer #childhe…,2020-06-03 15:13:52
AmgenFrance,"Paris, France","Engagé dans la prise en charge du #cancer, nous étions virtuellement présent cette année à l'#ASCO20. 📽️ Christophe… https://t.co/r5zlrJSMj7",2020-06-03 15:12:14
shilpaonc,"Cleveland, OH","RT @VivekSubbiah: Dr. @oalhalabimd is a 3rd yr fellow at @CancerMedMDA. He presented our experience on,"" Outcomes &amp; the impact of genomic c…",2020-06-03 15:11:41
rajshekharucms,"New York, NY",RT @ninashah33: “New SKd on the block”  Selinexor-carfilz-dex with ORR  72% in pts med 4 lines tx.  Gr 1-2 nausea=65%  I think this populat…,2020-06-03 15:11:03
gyncsm,"Next Chat Wed Sept 9, 9pmET",RT @SGO_org: The study of rare diseases is so important - #immunotherapy demonstrates activity in gestational trophoblastic disease resista…,2020-06-03 15:11:00
AmColSurgCancer,"Chicago, IL",This week's #ACSCRP #ClinTrialSpotlight: @DavendraSohal MD MPH &amp; @SyedAAhmad5 MD presented @SWOG S1505 on peri-op C… https://t.co/uhwWR4vSO3,2020-06-03 15:10:16
MM_Hub,Global ,🎧 Is denosumab the optimal treatment option for patients with multiple #myeloma with renal insufficiency? Listen to… https://t.co/TXNrtJ1lGu,2020-06-03 15:09:45
OneOncology,United States,RT @oncologyCOA: RT @RayPageDOPhD: Congrats @DrRobinZon @ASCO #ASCO20 on 2020 Distinguished Achievement Award. First Community Oncologist a…,2020-06-03 15:09:30
OncoAlert,Worldwide,"RT @ASCO: 📊 New infographic in @ASCO_pubs #JCOOP details how latest version of PCOP, our alt. payment model, can cut costs up to 8% across…",2020-06-03 15:09:18
MGallieni,"Milano, Italy",RT @Oncoinfo_it: #ASCO20 | Pembrolizumab plus axitinib versus sunitinib as first-line therapy for advanced renal cell carcinoma (#RCC): Upd…,2020-06-03 15:07:58
ErikaHamilton9,"Nashville, TN",RT @DrWinkfield: @EnriqueSoto8 @NicoleKuderer @VincentRK @NarjustDumaMD @OncoAlert @ASCO @ASCOPres @CharuAggarwalMD @DrSGraff @ErikaHamilto…,2020-06-03 15:06:15
cQIme,"New York, NY",RT @MalloryAhern1: Exciting #CME #MOC live webcasts #ASCO20 hosted by @PeerView #oncology https://t.co/s8uLA1Mj2b,2020-06-03 15:06:11
PeerView,"New York, NY",RT @MalloryAhern1: Exciting #CME #MOC live webcasts #ASCO20 hosted by @PeerView #oncology https://t.co/s8uLA1Mj2b,2020-06-03 15:04:47
WilliamDale_MD,"City of Hope, wdale@coh.org",@DrWinkfield @EnriqueSoto8 @NicoleKuderer @VincentRK @NarjustDumaMD @OncoAlert @ASCO @ASCOPres @CharuAggarwalMD… https://t.co/3irEeIzG5y,2020-06-03 15:04:38
ShirajSenMDPhD,,RT @JTrentMDPhD: Take a break from #asco20 to read this review by @saxotomy on combining TKIs with ICIs. A very thoughtful interpretation o…,2020-06-03 15:04:38
DrWinkfield,"Winston-Salem, NC",@WilliamDale_MD @EnriqueSoto8 @NicoleKuderer @VincentRK @NarjustDumaMD @OncoAlert @ASCO @ASCOPres @CharuAggarwalMD… https://t.co/wa6Dc8TAjf,2020-06-03 15:02:50
saom_oncologia,,"Nuestra compañera Auxiliadora Gómez, del @HUReinaSofia de Córdoba, destaca las principales novedades en #cancer… https://t.co/Fjv4OiiU4E",2020-06-03 15:02:27
ASCO_pubs,,New Data Support Debulking to Prolong Survival in Women With Platinum-Sensitive Recurrent #OvarianCancer… https://t.co/bYav6XVXcd,2020-06-03 15:02:15
ShirajSenMDPhD,,RT @herbloong: @JTrentMDPhD @renata_bonadio Agree w/ @JTrentMDPhD! I am also doubtful #OS makes good sense for our group of diseases. Its j…,2020-06-03 15:01:56
SWOG,United States,Hooray! It's @ShankaranVeena talking about results from her @SWOG trial presented at #ASCO2020 Thanks to @ecancer f… https://t.co/DplEcuCWpu,2020-06-03 15:01:18
feronjg,,"RT @enoralaas: General enthusiasm for the nice talk of @ErikaHamilton9 on metastatic #breastcancer  at #ASCO20
A great specialist in the fi…",2020-06-03 15:01:14
Mr_BC22,,RT @SonaCareMedical: Check out this infographic showing Salvage focal ablative therapy for radio-recurrent prostate cancer is safe and prov…,2020-06-03 15:00:48
ApothekeAdhoc,Berlin,#Novartis stellte beim virtuellen #ASCO-Krebskongress neue Daten zum #Krebsmittel #Kisqali (#Ribociclib) vor: Unter… https://t.co/qT9D12e0y2,2020-06-03 15:00:31
KUcancercenter,"Kansas City, KS","#ASCO20 attendees! ICYMI, Dr. Anwaar Saeed talked about her preliminary phase Ib CAMILLA study results. Check out t… https://t.co/oknWVLsbU3",2020-06-03 15:00:28
faith_hayden313,"Washington, DC",Positive findings from CheckMate 9LA position nivo/ipi in combination with short-course chemotherapy as a new first… https://t.co/o6ps61Q0Js,2020-06-03 15:00:00
DRJAGADESH,"CHETPET,CHENNAI,Delhi ","RT @lcsmchat: Join #LCSM Chat this Thursday 6/4 at 5pm PT, 8pm ET for our #ASCO20 Roundup for Lung Cancer. Read more here: https://t.co/Vlu…",2020-06-03 14:59:20
jillroughan,"San Diego, CA","I love that you can register for a FREE 
@sitcancer CONNECT account to access #ASCO2020 highlights and stay informe… https://t.co/OjYmvHx5Jy",2020-06-03 14:58:55
IASLC,"Denver, CO","RT @lcsmchat: Join #LCSM Chat this Thursday 6/4 at 5pm PT, 8pm ET for our #ASCO20 Roundup for Lung Cancer. Read more here: https://t.co/Vlu…",2020-06-03 14:58:51
WilliamDale_MD,"City of Hope, wdale@coh.org",@DrWinkfield @EnriqueSoto8 @NicoleKuderer @VincentRK @NarjustDumaMD @OncoAlert @ASCO @ASCOPres @CharuAggarwalMD… https://t.co/O4ItUXfsHn,2020-06-03 14:57:31
delve_insight,New Delhi,"#Abstract 5569: Poster Session (Board #150), May 29, 2020 - 8:00 AM-11:00 AM

Know more at: https://t.co/gJlQLYMjAx… https://t.co/th3Obad6DA",2020-06-03 14:57:01
StopCancerOrg,,"RT @VUMC_Cancer: At #ASCO20, @VUMC_Cancer senior authors, @hemoncwarner and @brian_rini reported from an ongoing international initiative b…",2020-06-03 14:56:16
delve_insight,New Delhi,"#Abstract 5564: Poster Discussion (Board #95), May 29, 2020 - 8:00 AM-11:00 AM

Know more at:… https://t.co/egpJfTVRsV",2020-06-03 14:55:34
iotabiota,USA,"RT @ErikaHamilton9: @nlinmd presents updated #HER2CLIMB. 

Here we see PFS and OS with #tucatinib in #HER2 #stablebrainmets and #activebrai…",2020-06-03 14:54:43
iotabiota,USA,RT @GeorgeSledge51: HER2CLIMB compared tucatinib vs placebo added to trastuzumab &amp; capecitabine in HER2-pos brain met pts. 2:1 randomizatio…,2020-06-03 14:53:27
medwireNews,"London, UK",RT @MM_Oncology: #ASCO20 video: Investigator @DrRoyHerbstYale (@YaleCancer) reflects on the #ADAURA trial findings for postoperative #osime…,2020-06-03 14:53:12
MRigalon,,"RT @BMSFrance: Combinaisons à base d’immunothérapie, identification de marqueurs, thérapie cellulaire CAR-T... 3 axes de recherche promette…",2020-06-03 14:52:33
MM_Oncology,Global,#ASCO20 video: Investigator @DrRoyHerbstYale (@YaleCancer) reflects on the #ADAURA trial findings for postoperative… https://t.co/1v3brGIG7T,2020-06-03 14:52:05
ALLIANCE_org,,RT @NCICTEP_ClinRes: Learn more on @theNCI #PrecisionMedicine ALCHEMIST trial and its sub-studies from #ASCO20 presentation “ALCHEMIST: Adj…,2020-06-03 14:51:32
VilmaPBarcia,,"RT @_SEOM: 📰Póster presentado en #ASCO20 sobre “Desarrollo de programa de diagnóstico, manejo y prevención del síndrome de burnout en el re…",2020-06-03 14:51:23
