username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,,
Chemo101,6/5/2011 20:35,0,0,"# Chemo101.com heading home from # ASCO. Met great people, learned a lot and lot of news from us in coming days!",,,# #,7.75341E+16,https://twitter.com/Chemo101/status/77534082770272256,,,,,
Silvitta321,6/5/2011 20:35,0,0,@ cotismith las viste a las # escudero en # showmatch cuando una le puso el culo y la conch a la otra en la cara? # asco me da sensacion olorosa,,@,# # #,7.7534E+16,https://twitter.com/Silvitta321/status/77534032740618240,,,,,
HectorASL,6/5/2011 20:35,0,0,"@TaniaaaCn solo winnie pooh, solo se ve amarillo XD... naaa solo come miel y defeca azucar # asco",,@TaniaaaCn,#,7.75339E+16,https://twitter.com/HectorASL/status/77533913899216897,,,,,
VeroCanoH,6/5/2011 20:30,0,0,@ Matt_Arango @vivigrisales2 No quiero polémicas estudiantiles! Las dos son un # ASCO!! :),,@ @vivigrisales2,#,7.75328E+16,https://twitter.com/VeroCanoH/status/77532808263909377,,,,,
HighlightHEALTH,6/5/2011 20:30,0,0,Discover the science of health! Follow along with the 2011 ASCO Annual Meeting: http://www.highlighthealth.com/research-conference-feeds/ … # ASCO2011 # ASCO11,,,# #,7.75327E+16,https://twitter.com/HighlightHEALTH/status/77532717113290752,,,,,
pfizer,6/5/2011 20:30,2,0,Reminder: Pfizer media briefing highlighting Phase 3 data in renal cell carcinoma. Tomorrow 6:30-7:30am CDT Hyatt McCormick # ASCO11,,,#,7.75327E+16,https://twitter.com/pfizer/status/77532715699802112,,,,,
antoniocaperna,6/5/2011 20:28,0,0,Advanced Melanoma: Phase III Results of BRAF Inhibitor Find Improved Survival # asco2011 http://ow.ly/1d4oK9,,,#,7.75323E+16,https://twitter.com/antoniocaperna/status/77532297255059456,,,,,
AndreG1702,6/5/2011 20:26,0,0,# asco,,,#,7.75319E+16,https://twitter.com/AndreG1702/status/77531878625771520,,,,,
anitasalazar,6/5/2011 20:26,0,0,@muzacob JAJAJAJAJAJAJA NOOO OVIO NO QUERIA # ASCO,,@muzacob,#,7.75317E+16,https://twitter.com/anitasalazar/status/77531711516327936,,,,,
lesval1106,6/5/2011 20:23,0,0,# ASCO RT @ Cyberjuan: RT: @ javi270270: Q asco esta esposa de un coronel en actividad de la PNP! (Leído en FB). http://twitpic.com/57klr4,,@ @,#,7.7531E+16,https://twitter.com/lesval1106/status/77531040280887296,,,,,
paty_mayonnaise,6/5/2011 20:21,0,0,@ JuaniAcacio que se yo! pronto hacemos un guiso a ver si mejoras el humor =P no todo siempre ta bueno aunque esa fiesta. # ASCO retribución YA,,@,#,7.75305E+16,https://twitter.com/paty_mayonnaise/status/77530512356425729,,,,,
MikeHuckman,6/5/2011 20:19,0,0,"OK. If Adam is bike touring Chicago on # ASCO11 Sunday, u know it must b slow this yr RT @ adamfeuerstein: Wrigley Field! http://yfrog.com/h7zbpwlaj",,@,#,7.75301E+16,https://twitter.com/MikeHuckman/status/77530119878606849,,,,,
delpeero,6/5/2011 20:16,0,0,"Have a magical day"" zeggen ze als je iets koopt in de Disneystore. Dat is het zeker vandaag op # asco11""",,,#,7.75292E+16,https://twitter.com/delpeero/status/77529167649980416,,,,,
BlenksQ,6/5/2011 20:14,0,0,Los domingos por la noche nunca puedo dormir # asco,,,#,7.75288E+16,https://twitter.com/BlenksQ/status/77528809070534657,,,,,
VenusAcido,6/5/2011 20:11,0,0,el tenia sus latitas y a mi compro una manzanita # asco el odia verme tomar coca :) Jàaa en serio qe lo sentia asì medio mareado n_n,,,#,7.7528E+16,https://twitter.com/VenusAcido/status/77527974030749696,,,,,
Danielafh,6/5/2011 20:10,0,0,Odio venir al super y q se le qeden viendo a mis piernas!! # asco,,,#,7.75278E+16,https://twitter.com/Danielafh/status/77527834649837568,,,,,
NatymorilloA,6/5/2011 20:10,0,0,Definitivamente la clase no se improvisa # asco,,,#,7.75276E+16,https://twitter.com/NatymorilloA/status/77527647969751040,,,,,
Aldobaixauli,6/5/2011 20:08,1,0,Jamas podré ver un partido de futbol en Televisa... # Asco,,,#,7.75273E+16,https://twitter.com/Aldobaixauli/status/77527306788290560,,,,,
giorgioXXL,6/5/2011 20:08,0,0,"@ MickeyHerbe # Morena Me cae que si, que pinche # Asco",,@,# #,7.75272E+16,https://twitter.com/giorgioXXL/status/77527246428049408,,,,,
Carly_Higueros,6/5/2011 20:07,0,0,@teddy_berto Esa mujeer me da # ASCO S: loo see buenaa peliculaa :DD estas con poporopoos verdad?,,@teddy_berto,#,7.75271E+16,https://twitter.com/Carly_Higueros/status/77527080069369856,,,,,
PatsyBarba,6/5/2011 20:04,0,0,Que # asco me da la # ignorancia # corrupcion # ineptitud y # abusodepoder de los # imbeciles tongos # panameños .. Hagan algo por favooor!!!,,,# # # # # # #,7.75263E+16,https://twitter.com/PatsyBarba/status/77526315430981632,,,,,
Montse_Cek,6/5/2011 20:04,0,0,@ anitasalazar jajaja # Asco Decias pero en tu mente # orale y yo pensaba que no era asi!,,@,# #,7.75263E+16,https://twitter.com/Montse_Cek/status/77526294857912320,,,,,
MichelleHius,6/5/2011 20:03,0,0,Enciendo MTV para ver a que hora empieza el show y están dando Jersey Shore todavía # ew # ew # ew # asco,,,# # # #,7.75261E+16,https://twitter.com/MichelleHius/status/77526084832346112,,,,,
anitasalazar,6/5/2011 20:03,0,0,@muzacob Uuuuuuy si me encanto! jajaja # ASCO,,@muzacob,#,7.7526E+16,https://twitter.com/anitasalazar/status/77526008202407936,,,,,
super_letii,6/5/2011 20:02,0,0,Iuuu.. Enserio le gustoo :S # asco,,,#,7.75257E+16,https://twitter.com/super_letii/status/77525691280793600,,,,,
Joselpz19,6/5/2011 20:01,0,0,No van a pasar el juego!! # asco,,,#,7.75255E+16,https://twitter.com/Joselpz19/status/77525483167817730,,,,,
CancerDotNet,6/5/2011 19:57,1,0,Video: Watch Dr. Lisa Diller explain a highlighted study on neuroblastoma: http://ow.ly/1twswS # childhoodcancer # ASCO11,,,# #,7.75245E+16,https://twitter.com/CancerDotNet/status/77524513033682944,,,,,
sphatch,6/5/2011 19:53,1,0,"Tomorrow is Clinical Trials Day @ # ASCO11. Learn about NCI's international collaboration in clin trials at the NCI booth (5017), 3pm Mon.",,@,#,7.75234E+16,https://twitter.com/sphatch/status/77523419964518400,,,,,
Congresses_Onco,6/5/2011 19:52,0,0,# ASCO11 Exercícios reduzem efeitos colaterais durante o tratamento de pacientes idosos http://bit.ly/kVLRh0,,,#,7.75231E+16,https://twitter.com/Congresses_Onco/status/77523149192822784,,,,,
congresses,6/5/2011 19:52,0,0,# ASCO11 Exercícios reduzem efeitos colaterais durante o tratamento de pacientes idosos http://bit.ly/kVLRh0 ( @ Congresses_Onco),,@,#,7.75231E+16,https://twitter.com/congresses/status/77523149121527808,,,,,
ClauuRP,6/5/2011 19:50,0,0,Toda mi vida eh odiado los sapos! # Asco :$,,,#,7.75228E+16,https://twitter.com/ClauuRP/status/77522769255989248,,,,,
auralmendoza,6/5/2011 19:50,0,0,Teodoro Pekotf # ASCO,,,#,7.75228E+16,https://twitter.com/auralmendoza/status/77522760703815680,,,,,
Mariacamilaro_,6/5/2011 19:48,0,0,la verdad lo único que envidio son tus tacones el resto me produce # ASCO,,,#,7.75221E+16,https://twitter.com/Mariacamilaro_/status/77522143746863104,,,,,
MaverickNY,6/5/2011 19:47,0,0,yikes! # blisterwalk “ @ DrLen: # ASCO11 day 2 pedometer report: 9626 steps. That's 5 mi around the conv ctr folks and the day isn't done yet!”,,@,# #,7.75221E+16,https://twitter.com/MaverickNY/status/77522082325479424,,,,,
MaverickNY,6/5/2011 19:46,0,0,"@ cmeadvocate @ rsm2800 sorry I couldn't make tweetup this year - awkward time, in meetings after # asco11 sessions",,@ @,#,7.75217E+16,https://twitter.com/MaverickNY/status/77521702896140288,,,,,
BrianSMcGowan,6/5/2011 19:46,0,1,Non-anonymous! RT @ mtmdphd: # ASCO11 what makes a good tweet? Top 10 features you look for in a tweet or person to follow on # twitter ?,,@,# #,7.75217E+16,https://twitter.com/BrianSMcGowan/status/77521700236951552,,,,,
drsteventucker,6/5/2011 19:44,1,1,RT @ mtmdphd: RT @whydotpharma: @ ascotwit heres the link to the # ASCO11 tweet visualization tool: http://bit.ly/iCpP6K <curses AT&T> # Asco11,,@ @whydotpharma @,# #,7.75211E+16,https://twitter.com/drsteventucker/status/77521125701197824,,,,,
Lourdessmelgar,6/5/2011 19:43,0,0,@victordabbah CDA = # asco,,@victordabbah,#,7.75209E+16,https://twitter.com/Lourdessmelgar/status/77520895534579714,,,,,
patodrouet,6/5/2011 19:43,0,0,@ beritap bueno la cola estaba tibia! # asco,,@,#,7.75209E+16,https://twitter.com/patodrouet/status/77520889859670016,,,,,
mtmdphd,6/5/2011 19:41,0,1,# ASCO11 what makes a good tweet? Top 10 features you look for in a tweet or person to follow on # twitter ?,,,# #,7.75205E+16,https://twitter.com/mtmdphd/status/77520458370650113,,,,,
immariohernandz,6/5/2011 19:39,0,0,"jugando a ganar, dando falsas esperanzas a los que creen en ti @ eruviel_avila # asco http://lockerz.com/s/108111295",,@,#,7.75201E+16,https://twitter.com/immariohernandz/status/77520061463670784,,,,,
BrianSMcGowan,6/5/2011 19:39,1,1,May be some value to developing SoMe training opportunities for registrants to help them use technology to support learning. # ASCO11,,,#,7.75201E+16,https://twitter.com/BrianSMcGowan/status/77520058053693441,,,,,
anllogar,6/5/2011 19:38,0,0,Después del disgusto más grande del día... Me voy a dormir que mañana me espera el primer examen de junio... # asco # odio Buenas noches!! ^^,,,# #,7.75197E+16,https://twitter.com/anllogar/status/77519685855346688,,,,,
JoeTapiaDj,6/5/2011 19:35,1,0,aarggg me kiero arrancar la piel!! jajaja esa musica q tiene la vecina # asco jajaja vallenato pero como de la misma cerrania colombiana xD,,,#,7.75189E+16,https://twitter.com/JoeTapiaDj/status/77518885762514944,,,,,
immariohernandz,6/5/2011 19:35,0,0,@ eruviel_avila comprando votos a diestra y siniestra # esdenacos # asco http://lockerz.com/s/108110078,,@,# #,7.75188E+16,https://twitter.com/immariohernandz/status/77518832226406400,,,,,
ScienceGap,6/5/2011 19:33,0,0,Great conversation at # asco11 tweetup event. Sorry I had to leave early.,,,#,7.75185E+16,https://twitter.com/ScienceGap/status/77518475995787264,,,,,
intopic,6/5/2011 19:32,0,0,"Advanced Melanoma: Phase III Results of BRAF Inhibitor Find Improved Survival # asco2011: A randomized, internati... http://bit.ly/iPcINP",,,#,7.75182E+16,https://twitter.com/intopic/status/77518229710442496,,,,,
BrianSMcGowan,6/5/2011 19:32,1,0,There seems to be a struggle w/ the acceptance of 1) value of social learning and 2) filtering from the fire hose. # culturechange # ASCO11,,,# #,7.75182E+16,https://twitter.com/BrianSMcGowan/status/77518194771886080,,,,,
ManuelBaenaA,6/5/2011 19:30,0,0,Hueles A Peerraa Que # Asco Me Das,,,#,7.75177E+16,https://twitter.com/ManuelBaenaA/status/77517734258290688,,,,,
iwanttoshout,6/5/2011 19:30,0,0,No puedo dormir # asco,,,#,7.75176E+16,https://twitter.com/iwanttoshout/status/77517592201396224,,,,,
PelukeraMaldita,6/5/2011 19:29,0,0,Uy que tu # Mama es modelo de Silka medic # Asco !,,,# #,7.75174E+16,https://twitter.com/PelukeraMaldita/status/77517356313743360,,,,,
CarlosGiron_,6/5/2011 19:28,0,0,Una cosa es que a mi me gusten las chavas con buenos pechos y otra cosa es esa cerdes de 12 kg en cada una! # Asco .,,,#,7.75173E+16,https://twitter.com/CarlosGiron_/status/77517283399958528,,,,,
drsteventucker,6/5/2011 19:26,0,0,"@ rsm2800 @ ASCOPost @ MaverickNY @ mfenner Anyone at # ASCO11 mention or concerned w new e Coli / HUS illness, ? Spread from Europe?",,@ @ @ @,#,7.75168E+16,https://twitter.com/drsteventucker/status/77516781329203200,,,,,
rzwart,6/5/2011 19:26,0,0,Found bottle of white wine and a personal in my hotelroom. Now that is the way to please guests # swissotel # asco11,,,# #,7.75167E+16,https://twitter.com/rzwart/status/77516703428390912,,,,,
anonimasometida,6/5/2011 19:25,0,0,@ merr_91 Jajaja para ti no estaré rica pero para esos viejos sadicos quesuos asquerosos si # asco ... en el bus uno me vio cn una cara o.O,,@,#,7.75165E+16,https://twitter.com/anonimasometida/status/77516466873831425,,,,,
MariferMutul,6/5/2011 19:24,0,0,# asco!,,,#,7.75161E+16,https://twitter.com/MariferMutul/status/77516115600875520,,,,,
Lara_Imhof,6/5/2011 19:24,0,0,"@ adrixa02 @ denarvaez jajaja yo tambien lo lei , que # asco da esta gente dios !",,@ @,#,7.75161E+16,https://twitter.com/Lara_Imhof/status/77516077831163904,,,,,
MelanomaAus,6/5/2011 19:23,0,0,"Co-director of research and Immunologist at the Institute, Professor Peter Hersey, will be presenting at # asco11 today http://bit.ly/kj35lb",,,#,7.7516E+16,https://twitter.com/MelanomaAus/status/77516019819745280,,,,,
KennyKane,6/5/2011 19:23,0,0,NYC bound. Awesome weekend in Chicago! # asco11,,,#,7.7516E+16,https://twitter.com/KennyKane/status/77515967206408192,,,,,
SiljaChouquet,6/5/2011 19:23,1,1,@ ascotwit here's the link to the # ASCO11 tweet visualization tool: http://tps.crumpleitup.com/searches/show/8637# … ;),,@,# #,7.75159E+16,https://twitter.com/SiljaChouquet/status/77515857844117505,,,,,
brianreid,6/5/2011 19:23,0,0,RT @ cmeadvocate # ASCO11 tweet-up beginning...smaller group than last year...but hard look at what twitter is supposed to be. Thoughts?,,@,#,7.75158E+16,https://twitter.com/brianreid/status/77515837480779776,,,,,
drsteventucker,6/5/2011 19:22,0,0,@ congressconnect @ asco # ASCO11 wish I could be there. Best wishes to all!,,@ @,#,7.75156E+16,https://twitter.com/drsteventucker/status/77515554323308545,,,,,
Luisaurous,6/5/2011 19:21,0,0,@ KarinLawliet hahaha pero igual es bonito tenerlo asi xD .... si tengo tareas y son un # asco :p haha,,@,#,7.75155E+16,https://twitter.com/Luisaurous/status/77515459741749248,,,,,
sofiescu,6/5/2011 19:20,0,0,Te arrepentís de la gillette cuando despues de dos días te salen el doble de pelos de los que tenias # asco,,,#,7.75152E+16,https://twitter.com/sofiescu/status/77515238882279427,,,,,
UnaLazos,6/5/2011 19:19,0,0,… debe ser muuuy divertido :D mucha gente lo hace jajajajjaja # asco,,,#,7.75149E+16,https://twitter.com/UnaLazos/status/77514937014030336,,,,,
BrianSMcGowan,6/5/2011 19:19,0,0,Good to remember that twitter was not engineered for medical meetings and HCP learning...so it is not a perfect solution. # ASCO11,,,#,7.75149E+16,https://twitter.com/BrianSMcGowan/status/77514912200523776,,,,,
nycdoc29,6/5/2011 19:18,0,0,# asco11 Tweet-Up completely forgot! Already on way back to hotel...,,,#,7.75147E+16,https://twitter.com/nycdoc29/status/77514740733194240,,,,,
trollenas,6/5/2011 19:16,0,0,"@ Carlos_R_S el de los 6,000 mil al mes Para vivir mejor vota PAN! # Cordero # asco",,@,# #,7.75141E+16,https://twitter.com/trollenas/status/77514145414651904,,,,,
BrianSMcGowan,6/5/2011 19:14,0,0,# ASCO11 tweet-up beginning...slightly smaller group than last year...but hard look at what twitter is supposed to be. Thoughts?,,,#,7.75137E+16,https://twitter.com/BrianSMcGowan/status/77513714953236480,,,,,
DrFritz001,6/5/2011 19:13,0,0,“ @ CancerDotNet: Videos: latest advances in cancer treatments from the ASCO meeting http://ow.ly/5ahkB # ASCO11”,,@,#,7.75134E+16,https://twitter.com/DrFritz001/status/77513352762499072,,,,,
MelanomaAus,6/5/2011 19:12,0,0,Our researchers presented on BRAF mutation by age-decade and body mass index in metastatic melanoma on Saturday # asco11 http://bit.ly/lUCNhv,,,#,7.75132E+16,https://twitter.com/MelanomaAus/status/77513201117446144,,,,,
Karen__NR,6/5/2011 19:09,0,0,# ASCO! # DEPLORABLE!RT @ Discoverywhat: Llevateloooo! RT @MalditaBallena Rbd en Htv con Besame sin miedo. Que recuerdos.,,@ @MalditaBallena,# #,7.75125E+16,https://twitter.com/Karen__NR/status/77512451259764736,,,,,
BobbysBikeHike,6/5/2011 19:09,0,0,@ ASCO Great to have you here! We're giving # ASCO11 folks 20% off bike tours & rentals; use code ASCO2011 at our website: http://ow.ly/5azn1,,@,#,7.75123E+16,https://twitter.com/BobbysBikeHike/status/77512279716921345,,,,,
eddgardj,6/5/2011 19:08,0,0,@ aurumR comi hoy de 3leches # asco,,@,#,7.75122E+16,https://twitter.com/eddgardj/status/77512249371136002,,,,,
ijuan92,6/5/2011 19:08,0,0,estoy perdido y un penguino me esta mirando... q # asco..!!!,,,#,7.75122E+16,https://twitter.com/ijuan92/status/77512180681015297,,,,,
DrLen,6/5/2011 19:08,1,0,# ASCO11 day 2 pedometer report: 9626 steps. That's 5 mi around the conv ctr folks and the day isn't done yet!,,,#,7.75122E+16,https://twitter.com/DrLen/status/77512177694674944,,,,,
MelanomaAus,6/5/2011 19:07,1,0,"Some interesting developments for melanoma at # asco11, including a collaboration bw Roche and Bristol-Myers Squibb http://reut.rs/lsvSGz",,,#,7.7512E+16,https://twitter.com/MelanomaAus/status/77511991178170368,,,,,
dayana_rm,6/5/2011 19:06,0,0,Santana es Lesbiana ????????!?!?!!?! Hahahahahaha # asco!,,,#,7.75117E+16,https://twitter.com/dayana_rm/status/77511728300167168,,,,,
ref_adri,6/5/2011 19:04,0,0,"Open water 2, un # asco (;",,,#,7.75112E+16,https://twitter.com/ref_adri/status/77511202321858560,,,,,
Becker_MichaelD,6/5/2011 19:03,0,1,"James Gulley: TRICOM vaccines being studied in combo w hormone therapy, radiation in pca and w docetaxel in bca # asco11 # biotech",,,# #,7.75108E+16,https://twitter.com/Becker_MichaelD/status/77510785483550721,,,,,
slackbooks,6/5/2011 19:02,0,0,RT @ hemonctoday: Live from # ASCO11: # Ipilimumab plus # dacarbazine improved survival in metastatic # melanoma http://bit.ly/im2uTM,,@,# # # #,7.75107E+16,https://twitter.com/slackbooks/status/77510720287289344,,,,,
Lissetteverag,6/5/2011 19:01,0,0,No esque te odie xq yo kiero sino q tu te lo buscastes! # Pig # ASCO,,,# #,7.75103E+16,https://twitter.com/Lissetteverag/status/77510344490237952,,,,,
Dianis9026,6/5/2011 19:01,0,0,Este apartamento huele a fritanga por culpa de mi hermano y sus amigos # asco,,,#,7.75103E+16,https://twitter.com/Dianis9026/status/77510297828593664,,,,,
cure_magazine,6/5/2011 19:00,3,2,Want to put today's news about melanoma drugs in context? Here's a sneak peek at the summer issue http://bit.ly/lVThRN # asco11,,,#,7.75102E+16,https://twitter.com/cure_magazine/status/77510163522781185,,,,,
ConquerCancerFd,6/5/2011 19:00,0,0,What was your favorite part of the meeting today? # ASCO11,,,#,7.751E+16,https://twitter.com/ConquerCancerFd/status/77510040029888512,,,,,
Becker_MichaelD,6/5/2011 18:58,0,1,James Gulley provides good responses to some of William Oh's unanswered questions re sipuleucel $ dndn # asco11,,,#,7.75096E+16,https://twitter.com/Becker_MichaelD/status/77509637242503168,,,,,
danielramosh,6/5/2011 18:58,0,0,@ AmmaCs ejejje de pana q asco una ensalada de Sardinas ejejej # ASCO,,@,#,7.75096E+16,https://twitter.com/danielramosh/status/77509612772925440,,,,,
hiroshimamma,6/5/2011 18:55,0,0,@ Titipin やはりそうでしたか。RT @ Titipin:“ @ tkdmHawkeye: ボーゲル、ニューヨーク登場 # ASCO11” 午前中には肺癌のセッションにて何度も質問してました(^^),,@ @ @,#,7.75089E+16,https://twitter.com/hiroshimamma/status/77508947933794304,,,,,
Saam_Burgos,6/5/2011 18:55,1,0,Odio los malditos comerciales de Suerox que clase de bebes son esoos ?? jajaja # asco,,,#,7.75089E+16,https://twitter.com/Saam_Burgos/status/77508903990067200,,,,,
Becker_MichaelD,6/5/2011 18:54,0,1,"James Gulley of NCI: next frontier in cancer therapy is combination of vaccines w chemo, radiation, etc # asco11 # biotech",,,# #,7.75087E+16,https://twitter.com/Becker_MichaelD/status/77508722322186242,,,,,
MelanomaAus,6/5/2011 18:53,3,0,RT @ ASCO First-line ipilimumab plus chemotherapy improves overall survival in metastatic melanoma http://ow.ly/5acCd # ASCO11,,@,#,7.75085E+16,https://twitter.com/MelanomaAus/status/77508453534400512,,,,,
melanoma_Drs,6/5/2011 18:51,1,0,"RT @ Melanoma_doctor: New post up on TheMelanomaCenter.com, covering # melanoma oral abstracts. # asco11 http://bit.ly/l0ps6Q",,@,# #,7.7508E+16,https://twitter.com/melanoma_Drs/status/77507975291482112,,,,,
Melanoma_doctor,6/5/2011 18:51,1,0,"New post up on TheMelanomaCenter.com, covering # melanoma oral abstracts. # asco11 http://bit.ly/l0ps6Q",,,# #,7.75078E+16,https://twitter.com/Melanoma_doctor/status/77507841023410176,,,,,
ascotwit,6/5/2011 18:50,0,0,# asco11 tweetup starting Rm n228,,,#,7.75077E+16,https://twitter.com/ascotwit/status/77507729484296193,,,,,
Melanoma_doctor,6/5/2011 18:49,0,0,Have been using wrong hashtag all weekend! Will repost tweets later tonight. Sigh. # asco11,,,#,7.75073E+16,https://twitter.com/Melanoma_doctor/status/77507332250157057,,,,,
scientre,6/5/2011 18:49,0,0,At tweetup.....and you? # asco11 room N228,,,#,7.75073E+16,https://twitter.com/scientre/status/77507258870800385,,,,,
Maskus,6/5/2011 18:49,0,0,No sería sorpresa # asco RT @ leahsacin Aunque la verdad haciendo recuento Rey es capaz de acomodarse con Humala,,@,#,7.75072E+16,https://twitter.com/Maskus/status/77507247680405505,,,,,
zombiepop,6/5/2011 18:48,0,0,me dieron algo de comer que tenia aspecto de comida para gatos # asco,,,#,7.75071E+16,https://twitter.com/zombiepop/status/77507086635892736,,,,,
Titipin,6/5/2011 18:48,0,0,“ @ tkdmHawkeye: ボーゲル、ニューヨーク登場 # ASCO11” 午前中には肺癌のセッションにて何度も質問してました(^^),,@,#,7.7507E+16,https://twitter.com/Titipin/status/77506997976698880,,,,,
elctdnd21again,6/5/2011 18:46,0,0,# puigdestitucion # asco Es un provocador.Puig sopesa derogar la orden de identificar a los antidisturbios-El Periódico - http://kcy.me/3m0c,,,# #,7.75066E+16,https://twitter.com/elctdnd21again/status/77506586041516032,,,,,
rzwart,6/5/2011 18:46,0,0,Eerste twee opnames van het Oncologie Journaal staan erop #asco11#onlinevideo # webtv,,,#asco11 #onlinevideo #,7.75066E+16,https://twitter.com/rzwart/status/77506560699547648,,,,,
BioWorld,6/5/2011 18:46,2,0,"Are Phase I trials good for patients? Analysis shows 10% response rate, CR rate 2%. “Not a miracle, but not negligible either.” # ASCO11",,,#,7.75065E+16,https://twitter.com/BioWorld/status/77506494182076417,,,,,
BailanSinCizare,6/5/2011 18:45,0,0,como que presiento que eres chaca D: # eww # asco,,,# #,7.75063E+16,https://twitter.com/BailanSinCizare/status/77506349424054273,,,,,
agustinads_,6/5/2011 18:45,0,0,"tener que abrir el libro de politica, realmente me da # asco!!!!",,,#,7.75063E+16,https://twitter.com/agustinads_/status/77506295736971266,,,,,
Qeniia_itzsel,6/5/2011 18:44,0,0,DEFINITIVO! mi fin de semana fue un # ASCO ¬¬',,,#,7.75061E+16,https://twitter.com/Qeniia_itzsel/status/77506072730021889,,,,,
gasper_90,6/5/2011 18:44,0,0,La agua estaba rara # asco,,,#,7.7506E+16,https://twitter.com/gasper_90/status/77506043202125824,,,,,
HemOncToday,6/5/2011 18:43,1,0,Live from # ASCO11: # Ipilimumab plus # dacarbazine improved survival in metastatic # melanoma http://bit.ly/im2uTM,,,# # # #,7.75058E+16,https://twitter.com/HemOncToday/status/77505789748715520,,,,,
ohsuaya,6/5/2011 18:42,0,0,“ @ ASCO: The # ASCO11 Tweet-Up is today from 5:30-6:30 PM in Room N228. Soft drinks & snacks provided. Hope to see you there!”,,@,#,7.75056E+16,https://twitter.com/ohsuaya/status/77505550388183040,,,,,
mtmdphd,6/5/2011 18:42,0,0,# ASCO11 # myeloma treatments have the potential for many side effects. Well presented talk on it.,,,# #,7.75055E+16,https://twitter.com/mtmdphd/status/77505542423183360,,,,,
belicampana,6/5/2011 18:41,0,0,@ taty_vergara Posta t digo q mña noi creo q vaya m siento horrible no m hables d comida # asco,,@,#,7.75054E+16,https://twitter.com/belicampana/status/77505398596317185,,,,,
lapizlazuli,6/5/2011 18:40,1,0,# asco http://twitpic.com/57k950,,,#,7.75051E+16,https://twitter.com/lapizlazuli/status/77505130982932480,,,,,
Rublondes,6/5/2011 18:40,0,0,RT @ evecitaa: # asco con gloria trevi # fo # iuuk,,@,# # #,7.7505E+16,https://twitter.com/Rublondes/status/77505001794179072,,,,,
evecitaa,6/5/2011 18:38,0,0,# asco con gloria trevi # fo # iuuk,,,# # #,7.75045E+16,https://twitter.com/evecitaa/status/77504471122460673,,,,,
FacuBan,6/5/2011 18:37,0,0,@ GonzaloColombo Jajajajjajajajajajajajajaaj # Asco,,@,#,7.75043E+16,https://twitter.com/FacuBan/status/77504337588400128,,,,,
milyolivee,6/5/2011 18:36,0,0,que # Asco me da el wasabi con solo olerlo me vomito D;,,,#,7.7504E+16,https://twitter.com/milyolivee/status/77504007509262336,,,,,
BioWorld,6/5/2011 18:34,1,0,"Uh-oh: If we keep up current pace of progress in decreasing the death rate, “we will have licked the cancer problem in 1200 years.” # ASCO11",,,#,7.75037E+16,https://twitter.com/BioWorld/status/77503661055541248,,,,,
MaverickNY,6/5/2011 18:33,0,0,@ medicallessons but who is going to determine which women are suitable for exemestane? If PCPs it's a non starter # asco11,,@,#,7.75035E+16,https://twitter.com/MaverickNY/status/77503458059632640,,,,,
Jeffsirg,6/5/2011 18:33,0,0,@ mooninvader jajaja perreo! # asco,,@,#,7.75032E+16,https://twitter.com/Jeffsirg/status/77503242011033600,,,,,
dukehemoncfello,6/5/2011 18:33,2,1,"For those who asked about ASCO fashion: It's a giant sea of suits, though several Europeans are meandering in blue jeans. Liz at # ASCO11",,,#,7.75032E+16,https://twitter.com/dukehemoncfello/status/77503230111776769,,,,,
Yvanehtnioj____,6/5/2011 18:32,0,0,# esdenacos meterte a tu facebook desde las ipads del mall # Asco # Naquisimo # EsDeSirvientas,,,# # # #,7.75031E+16,https://twitter.com/Yvanehtnioj____/status/77503075312615424,,,,,
YSCBuzz,6/5/2011 18:32,1,0,At ASCO conference in Chicago and have met some exciting and innovative researchers focusing on young women and breast cancer # ASCO11,,,#,7.7503E+16,https://twitter.com/YSCBuzz/status/77502964499095553,,,,,
mtmdphd,6/5/2011 18:31,1,0,# ASCO11 # myeloma dkk1 and sFRP2 are inhibitors of wnt signaling pathway. Important for myeloma bone disease.,,,# #,7.75028E+16,https://twitter.com/mtmdphd/status/77502813315407872,,,,,
teamoncology,6/5/2011 18:30,0,0,【 # ASCO11 101】 Zoledronic acid targets osteoclasts. Denosumab targets RANKL. Both helpful for bone.,,,#,7.75025E+16,https://twitter.com/teamoncology/status/77502536424235008,,,,,
MaverickNY,6/5/2011 18:29,0,0,Go Dr Otis!! Welcome to # asco11 “ @ djsampson: I just gave @ OtisBrawley a brief tweetorial. I may regret this.”,,@ @,#,7.75023E+16,https://twitter.com/MaverickNY/status/77502311685046272,,,,,
mtmdphd,6/5/2011 18:28,3,1,# ASCO11 zol vs denosumab in # myeloma. Nct01345019 expected sept 2011 to open,,,# #,7.75021E+16,https://twitter.com/mtmdphd/status/77502134203064320,,,,,
teamoncology,6/5/2011 18:28,0,0,"Correct. # ASCO11 RT @ annmsutton: @ teamoncology basic scientists are from mars, clinicians are from venus :-)",,@ @,#,7.75021E+16,https://twitter.com/teamoncology/status/77502054121226240,,,,,
teamoncology,6/5/2011 18:27,0,0,@ annmsutton Innovation alone doesn't bring paradigm shift . Need a super passion & radical openess and extreme practical innovation. # ASCO11,,@,#,7.75019E+16,https://twitter.com/teamoncology/status/77501928229187584,,,,,
